delta_6,theta_6,lowalpha_6,highalpha_6,lowbeta_6,highbeta_6,lowgamma_6,midgamma_6,delta_7,theta_7,lowalpha_7,highalpha_7,lowbeta_7,highbeta_7,lowgamma_7,midgamma_7,state
72207,67749,2365,8549,33356,68575,33261,19718,1942513,102930,30897,7163,10615,25445,11374,4900,0
1161354,34077,18267,32081,12377,27003,26922,45003,201703,6201,12519,3122,1959,6235,3001,4344,0
21006,37711,18473,18093,25636,26743,15543,28047,3075674,207640,163732,90271,101500,75364,46255,65424,1
116840,22991,5609,19718,3510,6909,4579,5126,50381,142611,25898,5144,26546,13609,7841,8977,1
67843,68564,10226,16770,19356,28333,17454,48413,147381,75699,15903,36924,16138,99315,30246,36587,0
150547,45684,643,5369,6628,37178,42476,8628,382689,76880,12294,10911,36129,25225,62335,19002,0
16798,20150,8519,4758,44359,27568,31534,28531,1931498,73080,21455,24360,10057,50424,39361,15595,1
1067448,202664,24477,29528,22291,61646,42631,35079,290249,39014,9787,7419,5112,22477,39908,20345,0
100733,20429,1480,722,990,4646,1718,1368,2001797,276161,105048,44649,3286,72761,56396,26980,1
270813,123909,17715,18773,2733,9583,8284,6640,276121,248621,22713,42193,24803,27015,56541,29164,0
191534,116245,13757,25149,20072,15742,16551,17943,6586,19031,10149,18795,20350,24619,17221,8334,1
1572596,29266,2688,16067,20800,8507,5889,3216,181453,42087,22564,5446,8947,5732,8043,3607,1
2608738,93208,55474,99540,19833,56321,22587,34717,1479606,280026,80790,15976,28036,135347,30367,29656,0
1516032,423600,11612,4090,6860,30781,54038,86518,1813011,161271,115058,41785,103728,45580,27506,14174,0
27613,18385,3535,2246,2259,2223,3924,1136,510200,503235,110315,27470,66254,97519,88941,33035,1
744495,256615,39121,42641,12346,76395,68476,15978,15129,26820,28069,11268,34805,72866,22056,34339,0
792383,167535,20595,23621,20649,65352,50835,68913,338015,76452,14538,14385,35464,82838,46513,23581,0
998415,86938,17433,27994,7596,45817,27836,37458,9022,3680,12527,9404,80371,31579,37663,20332,0
516088,47646,8312,28605,8567,20940,14419,7335,494680,61438,41485,43306,21740,33646,35812,16569,0
697095,20786,18222,6936,8215,7801,5730,19382,1197735,655765,17281,59858,53689,31114,42588,39172,1
20645,18415,5821,14639,10480,75918,22885,23330,12449,11776,23814,17029,26484,31891,13233,10923,0
100805,16483,650,534,1935,2236,2114,2379,124791,4660,1446,895,1179,6367,3793,1787,1
712253,78858,24981,11308,42136,22970,22197,18739,1449111,421328,58869,40245,26385,53912,65780,22440,0
177646,16458,11001,5857,5268,13311,7379,5267,298927,205865,71566,19378,24922,31096,56499,58544,0
755091,28616,9773,4839,5387,7713,6227,6413,11671,4289,26383,6132,41493,19545,5471,12171,1
289851,59306,4379,10990,3357,58115,23225,6151,144613,31764,17420,5092,3873,4864,5020,1072,1
8813,14729,1995,14715,14367,26291,11259,4129,509094,28905,13534,16321,45527,20398,28147,31979,1
137481,64436,27524,26630,9163,23097,21430,18647,104102,122286,32649,52615,28713,23487,7089,13622,0
129033,12414,13752,2289,4200,3797,2170,4115,27596,30337,11056,20529,2424,4340,6839,7204,0
7799,12227,8374,19270,25749,18724,5561,15137,1571629,148327,69719,13442,58251,24322,13251,28410,1
628709,228700,44963,28877,46392,42093,18017,26952,195210,29959,12996,20154,16258,15594,36854,24026,1
1035682,224015,72054,3144,11293,24428,31405,17410,29913,17545,14273,7898,11155,16325,15676,14386,0
154826,36392,6821,5996,16665,40700,43295,18126,56083,15931,10728,8846,21414,16141,19911,4293,0
894299,106230,22966,27232,16511,34946,42503,13453,141843,65123,20483,2340,4743,32976,20135,20427,0
16222,21069,13611,4736,30148,31112,24672,28061,150986,16930,1614,2609,5760,3671,2829,1455,0
303602,98455,19050,8516,3741,60009,20448,18857,10695,3577,10284,10612,11670,22060,31024,16838,0
275745,60195,7249,9169,8282,28895,31539,10467,3314,8888,5161,12395,10041,22228,20703,21409,1
133233,15941,2458,9923,12502,1939,4202,3446,103880,17056,2081,3047,10023,4729,7023,7434,1
9525,18364,11460,9325,14287,14100,13401,2478,7644,13373,5489,6666,6060,10384,5689,11493,1
64985,51803,2122,1547,9960,4187,6741,4100,84800,48930,23238,20188,15015,21753,20793,19726,1
491037,60518,12201,22780,18132,16909,13265,8656,3428,7731,330,47599,31526,29423,21302,6977,1
10286,3489,5282,11430,10840,29160,12165,16623,11467,10917,3760,7738,5496,10587,7149,13625,0
129976,76594,18599,3639,9643,31798,37576,14788,545337,160214,12261,5381,5096,6465,10980,5087,1
663727,86074,28564,4570,6100,21360,14750,7710,6866,18471,7475,8229,5885,13106,12810,9016,1
14488,10329,12383,4607,10027,15275,7184,9574,112227,7676,5733,6572,2527,4215,3002,1730,1
2592,6192,2235,3202,28379,8400,7800,6487,2684,11069,4800,15569,11621,4691,4647,6017,1
201243,130081,5991,8592,12801,28200,37165,16655,1011249,93437,27106,11948,7973,14720,12939,8889,1
28751,19166,2211,8070,20324,50288,54244,14432,97084,51342,14133,22398,7820,32271,38305,12192,1
228932,76635,15045,4730,8375,6606,2179,1767,527097,69824,11756,15807,3411,4780,13958,2258,0
103891,10824,8383,2067,2055,4512,12335,4449,104259,39914,13292,14013,10150,27568,29472,10413,1
214949,47303,23309,42746,19682,22091,10428,12332,8609,38448,23568,8199,12882,24050,11886,19234,0
132931,2956,1774,14010,5393,10032,5585,4190,622241,63162,17522,29177,19934,19230,12409,6572,0
673751,62312,13910,17113,12845,25925,20878,12773,24196,63018,28321,1608,7787,13490,6418,4562,1
35968,67349,5184,25834,19949,12954,19804,8561,106679,8780,1979,2108,6518,3102,4438,1912,1
1045065,14032,9841,3944,10488,5870,14845,6785,44292,38060,25016,38085,18245,26345,17825,12782,1
375040,61761,9916,5178,4656,7416,5832,5386,61895,7741,2443,8538,3819,5864,12491,2057,0
702499,86379,2626,11687,26606,19258,31420,6957,112350,254741,9547,44994,4229,86950,21042,8343,1
12021,21379,23838,5914,24302,18464,16061,7813,5825,12062,9526,4162,4303,28407,13270,6645,1
412201,250358,45216,12115,19548,68178,20483,15525,129423,55216,4511,11576,24179,66708,30076,14311,0
18429,8921,16908,21678,16831,40153,30809,17936,3835,8504,11154,27560,24583,12733,13751,6591,0
126852,28461,20858,28786,29758,37853,29658,24470,58567,44454,6183,5638,18312,19239,23167,18854,0
263910,47903,14123,23048,4721,11296,9758,10810,410433,100067,10385,61101,25996,29497,26133,10522,0
323161,175261,6924,21163,15962,30048,46877,29872,850550,33448,13270,28309,19105,42917,24702,11822,1
12285,7696,4065,8423,13414,25564,41046,30021,702912,26788,47097,8074,51475,29029,13738,14577,0
945638,204273,22308,20827,54300,34410,25148,23802,5260,10116,15266,6674,61849,12687,20637,20213,0
1327513,154072,23815,38012,11907,43768,27988,15602,55561,107166,3643,898,9287,13037,13851,4435,1
1564697,62640,61544,22077,17781,71499,40936,61285,1269119,22725,4747,6429,3920,32213,11106,5184,0
684216,152057,17069,24230,5440,20989,26348,40271,151077,23967,2101,10320,3316,11740,13820,11326,1
628003,150733,55639,12154,15200,46719,38885,30616,83434,23263,11486,16779,10967,23440,11384,6557,1
166502,12522,1149,896,1680,7941,1710,1034,85577,6595,2131,4718,3860,4307,1545,1647,1
747386,27191,20440,18938,30642,37170,28770,11106,130278,14989,1370,3543,1622,3895,1825,843,1
603407,132221,38909,31062,85459,99022,34389,22476,9026,8799,12456,6244,9614,62748,35259,31430,0
40220,202276,18755,21686,39686,44165,21406,35575,432019,42632,6174,173,3507,12134,5606,6564,0
263876,50112,3587,3816,5193,6175,5889,10409,659709,104055,13983,5578,51015,44091,50082,42199,0
154708,5759,1616,3808,3198,6027,2399,3238,16420,35380,14601,19022,23501,13219,8823,5415,1
59524,40389,18676,7859,32440,31671,23108,17540,323072,45099,35597,6245,3956,8633,6401,12243,0
749517,52240,1792,13070,9825,67560,44408,13679,1470172,291739,55954,129161,40090,65394,39229,22825,0
295980,10987,533,1421,2271,10451,2811,4614,456694,24018,8522,4080,14881,10146,7612,2503,1
69312,25070,2177,4197,3195,10724,3707,4404,116533,16952,3878,3075,7702,8795,8453,3446,1
1123749,110211,89588,31146,51212,47299,91259,25391,235529,51268,9233,7357,9136,15217,15073,6686,0
111270,17543,4522,4603,3986,14167,14594,4226,138073,48784,6047,2899,4477,4716,4041,6564,1
1491205,226219,29883,29825,16761,65055,37267,38326,615527,97780,16338,5536,29334,154336,116851,26347,1
236292,83665,58105,31275,11558,7006,5728,6519,181107,25807,12314,13856,17968,41984,81044,28021,1
57220,4424,7955,15872,13867,44831,45979,18976,4714,7065,23972,7015,12267,54826,20041,20257,0
290968,332697,45397,56472,28850,52278,21867,17326,135131,91001,29347,32564,41004,21127,12495,12911,0
235474,41435,4082,5314,2161,7481,3595,2286,1099527,111819,86030,28647,8343,12028,15081,9033,0
