delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
856010,83067,19451,14366,5639,20139,21197,10174,1845111,182501,45010,47006,8871,46446,66743,23556,62588,14386,5132,5356,2490,3637,883,1210,0
553616,84623,16464,9358,8741,18671,11830,12552,2206666,258297,40749,27026,24080,45870,24188,26941,108213,4273,1403,1974,2049,4934,2858,3142,1
473703,85987,9924,11099,17295,14350,12300,7326,876715,150111,24560,14868,45149,21330,19068,13522,4827,10436,4139,7761,6189,6015,6588,2623,1
131636,22755,7189,9576,22541,21963,18698,15726,552714,60788,12987,19193,43333,41896,34835,23704,4733,6718,1811,3472,3408,13719,9729,10324,1
794239,60488,10505,17763,10711,30704,14960,8239,3024414,174943,33124,63004,28549,75033,36833,16902,40299,9222,2368,565,2091,5260,3083,2475,1
378915,35906,11483,31606,14652,24343,11733,9703,1279650,88312,17118,120052,40667,53304,25921,19343,13447,999,8151,1896,1924,12925,2325,3010,1
94717,28765,12248,15496,9906,28516,17130,9307,196819,81505,17680,19691,15498,56450,37430,14856,1349,3593,7472,12118,5126,6136,2554,2264,0
141122,40952,4874,10783,5553,10009,9252,8176,199785,116345,11703,45206,10527,22091,26849,23314,52518,7429,1335,475,1871,1291,1322,1099,1
269552,28262,8323,5507,6469,12740,15748,7694,571822,58747,23042,10409,14035,30171,31640,11960,3184,11160,3755,1152,2847,4663,4361,2678,1
478927,219851,43560,17469,17923,19631,22881,9403,1894215,811448,168097,38687,31794,34961,39507,15356,3660,9661,4143,2683,6829,7045,3661,3477,1
59266,12986,3716,4467,6299,9362,7104,7429,174636,27995,5508,9611,13185,24244,19994,23655,1771,7281,484,1324,1267,781,770,469,1
534712,103951,17910,18132,20788,33556,23653,19125,2132163,213355,33465,29846,25616,65128,30973,33972,7616,6338,1666,7226,15018,16388,4832,4639,1
486778,141726,31702,22829,23053,25498,23421,14011,1015579,341624,68181,42968,49547,44700,41943,26433,46079,25896,10891,5505,7571,7378,5853,5706,1
417444,73149,16904,5533,8571,7898,5515,6437,1595282,229143,56193,16226,23989,16610,12848,21080,68193,7587,1938,1152,1145,2484,1289,1522,0
1202064,201679,69525,31585,44141,33428,26910,20561,2546183,348054,208702,49342,79462,60618,39778,33340,428915,39106,27967,8348,22458,7870,15062,10344,1
132576,18037,6744,6170,5463,12975,7381,7102,338120,50314,21325,11551,9174,41947,17955,22346,20662,4804,1026,1599,1142,2352,2320,1837,0
256592,40570,9646,7978,5559,7347,3141,3619,675370,91681,22072,12238,9393,15778,5069,8074,87771,23549,3137,3552,2662,2027,1160,520,0
629264,123596,18344,20641,13375,22270,14968,10325,1536404,229328,51888,51364,28132,45867,31678,18355,73844,50811,1693,6141,3137,9890,5398,2981,1
653086,249615,42453,35392,28772,17324,10571,8077,1982913,991449,131032,121068,110308,50807,17644,15626,20609,27662,6443,3391,3326,2542,4529,1231,1
48486,40384,6915,12403,12848,8806,9503,4988,177322,164264,14706,25991,23999,12236,17801,7195,5166,4905,1241,1922,3445,2899,2106,2239,1
346825,60468,19108,16874,10578,30529,40663,15522,764173,99488,49242,61493,20303,50196,124375,45102,16238,19292,2049,2521,3271,7695,8177,6179,0
897506,195196,42632,18950,27180,32373,18681,9513,1521379,377187,127090,54433,39032,61217,45077,15924,24834,55581,5030,3691,4205,5990,1211,1113,1
713346,192143,19464,11762,14613,15863,12034,10428,2640395,772823,34387,33169,25257,44096,31128,31786,85621,22579,10553,2901,3947,6078,2857,3365,1
604080,125762,31330,17402,23086,14006,15313,10690,1282122,347429,74859,34790,45591,36581,27807,21828,39901,11648,2677,1539,4409,2151,2076,1583,0
389566,31703,12770,14230,15435,24824,27610,12724,1329114,52729,28182,42108,39613,38851,62872,26847,6608,12367,3239,3192,4169,11056,10855,4578,0
597979,155035,46287,16603,17551,28659,27882,21764,1535245,288798,153213,44707,37356,60877,79911,61922,181425,36033,12030,6723,1858,4527,2258,1510,0
653307,375555,26215,53132,25585,51979,32951,24462,2068615,964680,51752,176628,59859,134007,65287,42905,71709,24185,4867,2642,3297,8738,8159,1848,0
1081635,278034,22841,47691,37487,44477,32109,21934,3109403,599301,54653,191651,63627,52627,65709,46728,17593,22397,3903,4998,8939,17352,3458,5333,1
749939,120503,16168,15429,10470,18844,11424,10796,1176062,405301,30746,33950,35403,38830,25948,27140,446487,11055,3532,31,1723,5813,2928,2650,0
752056,253056,27357,24208,22320,29265,34930,21969,1368029,755512,41967,35144,44966,56042,80699,45747,261784,53450,5660,8961,7379,8272,5352,7812,0
1335175,239080,41337,31318,36383,34705,48536,25553,2454142,607436,84388,90294,122894,81325,107010,62134,613271,54003,13017,11675,1778,11273,11180,10584,1
1026027,268472,31323,17872,20020,31233,36551,26616,2242841,775511,42949,43927,41857,46658,70171,48871,259068,49256,5108,2378,2590,12244,5562,15842,0
780786,201809,66706,17300,20180,31361,32957,20699,1615463,457544,167320,27438,53286,59797,53769,31682,124551,38573,1884,1479,4744,7091,15254,7689,1
573848,269128,38315,22933,27044,41477,35138,29057,1099834,780090,73694,35231,51750,55631,47899,46529,59211,19014,6817,12647,8403,18037,9870,4622,1
614808,149787,23493,10477,14456,73904,33677,27183,1457169,207940,55994,15898,27053,117711,91007,50164,165865,106160,2616,3857,5133,16919,10405,6984,1
302122,84173,25118,22559,18644,34125,28662,18339,809412,243129,69290,58001,31713,67347,77142,32360,13039,11949,5498,3810,7833,12150,6609,5162,1
634705,183034,18576,9711,12280,49793,42926,16384,1300102,417535,38441,15735,22146,75948,101346,34400,171499,44059,4734,4705,4932,19165,7347,6011,0
330078,35401,9299,8177,4995,14549,14062,7737,827231,74275,18518,13657,7644,19179,19813,10465,78049,11915,3208,2861,2070,7031,9211,5199,0
230641,55737,11185,12247,16055,16543,17590,17879,751038,164916,32659,33521,39139,37076,60111,45331,26334,16198,2182,1196,721,2286,570,1851,0
645201,52775,12332,9828,10143,22062,17990,11811,1713110,126494,24437,20524,22597,60402,53572,29096,69287,4162,1194,932,1307,2950,1772,2020,1
735671,82562,11392,14113,8809,16107,10762,6013,2696321,233615,24483,46205,24099,51127,37834,19278,116040,13234,3161,2376,832,3093,1616,1375,0
312397,65270,18528,9139,11286,31024,23333,17362,825555,121812,33310,15996,21813,68294,54775,38858,92264,15318,809,2985,1911,4453,4730,3099,0
675191,110239,15648,16481,10400,30982,13803,13588,1674310,227852,29239,65522,18934,79828,30403,39184,2520,17927,6505,1026,2799,4550,1371,1211,1
517871,77428,14888,7640,10645,19614,25160,13518,1243920,152275,29244,15517,18994,42706,79280,35620,137155,19448,1857,1941,1615,3149,1911,1035,1
451211,86553,17612,27041,17219,35360,27368,11964,1048629,179256,36689,53964,40744,76252,71902,23054,199541,42698,6473,9306,1360,13636,6994,4104,0
915376,163425,55834,23486,28395,48507,46550,23168,1598842,289690,140074,47454,52411,83575,90006,41060,39586,6930,9260,2113,5515,10353,16354,6833,1
879647,183916,11884,15013,17112,25246,53675,19235,2125721,426494,30397,32148,38647,65090,157191,51020,119525,20786,4624,2510,5576,7770,2740,4732,1
711792,212768,34376,22465,19561,38957,40239,34327,1653987,364177,62983,39403,54540,100645,83874,72788,134066,55688,12846,5460,6790,13895,9368,7807,1
851359,216225,34622,23594,25678,46759,33490,29250,1911495,365580,55296,38269,50670,83887,51888,61405,152828,78391,12399,13290,3425,10940,11757,11482,0
1029976,138282,30139,24733,26765,49256,28120,18013,2862058,253717,53304,42413,73038,102663,54556,41242,218952,95738,9725,4315,8549,19438,5640,6245,0
174385,138296,35834,26427,23773,26201,22969,14552,674773,525629,130708,99896,40086,43971,35826,32704,2187,12905,3414,3803,18819,8530,7631,4881,0
