delta_c0,theta_c0,lowalpha_c0,highalpha_c0,lowbeta_c0,highbeta_c0,lowgamma_c0,midgamma_c0,delta_c1,theta_c1,lowalpha_c1,highalpha_c1,lowbeta_c1,highbeta_c1,lowgamma_c1,midgamma_c1,delta_c2,theta_c2,lowalpha_c2,highalpha_c2,lowbeta_c2,highbeta_c2,lowgamma_c2,midgamma_c2,state
312800,56076,-2570,4789,7546,4526,5779,3655,-312800,-56076,2570,-4789,-7546,-4526,-5779,-3654,-295199,-70008,-14295,-5159,-7326,-4778,-6198,-3491,difficult
125707,34448,8338,3064,2404,-3816,4056,2235,-125706,-34448,-8337,-3063,-2403,3817,-4056,-2234,40302,-97189,-458,-231,9276,609,11794,9758,easy
-56693,1811,1540,892,3711,4026,3160,3330,56693,-1811,-1539,-892,-3711,-4026,-3159,-3329,1157374,213251,23019,17822,33853,11413,10911,890,easy
281884,515165,9114,22472,15359,14958,9020,200,-281884,-515165,-9114,-22472,-15358,-14957,-9019,-200,-811930,-496001,-29366,-27855,-20605,-19649,-8092,-4483,difficult
8319,4172,-9429,-804,-9597,-3583,-5299,-4248,-8318,-4172,9430,805,9598,3583,5300,4248,159786,-10139,-5441,7985,-8554,1072,1875,188,difficult
66074,21593,1540,-244,-3843,-850,-2313,-660,-66074,-21593,-1540,245,3844,850,2313,661,-44934,-22936,15888,2907,-3395,5703,3146,1010,difficult
-36375,-503290,-94295,-20044,-13385,-17716,-13661,-8705,36376,503291,94296,20045,13386,17717,13662,8705,243154,-510600,-103070,-38295,-18048,-10127,-10770,-12406,difficult
-10635,45839,-2790,2833,1196,-554,-753,-132,10636,-45839,2791,-2832,-1196,555,754,133,-247226,-213,5561,3554,1520,-1551,-5539,-536,difficult
427348,87293,23046,21706,4559,-87,2220,689,-427348,-87293,-23045,-21706,-4559,88,-2219,-688,35006,-85249,-12363,-22886,-9231,-9941,857,-1545,difficult
-102256,-51561,-41658,-774,-30623,-11301,-766,-861,102256,51562,41659,774,30624,11301,767,861,-158554,-75643,-52753,-7176,-36896,-16751,-9810,-2968,difficult
-9335,1790,-721,-832,-940,-2932,571,159,9335,-1789,722,833,941,2933,-571,-159,168871,7859,-9032,112,-2996,-6624,-3101,-2512,easy
-449862,-5147,-7446,-694,2160,4082,-138,478,449863,5148,7446,694,-2159,-4082,138,-477,-451698,-1413,1096,8117,7640,-2862,1441,-36,easy
-201577,-23829,-3204,-2512,-9886,-6010,-651,-2262,201578,23830,3204,2512,9887,6010,652,2263,-231007,-36358,-5291,-2109,-9236,-4944,304,-2585,easy
-61997,-680,32,-8152,1851,2453,3284,2305,61998,681,-31,8153,-1851,-2452,-3284,-2305,519081,320174,30825,11823,13014,-4394,972,1487,difficult
71165,48006,2019,13642,2255,6803,3856,2276,-71164,-48005,-2018,-13641,-2254,-6803,-3856,-2276,-71273,-16652,4240,-14511,-2445,2682,2567,2402,easy
130538,71204,-2169,2044,-30,-3007,1224,3873,-130537,-71204,2169,-2043,31,3007,-1223,-3873,-350383,-103205,-8190,-11089,-9858,9438,-5344,-857,difficult
-75752,-12125,-3509,-2026,1042,1886,875,3854,75753,12125,3510,2026,-1042,-1885,-875,-3854,-79600,10644,-1342,513,10916,2763,3180,3096,easy
-483070,-39197,6667,-7281,-4020,-4238,-3723,-3404,483070,39197,-6666,7281,4021,4238,3723,3404,-227478,-64639,-15769,4291,-2375,-136,453,-2619,easy
49896,893,-7421,-1616,34,-5127,-2768,-2781,-49896,-893,7421,1617,-33,5127,2769,2782,-41399,6102,3333,-3639,-1192,4472,1400,457,easy
-328707,-157792,-13990,-49709,-4573,-3518,-8787,-1422,328708,157793,13991,49709,4574,3519,8787,1422,-350030,-164318,-12659,-50437,-6722,-3889,-8465,-885,difficult
-23701,-14096,696,1530,658,5400,556,2718,23701,14096,-696,-1529,-658,-5400,-555,-2717,57475,-12605,-5754,-2974,-2083,-5089,1853,-2880,easy
-48117,-10480,-1288,-2290,-3322,1196,357,-243,48117,10481,1288,2290,3322,-1195,-356,244,-71148,-7917,-3442,-9130,844,-1460,-316,-64,difficult
-705,-28415,-3779,-4192,1261,-7431,-1541,690,706,28415,3780,4193,-1261,7431,1541,-690,20841,-27531,12824,51,-7385,-2689,-2769,6788,easy
31452,7824,-786,-2061,-1848,-2275,-1379,-134,-31452,-7823,786,2061,1849,2276,1379,135,-37161,-9425,762,11641,4358,289,5392,3239,easy
37016,-3304,99,-8120,-2768,-2855,-1441,-683,-37015,3304,-99,8120,2769,2856,1442,683,-38419,-11334,16316,12585,6580,717,2032,1093,difficult
259944,89258,25658,7544,3022,-2693,-266,-1205,-259944,-89257,-25658,-7543,-3021,2694,267,1205,-262848,-110337,-25252,-5208,-4627,-7967,2358,-480,difficult
-335389,-8620,-769,1274,3081,2669,1651,-245,335390,8620,770,-1273,-3081,-2668,-1651,246,139962,46183,5109,1954,-4583,3537,6705,1821,easy
9166,-254,-1652,-1592,1320,3491,141,1050,-9165,254,1653,1592,-1319,-3491,-140,-1049,375096,-14709,-9735,-1835,-2909,2513,5050,1837,difficult
-49921,-260,3170,4194,1288,5056,1435,1153,49922,260,-3169,-4194,-1288,-5055,-1434,-1152,314571,-174,-3621,-2313,2844,8924,6417,3705,difficult
135779,10011,1442,1983,561,-505,713,1419,-135778,-10011,-1442,-1982,-561,506,-712,-1419,-126252,15210,50453,8281,11376,-1899,2382,-2081,difficult
4703,8511,-452,-1320,5474,-597,2041,2464,-4702,-8510,453,1321,-5473,597,-2041,-2464,-6989,-8883,16365,3664,-12087,-1158,-5126,-1771,difficult
-13746,6017,5036,2161,6419,6874,5736,2558,13747,-6016,-5036,-2160,-6418,-6873,-5736,-2557,-25967,-2214,-2398,1456,-3497,-496,-2884,298,difficult
-121897,-82436,-19285,-2251,-5744,-10683,-6595,-6903,121898,82437,19285,2251,5745,10683,6595,6903,1135460,94064,119894,16688,41327,-1442,-2287,-2391,easy
38076,24440,1969,1413,4639,1814,-418,239,-38076,-24440,-1969,-1413,-4638,-1813,419,-238,-39053,-23883,4367,-6778,-4229,-2560,2506,-1689,easy
1658,-13724,4119,-5086,1946,-502,436,-120,-1658,13725,-4118,5087,-1945,502,-435,120,5150,-11288,-2379,-4325,7539,473,-2522,49,easy
-49549,-27848,-2932,824,-3130,-754,-1896,-684,49550,27848,2933,-824,3131,755,1897,684,697889,38229,11085,-571,7420,24477,3342,4088,difficult
-9279,-4145,4695,4155,5899,5963,2781,1542,9280,4145,-4695,-4155,-5898,-5963,-2780,-1541,756738,7639,-1603,-1984,-6914,-6087,-2406,-1662,difficult
-245590,-39773,962,2678,-12417,-8029,-2334,-1877,245591,39773,-962,-2678,12418,8029,2335,1877,-222736,-39823,-419,9905,-1045,-4569,-1473,14986,easy
318451,210888,2203,2921,7942,5250,10221,13998,-318451,-210888,-2203,-2920,-7941,-5249,-10221,-13997,-468846,-257211,-4997,-12218,-13034,-20847,-14138,-22967,easy
-376773,-241141,2696,-7901,-6188,-4125,-10544,-4833,376773,241141,-2695,7902,6188,4126,10544,4834,-472868,-266333,-24648,-13897,-10090,-13738,-11742,-4166,difficult
258395,48603,10137,7152,3964,3810,3850,529,-258395,-48603,-10136,-7152,-3964,-3809,-3850,-528,-301683,-46692,-2278,27787,3318,7306,3954,1314,difficult
-474992,-574333,-62856,-6947,-126694,-70536,-55777,-77703,474993,574333,62857,6948,126695,70537,55778,77704,512170,-457767,-11357,17564,-87356,-59213,-49920,-67146,easy
-691003,-556,-5916,-1102,-13877,-12011,-2804,-4281,691003,557,5916,1102,13878,12011,2805,4281,-629181,11895,7990,14985,-101,-13834,1565,757,easy
-13279,13381,8895,8341,1162,-265,1319,315,13280,-13380,-8894,-8341,-1161,265,-1319,-314,-81372,74779,8183,14082,5013,8222,6868,3051,difficult
-538730,-38144,17736,-5904,-925,-3228,304,-539,538730,38145,-17735,5905,926,3229,-303,540,-1308956,-119589,-13824,-6128,-330,-7719,-2027,-10117,difficult
453662,20135,-2138,7874,8579,7535,10551,12986,-453661,-20134,2138,-7873,-8579,-7535,-10551,-12985,-213577,149033,140591,99922,8279,23728,1926,-12058,easy
-3743,-6648,68,-2680,1319,2184,-481,86,3744,6648,-67,2681,-1319,-2183,482,-85,2780,8479,252,13119,15501,275,-478,5133,easy
-18236,6568,-7200,1737,-1464,118,-257,-106,18236,-6568,7200,-1737,1465,-117,258,107,-73711,-754,-5089,775,-469,5241,1033,111,difficult
