delta_c1,theta_c1,lowalpha_c1,highalpha_c1,lowbeta_c1,highbeta_c1,lowgamma_c1,midgamma_c1,delta_c2,theta_c2,lowalpha_c2,highalpha_c2,lowbeta_c2,highbeta_c2,lowgamma_c2,midgamma_c2,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
79352,46695,31610,5294,1032,6334,967,1301,186027,-36622,-29487,-5499,-1507,-8806,-758,-2043,241760,-11658,-21075,-1814,2043,-7650,1792,-489,154876,-42307,-31135,988,3556,-8025,4145,544,easy
387065,9868,2475,2719,1758,128,1498,8,-114246,60207,2732,-2001,-2714,2926,-1178,1347,309514,165814,48600,22165,16239,20864,13428,7467,-235334,70923,38472,16168,561,32419,13788,7144,easy
339317,400743,68876,44364,43288,2484,-768,-430,-783580,-519987,-84234,-50079,-71165,-35717,-4539,-7800,-186592,-541433,-91391,-41560,-68957,-31264,-4190,-8767,-676105,-540426,-86528,-49477,-71716,-33901,-5555,-10637,easy
-612429,-311712,-12616,-47174,-31349,-12806,85,-3136,-270443,-410594,-71859,-41151,-46974,-35752,-17387,-14658,-911257,-436919,-91106,-62051,-53333,-35996,-22190,-18533,-404660,-361573,-78523,-43632,-53026,-35195,-15745,-14510,difficult
614901,-9695,4526,-1958,2272,1310,-1826,-672,-1053200,-16407,-32572,5683,502,6446,1183,722,-1075375,-33018,-31249,9705,2333,3872,960,3861,-1075204,-36884,-26944,10897,1750,7310,1442,1146,difficult
-312800,-56076,2570,-4789,-7546,-4526,-5779,-3654,-295199,-70008,-14295,-5159,-7326,-4778,-6198,-3491,113612,15732,-9958,-1467,6617,1020,-557,3184,-121296,-44858,-1281,-4309,-1346,5698,-756,8204,difficult
-125706,-34448,-8337,-3063,-2403,3817,-4056,-2234,40302,-97189,-458,-231,9276,609,11794,9758,-110082,-111135,-21694,-6353,-4909,-11483,-5942,-3325,1707800,134257,-8737,-4619,6904,12081,6203,8741,easy
56693,-1811,-1539,-892,-3711,-4026,-3159,-3329,1157374,213251,23019,17822,33853,11413,10911,890,1258953,152193,131881,17191,70005,45531,4320,-1529,189464,47243,62718,17466,5054,13585,7260,222,easy
-281884,-515165,-9114,-22472,-15358,-14957,-9019,-200,-811930,-496001,-29366,-27855,-20605,-19649,-8092,-4483,-575900,-521077,-28610,-24795,-22268,-15583,-9466,-5500,-978178,-505503,-22296,-13688,60266,-143,32654,2584,difficult
-8318,-4172,9430,805,9598,3583,5300,4248,159786,-10139,-5441,7985,-8554,1072,1875,188,42943,-30305,-10709,-5711,-11237,-5189,-4650,-4532,-33561,-33601,-5450,4836,-3725,7697,-2678,1007,difficult
-66074,-21593,-1540,245,3844,850,2313,661,-44934,-22936,15888,2907,-3395,5703,3146,1010,807248,27825,15397,8084,15227,13532,3489,7907,-1596,-15075,-1469,-3835,-5568,1568,-3022,-860,difficult
36376,503291,94296,20045,13386,17717,13662,8705,243154,-510600,-103070,-38295,-18048,-10127,-10770,-12406,1203427,-411237,-85710,-29366,-17925,-17048,-11321,-10281,-250115,-562260,-110778,-40949,-21013,-24526,-16870,-13772,difficult
10636,-45839,2791,-2832,-1196,555,754,133,-247226,-213,5561,3554,1520,-1551,-5539,-536,-111196,-72413,-2515,-2277,223,-1810,-3077,-1661,317358,524443,20959,45829,62506,31864,37779,31399,difficult
-427348,-87293,-23045,-21706,-4559,88,-2219,-688,35006,-85249,-12363,-22886,-9231,-9941,857,-1545,-92324,-59385,-11253,-2215,-11555,-10951,-162,-2970,-410483,-90752,-24119,-16947,-6776,-1835,1002,1433,difficult
102256,51562,41659,774,30624,11301,767,861,-158554,-75643,-52753,-7176,-36896,-16751,-9810,-2968,-208436,-96600,-53359,-6731,-36455,-12888,-9730,-694,-209834,-83377,-53244,1450,-34788,-13975,-8116,-1471,difficult
9335,-1789,722,833,941,2933,-571,-159,168871,7859,-9032,112,-2996,-6624,-3101,-2512,68023,24494,-7255,-1402,-1207,-1454,-2643,-3177,-40481,-16194,-6095,8780,2988,336,1045,-2024,easy
449863,5148,7446,694,-2159,-4082,138,-477,-451698,-1413,1096,8117,7640,-2862,1441,-36,-151380,33064,-5457,2323,761,-106,15,-129,-445516,3679,-9004,21102,1020,2208,864,247,easy
201578,23830,3204,2512,9887,6010,652,2263,-231007,-36358,-5291,-2109,-9236,-4944,304,-2585,-240590,-36370,-2859,11866,-7451,-4139,2583,-238,-239990,-30412,-4416,-498,-5591,-4175,610,-792,easy
61998,681,-31,8153,-1851,-2452,-3284,-2305,519081,320174,30825,11823,13014,-4394,972,1487,-93621,-21531,-7152,-9594,-8010,-10073,-451,-2483,-93155,-16425,733,-1022,-4669,-7716,798,4643,difficult
-71164,-48005,-2018,-13641,-2254,-6803,-3856,-2276,-71273,-16652,4240,-14511,-2445,2682,2567,2402,-132757,-58625,-2124,-815,5631,8437,-250,12964,-120428,-38307,751,5092,944,38839,15076,5131,easy
-130537,-71204,2169,-2043,31,3007,-1223,-3873,-350383,-103205,-8190,-11089,-9858,9438,-5344,-857,-90567,-71202,-7688,-21414,-6375,-6593,-981,1812,-321822,-98403,-16164,-23517,-16846,-15868,-7367,-5717,difficult
75753,12125,3510,2026,-1042,-1885,-875,-3854,-79600,10644,-1342,513,10916,2763,3180,3096,68312,4035,20585,-3872,-3812,-2570,-902,-3638,-55208,12002,-3503,-1356,-263,6612,716,5685,easy
483070,39197,-6666,7281,4021,4238,3723,3404,-227478,-64639,-15769,4291,-2375,-136,453,-2619,-640663,-65186,-4054,4630,28206,1930,2621,1093,-646334,-84809,-10359,7765,15555,8455,4340,1770,easy
-49896,-893,7421,1617,-33,5127,2769,2782,-41399,6102,3333,-3639,-1192,4472,1400,457,-31747,-5126,-7057,2068,-3547,-1205,-235,717,-40686,11559,-5620,2671,-5622,-1003,2693,-1901,easy
328708,157793,13991,49709,4574,3519,8787,1422,-350030,-164318,-12659,-50437,-6722,-3889,-8465,-885,-348048,-162415,-13089,-44278,3027,2532,-2209,3893,-328428,-159647,-13697,-46752,-4437,7039,-4132,1775,difficult
23701,14096,-696,-1529,-658,-5400,-555,-2717,57475,-12605,-5754,-2974,-2083,-5089,1853,-2880,-22795,-12820,-1534,-750,6800,-160,5213,2440,50464,-246,-4292,232,-2342,-8969,846,-2160,easy
48117,10481,1288,2290,3322,-1195,-356,244,-71148,-7917,-3442,-9130,844,-1460,-316,-64,-69318,1080,4711,-3131,1480,8499,1826,5711,-73718,-8726,201,-66,42,5223,2453,3698,difficult
706,28415,3780,4193,-1261,7431,1541,-690,20841,-27531,12824,51,-7385,-2689,-2769,6788,-7383,-38895,-8837,-2346,-11385,-11546,-5731,-3891,149700,40320,10961,-5733,-7558,27027,-1445,2620,easy
-31452,-7823,786,2061,1849,2276,1379,135,-37161,-9425,762,11641,4358,289,5392,3239,-26374,3079,6428,11239,4021,7532,848,3144,-31901,-8824,2542,6327,834,6259,3462,2373,easy
-37015,3304,-99,8120,2769,2856,1442,683,-38419,-11334,16316,12585,6580,717,2032,1093,-40030,-12013,-801,873,-740,8597,13727,-124,-34126,-13674,-2469,-6114,3455,3188,3262,2694,difficult
-259944,-89257,-25658,-7543,-3021,2694,267,1205,-262848,-110337,-25252,-5208,-4627,-7967,2358,-480,-245147,-110167,-22921,-9013,-4705,-12911,-2689,-1894,-49572,-77798,-3208,2154,-3971,-6121,1309,-115,difficult
335390,8620,770,-1273,-3081,-2668,-1651,246,139962,46183,5109,1954,-4583,3537,6705,1821,1099543,81009,8791,8604,5752,2789,1259,3314,-347697,-14360,-2364,-5478,-6673,-6092,-2754,-1376,easy
-9165,254,1653,1592,-1319,-3491,-140,-1049,375096,-14709,-9735,-1835,-2909,2513,5050,1837,101522,32917,-14880,-13613,-4024,-6171,-1426,-1668,-31246,-9139,-9737,-1259,5085,-3509,702,457,difficult
49922,260,-3169,-4194,-1288,-5055,-1434,-1152,314571,-174,-3621,-2313,2844,8924,6417,3705,416674,8950,-10562,4549,1643,3974,2147,1296,49285,-4092,-9157,-3101,-3942,-4889,-2083,-856,difficult
-135778,-10011,-1442,-1982,-561,506,-712,-1419,-126252,15210,50453,8281,11376,-1899,2382,-2081,-141340,-18761,2474,5328,-1099,-501,6901,-484,-78722,21164,-3288,-8537,-5139,-3977,113,-2851,difficult
-4702,-8510,453,1321,-5473,597,-2041,-2464,-6989,-8883,16365,3664,-12087,-1158,-5126,-1771,-2398,-3385,-5894,-1856,-10356,-3570,-4524,-2312,21644,203,-5463,3056,-10202,-828,-5524,-348,difficult
13747,-6016,-5036,-2160,-6418,-6873,-5736,-2557,-25967,-2214,-2398,1456,-3497,-496,-2884,298,-24836,-4737,2108,-1036,-3211,7503,4270,1558,-19618,-2528,3471,-3575,-3804,2729,-2880,1344,difficult
121898,82437,19285,2251,5745,10683,6595,6903,1135460,94064,119894,16688,41327,-1442,-2287,-2391,-154486,-101416,-19401,1287,-6304,-10471,-7017,-7220,-156054,-88522,-19939,838,-2232,744,-2298,-4433,easy
-38076,-24440,-1969,-1413,-4638,-1813,419,-238,-39053,-23883,4367,-6778,-4229,-2560,2506,-1689,-31153,-23230,9431,-13785,-6087,-1603,4990,-3744,50722,-12238,-3854,-12116,-9155,-5801,-1323,-4502,easy
-1658,13725,-4118,5087,-1945,502,-435,120,5150,-11288,-2379,-4325,7539,473,-2522,49,3590,-17168,2441,1176,1165,-3200,-17,-507,23785,9347,-12793,2549,-1202,1975,-1012,-508,easy
49550,27848,2933,-824,3131,755,1897,684,697889,38229,11085,-571,7420,24477,3342,4088,-81507,-14010,1681,9833,-1312,11045,2297,3600,-86428,-15826,-16047,-3775,-1599,14648,-370,2225,difficult
9280,4145,-4695,-4155,-5898,-5963,-2780,-1541,756738,7639,-1603,-1984,-6914,-6087,-2406,-1662,-19948,-15752,-690,-3550,-1342,2756,-1182,618,-14735,-21547,-6304,1043,3285,2544,678,588,difficult
245591,39773,-962,-2678,12418,8029,2335,1877,-222736,-39823,-419,9905,-1045,-4569,-1473,14986,-239047,-45149,2595,8871,-8542,-3632,-4007,3971,-148570,-34665,9040,-3042,-12472,-11293,-5969,-4113,easy
-318451,-210888,-2203,-2920,-7941,-5249,-10221,-13997,-468846,-257211,-4997,-12218,-13034,-20847,-14138,-22967,-429414,-279732,4404,-14588,-12072,-16918,-13716,-23058,-489120,-285242,4971,-7783,-5718,-14386,-11120,-20348,easy
376773,241141,-2695,7902,6188,4126,10544,4834,-472868,-266333,-24648,-13897,-10090,-13738,-11742,-4166,-487225,-290564,-21956,-18637,-7840,-12002,-12705,-5363,-478443,-290046,-30095,-9296,-11271,-9974,-15189,-4692,difficult
-258395,-48603,-10136,-7152,-3964,-3809,-3850,-528,-301683,-46692,-2278,27787,3318,7306,3954,1314,1383739,189846,136,1770,48794,13043,17923,12429,394660,110480,23435,-2082,2093,1804,-4630,2360,difficult
474993,574333,62857,6948,126695,70537,55778,77704,512170,-457767,-11357,17564,-87356,-59213,-49920,-67146,-813926,-604058,-60046,-15351,-126441,-70598,-53363,-75576,-847596,-607010,-58782,-7888,-128885,-58275,-53345,-77581,easy
691003,557,5916,1102,13878,12011,2805,4281,-629181,11895,7990,14985,-101,-13834,1565,757,-690534,-90,-2051,-3317,-10654,-13443,1373,-616,-691774,967,-793,-4183,-6250,-10599,3990,1879,easy
13280,-13380,-8894,-8341,-1161,265,-1319,-314,-81372,74779,8183,14082,5013,8222,6868,3051,-73776,5697,-3450,114,5046,1209,1154,5459,11503,93107,177911,343867,115126,142027,175399,243308,difficult
538730,38145,-17735,5905,926,3229,-303,540,-1308956,-119589,-13824,-6128,-330,-7719,-2027,-10117,-863101,-79086,-13914,-4070,9404,7550,-3128,-9508,-1409080,-125244,-13084,-4860,1195,-4570,694,-7799,difficult
-453661,-20134,2138,-7873,-8579,-7535,-10551,-12985,-213577,149033,140591,99922,8279,23728,1926,-12058,-482465,-13413,-2168,20194,-11580,-6566,-9948,-12114,-489210,-29899,123,57,-8845,-3697,-9524,-11280,easy
3744,6648,-67,2681,-1319,-2183,482,-85,2780,8479,252,13119,15501,275,-478,5133,903,6664,-157,2177,467,6507,12429,2524,41803,11201,688,1904,13549,7180,4869,6364,easy
18236,-6568,7200,-1737,1465,-117,258,107,-73711,-754,-5089,775,-469,5241,1033,111,632966,123076,11617,-2166,9171,27974,10118,11834,265888,13204,2871,-709,5181,1291,744,75,difficult
