delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
-1075204,-36884,-26944,10897,1750,7310,1442,1146,-1074594,-39377,-35434,2028,11198,16741,4802,4766,-1076197,-35435,-34014,-2239,284,14544,2055,4123,difficult
-121296,-44858,-1281,-4309,-1346,5698,-756,8204,-387246,-44872,-14694,11655,5641,8174,-375,-601,255254,333444,12064,10400,14994,8132,5246,3992,difficult
1707800,134257,-8737,-4619,6904,12081,6203,8741,-191762,-102670,-15202,-2788,-3927,-9365,-3959,-1955,626098,-78530,-23278,2632,-2294,-9111,-1167,-1040,easy
189464,47243,62718,17466,5054,13585,7260,222,1109650,256424,69453,37405,16914,27236,4681,5647,1401127,72367,35914,53884,22258,15534,3681,2727,easy
-978178,-505503,-22296,-13688,60266,-143,32654,2584,-51318,291339,44865,-7528,61266,96343,37249,3040,-973903,-540488,-32258,-26811,-25947,-20000,-11500,-5914,difficult
-33561,-33601,-5450,4836,-3725,7697,-2678,1007,-37192,-35305,5199,1774,-3931,25049,-556,5212,321839,52178,4779,3227,-8371,-2455,-3947,-3077,difficult
-1596,-15075,-1469,-3835,-5568,1568,-3022,-860,-67988,9656,-2731,7587,-2830,5328,-928,2897,-62487,20532,2693,4234,-1149,8465,-103,605,difficult
-250115,-562260,-110778,-40949,-21013,-24526,-16870,-13772,-220359,-538452,-95216,-21970,-20205,-17763,-8876,-11008,-362476,-553073,-92857,-31954,-10042,-18388,-12945,-11397,difficult
317358,524443,20959,45829,62506,31864,37779,31399,-238068,-54353,-2044,-1943,-286,6131,-5639,-1847,135657,-23378,2510,-1634,1292,-2127,-4810,-1029,difficult
-410483,-90752,-24119,-16947,-6776,-1835,1002,1433,705130,-58496,-14504,9644,-2388,1728,5210,-4385,-212162,-14672,-12424,6145,-6860,-6779,10754,-2611,difficult
-209834,-83377,-53244,1450,-34788,-13975,-8116,-1471,-210497,-94304,-51300,-7184,-35272,-12034,-7874,-1603,-49415,-92744,-55457,-9443,-32363,-16194,-8368,-2325,difficult
-40481,-16194,-6095,8780,2988,336,1045,-2024,-29323,-11369,-7910,6215,656,-4985,-1804,-1497,-33541,-10829,3429,6207,2894,-2010,-2552,-1669,easy
-445516,3679,-9004,21102,1020,2208,864,247,-437375,-1828,-6566,17896,-1441,1306,1464,264,-265831,17995,-6650,44,1839,-3077,237,-871,easy
-239990,-30412,-4416,-498,-5591,-4175,610,-792,-236196,-43390,-3478,-1288,-7650,-568,2398,-628,-238781,-41021,-8080,-2702,-8046,3376,1519,-316,easy
-93155,-16425,733,-1022,-4669,-7716,798,4643,-93155,-16425,733,-1022,-4669,-7716,798,4643,-94571,-16716,-6002,-9585,-7270,-7884,562,-1558,difficult
-120428,-38307,751,5092,944,38839,15076,5131,-106822,-47253,-2502,-15273,-3060,-4316,1339,-674,152213,-7155,1072,-2364,-140,-2373,-2047,-263,easy
-321822,-98403,-16164,-23517,-16846,-15868,-7367,-5717,-359757,-88194,-6904,-12824,-14915,-11274,-7490,3830,-365679,-111903,-6976,-22057,-16437,-4063,-5568,-1563,difficult
-55208,12002,-3503,-1356,-263,6612,716,5685,-72414,-15300,-4039,5249,-1377,5761,381,4773,-83521,-12557,-4776,-6312,-5662,-3782,-731,-4085,easy
-646334,-84809,-10359,7765,15555,8455,4340,1770,-562903,-90674,-18297,-8612,-2921,-3495,-2923,-3771,-611532,-76212,-17259,-8395,-1666,-1726,-1013,-3354,easy
-40686,11559,-5620,2671,-5622,-1003,2693,-1901,-47454,19635,-1153,-5096,-1524,-1224,2355,3056,-43196,894,-3897,-4062,-2577,1130,2823,567,easy
-328428,-159647,-13697,-46752,-4437,7039,-4132,1775,-334114,-142581,-8622,-40182,3229,28212,-4883,2170,-352316,-161404,-13288,-43244,-2085,7562,-4507,1891,difficult
50464,-246,-4292,232,-2342,-8969,846,-2160,56320,12699,9676,24685,4780,-1168,3132,8159,-19824,-16292,-2233,2159,3059,819,2198,609,easy
-73718,-8726,201,-66,42,5223,2453,3698,-70601,-7936,-4278,-4447,-975,4968,-35,3572,-54379,50995,6121,-202,6735,11426,1042,1182,difficult
149700,40320,10961,-5733,-7558,27027,-1445,2620,-9068,-34191,-9624,-3817,-8779,-10133,-3366,-1835,293144,-671,-7643,-895,-10027,-8994,-5143,-3257,easy
-31901,-8824,2542,6327,834,6259,3462,2373,-31458,-5041,3235,1557,-1688,9105,2042,2592,811720,38934,13401,8381,-3021,8248,1837,2880,easy
-34126,-13674,-2469,-6114,3455,3188,3262,2694,-35351,-2311,-333,-5159,5663,2128,1326,948,-39803,-9869,1978,-3779,-697,2011,2956,306,difficult
-49572,-77798,-3208,2154,-3971,-6121,1309,-115,-244494,-107407,-25223,-10650,-4567,-12953,-2637,-2666,-207348,-97347,-25697,-2655,-1939,-8459,2689,-967,difficult
-347697,-14360,-2364,-5478,-6673,-6092,-2754,-1376,-295448,9048,14081,18232,247,2758,-1376,189,-261527,-15792,-4080,-3584,-6168,-3072,-2468,-1394,easy
-31246,-9139,-9737,-1259,5085,-3509,702,457,439489,-6369,-13957,-7815,-874,6781,1617,5740,-28178,-18272,-15374,-10857,-3122,-5766,-1927,-1498,difficult
49285,-4092,-9157,-3101,-3942,-4889,-2083,-856,393360,42265,-10982,10270,2848,1025,4849,2250,-43366,-16197,-10290,4780,-2887,-1812,1241,258,difficult
-78722,21164,-3288,-8537,-5139,-3977,113,-2851,-138117,-5100,-5107,-8670,-2655,-2329,2064,-1758,-151442,-19379,-1373,-1923,-1819,871,1355,-173,difficult
21644,203,-5463,3056,-10202,-828,-5524,-348,-591,-7796,-3391,-345,-7032,-2917,-689,-2541,44294,68025,-3129,-3978,-11717,-4128,-6206,-3165,difficult
-19618,-2528,3471,-3575,-3804,2729,-2880,1344,290575,4599,-5550,8962,-1404,17716,2211,6610,312026,79031,49410,14347,8584,5233,-559,10941,difficult
-156054,-88522,-19939,838,-2232,744,-2298,-4433,-151088,-90567,-18907,3405,-1875,1751,-3700,-2698,-151605,-95132,-20947,3127,-5845,-7274,-3546,-3307,easy
50722,-12238,-3854,-12116,-9155,-5801,-1323,-4502,-22728,-20789,-121,-11950,-9117,-5341,-828,-4942,118824,24116,10634,2685,-5870,11120,1670,13,easy
23785,9347,-12793,2549,-1202,1975,-1012,-508,-6147,-19770,-14623,-26,-3713,3360,-955,-2494,7457,-24959,-15788,-6146,-1192,-2587,-3247,-2338,easy
-86428,-15826,-16047,-3775,-1599,14648,-370,2225,-41465,-15875,-15312,-4224,4067,4998,-567,1660,-78948,-5077,-19669,-3568,2835,7672,2202,972,difficult
-14735,-21547,-6304,1043,3285,2544,678,588,-14657,-18051,-4316,-3571,-6079,-4232,-2728,-815,2568486,211007,39504,16427,8226,5225,2048,1001,difficult
-148570,-34665,9040,-3042,-12472,-11293,-5969,-4113,1436911,-33388,19707,-2864,-6332,-2157,-4558,-4098,-249200,-47084,-640,-2861,-14773,-12167,-5857,-4692,easy
-489120,-285242,4971,-7783,-5718,-14386,-11120,-20348,-484126,-282747,6017,-6411,-10870,-16502,-11206,-20750,-25674,-88468,14942,5142,582,14875,-4044,-10819,easy
-478443,-290046,-30095,-9296,-11271,-9974,-15189,-4692,-479983,-289922,-29640,-9014,-10112,-7670,-11372,-4306,95404,-242990,83557,21542,87041,34642,12916,21901,difficult
394660,110480,23435,-2082,2093,1804,-4630,2360,-291901,-52507,-2002,-3028,2950,-2905,-6415,889,-282892,-42875,477,26127,4013,-5453,-5165,846,difficult
-847596,-607010,-58782,-7888,-128885,-58275,-53345,-77581,-756767,-605112,-60111,-14647,-134066,-71685,-57669,-78196,294702,-550998,-39171,-7742,-114271,-64328,-54324,-76197,easy
-691774,967,-793,-4183,-6250,-10599,3990,1879,-693743,-6451,-1308,-6997,-15914,-12668,489,96,-698374,-11010,-2830,-5914,-17112,-16364,-4490,-6255,easy
11503,93107,177911,343867,115126,142027,175399,243308,1036795,19691,-4854,4979,2107,-308,3035,7177,2034626,213293,26474,13459,33285,5743,4964,10124,difficult
-1409080,-125244,-13084,-4860,1195,-4570,694,-7799,-1211670,-118299,-5203,-3041,219,970,116,-8732,-1390380,-109913,-13861,4087,-1344,-2139,-1325,-9840,difficult
-489210,-29899,123,57,-8845,-3697,-9524,-11280,-404192,-17775,122,-8530,-9807,-4225,-10697,-13420,-471847,-10034,-6409,-7853,-13296,-9132,-12866,-13896,easy
41803,11201,688,1904,13549,7180,4869,6364,44066,5305,976,-1507,2267,-1398,1210,-1426,542167,46505,4455,17484,15002,16358,5830,2205,easy
265888,13204,2871,-709,5181,1291,744,75,-91723,20824,5871,3922,2729,8792,11656,6984,-58866,-4094,2433,3426,7108,247,630,1064,difficult
