delta_c1,theta_c1,lowalpha_c1,highalpha_c1,lowbeta_c1,highbeta_c1,lowgamma_c1,midgamma_c1,delta_c2,theta_c2,lowalpha_c2,highalpha_c2,lowbeta_c2,highbeta_c2,lowgamma_c2,midgamma_c2,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,state
4645,2860,5713,15280,2782,-7934,-515,-1073,-9149,-4249,-17053,-1331,-1217,-6215,-208,-537,-10580,-4062,-5388,32741,1491,5434,-1421,1060,0
-68711,-17402,2547,8689,5517,1255,732,1239,-70514,-15060,-1356,49064,2887,7766,743,3291,-73188,-341,96562,29749,-2036,953,1061,968,0
-60933,-22460,-3171,18909,3115,2521,548,2597,-61433,-10143,1970,-751,18642,5607,2318,-1494,-62622,-20888,2845,-7463,-198,5612,1428,480,1
5159,-1965,-2270,-311,-1518,-1138,-1259,-30,-59365,-20150,-2130,5675,3397,7806,6697,-246,-43128,-23714,-292,48220,6478,8027,-432,836,0
-1828,-4190,5811,15145,-1190,1956,-1482,-1013,5705,-7868,-800,-30615,4318,443,-625,568,10401,1316,-9844,-7429,6316,216,-1106,847,0
-208390,-66663,-375,864,-2503,-393,37,-67,-393406,-71057,-9979,1518,4069,8148,5548,5828,-234460,65917,-1543,1997,-3157,3992,2973,1179,1
95709,9022,1558,2140,721,2230,859,442,1431815,168459,7008,5033,2814,3899,2260,4262,-99595,30893,-4541,-640,-554,-365,-691,-45,1
2299,1280,-2630,-2562,5427,-3105,1099,314,7850,4253,-6249,33799,-5323,2189,2775,1033,-2152,4449,-4245,-7834,-1952,-1691,-634,721,0
95783,-8309,-8350,5702,324,-872,-3611,687,-381948,-21216,-2062,41573,4806,4392,-1619,1144,-384548,-18509,-8565,5284,2508,5456,-1196,-169,0
-42876,-8172,-1719,6331,4826,2787,2200,1892,-72692,-1923,8276,66215,-3370,3570,-901,-877,-72265,-8400,830,41621,-2345,3378,4410,87,0
1406977,64026,7744,7133,-2582,2632,2502,-957,-1403895,-59475,-4984,14543,-19724,-5642,-3276,-2822,-1411215,-65138,-8444,-11591,-18502,-9173,-4964,-3776,1
-1423,-3525,-7259,-2299,-1362,-932,-1010,-236,-144114,-9541,156,34421,16757,7282,7787,1300,-137206,-13086,-169,28619,10490,8582,193,2626,1
-22801,-20675,373,-566,4132,3540,5412,4084,-76105,-44415,10347,52078,-744,4027,-3214,3222,-93622,-45330,4504,32973,-3965,1630,-4107,1828,0
-452014,-31264,18712,-1341,45,-4595,-3181,-1440,-553620,1646,-2406,17488,5825,5628,1735,-864,-647469,-14936,-15169,5164,-3480,-3566,-2021,-5381,1
36813,-37686,-19446,-15495,-8900,-9186,-4641,-8851,-53980,-38936,-19624,-5231,-1388,-3209,-1956,-6939,-105021,-24363,-8815,125855,24717,25091,7180,-3491,1
19950,-6711,-296,10166,4264,-152,1690,607,-73531,-26017,2341,40332,1554,3577,1014,-573,-60575,-21699,14432,79677,-171,2804,79,2162,1
39412,3138,916,2352,423,686,126,178,-92734,-1864,9646,15923,4826,1860,879,2810,-95314,-4806,714,31324,12850,10373,6324,1691,0
86660,4440,3246,-1956,45,-1656,-1834,-953,-81164,-19012,3102,33031,5502,3355,-1686,933,-82064,-6319,14492,69444,11645,1009,144,1687,1
-326097,-26347,-12893,-8792,-9554,-17107,-10727,-4230,-344768,-17808,2140,23035,17727,-5159,4206,2279,-351873,-35255,2292,40264,-10950,-23541,-12414,-1550,1
4029,-6647,5307,5707,641,794,917,1335,-1261,11429,-3473,-23788,5370,-3993,706,-666,-4276,6940,-2494,-37868,2022,-3565,-1714,-1448,0
-44893,-6259,1425,9082,688,2101,1638,1189,-49391,-3733,3230,40017,1370,5158,3108,-661,-44814,2922,-1183,2025,4966,2314,1212,1831,0
2628,5245,-11216,-1912,124,-2538,-1905,-176,2068640,60034,41105,27444,10172,7975,5971,6421,1763841,276055,78900,56782,26453,36194,35700,8153,1
28470,5291,2767,12305,6500,8732,1753,4894,-48933,-9141,-4658,13516,3665,-2202,-767,-94,-41239,-16482,386,48225,-623,2233,-689,-5266,1
56498,2768,805,1647,3869,4680,3753,1376,-75023,-16472,55196,76088,738,-477,-2280,1503,-61263,-22632,9370,21466,3910,3870,-2558,1980,1
269881,-11965,2633,-1203,1651,796,-116,2,-340645,-32276,-3601,26993,966,3709,6112,2305,-340061,-44549,13661,56293,2464,2762,1870,2673,1
167864,21535,5865,2799,1739,698,604,751,-216932,-28163,10516,40904,15248,7618,2971,1455,-217127,-27725,4840,37744,3611,6180,1489,2850,1
-125268,611,14393,5311,7792,4542,2898,389,-197103,8667,-299,-10202,-11990,-2837,-1122,-1733,-230217,-29100,-2222,58951,-8536,-1405,4837,3789,0
43613,3200,-524,-2154,-1097,-3724,-3494,-1307,5737,-4906,-1146,-2693,-1225,-3913,-3090,-1290,-44277,2873,1356,35849,2632,17360,-1070,875,1
20685,35481,1093,9690,3284,3626,3547,2039,755256,14112,-2993,-11046,-24,6347,7093,-163,-75963,-40993,-7707,-11709,-3905,-3171,-1879,-265,0
103418,14879,3113,504,716,7571,841,31,-324650,-26490,-3819,-4634,-971,-8256,-1382,-1066,133077,-41790,-3430,5830,-464,-1513,994,1742,1
-193760,-89559,-20513,-2846,-8381,-6493,-3101,-4389,125554,-18005,5117,5082,2635,8085,5459,-2567,-172602,-84315,-23871,-3963,-7709,-6778,-3133,-4429,1
-44407,4482,5164,8202,12708,6602,1068,2490,-45892,-6299,-4668,14813,-7618,-2073,1942,-686,-46435,-2316,6868,27139,-11319,-3208,1284,846,0
389977,766,-602,3700,2390,-985,603,39,243933,59620,6750,17322,13806,13850,5682,3212,-317786,126324,6615,7,-907,454,-1413,-288,0
-32408,-22064,913,19080,4062,3004,3605,1477,-39916,-22551,8738,7073,-2728,-490,-2697,426,-33523,-15341,-788,10116,-2856,1617,-3318,1619,1
150634,2524,1352,-1198,-718,-3863,-2737,-302,-151903,-15545,-2161,33665,14823,1562,-762,2237,-153676,-20325,-5839,69303,9920,3522,1898,1181,0
-89870,-1328,-2389,15103,202,5665,2091,901,-90437,-3065,-2026,31001,-1113,-2130,145,3920,-80850,950,4246,104169,582,-4377,1781,2356,0
-54141,-13545,-1878,20118,4715,1067,970,1122,-60015,-20321,-14923,-9308,782,3354,-707,1543,-55699,-15166,-10856,34760,-3515,10869,870,1905,1
-26982,9064,-3561,-6906,-2558,-136,-401,-24,-204147,-33276,1970,34616,-1786,2128,928,1199,-217480,-27966,6276,37274,437,5781,3590,5883,0
-83360,-44934,1893,17368,269,2664,2121,2674,-92241,-44283,-2635,-4599,-1378,3944,-597,3041,-102443,-51603,5903,16500,2042,11990,747,-1940,0
-177600,-8059,-2227,-1467,-1045,-1271,-87,-48,-35017,23093,-2602,-1365,-2691,-848,290,-573,-56823,52169,-385,-1312,-1905,-1473,-1409,-98,0
65434,-8583,-1912,714,-383,-235,-809,-302,527593,23249,458,27204,4596,12320,4480,8695,33837,-3754,-382,3834,529,174,376,-251,1
867388,184890,8905,4023,7758,3194,5086,1765,-851257,-220497,-1590,-5380,-7094,-3255,-5760,-1973,-674128,-194506,-9755,-6035,-8568,-4596,-4967,-1212,0
31518,-1144,801,-6272,-261,-3659,-2700,-1821,1600393,21352,32228,23864,30308,1141,1058,-141,537121,303400,8701,143152,37826,35577,30563,10842,1
-122089,-31849,-1464,17729,352,3480,966,534,-93434,-36938,-3497,-7416,-2382,-592,962,268,-126765,-35865,-2699,867,3539,2668,1027,-23,0
-79941,-54812,1453,8419,2009,-1099,-574,1180,-78227,-51261,6164,94616,438,4553,-3123,-806,-69040,-47101,-4306,47246,-348,538,-3870,-613,1
-37301,-4591,1826,10841,12723,1838,2742,3404,-47493,-1697,3332,45060,-8838,8211,-398,-1110,-50171,2875,81,29345,-9900,2797,-2039,-1915,1
-1034394,-133286,-8882,7485,-7933,-1525,-5183,-149,-1054971,-129425,-11858,6697,-8351,-6082,-4878,-402,-1061747,-141081,-15277,-9670,-5385,3337,-4086,534,0
-1084,-1659,-738,4291,-3418,2155,1384,339,-10681,-3455,-42130,-44959,-1623,-2222,8453,-556,-484,-2699,-28170,49008,17317,-535,2832,1742,1
68526,7085,-630,6358,1497,5183,958,1491,-87705,-14878,5961,26629,8843,-457,222,-229,-86927,-12910,4562,37017,3302,7701,3132,-508,0
-77410,-9114,-4603,-1251,686,-876,-382,-205,-110826,-14756,-4790,77510,2854,1538,2235,-328,-113566,-8567,1258,42997,2090,2609,911,2194,0
38993,23200,1893,-4356,148,-314,-1231,307,-95018,-17998,12815,38717,18968,2017,766,3309,-94387,-11718,74500,78460,17240,7857,1622,1818,0
50300,12732,11810,10373,626,-2443,-3411,561,-53786,-47944,-4259,4083,-9511,5128,-4450,-965,-65281,-55435,-10302,59003,-7060,122,-5998,749,0
590603,174854,12967,5075,6817,4328,2630,1065,590603,174854,12967,5075,6817,4328,2630,1065,-501563,-212041,-20240,-1146,-7675,-4679,-3667,-680,1
499994,19419,1426,4503,4351,1106,1189,797,-328348,99004,13857,3709,-1000,1216,2149,-580,1943110,-7528,-1102,1008,-161,4707,2564,712,1
36794,636,11962,-4686,3634,-5084,3756,2768,-67557,4854,-4296,27453,-18231,-11576,3362,-4361,-70298,-2599,-5950,90003,-19188,-9234,9773,-4200,0
-168399,-579,-158,6033,-1769,980,470,-152,1051019,96611,34610,34580,4900,17845,12676,19219,-271563,-11762,33270,18572,38956,18356,2899,12136,1
437296,6894,1600,-1438,472,160,622,537,-424767,-12500,27754,75768,13736,39491,10478,1918,-467350,2018,49572,58040,28483,14204,10792,5630,0
999109,16583,-2806,1663,24163,10814,445,1082,-890377,86562,-8163,49387,-16647,-4249,1,2162,-650905,3082,-7847,-5201,-23517,-12289,-3373,-2184,1
50558,-2526,-4591,2238,-1034,-344,-472,-430,534346,-15924,-4777,2003,-1950,-1761,-1727,-549,222312,36757,-4863,-4746,-1973,-1114,-1389,28,0
-399809,8881,-10114,-12026,-1897,2950,-4884,-464,-634025,-52526,-14161,3670,-2347,-4134,-3908,2307,-631876,-30223,21582,144854,-18,-2143,-2713,-1338,0
132556,50746,9402,5313,683,642,-2341,4478,-137512,-41732,-370,14107,6475,-598,-4013,-6482,-132566,-48871,-10398,61932,4007,2897,-3457,-5788,1
-137595,8521,4072,5831,4052,4302,7,-1894,-969645,-87593,-14986,-3145,-29468,-11762,-10626,-11874,-1456427,-92298,-7318,37166,5958,-5475,-4949,-5889,0
190449,5575,6791,18336,5808,4861,5149,5299,342059,-2942,-10674,6311,6292,2473,6873,1111,1219916,415265,6452,1605,13930,24832,14549,15353,1
-114716,-6684,-346,-1086,-1454,352,-427,-103,519176,71310,14122,7183,11371,9314,4100,6459,592957,88459,3197,-1843,-2125,-1160,742,-131,0
247675,-14408,-3303,160,-4,720,-186,-299,-71862,-49605,-7818,-5785,-3228,-1211,-437,-523,-307314,-46187,-4657,-7031,-5148,-2077,-873,-919,1
3636,-9075,-1019,-3150,-1923,-568,-370,-473,57664,-3004,10600,9148,-1423,2603,-187,351,1079242,30900,3486,-2255,2,66,313,-145,1
320145,3389,-649,527,2455,394,-5,95,-333206,-11773,9769,2446,-2944,1698,1972,3614,-343220,-13008,25648,80336,-3186,2049,678,495,1
340452,70820,-2190,32724,1943,3671,1941,2099,-266426,-31518,9119,-18787,6767,-2656,6444,2545,-294981,-70980,171,22563,59491,3058,3559,473,1
-127616,27103,-28546,-18857,5365,-521,-13559,3098,1432463,516472,166634,325188,14915,48051,128428,115808,-336896,-103879,-46634,-37290,-9033,-11421,-21709,-11211,0
-79904,-45243,-2340,-3108,-337,-466,41,43,843388,92231,18399,31,8745,4612,2705,520,430957,-23624,339,-4238,-136,-733,493,-140,1
181938,39281,29688,-437,2943,4994,686,1290,-305591,-70474,-27803,-2856,-3177,-5953,-295,-656,-265298,-53563,-36137,-6252,-4500,-5741,-611,-1049,0
167014,-13645,-712,4247,-938,-131,1027,30,-175041,-23377,2824,-2492,-2578,-1389,-1664,499,720970,140030,7813,13675,7480,-3197,-1973,-1503,1
270738,73399,4894,13094,12733,4749,3218,3009,-328579,-63935,713,-11381,-8475,-679,-1439,1032,-112569,193002,3986,1142,-5743,797,-615,1013,0
51930,-9737,-17548,-3404,-12422,-2969,-1814,-1172,-39333,19185,-20918,-5430,-11250,-2930,-2075,-1506,-5899,6774,-23252,-2920,-12888,377,-1881,-1681,1
105232,41259,30649,23193,14157,3316,844,-864,1300771,107941,-25064,24491,-1805,-2080,-2168,3134,-21631,-39028,-32578,-25517,-16156,-9190,-3839,-4027,1
97458,-58130,-1515,-3375,-1780,-708,-434,-91,-202689,-55944,9791,-3447,-640,-520,320,206,-202689,-55944,9791,-3447,-640,-520,320,206,0
660387,89459,19866,8624,12303,1089,1393,2088,-285488,-35856,-11221,-4438,-12755,-1617,-2264,-1982,-568292,-64699,-18347,-5488,-10962,-427,-2772,-1648,0
55765,-26864,-14588,-9496,-478,-5766,-1795,-2168,44152,-20867,-16094,-12325,517,-6266,-1393,-2141,-159404,-26540,-17778,-13411,-11,-6838,-1450,-2022,1
72293,66449,9067,6826,4939,878,1579,803,-118463,-64128,-3487,-1504,-163,7884,3019,1998,-102771,-77212,-7220,-7294,-6538,-1516,-1823,-879,0
662918,6312,1598,21447,14317,4900,1595,3282,-349108,-61531,-15029,-15910,-3671,483,-744,-1346,-761810,-42587,-20249,2452,-10502,-1056,-468,-1326,0
-788876,-266808,-4774,-15708,-234,-2606,68,384,-922343,-292682,-22257,-27255,-22023,-9656,-4069,-2430,-1428662,-300478,-14502,-18459,-14073,-3974,2137,-547,0
111716,9875,421,1434,-481,136,154,135,-160160,-5015,-2605,-1905,3406,433,414,121,236348,12520,115,1660,881,2004,131,347,0
11940,9627,1501,-909,-323,-417,-138,-9,130901,6639,-4789,1214,79,60,-33,518,50127,-8047,170,1070,461,388,-434,-155,1
-428462,-76610,-9896,-4578,-3993,-1598,116,-290,259277,-77629,-17132,-6560,478,-3512,336,-82,-396706,-74070,-20822,-8446,-10828,-9371,-2837,-1852,0
114703,1767,33193,6862,3642,2744,1354,1297,-108889,-79522,-35933,-12171,-7177,-4548,-1894,-2019,-8323,-48447,-38662,-12456,-8517,-4148,-2318,-2147,1
279492,-787,-4440,-72,-21,-352,185,101,-106494,-3563,15195,-438,-83,1284,740,191,-253757,138897,2732,10424,4526,5012,452,162,0
246326,69640,840,1551,156,-1707,-715,-2,-193320,-83407,613,-541,-1102,-1591,-288,-386,-217602,-104362,-688,-2704,-1186,-2755,-1018,-682,0
985209,44279,14036,5550,12387,1879,976,1962,-941662,-16128,5231,-5978,-13618,-2425,-1173,-2099,-718996,-35451,-13388,-4854,-13399,-3291,-1009,-1827,1
