delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
775908,318404,34509,43644,32952,25958,25168,19240,1820337,1012263,166326,164213,113201,63039,52803,42176,317024,34385,1375,5836,8789,7100,12353,8337,0
675475,212234,26564,18871,14678,26509,29487,15086,1145378,383433,49306,72173,37264,33905,50269,34567,428554,123906,10546,5684,6856,22394,14815,5097,1
1307643,133113,51572,32877,16470,24480,33002,11668,2010144,281942,174813,108190,27067,58943,92361,23954,128634,55761,17909,6870,8362,9595,15951,6363,1
1123165,132284,58612,32162,15183,47060,30569,29276,1676518,424569,150730,93126,43094,83202,58034,65777,84142,26075,6400,882,2184,3728,5059,1807,1
87289,32030,9014,17363,16843,23945,19408,10326,244414,129546,16048,33716,53520,49007,51024,24613,4877,3893,2452,5579,2946,6113,5880,3396,1
1366656,238615,30749,30706,36983,47356,45356,28506,2469685,474237,53173,73170,77839,160594,103242,64420,190839,30085,17146,6694,17009,10791,17412,6608,1
774706,134159,33813,11792,18320,45699,51113,13410,1345709,280458,129458,31626,58715,172024,223182,40234,50643,30473,7149,2012,1376,4710,1909,1572,0
945885,329315,46378,43179,35758,58898,70365,33329,1633334,647127,85542,124299,56650,104542,115855,50963,102412,30472,7740,15325,19310,27769,35090,20267,1
538014,108386,14711,18205,19655,32380,27201,19060,1290456,224874,22169,33265,29126,62550,48037,32502,7239,7896,1685,6919,9843,5671,5619,7212,1
537671,49545,11284,9079,8134,9798,15944,6242,1031593,72482,37131,23539,15738,20140,23842,13504,65927,9531,902,2098,2835,5030,5745,2229,0
815672,132992,26693,15997,22622,21891,20365,10857,1706517,387595,82294,50924,58136,37603,38735,18306,10917,6309,2657,668,1639,3588,2016,1520,0
824219,169931,49693,53980,15266,41378,80893,24066,1754080,549450,154490,182795,43958,84831,222314,89549,159239,28330,5322,8155,2493,7908,8902,5716,1
644709,127932,19663,17334,16192,35523,19595,13980,1187722,466282,46875,68402,36557,83221,36540,28966,72207,2281,2365,2303,2580,5509,4077,2691,0
854249,112882,29011,19305,11358,18600,19899,14120,2855119,184055,48654,32122,19270,37954,66340,45003,119599,34077,11201,3440,3480,7621,3470,2626,0
581246,99724,24070,16829,19127,23993,15448,16475,1576177,259827,58567,45576,35160,44627,29160,31556,21006,30529,460,564,5732,8504,3787,5802,1
1131767,266330,58303,35026,25912,38312,63783,38443,2317883,664392,136452,95374,53563,103274,181060,128016,116840,22991,5282,5031,3510,3995,1846,1500,1
566415,82701,17034,29767,15697,22935,24455,17914,1050627,144453,50129,116609,26985,53028,81014,48413,67843,23514,2925,4081,7186,4909,8173,4106,0
308905,84539,7571,16278,9892,26599,17376,13007,570536,151284,17519,38269,21088,65826,42476,30358,76536,11955,643,2648,2858,3873,3749,3155,0
722135,161366,21802,16001,24398,27168,23666,18195,1232644,700420,49817,62579,44359,80262,73947,38457,7903,20150,8519,2262,5207,5969,1739,1901,1
573093,115213,23813,20169,10902,23705,19641,15426,1067448,236615,70747,70105,24408,61646,42631,35079,115287,13468,3599,2038,1218,4472,3234,2107,0
459570,66920,10881,11490,13280,19963,16881,10125,1692107,213399,24503,18971,30206,33583,45924,25393,6886,11047,1480,722,990,4646,1718,1368,1
702053,84173,16368,13315,8760,11444,14614,8020,1003707,153630,34224,32549,24816,18895,39550,15723,270813,26522,1752,3924,900,3684,5173,1998,0
348388,67967,30516,13661,13115,23915,18505,13076,768769,191870,87166,31515,29311,47665,44275,27029,150695,16563,3809,3357,2761,2127,1493,841,1
822640,151922,16795,23331,19187,25863,20238,12091,1572596,582886,51524,65047,36791,96112,60427,44959,187096,21560,1491,3366,2841,3667,658,833,1
1069482,158350,21926,33965,10800,26094,15838,13744,2608738,502757,55474,99540,19833,56321,22917,34717,586423,15643,4463,1109,2995,10829,7131,2459,0
848187,179749,13056,10833,9295,21329,20706,22406,1714073,423600,31756,20890,15908,30781,54038,86518,162716,24945,4236,2300,2666,4747,3716,2628,0
429945,171613,42528,12896,9270,25239,23622,19108,1225580,765145,148297,33167,36790,48723,55419,53078,1443,6360,3535,2246,2259,2223,1992,1136,1
387212,159878,18500,17886,20063,36484,36984,14292,744495,261905,39121,42641,40520,76395,68476,25158,110606,24946,4034,3332,4730,8578,9612,9045,0
761569,101590,13047,13646,14634,35193,24361,22956,1266345,167535,28398,26563,26695,80210,50835,68913,242575,48542,2358,3683,5895,10391,8060,5901,0
781705,66633,18526,15961,7710,20478,14495,12696,1627457,140970,26062,27994,12868,45817,27836,37458,168792,24851,8962,8026,2960,5584,2199,1705,0
425885,137536,11580,30245,13934,34311,42884,13662,772777,377108,23698,104349,34133,56457,135055,29506,124801,44495,3546,3429,1348,12230,8192,5783,0
1066253,78040,14996,10667,17870,30265,19557,12489,1870505,169980,20792,24573,40216,85348,39078,27508,294393,11092,7930,932,8215,7801,5730,4413,1
719619,76607,33177,17058,23803,46370,35513,19954,1721916,343799,147814,26661,71433,75918,56224,35634,20645,12615,3242,6669,2221,10760,6222,4165,0
892558,321932,96071,23375,34518,38164,47753,47295,1713407,1152291,312474,73235,70779,91721,124654,156165,100805,16483,650,534,1935,2236,2114,2379,1
728059,122307,24395,64063,39141,20436,24931,20908,1695007,255950,43549,278967,107762,31378,43835,35059,51968,5894,2842,1077,911,6393,1770,2034,0
422917,74715,37858,33904,31515,32766,38148,26715,937294,117921,99107,72632,74578,64168,72674,59394,40619,16458,8736,5857,5268,13311,7379,5267,0
961639,147102,40353,28731,16695,35883,45523,16955,1813156,280454,104681,96573,37314,66659,105868,45244,190810,28616,8563,2941,5387,7713,6227,4360,1
311947,105095,5970,19260,8891,32343,19069,11916,480539,249068,14356,70901,17375,74577,37088,41897,153876,26556,3498,1462,1147,5072,3541,3898,1
1004359,119848,44191,16673,13146,25670,14330,12365,1754671,268563,101155,26690,29505,46291,28195,22732,8813,14729,1995,6294,4935,7724,4944,3913,1
223529,63478,15100,10557,11636,15196,15669,10454,525355,150758,27524,26630,27300,24634,36640,18647,5648,12925,1420,810,2640,7582,2949,3690,0
75197,40653,10058,9107,9335,15777,20728,13592,142325,115266,20699,24695,16325,36443,66758,31029,14987,12414,2103,1748,4200,3797,2170,2789,0
454803,106329,14932,13662,20593,15595,13404,9609,1545763,430844,29342,28345,47235,36755,44496,18438,7799,12227,5568,2988,815,2006,2061,1680,1
716293,162178,60023,19495,26874,36153,35094,22148,995915,324862,182228,50663,52134,59194,63313,48557,422416,38716,4944,5350,5899,6221,9591,5888,1
486479,142544,41114,16109,11807,28402,20780,10993,1291287,419848,84807,28201,29658,47497,31775,20749,25695,14687,3670,3144,4603,7037,8769,4646,0
126691,27539,10368,9457,15988,14921,15153,7666,263890,46742,34376,30833,45775,40700,43295,18126,7980,12330,3177,2202,2429,1146,817,1087,0
525496,71374,17267,13787,17827,22558,17220,13744,1766916,233202,61933,27232,33495,46534,42503,28224,5159,11381,2842,5414,1313,5170,4310,2402,0
489151,88809,17499,8944,20146,16017,12799,18586,1215692,233227,49040,22397,42020,31112,26276,61549,16222,8644,663,705,447,2229,2303,1334,0
639979,68677,16760,6341,7128,23052,19404,13085,1845111,182501,31668,8516,19699,60009,66743,28091,62588,14386,5132,4710,2490,3637,883,1210,0
575966,85447,17417,10771,11360,29324,19905,13810,2206666,258297,40749,27026,24080,58627,32870,26941,108213,4273,1403,2593,2049,7543,2858,3142,1
456490,75528,8820,10085,15356,8922,8594,4612,876715,150111,24560,14868,45149,18639,19068,9830,133233,15941,2458,2857,2276,1176,525,1117,1
110260,21381,7376,9307,15025,22934,15617,11158,552714,60788,12987,19193,39275,41896,34835,23704,4733,6718,1811,3472,3408,13719,6648,2478,1
628581,58238,9783,13223,9707,26150,14157,7789,3024414,174943,33124,63004,28549,75033,36833,16902,40299,9222,2122,565,2091,4187,4417,2808,1
409867,47979,16614,30775,14580,24052,9249,8095,1279650,88312,38222,120052,40667,53304,15711,12322,23654,17405,10163,5741,1924,12925,2325,3010,1
73677,27130,9637,13534,9884,29861,15897,9562,155013,81505,17680,19691,15498,56450,37430,16623,1349,3489,1699,4413,4064,12684,2554,2264,0
118110,39488,9194,3475,7060,12698,12912,6295,199785,116345,18863,8499,15476,31798,37576,14788,25351,7429,1335,475,1871,1291,1322,1099,1
347702,35119,9442,7929,6312,18593,17581,8479,663727,86074,28564,25879,14035,34129,31640,11960,3184,11160,3755,1152,2847,4663,4361,4524,1
716755,250009,45187,20403,24548,22229,18768,13739,1895072,811448,168097,38687,61970,34961,39507,32440,14488,10329,7769,2683,6829,7045,3661,3477,1
49983,11445,3715,4378,9861,6872,6110,4364,174636,27995,6983,10341,28379,15994,13336,9460,1771,4829,484,1324,1267,781,770,469,1
131791,97566,10591,14703,17725,29074,25271,18097,256100,213355,20280,29846,25616,65128,37165,33972,7616,6338,1472,993,4632,2619,1029,944,1
353542,99267,21051,17237,19233,28921,27059,12909,674188,209430,40917,42968,31244,50288,54244,19396,28751,19166,2211,5505,7571,7378,5853,5706,1
122531,38506,9736,4681,8822,8466,6378,6317,251090,93698,15045,11914,23989,16610,14245,21080,14316,7587,1938,1152,1145,2484,1289,1522,0
890322,144706,53834,19096,34375,28216,22817,16851,2546183,348054,208702,40801,79462,60618,39778,33340,103891,10824,4918,2067,2055,4512,6888,4197,1
94263,27707,10340,13058,8406,14546,8336,8197,214949,50314,23309,42746,19682,41947,17955,22346,20662,4804,1026,3979,3635,2352,4368,1837,0
232708,31573,8068,8029,5979,8206,3917,3790,675370,91681,22072,14010,9393,15778,5585,8074,68129,2956,1541,3552,4290,2027,1285,520,0
488976,101292,17037,23486,14410,22105,16896,11328,1003522,229328,51888,51364,28132,45867,31678,18355,73844,28694,1693,11464,7767,5245,8895,3225,1
473388,209043,33807,33114,25705,14016,9442,6354,1982913,991449,131032,121068,110308,50807,19804,15626,20609,3491,685,2296,354,2225,1639,1231,1
214671,39512,7339,10965,13103,8535,10351,5187,1045065,164264,14706,25991,23999,12236,17801,7195,5166,4905,1241,1752,7338,4209,1850,1637,1
356202,62068,17879,15410,7956,22892,18498,14490,764173,99488,49242,61493,20303,50196,45802,45102,44282,27601,2049,2521,3271,7416,5832,5386,0
1047444,191565,39092,29434,24011,31324,20901,8955,1521379,377187,127090,81519,39032,61217,45077,15924,24834,55581,2626,3691,4205,5990,1211,1113,1
641263,155727,24612,14737,17421,20273,15559,14229,2640395,772823,39587,33169,25257,44096,31128,31786,12021,10002,10553,2901,3947,6078,2857,3605,1
603907,145451,34037,17471,22595,23645,16214,12441,1282122,347429,74859,34790,45591,68178,27807,21828,39901,5187,5033,3366,4409,5811,2312,6165,0
274950,24433,9207,14394,16886,35382,31071,17028,1329114,52729,16908,42108,39613,59078,62872,26847,3492,7648,2668,3192,4169,12703,18270,8138,0
377212,119648,17696,14385,15055,25242,17036,13078,681767,288798,34622,28786,30479,60877,29658,24470,126852,28461,7096,6723,1858,4527,2258,1510,0
692057,330172,22260,46639,20446,37864,23836,18707,2068615,964680,51752,176628,59859,134007,65287,42905,263910,32386,4867,2642,3297,8738,7759,1848,0
971206,267003,30404,43194,33317,36307,30616,20974,3109403,599301,65200,191651,63627,52627,65709,46728,113490,58981,6924,4542,8939,15944,3458,5333,1
592741,105914,17114,15538,11304,19729,16215,13609,1176062,405301,30746,33950,35403,38830,41046,30021,12285,7696,3532,31,1723,5813,2928,2650,0
564892,122294,21820,21300,23965,31034,33275,21709,1011247,204273,41967,35144,54300,56042,80699,45747,51463,19722,5660,8589,7379,8272,5352,7812,0
1035398,228130,29096,27896,17265,30088,36388,22805,1450041,607436,84388,63069,32664,44558,84112,62134,613271,54003,4748,11675,1778,11273,11180,10584,1
1007134,112529,34378,14682,19645,32181,31544,28181,2242841,232494,61544,43927,41857,71499,70171,61285,259068,45686,5108,2378,2590,12080,5562,3946,0
674204,188163,58458,18608,17750,30300,30554,22559,1615463,457544,167320,27438,53286,59797,53769,40271,124551,6451,2030,2398,4744,10672,7443,4289,1
506847,219498,37936,19498,16879,33632,30902,22849,1099834,780090,73694,35231,29712,54880,47899,46529,59211,14577,2920,2817,2605,3320,2171,1542,1
593537,118046,17649,15827,11242,54615,30857,26806,1457169,207940,43274,57576,22015,117711,91007,50164,166502,12522,1149,896,1680,7941,1710,1034,1
626016,104071,35527,25159,18799,34292,27172,16043,1511140,243129,78370,58001,31713,67347,77142,32360,82924,24813,5498,10496,7833,12150,6609,5162,1
614022,172574,20400,10900,24160,49535,37952,15683,1300102,417535,38909,31062,85459,99022,101346,34400,78697,44059,2789,1522,4932,14508,7347,6011,0
416564,87095,25370,40041,22177,26132,22199,16426,886819,202276,93375,185645,71310,58357,51577,35575,40220,11915,3208,2861,2070,7031,9211,5199,0
291910,58353,15043,13608,18535,24238,20693,20104,751038,164916,32927,33521,39139,58823,60111,45331,26334,26202,2463,1693,721,3604,1690,2209,0
548116,52121,10472,7928,8552,18883,16912,9677,1713110,126494,24437,20524,22597,60402,53572,29096,69287,4162,1194,932,1307,2950,1772,2020,1
544994,72053,11475,13401,16831,23519,22316,15314,2696321,233615,24483,46205,36191,51127,60891,46314,9777,8047,3161,2376,832,3093,1616,1375,0
541332,82506,15814,10709,15836,41328,31901,19473,1240897,141893,33310,15996,35679,68294,54775,38858,92264,15318,809,2985,1911,4453,4955,3099,0
620723,97751,12363,12966,6199,24886,10764,10107,1674310,227852,29239,65522,17725,79828,30403,39184,54923,10987,533,1026,1858,3902,1371,1211,1
505181,85435,16761,9897,10027,24922,25782,11931,1243920,177421,29244,23183,18994,50526,79280,35620,69312,19448,1857,1941,1615,3149,1911,1035,1
506153,84326,27799,19272,18345,25880,33837,14355,1123749,179256,89588,51161,51212,53319,91259,25391,149395,33077,6473,3241,1360,7429,6994,4104,0
924999,193207,48160,31660,29821,54932,52801,22547,1635314,331508,140074,70041,52411,83575,90006,41060,39586,17543,4522,4603,3986,14167,14594,4226,1
930896,190894,14853,17442,16520,31663,51166,21920,2125721,426494,30397,32148,38647,65090,157191,51020,64978,20350,4624,2276,2473,6462,4093,1753,1
519533,186620,41587,19341,17560,48751,30484,22188,1653987,364177,62983,32540,54540,121485,83874,52342,134066,55688,12846,5460,6790,7006,5728,6519,1
709419,167455,35975,30620,23064,51245,36545,20417,1853995,324198,90081,73178,50670,83887,51888,33206,57220,4424,7955,13290,3425,10940,11757,11482,0
834532,229975,39361,34750,36874,47738,41880,20321,2428398,466195,89981,67856,86921,102663,112130,41242,218952,95738,9725,4315,8549,19438,5640,6245,0
499706,148563,48620,32329,24060,39992,23552,21359,1893022,525629,130708,99896,44116,127153,53107,62281,12223,21079,4082,3803,2161,7481,3595,2286,0
