delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
560712,52866,13100,6547,8386,5171,3423,4463,840642,74055,79821,8079,8227,6751,5,-2443,1275696,140878,-7157,10709,1002,7961,4687,3159,212284,1205204,304286,165590,44571,60456,22807,44903,easy
1623093,177975,116818,117332,40421,33869,30426,15265,-942312,-172030,-98848,-93575,-35392,-28150,-27942,-13660,-370345,119540,-236,-83036,24912,-13281,-11008,-12952,-1378051,-120152,-78917,-107481,-31347,-28590,-26516,-13028,difficult
993335,165530,12396,16725,9828,11452,7178,5260,-973446,-120014,721,-6253,-5952,-5581,-4565,-2936,-810665,-93266,-3961,-10816,-1358,-8634,-5893,-3391,-961368,-145623,-10576,-15655,-9111,-7965,-5691,-3195,easy
609803,670696,266992,89791,43613,44990,18707,11068,229363,-573237,-253357,-82062,-33091,-39015,-15130,-9068,-185013,-248980,-5021,-23592,44790,-29866,-7976,-7837,-462830,-617889,-235244,-73546,-33897,-36428,-16334,-9674,difficult
1549416,187833,38892,42903,32432,21282,17930,7910,-394077,347383,69490,24680,21873,-3087,-11615,-782,-427328,94783,13767,-12885,43600,-355,-4477,-2543,-1274146,31180,144486,-28915,19556,38681,-3420,-3126,easy
827270,68813,9216,15168,11437,5895,6832,4354,-666589,5488,13197,64787,6123,675,744,1663,-818729,-60908,4642,-5707,2054,5798,-40,1538,-819712,-63328,1578,-9510,-7497,5349,1270,7085,difficult
675870,560376,87117,77832,35848,22859,22613,12644,242959,-293561,60670,-51582,8983,74057,-5256,-2778,-666980,-553390,-83228,-75527,-25265,-14247,-276,-5277,-669851,-544260,-77202,-73023,-29052,-6943,-16356,-3009,easy
472905,121678,16575,10847,14735,5878,5315,2580,814746,-2592,-12760,8941,9839,9438,17592,12064,-469077,-117665,-7899,-5213,-8498,2517,26099,7879,-467685,-114064,-2623,-7370,-8647,6006,4628,2554,difficult
903131,61718,15301,11359,6841,3795,1840,1021,1345170,365507,130190,82069,10864,13732,10053,5240,-876435,-51350,-14367,-10855,-5736,-3361,-1356,-797,345703,8184,16122,18840,-283,618,538,1336,easy
784715,71600,18162,38255,22845,20596,5632,3790,397601,211931,7836,14055,-10368,-520,1418,985,-573505,-24531,-8082,-26879,-16958,-17892,-3268,-3275,250947,220911,67153,-7629,-4279,2285,6384,4939,difficult
789373,129874,13365,18413,8251,18568,5243,2128,-180628,-115901,-6499,-13545,-4865,-14889,-4406,-897,505795,39100,79088,36697,36418,-8492,-967,5384,534334,-75245,8459,-12458,-5106,-14031,-2705,-702,easy
439116,65584,60731,65380,21517,16248,4679,5597,-324872,-23843,-46461,-61555,-15252,-13622,-3442,-3722,-409331,254657,-7698,-38910,8216,740,6659,4024,-420141,-47774,-57892,-58171,-20931,-15423,-4329,-5122,difficult
1751478,124138,78870,33733,16820,24162,7709,5435,-1532435,-81366,-56066,-29897,-14192,-20839,-6443,-4941,-904379,13878,-50322,-12883,8676,-3357,391,-3259,-1176707,43256,-50638,9634,-3317,-11998,-74,-783,easy
1050374,218156,44171,25235,23018,14646,14043,8587,-775320,-197929,-12633,-20484,-17884,-11981,-12964,-8030,-491145,-137698,-22523,17182,-7339,-6287,-9621,-5499,-208787,-147644,-27018,127343,-17644,977,-11559,-6911,difficult
1313458,128005,84918,60610,14294,16810,9248,5770,-245536,46561,-21520,-44688,29506,-6820,-6383,-143,365862,418002,98294,165941,158242,49309,3633,15830,-445016,-25543,46493,-21393,6233,1964,-2014,5056,easy
557328,269660,24352,30423,17633,34839,17714,11332,-452197,-265940,-23670,-28278,-16330,-29838,-16711,-10499,-548323,-261053,-21433,-26293,-10785,-28131,-16132,-7577,-132043,-225615,-1400,-13974,-7265,-28456,-16072,-9769,difficult
671271,137521,13419,11523,11196,7983,5102,4513,-659647,-135174,-8549,-11322,-10617,-4846,-1063,-2920,-655076,-131479,-9945,-3428,-3393,4068,10871,1389,336126,289141,2532,62918,31402,17314,7778,6905,easy
933659,132386,84733,47751,23545,15388,10070,5459,-697563,-52976,-66953,-21799,-7378,-6779,-7271,-4657,-55315,96517,-47200,34575,28456,21263,6606,-888,-776705,-26799,-74516,-29421,-2521,-13142,-3226,-4552,difficult
737959,100401,27903,31022,14445,10947,11371,6680,-384441,32437,-12548,46624,-7656,71651,-4561,-4601,-572554,-86806,-23100,-26514,-8853,-4287,-7142,-5907,-371709,-74585,-19579,11716,8101,2167,30875,-4948,easy
615667,226477,57726,54031,17917,32017,9260,8019,1232545,88690,41803,-37682,15287,-2191,-3401,-3590,-332915,-43058,152458,-12383,9328,-17746,4356,-4132,656265,682946,18252,-32707,15834,-12584,8173,-5420,difficult
355941,215839,13647,13534,9742,10128,4800,2631,-342888,-213433,-12792,-13096,-9170,-7557,-4110,-2131,-354328,-205396,-10339,-6797,-5015,4730,3758,-138,-304308,-194972,-2289,-8977,5941,-3850,1381,1057,easy
209223,30179,16645,11782,23693,7809,3305,7346,-194434,-9032,-10102,-1241,-15577,-1421,-1384,-3270,-206052,-26778,5236,-8767,-17971,956,1504,-3446,-161474,23145,-4715,4743,10232,6477,3983,-3995,difficult
1046464,359224,36949,36798,24548,36125,22596,18213,-821452,-334270,-33080,-25485,-19876,-30248,-21363,-16081,-129139,-92626,-11112,-2594,-4458,-21041,-11687,-12084,-163197,-216156,27889,-14272,10271,-25626,-13928,-10593,easy
292915,53081,3765,9991,2919,3460,2965,905,-288519,-35489,-1637,-6017,2032,-87,591,1652,-285867,-44758,2856,-1150,5164,-222,-147,1335,-290183,-48378,-1139,-8695,-1151,-1121,-2006,-430,difficult
947869,165032,81303,85952,32523,14104,8057,5150,1634988,1079949,853848,381526,400141,281616,211961,71025,377785,1002068,59179,-25661,-10864,35565,20536,30021,-796634,-158607,-76814,-80366,-31878,-12752,-7141,-4810,easy
1540560,545372,125311,60948,52670,35942,9571,13769,-1292421,42603,-84398,-9601,-19246,-24353,-481,-6014,-649958,-413437,-106133,-4907,-21969,-19955,2530,-11414,25220,-204776,-102957,-31429,-25706,-8845,-5942,-10250,difficult
1315583,441537,82842,37105,29896,18460,7065,7339,-518111,-331746,-48200,-19184,-25091,-14792,-5877,-3249,-585861,360941,-61921,-6215,-3931,5524,446,1310,-619897,-323695,-59324,-26875,-10130,-10861,-4791,-6344,easy
593874,136182,6277,20031,7684,5097,4490,2812,-483545,-123829,-4556,-19138,-3860,-3210,-4102,-2454,-581751,-107201,7708,-12875,-3866,4107,833,537,-576926,-114194,-3493,-18619,-411,6332,-1362,3424,difficult
287364,53904,10071,4163,4085,5322,2079,1650,-270559,-33354,-3696,2147,-1673,1536,1669,-414,-285039,-40346,-7741,15403,1567,295,1731,-669,1392570,75441,38381,62099,24084,18253,6839,2437,easy
768501,114928,21711,14527,15214,19774,21693,8533,927795,76981,-17267,15393,-3362,6289,-2252,2754,382509,-58769,63232,1195,-6047,-8395,-8867,1445,-660867,-79195,-7117,-9575,-13003,-15540,-14313,-6000,difficult
505452,80553,24144,12583,6608,6370,4092,2398,1152027,77261,34750,24041,29776,21830,10302,1910,353784,200680,75988,21201,52712,21067,11870,1507,564735,34433,25206,14012,34912,9710,9967,236,easy
896451,477084,46679,55870,22755,33893,74796,19861,341379,-419727,-34209,-48514,-16139,-27483,-67944,-11730,-748575,-462961,-42827,-51806,-21126,-31054,-67746,-18799,414954,-394004,23511,-51053,-14966,-24468,-53727,-2385,difficult
512876,178398,107119,17145,23667,18108,5586,6016,961922,-74207,-35191,47642,112243,13146,3580,1991,182480,55138,15012,-10274,-111,10416,984,-595,-142678,-35983,-18659,32413,9364,4506,4888,1308,easy
1056747,168006,118967,78192,48728,46052,37120,19331,-1025421,-148871,-116181,-72877,-38169,-28138,-29807,-13428,-1051251,-143202,-115911,-66770,-44869,-28498,-23813,-9693,-1039807,-162290,-98786,-73403,-38747,-20522,-19604,-8711,difficult
355780,378219,95669,64619,36009,17207,10588,6442,820321,-184011,-77443,-1249,9790,-2418,2768,5774,1137260,-179032,14421,7669,21786,-4231,-2705,-2682,260918,-326191,-80208,-57183,-30238,-6413,-7373,-3272,easy
954782,144962,75758,89092,30961,35697,14899,15540,-367997,-24052,82944,21182,-7883,7564,6242,-1200,756947,932436,-38915,-55663,31780,28489,6440,14620,-149016,125399,-40178,-41206,78748,-19971,4767,-8295,difficult
