delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
462664,286618,35266,21671,38638,11238,6472,5466,297129,507266,26588,42612,40141,15115,10100,8108,370917,-366085,6589,-27413,-14674,-866,-3547,1548,-68162,-469726,-12534,-36518,-36365,-12653,-8825,-7462,-220539,-478609,-23710,-41129,-39040,-13654,-9478,-7672,950810,682579,89198,-3461,31238,9771,10837,112,-205353,-471399,-16155,3815,51324,-1981,-7126,263,difficult
249448,46907,18727,10632,27779,6694,3838,4110,985973,265589,75626,28287,40489,14939,9018,5392,-673808,-196379,-47433,-19166,-29623,-11615,-5289,-3706,-935358,-215339,-35492,-22933,-2283,-10482,-5731,-3099,-857223,-237413,-72670,-24419,-38040,-12767,-8194,-4866,-570021,-223018,-74932,-25028,-30623,-9313,-5673,-3782,-646217,-221262,-53967,3270,37018,2951,-1013,9044,easy
547521,191753,30083,25938,42309,14619,11234,6240,695092,256792,17877,30239,22010,16379,6786,3519,11822,-54954,73918,-9504,110823,23020,30889,14937,-461796,-152251,-10302,-15574,-17114,-14227,-5727,-2814,580161,338344,13641,41021,42527,9033,4369,6188,-482021,-242996,-5485,-27051,-19018,-15045,-6068,-3162,-386023,-213338,-10744,-10399,-15723,-11581,-1221,-1546,difficult
288559,49813,24553,18127,12582,5092,3183,2490,279713,37959,11022,15173,7926,9104,2590,2012,-123391,-579,-6789,-9122,-172,-6781,-1573,-1639,-122831,50563,19762,29977,10050,-4073,471,4743,616614,10826,-7186,-1495,-3004,-5454,-942,-778,-158941,25477,68234,5688,21631,1886,5830,1424,-167223,-27017,-6365,-10280,-5225,-5637,-820,-1361,easy
497338,54115,12574,9200,12479,7666,7228,4911,1138124,150913,32823,60327,18582,27478,10953,9481,-96433,-87331,-16863,-47953,-12988,-21365,-5320,-5140,-1092917,-75518,-19990,-56405,-11620,-20649,-7466,-6332,-65486,-97897,-17906,-42564,18036,-9144,9573,2967,-1019092,-121737,-29890,-56733,-10078,-23643,-6975,-6127,-930000,-101509,-16598,-51982,-13863,-24259,-8435,-8219,difficult
998966,206644,23153,35799,54069,33204,18758,6707,240574,33934,9523,10943,9171,6673,2704,1670,-101512,41404,39345,15901,19408,1817,11647,4084,189685,380466,6205,10127,12709,18348,7288,4862,3637597,464121,38542,110585,206069,122218,64444,19075,-135099,281,-9136,-2828,-6636,-4705,-1896,-1365,201291,-22724,-6805,-9503,-7061,-5024,-1214,-1472,easy
768289,144211,48381,42421,37125,18429,12591,9822,179329,25075,16637,6916,10406,7081,5599,2986,-87177,34033,-4297,20308,10836,2554,11890,8665,2044088,204090,16033,22129,31235,39372,12858,12283,-166171,13145,-14016,-5799,-6323,-3274,-4930,-2317,1090887,119287,22652,9618,22629,7529,4872,9906,63175,225124,138347,131270,75217,10557,10270,5643,difficult
393308,73983,17007,18093,10702,10727,2869,4115,207848,32429,4904,7640,4486,3609,2050,2856,401951,42164,13459,12098,799,18365,1651,3335,-127869,19239,13364,2413,-207,583,-741,-1820,-145142,14228,12674,41321,11913,8756,1732,2328,724870,132999,14772,-3338,8978,4303,436,-15,73492,-861,6247,-227,9595,3584,1018,2466,easy
158272,59862,33232,6343,8754,8129,5942,3869,211975,69165,51816,22753,8576,15305,5260,3429,-32952,-34036,-35459,-18514,-974,-10209,2456,1582,-171248,28573,-4367,-14850,2259,-5297,2468,1240,-171248,28573,-4367,-14850,2259,-5297,2468,1240,-162069,-31354,-6055,-14717,1541,-1545,60,534,269002,-38270,-42673,-19121,-4194,-13532,-4040,-2397,difficult
449905,21973,11143,5592,5105,7272,2815,1324,982264,197456,71885,20801,25771,24200,13979,7598,-693102,-173263,-69212,-17765,-23073,-21436,-13201,-6906,-756543,-177835,-69531,-16792,-23750,-20961,-11861,-6384,-749041,-186693,-67992,-18693,-24786,-23598,-13445,-7154,-720811,-182565,-65127,-17325,-23096,-22344,-11800,-6434,257704,-157060,-31846,-5471,-8625,3697,-5513,-4494,easy
918815,383554,24662,22984,30657,23867,5091,3390,925297,94286,82281,16022,41248,28261,7253,6517,1773929,1661242,-5166,58175,74033,61915,7865,4683,-775933,-1922,-61113,3290,-35375,-21043,-4175,-4746,-731747,-83727,-79426,-14087,-38091,-24561,-6601,-6050,467958,-40647,-63625,2192,-12897,-10835,-1635,-3561,-766619,-88604,-78767,-14760,-40623,-27445,-6262,-5961,difficult
214070,106076,26484,23368,13664,8478,4328,2658,235404,50018,7588,11225,8301,7652,1842,1032,408834,228217,4292,4253,1878,1022,3626,4262,-165581,6763,5790,10251,-1045,2613,3654,1799,-129813,-7559,3911,-1175,-1674,-5486,83,-419,-155158,-29772,46757,24212,994,312,362,400,-64952,82640,33729,23175,26663,5668,4707,2088,easy
682985,63743,26366,12013,6968,12005,3922,2952,331063,97496,37249,23696,15895,13317,8924,7291,1805783,26474,-790,-10230,-8193,10139,-2912,-2109,715984,-20097,-15880,-10522,-10124,-6908,-5870,-3943,-253055,-53601,-15039,-20148,-5346,-7451,-7235,-6069,-295700,-79025,-30002,-21769,-12170,-8401,-7297,-6404,-213400,-42518,7296,4252,-8804,6063,-1694,-3169,difficult
333756,140639,52187,30261,15852,9242,4778,2427,395502,110304,39389,20315,21273,10750,3753,3163,-273022,-60056,-19278,-11083,-13597,-6495,-1557,-2158,-238730,-75081,-18421,3481,-6405,-6876,948,-2174,-158444,90651,5625,-8581,-17134,-5504,1065,-1466,-35684,-55805,-19974,-7859,-15079,-2656,-2630,-1560,397151,251965,116036,73771,25111,13989,7301,3676,easy
470829,96768,22256,22747,20076,19483,4841,3439,819521,204221,28689,35318,10308,12380,7646,7286,-183173,7234,28181,31676,38843,56665,6021,-1084,-304882,-166760,-14398,-31016,-4994,-7262,-6783,-5825,-463250,-164533,-24138,-27142,-1642,-8415,-5975,-6202,-133275,-118800,-10990,-18505,-3784,-3535,-6471,-5176,-658881,-94407,-10818,-17869,20419,-1938,-815,-950,difficult
472421,93260,10767,15999,14595,8556,4195,1844,265209,37319,19396,16499,22306,23931,11903,2507,23624,8128,-9488,-11549,-8606,-18532,-9313,-801,233550,26417,-6562,-3699,-12597,-21822,-9600,-1314,-99829,33694,-8067,7243,-12444,-20014,-9449,-1612,852531,58953,-11605,2859,-18953,-16590,-5238,-1041,26185,152515,-7423,2646,14045,85,-4942,1453,easy
565116,159511,37658,26660,20785,22660,8584,4687,197022,76466,10358,16698,12982,10929,4302,4154,-140870,-13823,15825,-13699,-3431,-4137,-365,-3167,-60400,987,-914,-4750,-6068,4167,-685,-212,896513,36555,27726,36952,49284,25831,7858,3120,489289,264171,83619,39773,1,23344,10742,3124,655938,127335,10243,-8464,-771,9451,3858,-198,difficult
189026,22109,18646,17025,14459,9425,2148,1808,300789,36314,16667,13941,15536,11370,2698,1899,-287525,-26384,-5931,37656,10385,7658,709,-435,-146571,-10173,6523,-9989,-9021,-8512,-2356,-1336,-230442,-26252,-3976,7713,-2915,-1848,-778,1217,-210011,-2103,16094,-9884,-9811,-9192,-1830,-1367,315732,-6114,-2813,-10076,5979,2168,1503,1467,easy
245229,60221,16580,9307,9966,4446,2867,2632,233424,54242,26440,15877,15718,5727,3241,2555,511531,98490,13071,10065,-853,2229,3549,4010,-144613,-36506,-25630,-13772,-15069,-3131,-2181,-2291,-119361,-47162,-24592,-15106,-13531,-3979,-2703,-2025,-146600,37850,8196,-3813,5504,2649,892,2367,-41930,-22776,-20345,-10225,-4809,-4171,-1428,-1678,difficult
1251247,128536,23758,13806,21722,12186,7743,5999,253464,65074,26709,13538,21273,13934,8114,6071,1376626,1533,-7465,-5767,-1444,-2905,2784,-2875,1353256,117576,3417,7610,-8316,-529,-3380,-3618,794704,59851,9591,576,19270,4925,3395,7111,587696,5283,-2458,-2523,-16372,-8741,-5263,-2306,876632,133067,-17839,1445,9105,-1488,610,1326,easy
98474,38133,8991,13822,5219,4425,3366,1653,116729,62438,15077,20674,8594,6852,2839,3252,99420,7747,905,-11344,-3949,-3117,1382,-2064,-94189,-17413,-5990,-12582,-2086,-3859,-2141,-2134,-83676,-26111,-3623,-9031,-2305,136,5753,-359,69603,-42181,-12616,-18306,-5033,-4505,-1612,-2468,-82431,-43566,-9105,17003,-3502,-791,-748,-968,difficult
375459,107920,20226,22792,14856,10468,7065,2940,355299,83040,58793,14172,8836,9749,7922,3565,-238949,-45815,-30779,-1486,-4080,-4941,-3402,-1506,-138608,203042,-56190,-3324,3352,10220,-55,1214,454028,71862,-19513,11624,17447,3154,3086,503,-267127,-68087,-40327,32997,15603,1049,2249,-1562,291458,-36603,-46025,3289,-2223,-5886,-6164,-1775,easy
317902,44220,12274,6775,12196,7760,3907,1886,304958,55471,15785,8927,5993,5885,2234,970,-270280,-51534,-8121,-6639,-3123,-4491,-1013,-673,-100501,-23986,-7044,-4780,1200,-2204,140,409,-207629,-11242,20930,-5670,6642,-217,-607,125,199270,76795,-11859,6652,28478,16623,9930,3459,443859,-46287,-11461,-321,-2181,-334,-85,1259,difficult
221402,37244,5218,15731,10658,5832,3211,992,73165,126636,14979,9833,20386,19319,5835,5165,-55276,-112058,-11679,19400,-11641,-7508,-1790,-3804,671245,-33372,-4206,28698,12401,-7267,2944,-3321,-34608,-118836,-11841,-8941,-18851,-16752,-4604,-4692,156940,-78677,-7480,-997,-14821,-17144,-4329,-4352,2886,-104017,-13597,-8670,-15729,-18764,-5343,-4694,easy
1130771,151773,41127,57310,61090,39552,20273,5768,491248,218585,29130,13977,20617,23007,14743,11041,227956,-153779,43342,85535,41732,-13709,-8168,-8031,2157632,46962,35130,73164,86167,53694,45037,-1439,634127,-81314,8886,2755,3194,34079,587,-5183,-345099,-141697,-14583,21140,-8238,-8727,-8825,-8413,522997,-4234,-12791,34071,79508,17389,-983,-3299,difficult
386636,184398,45042,19318,21617,14636,6644,7643,1033767,131608,80196,55155,47440,49755,25147,11210,13607,485931,8548,-29396,26245,-16323,-9428,17608,-967360,-108265,-73683,-52292,-46118,-48122,-24690,-10789,-751127,-65140,-60679,-31134,-37231,-44119,-19679,-7664,-848171,-56462,-33736,-46582,-26284,-27165,-20333,-8867,-682604,7888,-16221,-19783,-45729,-39865,-18385,-8122,easy
61994,38509,44289,27818,10626,7372,2121,1064,293219,51075,7908,10775,10632,9327,2902,1327,-250388,-32883,29542,7143,-3023,-1939,-266,45,-71169,-19344,8208,-9531,-3015,-7505,-1773,-913,-283840,-39431,103871,10849,-8422,-5771,-1597,-679,-265187,-33584,6680,14100,3652,-2197,-2028,558,-285540,62411,33606,62656,10776,7638,1760,-327,difficult
707753,233647,80580,20271,35988,23090,12566,11039,123468,26303,7279,5907,6366,3892,1997,2427,1487837,304391,56735,11699,2662,8412,4154,3424,149113,-12385,-3263,6266,7683,2516,39,-431,582018,626066,166847,42912,60309,37362,21260,25913,420078,35827,88860,9062,34193,18920,19695,8696,282381,82822,57324,1883,43263,28782,7695,5458,easy
428445,168054,23836,28005,22627,17102,10487,5830,293579,71810,24594,23006,13627,12773,4916,2419,-249564,-62042,-17684,-22479,-12552,-10904,-4398,-2148,36490,95867,15226,6689,9847,9338,1669,4065,416938,352396,24235,42126,25599,29289,25458,12718,608351,158123,-2305,16419,25169,-4525,7229,3453,-137884,-63125,-23261,-17759,-3061,-1551,-2103,-1034,difficult
126140,37576,10623,9826,4194,6576,4436,1825,258177,45129,12805,5412,6543,5370,4619,2048,-118489,-5504,8983,6408,589,3876,11876,3450,-109868,19937,-4291,3165,-495,11097,-560,-161,-225309,-34002,-11640,-3155,-5007,-4062,-4275,-1867,-215210,-14165,6273,9906,-2983,-2299,-4018,-1603,8691,-4031,-10233,5745,-3847,-2580,-3939,-936,easy
140439,31364,34147,15140,11862,12488,5092,2854,374273,21547,36863,9370,4730,5222,3753,1676,-367069,-16516,6121,10769,5203,4684,-2434,1170,-368713,-10994,-21016,-6482,3506,2323,-2419,6,-96885,26833,-11765,-4205,1972,1933,-2766,-758,-157138,10902,-33234,-3631,-1637,86,978,1494,-179367,38862,46314,32398,26614,27304,13335,3977,difficult
529243,70306,47344,11015,9494,7087,4508,2637,325902,74306,25517,13408,29512,24105,8412,7698,-199530,21239,13875,-7261,-24145,-19955,-5389,-5009,-199632,23021,35705,2824,-20153,-18415,-5488,-5257,-199632,23021,35705,2824,-20153,-18415,-5488,-5257,1786931,-21648,43416,1364,-10232,-7540,2543,-3924,-171432,-65634,-19567,-11716,-25405,-20765,-5696,-5856,easy
539839,66544,34066,29963,14692,12885,5414,2780,340537,31960,17787,6372,3936,8877,2062,1450,1598195,196693,13907,40737,26386,12011,5120,3508,-21279,10866,20257,63866,10338,7359,6533,3320,-91969,-8261,74243,17010,15999,7934,5709,1498,-181076,-19144,-10785,-3725,3312,-4850,-239,-892,-307363,-7236,-16225,65,-2253,-2416,-364,-785,difficult
861060,186818,24945,18825,15031,8623,6297,4653,35233,21575,3335,2112,3143,2133,845,588,2395801,751143,55081,50164,19886,8317,17078,9787,113317,6488,33418,7458,25434,13673,6639,5528,10060,18210,8673,12186,9119,8317,1711,3161,497829,31317,9087,7058,2812,1450,988,1016,1112126,19055,1790,6699,2191,691,844,832,easy
338224,61090,27895,9636,13314,8204,5533,3738,1038344,125738,53463,22627,17513,30428,11211,4417,-179221,-45917,-51576,4513,-11581,-26415,-4706,-959,-1010165,-113833,-48575,-20011,-16539,-29112,-10448,-3960,-955507,-77676,-31789,-17631,3679,-26333,-7719,-1182,-818672,-75700,-25904,-18163,-13490,-17586,-8965,-2784,-537034,-10113,30004,-13662,16938,-11676,3446,5490,difficult
326212,34312,20234,21923,12298,10416,6868,2457,516249,56214,27996,12906,14435,13055,9140,6715,-296931,-38462,-26417,-5708,-7776,-9390,-7717,-6114,-470362,-37796,-20955,-6781,-11532,-8369,-4943,-4867,-280823,-26135,10799,64156,2583,-4199,-4592,-4740,166566,17943,15286,2153,14942,19950,14387,495,-68636,-25062,-17521,-8734,-8904,-11187,-8497,-6063,easy
300513,78202,16066,17598,8790,6679,2852,2057,140013,104293,21272,22064,11333,13050,11683,8853,-44597,-61543,-6679,-13428,-4785,-6667,-9440,-5900,532614,123175,13047,30218,10337,6021,-2410,-3824,499849,-36559,2725,-10780,294,-9764,-10285,-7807,-107240,-58033,-17971,-11066,-8744,-8873,-10797,-7759,-78126,-97493,-17151,-17272,-9818,-12574,-11222,-8690,difficult
1220005,150606,40479,41501,34339,23910,5075,3885,800066,120019,69252,58983,44715,26220,12965,5376,791441,5767,-46253,6335,32022,-3058,-10476,-2928,573982,-81486,-58650,-45938,-41123,-20829,-12204,-4456,-174149,-51731,-57024,-49795,-35958,-17491,-10296,-3447,182837,100854,15053,1012,6665,5131,-3735,3984,725583,179530,3010,977,-13487,24697,-2740,-610,easy
255094,61397,14924,6373,6331,7342,2941,2042,94182,26806,8509,7683,5601,3268,1058,876,83608,6729,19354,9063,-1626,8715,9587,3857,-41742,-16331,-5157,-7484,-4464,-2556,-364,-694,-4051,28783,-463,-6854,1710,2898,-299,1079,540071,133863,22548,853,5823,10432,337,885,226675,19909,-4205,-2127,2209,879,152,703,difficult
506234,212366,37924,29705,18670,11435,7190,4373,818893,492993,78316,58233,54588,28528,23825,16712,859629,240733,-31076,52551,-4152,11223,5255,-4109,-382100,-453628,-40533,-49333,-50376,-24771,-22415,-14200,-702494,-435088,-72504,-51860,-46207,-25226,-22613,-14342,-675130,-432009,-64627,-44021,-42061,-24044,-20786,-14514,-663201,-323145,6779,-49975,-36795,-22646,-22616,-14532,easy
373339,86692,16544,13252,7652,4777,1929,1723,42451,34251,22421,16720,20193,18942,4914,2811,1102276,253962,2435,12603,-3554,-7457,-880,3035,15635,-28155,-18584,-9548,-16125,-16707,-4333,-2395,283253,39985,-8066,-14726,-13264,-15372,-3633,-2018,45797,7242,-9144,2485,-16682,-15356,-3996,-2250,207480,-10828,3974,-8153,-13078,-15932,-2083,-1814,difficult
592380,87035,18260,39502,21635,11749,6666,4192,706555,301368,95356,76853,120396,55986,21233,13032,140509,-232467,-69264,12471,-86349,-42560,-12449,-8114,-526014,-255759,-81820,-68506,-114805,-53202,-18108,-11516,-218635,-197714,-87604,-54909,-110019,-35669,-16109,-6240,141393,-171106,-67427,-14141,-95574,-44040,-12809,-10281,-108127,-214618,-79365,-61668,-87057,-45714,-13359,-8049,easy
373381,114987,21929,12606,9639,4340,5447,3989,239239,53859,10145,5516,8660,2316,2153,1300,-39710,-20956,-606,5536,-1041,1076,1283,2184,623146,291415,62365,35367,16773,8309,17815,12668,42598,-3000,5505,1136,-3040,1222,-447,79,71314,-44727,-8698,-2902,-6954,-303,-995,-699,-26638,82909,355,-3685,-841,-186,-1187,-786,difficult
565976,88581,17549,26800,33253,15460,5323,4413,675511,81111,30827,19409,26934,13866,5425,5582,-576513,74264,-1355,76641,33094,16344,8872,3124,602993,39776,3388,-2651,39927,17781,1540,-1177,-209465,24638,-23775,-12512,-2674,-5369,-3403,-782,191639,-56927,-21961,-15211,-18424,-10535,-3949,-4556,-556328,-44401,-22685,-9310,-20329,-10251,-3570,-2452,easy
693644,136710,26449,26476,24615,21785,3886,2363,107264,34508,19682,9196,5616,6915,2718,4896,1434504,264815,44758,60050,25749,27082,7452,229,180870,-9161,-13624,-7383,-1920,-4181,-93,-3030,1308803,257438,11563,41234,60296,57301,1186,-1791,-46541,8623,-8733,-3730,10147,-2869,-1160,-3756,54262,-10703,-128,-3772,725,-2981,-1543,-4317,difficult
1387372,419011,87452,81361,99134,49064,30925,14327,302458,96523,7636,4501,14328,10872,8723,3029,-28560,-23799,5424,37849,17595,472,3376,4882,-218204,-69357,22360,14261,2347,-3343,-5288,-1429,1951314,1351574,151400,135890,74095,38286,30212,18842,1465081,14966,37841,13947,-4096,1002,-5099,-658,2254941,339054,182056,182351,334091,154542,87809,34855,easy
200365,75313,16908,18100,11085,8300,6263,3036,379024,92234,27621,28498,13281,6900,5565,6781,-237349,-60089,-13696,-25928,-8579,3068,-4453,-4580,-328352,-80519,-24755,-26261,-11660,-5965,-5126,-6035,-304547,-63088,-21488,37240,3704,8944,12551,-1735,218559,160886,24919,-18220,11072,2345,3985,-1701,-241606,-41793,-18545,-18821,-5517,-1390,-3469,-4673,difficult
681990,68686,27998,15836,14541,14539,3315,2639,212462,67001,6967,4890,6272,2506,2061,834,468301,17660,53147,18575,12542,30221,-328,1928,1286117,25872,25690,23999,29197,26086,4502,5966,1915,-60148,13685,2958,897,4525,-139,-164,639800,-33468,6793,7653,1207,-81,1625,713,-48491,58510,5839,1543,-2497,-585,610,581,easy
421361,120159,59915,16632,13164,13961,6446,3029,231357,62820,41425,10864,16591,13728,1912,2893,-179827,-43732,-34057,5768,-14645,-9555,824,632,339285,96757,-4512,18530,14953,19368,15778,354,-114514,-21147,9719,-1107,-5377,-4641,375,-1952,944732,300668,138120,9680,-3048,7501,6615,3447,-39654,-45852,-16822,-4031,-9018,-11506,-923,-1801,difficult
237119,113214,23019,22697,14835,11426,7511,4423,251946,107925,12076,10292,13400,5577,2149,1991,157846,-18334,7739,9140,2554,7128,12409,4601,9231,113570,34340,26405,856,12169,5762,1869,-137583,-67712,13820,1628,8306,2193,7507,2607,74870,8673,-2372,-5749,-2896,-1151,-533,-1017,-178497,-9754,1189,30599,-1645,8908,1664,4098,easy
961188,227435,57299,34601,40075,16067,9044,5463,187946,166876,35329,25609,21789,9814,5449,5013,777487,5589,40510,11761,62108,18991,5838,6101,1586074,140660,6267,63867,33184,-2824,8985,442,367164,32886,-12393,-11864,-5224,-4307,-2423,-2149,1072349,245572,65891,-238,409,19222,3456,1865,63138,-121914,9577,-18568,951,182,2119,-4007,difficult
1076641,288869,71377,29171,56034,28283,12843,9268,1118733,190196,76775,91990,52790,80983,25270,11676,77876,-114962,-49073,-84576,-27326,-71965,-19926,-7018,-77368,366238,60015,-35266,156742,-41398,-2921,-2079,-320515,-112508,-51369,-72537,-45444,-66307,-18847,-6863,1002179,142733,54157,-77282,-31953,-26193,-869,2778,-892634,211865,-40718,-44432,-35799,-57636,-19570,1142,easy
278417,67661,21371,25877,9836,9576,6317,2133,573955,202294,70772,18870,36236,21966,10611,4590,379235,-89313,-49098,13971,-30458,-10983,3692,-1539,-516369,-157831,-66244,-16050,-30380,-19264,-7953,-3474,-297954,-64168,-21010,31908,-8957,-2595,-3925,-1763,-501192,-175604,-58054,2196,-29942,-18496,-9206,-4214,-541408,-186249,-52601,3010,-32263,-10611,-4076,-1296,difficult
984528,248903,24106,11617,15706,10626,9084,5878,336173,90502,20935,11918,11634,17683,6776,5595,483527,167916,14728,-954,12734,3354,1573,6631,1185406,414760,15349,7633,9679,-3407,8892,2361,-308115,-76218,-18930,-8939,-7357,-14939,-5949,-5028,327148,66418,-13084,-8182,-4180,-10249,3847,-323,1553808,219130,17792,8937,9486,-10045,3178,-2227,easy
208468,40482,10010,31431,9037,6617,3028,1376,76259,49488,24421,10106,4742,9204,5823,2441,584767,18818,-13134,82471,20326,-1428,-1847,390,81373,-33505,-22539,-6270,2276,-7655,-4847,-1757,100699,21740,-20675,-7486,-3972,-4292,-4391,-2000,-59308,-28524,-10721,18443,-1723,3036,-2960,-970,-46486,-23558,-4984,19467,4566,-2594,70,-987,difficult
