delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
95346,78825,7624,15111,7602,15037,3883,2392,-82757,-67570,3817,791,2287,-2781,652,547,2952,-23093,-3293,-10444,-1404,2660,-3101,-962,difficult
74511,41981,5979,2659,7808,7692,3994,3028,-62926,-38315,-252,13069,3944,23370,1274,1241,-53182,-32372,5707,18892,1574,38586,9799,11146,easy
129614,37017,10132,8832,4114,8732,2911,4960,-123014,-27285,1193,-5800,2627,6382,-160,2125,-91632,-8369,-3515,-6448,-2699,-1656,-2202,-3128,difficult
356240,103234,33718,20983,10513,7259,6717,3442,-286287,-47606,-24774,-17855,-3636,-4394,-3823,-2192,-343347,-96206,-27120,-16040,-3904,36203,-3900,2792,easy
131861,53569,8120,13201,7651,9496,10327,7170,-126561,-44160,-5858,-7764,-4327,12083,-2316,-1962,-100133,-39538,16177,-11025,-1791,27473,-3688,-3444,difficult
282444,197186,32168,55063,12461,29758,11194,7069,-264627,-161997,-19129,-53437,-8342,12557,-3400,-3356,-273603,-185130,-10368,-43631,-6057,2496,-6893,-2532,easy
140900,38022,7164,11779,7207,9356,10762,3601,-123367,-20514,8915,585,12001,27068,8033,-40,-130572,-31661,-1138,-5645,5310,18059,7665,5741,difficult
31342,38404,5877,9360,3240,8112,2888,1786,-9299,-14737,5990,1228,-1563,-3490,2148,-299,1885572,76764,3063,17699,15603,38954,10008,4730,easy
574634,238771,34928,26289,30143,26123,8534,6118,568983,-228633,-25021,-12581,-16965,-20589,-7042,-5008,-444337,-218166,-32666,-21286,-26658,-18761,-6260,-5702,difficult
50150,17334,2006,18369,5686,27238,2934,3408,18638,19548,2636,-16839,-3127,-24916,-1440,-3030,-38311,-9018,-10,-17164,-2089,-22801,-1031,-1885,easy
184561,24721,3468,34574,9082,18717,9010,6323,-166468,-22132,1898,-26364,-62,31271,4558,-1205,-156148,-15666,4690,-26900,-2996,-1172,7488,8964,difficult
22279,30174,5261,12543,11920,16864,11883,4967,13529,-15256,-503,9129,-1149,34076,-2663,2100,-17285,-17072,7365,-2700,-6446,6116,-4626,4707,easy
76169,28034,11648,8372,2813,21600,3802,2740,-70418,5559,4771,8076,2972,-8321,1604,3702,-72379,-10681,-3002,-196,-495,39461,575,6836,difficult
415537,61081,22698,7518,8808,18441,5696,4226,-264507,-45700,-16884,-279,-6846,-16075,-2740,-2484,-409514,-37565,-20213,5676,-3171,17345,-713,14,easy
225789,69695,37444,16277,23766,45476,10330,9590,-213083,-55273,-34780,-12003,-22259,-43283,-8734,-8504,-70241,-67499,-36791,-16037,-23143,-42659,-10124,-9318,difficult
302846,51259,9780,6817,5121,10014,5974,4667,-294422,-45365,-738,-1493,-1678,12658,44,1061,-46904,-15719,-311,-3030,-2212,-4698,-4694,-4200,easy
338184,46305,6980,37877,9924,11706,5969,5760,-71753,45201,-5212,-29044,261,-4957,-3187,-4297,518424,7869,-3752,-19187,-3715,-7182,-646,-1834,difficult
650772,94445,13858,11589,9238,15601,5335,2853,-637995,-90976,-11671,-1358,-5983,33652,5626,657,-580712,-58501,-13090,-5064,-6379,-10741,-3424,-1881,easy
200576,42137,13392,3832,6142,16469,2036,2022,-148506,-18842,4010,-1858,3178,-2986,3626,844,-37845,7284,-6170,54508,10247,23289,6270,6077,difficult
109315,37397,10868,22126,6514,26138,10661,7047,-78492,-3396,6902,-13061,-2288,20656,-3316,-1559,658863,106518,5781,-12400,-1153,-17336,-1271,-1171,easy
139233,21369,10093,13725,3841,11637,1912,2310,-134182,-19145,12211,-8116,-399,5672,3254,-450,-50926,40472,-9142,-6807,-2281,-8696,1744,19,difficult
99102,40371,20319,26412,13648,27771,8475,6450,-97508,-25997,-8652,-22743,-12721,8272,1927,-948,94884,3413,-13152,-22269,-10826,-22518,-5910,-5582,easy
18763,19260,18580,13408,10067,13915,7983,5405,312253,58782,-7608,58053,-4424,3009,-2718,1617,-8583,-15009,-14486,-11363,-8905,-11897,-7064,-4736,difficult
36091,11483,6369,4718,2372,5452,2259,1121,63868,17873,-4821,7310,5799,-998,-1263,-404,590046,80375,26756,25481,10974,35631,5105,2437,easy
157052,30043,5869,5294,5550,10645,4435,2104,-113749,-11447,17911,35083,14866,8563,477,2230,554972,69475,26513,11177,4120,9240,13,324,difficult
88124,38159,8183,13532,6095,13066,5104,3554,-63810,-33515,-6865,-12895,-4826,-9250,-3825,-2434,711095,27586,-2042,33645,3304,231,-837,-1971,easy
497808,70913,8657,17163,20645,16357,3891,4358,-492591,-63029,7276,-3042,-13525,2752,435,185,-467416,-56947,-6130,-13194,-18721,-12305,-2461,-3439,difficult
55858,9456,10112,19416,4606,19368,6390,4275,-50628,4932,5161,-14687,2919,4347,472,-1485,-25081,17642,-6111,29277,8776,-9462,1294,-1117,easy
438455,130592,9445,16255,13665,15580,9225,6593,-425549,-124385,-5339,6822,-9767,17006,-721,-2266,-232564,-102425,-2600,-11808,-842,5231,-1601,7823,difficult
260906,27808,5246,2412,3916,10525,2656,2019,-177334,-10354,19037,13097,8850,15885,4125,926,-254471,-23741,963,-840,-2881,-2840,752,-1669,easy
285215,117659,31502,11596,14265,12620,10650,3126,676435,23559,-19047,13210,-6403,2029,4252,177,421354,532066,62800,60686,11956,38286,29913,4813,difficult
235297,100500,11394,21436,6970,18629,2935,2157,5270,-25814,-5826,-19050,-3157,-6724,-1470,-1666,-183299,-87153,-8357,-16647,-3694,-7241,751,2933,easy
52360,22426,10496,4779,2701,6466,2937,2817,-27097,-7536,-3626,7987,5509,22798,1565,935,-4248,9003,-3621,1089,10047,45028,7768,88,difficult
40847,44620,6234,14251,6591,16811,3966,2112,-23746,-18243,-3442,-12560,1387,-1709,89,1462,1811,-25581,-4913,-10312,-5952,-10148,-3174,-1273,easy
124440,44245,5416,6946,4459,18879,4279,2259,-65535,-23387,5845,1007,-1374,-3146,2276,3835,365288,-5967,5340,13231,7451,3057,4104,2295,difficult
24772,8791,2355,3251,8920,13360,4149,3236,264987,290947,51695,13397,22623,18339,3209,934,87983,50476,4157,9006,-4362,-7845,-2459,-2545,easy
82728,21821,15345,7262,9581,16117,7075,3566,28840,12067,-13105,-438,-7065,-10071,-4567,-1218,-78243,11419,-6464,-4176,-4196,20949,-754,1854,difficult
296096,134752,16460,10889,14753,9376,3259,2711,-258210,-102684,2987,-9623,-14576,-2465,-1838,-1856,-258550,-121514,-883,-795,-3248,1716,4375,3316,easy
169671,96946,23084,12799,7085,9134,5171,3738,-162730,-90287,-17721,-7707,17391,14389,6669,6100,-168722,-90759,-18658,-6572,3921,26733,390,2579,difficult
57362,33180,26788,19613,11663,35727,7639,8165,-9305,567,-15334,-10360,-5196,-8069,-819,-1918,821258,2908,-18347,4539,-5223,-5618,-1959,-1294,easy
93125,14619,4144,1615,2016,2719,911,518,-7887,11368,21407,13303,-88,22632,4339,1079,107529,181339,10078,7058,20737,31308,2826,1761,difficult
413062,27719,23526,10030,7736,13124,5678,2701,-387907,44469,-18354,-2046,4081,5092,74,4427,-395190,-4221,-17009,-980,-2471,-6607,-133,-436,easy
57566,16867,4911,3780,5800,17486,2557,2588,-46337,-11101,-2404,3341,-471,976,6503,4834,-18941,-10367,5076,14276,968,11458,5874,978,difficult
813415,161100,21011,28685,11983,29406,14087,5346,-781507,-142681,-20095,-24106,-8274,-17643,-12573,-4642,-791766,-110281,-8464,-17793,9061,1790,-1091,890,easy
356879,21067,13772,14920,5942,17906,2590,2329,-332246,-5895,-10395,-12452,-5266,-13061,-792,-1719,-328830,-14667,-13153,-11482,-4341,-12990,-2008,-1176,difficult
462238,36822,6141,3068,2831,5934,2054,1915,-347391,-32860,-5347,-1957,-2372,-3603,-1334,-1509,-387797,-19446,-4286,579,682,-3873,124,2198,easy
481911,48728,15260,9633,10603,11996,4107,2936,-435851,17546,-1881,-5026,-1988,4926,-446,452,-445296,45,-2580,-3163,-1233,17269,-9,710,difficult
