delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
73533,9353,6840,33552,6053,9330,3057,2573,50659,20278,7253,19820,11245,7115,2254,3147,-42144,-17507,2188,-7213,-6412,3743,655,978,-44543,-8368,4767,60099,-8384,2453,1748,-619,-44769,-8549,-3989,6154,-2508,9105,1866,-981,-46267,-14356,-2257,21590,-6262,-552,-378,-1082,292091,-5843,-2772,-11970,-2392,-3676,122,-1164,difficult
75140,12359,2495,2511,1167,2704,1589,1413,335576,51530,8003,9483,4430,6618,6253,2181,-327715,-45697,-6710,-8027,-3897,-5287,-4244,-211,-328884,-45977,-4669,-6672,-2623,3488,-4232,1768,-220112,-34269,-6112,-7358,-3886,-6088,-5934,-1910,-215977,-20905,-2461,-4558,-1924,-5355,-3408,-1651,-209493,-49008,-7590,-8245,-3983,-6327,-5500,-1837,easy
67108,40075,8613,9835,4510,5098,2414,2819,266908,54014,9839,7352,6155,6438,2862,2693,-103325,89603,1783,1491,-4513,1276,1123,-764,-262282,-51586,12455,9153,4602,-526,-596,4602,-176871,-38250,-9099,7054,-3899,-4440,-1622,-1514,-248360,-40502,-3630,-4512,-1959,-1141,934,373,-208162,-28958,-7638,-771,-2457,-1868,-2077,-2068,difficult
357146,61604,12417,7597,6748,6101,2021,1844,540517,69867,16505,8063,12526,9973,4055,2154,-483132,-48194,-15111,-6259,-10988,-8201,-2949,-1825,341813,-16061,5333,5517,3573,-4476,-1568,-99,-521559,-26716,-10080,-6262,-7784,5551,-2175,1685,-212730,73744,7983,7022,-4106,-4372,-1292,417,-41247,-24090,-8563,-2346,-9586,-7863,-2187,-1727,easy
27897,26900,2310,3013,3899,4381,2174,2018,627855,78586,8949,4408,2914,4289,2319,2233,-576867,-25260,-6877,-2318,-1492,-1665,-1444,-1466,-624336,-77952,-8845,-3382,-2165,-1279,-1347,-865,-626014,-70126,-6804,-3067,1737,4498,408,-348,-557865,-39375,-7775,-2869,2266,-2385,-703,-1478,-614708,-45719,-2896,4659,4579,1292,2360,3080,difficult
89071,60284,13139,6748,3706,4501,3338,1602,539680,39243,3808,13035,9362,7418,4667,2028,-399097,106450,4365,-5767,-5509,-4163,-3307,-1359,-357673,14684,9099,-10685,-7948,-5037,-4128,-1295,-476332,34542,32444,-3539,-3121,3602,6193,1798,-514923,-20591,-1400,-1882,-7938,-3839,-1972,-1030,-505018,-29882,2149,-9561,-3763,-5147,-3432,-246,easy
136452,44073,4757,24013,4149,8206,3511,2913,946397,52636,9435,43714,17543,14338,6573,6649,-943250,-45313,-6783,-16439,-11928,-7293,-3872,-2835,-940283,-43405,-6039,-25736,-14170,-151,-4537,-3547,-945156,-46962,-3524,17722,-12971,-3876,-3993,-3834,-372390,102422,-3391,-34238,-13538,-6874,2879,-2517,-848644,-9556,-3654,-39815,-14363,-12466,-5788,-5948,difficult
220622,103203,7201,7136,4728,5416,2494,1850,223515,60998,7691,10789,10721,5080,2948,3540,-3043,214314,3748,4936,-2918,1023,-135,669,-208966,-50184,-5906,-9824,-10058,-3454,-2621,-2989,-214058,-56251,-6523,-9697,-8179,532,-1423,-2156,-126893,-25330,-4676,-7015,-7196,-1756,-1627,-2544,538495,128477,10907,3335,-1614,5334,3535,-1428,easy
127454,78701,9075,36271,12091,14357,7758,3622,101603,15459,9158,15299,8379,5360,4203,1600,-89168,-9906,-221,17145,4904,6155,-2403,2193,-95767,-7811,-7243,12622,-687,1995,-1996,2851,-92559,-9913,9655,31160,2270,3730,-395,53,-87316,-6637,1923,37650,1610,9350,404,570,494067,350479,-4529,6284,10462,23755,22166,4443,difficult
38254,21767,10277,23699,5385,6822,4209,2389,36629,8925,4375,26931,1771,4995,3131,1535,-28351,4166,-2260,-11314,4509,594,176,2051,-30955,5843,8073,-877,7189,6485,2511,301,-32017,10472,11911,15161,3698,4620,2239,1144,75203,17270,11922,5667,3354,1006,2744,1595,24245,26459,-138,-24796,-678,-3569,-2280,-823,easy
89463,30553,9678,19785,3365,5006,2981,2465,570627,40464,27850,12945,8686,9389,5458,6292,-462929,-15485,-14367,-666,-5422,-5442,-2599,-5093,-454317,38469,-784,59362,-5363,-5710,1261,346,-544446,-18692,-27637,-10065,-6957,-7398,-4411,-5501,-558410,-23336,-22115,-3937,-5250,3334,-2640,-3412,-385720,-30511,-25956,-10495,-3612,-6701,-3996,-5474,difficult
171412,115491,7510,4403,2470,3863,1406,1364,209287,82167,1127,2768,1063,2585,1180,768,-153162,-76560,-893,-2524,-819,-2225,-922,-553,-120971,-54324,2735,1261,4062,-1049,-393,-172,-197976,-63438,881,519,1703,1072,1713,1187,333760,363974,15125,4613,1123,3856,1264,2544,-51028,-3034,14069,4304,967,4735,-533,-24,easy
68308,21873,8240,64540,15529,15302,5676,3308,104524,34459,14284,17755,9901,9428,5002,6849,-87028,-11384,-2274,127598,25180,26160,7832,-1178,-79799,-24111,-2913,99587,14066,8558,4247,-4612,-55784,-17958,-5392,37371,-4141,8350,-2945,-1578,-6007,-500,-6387,-16623,-4169,-7388,-3513,-5677,47537,-8977,-13255,-14010,-2797,-6308,-2253,-4662,difficult
41526,33493,19840,30489,14009,8034,6861,3113,329402,21470,13083,27758,6282,14229,5071,1452,-325761,6184,40320,32784,23904,1040,7299,4991,-322241,-9296,-5368,12172,5489,-94,5689,2663,-276990,28565,12870,5159,6401,-7528,2580,1932,-265029,38116,-2072,-10178,8477,-11694,-1940,-299,-249359,-3454,-11963,-26282,-5637,-12697,-4677,-982,easy
47998,25766,10875,32118,5463,4460,1984,1742,54916,20822,5629,24332,5701,4083,3109,1492,-36065,-13027,13651,66233,-689,1611,-259,2353,-49099,-10812,6732,9819,7738,1359,-990,-140,665,14814,7917,4527,1073,3028,485,550,17023,33125,-5026,-23322,-4588,-2385,-2489,-446,32885,621,2957,-18329,-4722,-1727,-2371,-1068,difficult
32905,13442,14411,41965,8553,9233,5884,4157,65631,8001,4564,8208,2196,1895,899,1398,-64403,-4185,-2501,26016,11241,9753,6031,754,-54822,-1160,2234,36136,1125,2680,1996,678,-61975,2625,-3589,-6349,6806,8103,3023,5351,46312,14879,15217,18618,4129,8516,6603,3008,-28741,15045,37876,94362,8482,7638,7274,4004,easy
16929,14661,11304,59533,8019,5769,3233,3790,63782,18607,7592,15219,5182,4133,2927,2228,-55010,18,13458,58434,9811,-110,706,1376,-54621,-13604,11711,62159,3052,4568,-268,2365,-62621,-14625,-6786,1536,-1480,2597,359,-309,-43955,8560,1038,7284,4482,-1141,1200,2012,-18060,-77,-862,92158,-1682,2265,-468,2367,difficult
115158,14048,3124,10142,3151,3989,2178,1479,262543,18996,9344,21606,3989,4350,4208,2493,-257232,-11437,-7878,-8574,906,3992,-656,-550,-253246,-11571,-6603,3405,-318,-650,483,400,34092,6715,-7675,-11607,-1418,1195,-2663,-1141,-39182,-3327,-5817,-20282,64,-2384,-3269,-1566,-221356,-5119,-3125,-20261,-3424,-3956,-4044,-2215,easy
432350,99436,20849,43089,6975,8763,6073,3086,239344,34680,20040,37486,24014,27824,19374,6782,-236950,-29319,1579,32586,-16859,-21821,-13816,-2310,-235425,-26444,-5075,36597,-20524,-17296,-14944,-4483,-233307,-27270,-5680,13495,-19436,-16865,-17389,-2213,548909,144845,-15537,-29023,-17747,-23801,-17451,-4598,1121805,261966,28757,-25642,-10631,-15521,-2906,-4876,difficult
102337,30786,7342,24938,8486,9094,1963,2734,14760,6960,12484,30377,7378,9537,3365,2026,-7530,-2646,296,33184,1896,7505,-1352,1239,-7903,-1955,-2893,6004,-4646,-1469,-1923,-588,100479,19763,-11660,-15142,15067,-2264,-1950,2336,93719,50679,-9807,-29478,-6101,-6989,-2891,-988,259121,53287,-1648,-21761,-677,1000,1104,1541,easy
396122,74847,23141,30823,13113,12668,9977,3189,803198,47815,25554,13545,9098,12225,5044,4592,1074294,256044,65198,47634,23062,33535,33710,6012,-790520,-24400,-20590,66173,7567,-3503,796,-2245,-744472,-25020,-18531,-7451,-806,-8771,-3098,-3428,-794437,-39203,-21480,-9214,-4120,-9440,-2703,-3934,-780244,-32260,-16661,-10751,-5629,-9606,-4042,-3421,difficult
71662,19434,9047,41608,10601,9143,4559,2535,105169,20324,6254,15495,7801,5904,2983,2207,-103042,-15143,-5119,58081,4979,3001,2152,435,-100828,-15297,11828,35811,841,-878,-921,400,-86513,-9362,3993,9821,-5282,2737,2256,89,148376,46186,7338,20741,17229,14463,5660,1171,-25529,-10835,-4074,6109,-3767,-3127,-1268,-457,easy
37808,31378,5022,26748,3542,9255,2201,2060,35124,25238,6523,17402,8354,10289,3354,6091,-24928,-13435,1939,43719,-1845,2967,-434,-5235,-30015,-14750,-3909,-456,-4823,-804,-1127,-1338,-27514,-15588,-192,33618,-5088,9886,647,-2532,58533,58692,-5179,-14030,-4368,-8193,-2574,-5660,37346,15781,-166,-16122,-7937,-9027,-2276,-5390,difficult
39741,6361,6237,33247,4993,8934,7557,2685,71819,38409,6384,20719,3289,7399,3161,4589,-71696,-36842,6781,18033,2501,10675,946,-2954,-53203,-31062,-2544,8517,2759,-3659,11,-719,-53076,-34557,3068,25155,1378,2534,18015,-907,17947,-27438,-3797,31119,4624,5141,5328,-712,-361,-30343,-4242,-20185,-2744,-7014,-2320,-4229,easy
71288,11491,6470,18574,12037,8699,4009,3048,52849,21720,23782,28937,6169,5350,4343,2192,-36256,-17141,-9029,-3897,3664,4029,-1798,1479,-33305,-17590,-20903,4799,-950,4186,3662,2721,-49455,-8948,-17500,-7616,23622,3596,79,1565,-6045,-607,-22179,-21610,7703,8260,-295,-338,217257,-6860,-16948,-23491,-4700,-3328,-3319,-1148,difficult
683834,70285,26703,47533,12293,8538,7809,4184,50803,14963,16576,44811,21111,14360,7886,7533,-47779,-4217,-4518,80852,-13111,-5375,8652,-2746,-48329,-6660,-13061,22197,-14303,-8293,-4309,-5967,14224,17862,-4768,-37246,-15252,-11041,-5348,-6505,2325535,247083,79277,-21667,13599,4534,3116,4872,921506,22540,-6297,-30528,-15023,-8937,-2496,-6400,easy
71850,47135,15209,35988,5662,9585,3115,3826,228746,37210,5142,11918,3849,3653,2907,1598,-226513,-33791,14861,47295,2142,1525,-167,1904,-215919,-31209,3895,16293,727,5084,1873,2189,-221315,-24145,1829,41133,2493,4274,96,4979,-224349,-30901,4364,8757,4149,10118,-91,1101,103614,169669,25386,6873,-448,8659,-671,967,difficult
33358,16366,11760,25095,5812,9777,4811,4011,51282,13786,7350,29721,5168,5505,4081,2942,-48035,-7759,-1929,19549,-1222,2188,4710,379,-46941,-6176,929,-6561,3253,3981,-440,1260,-45674,-7497,3129,-16445,-3224,7891,288,2456,-33641,-1915,1958,-23319,1946,2817,-662,1082,84673,36248,17964,3644,2465,4484,-247,168,easy
14921,8791,4895,50334,4703,9791,4005,3143,154079,27474,9922,17998,7122,3653,2528,1515,-144817,-18338,1335,24109,-1472,3640,498,2365,-144169,-17558,-5622,102386,876,7460,-186,839,-140615,-20816,-7008,9111,-3996,1244,881,2510,-149476,-23206,-8435,7110,-3750,12023,4370,940,-116713,-13498,-5404,18962,-3752,6324,1822,1484,difficult
276959,33466,6663,4685,4035,3150,2352,1808,480688,40234,11601,6588,7015,6326,2856,3537,419898,64689,-1511,-4237,-5916,-4265,-625,-2284,-465742,-33282,-948,-3820,-2521,-1961,1486,-1507,-463984,-16318,-9288,2783,-255,-1110,-177,959,-292810,-27296,-7804,300,-1056,-3975,-1350,-2512,-216009,-21631,-5141,-4540,-5151,-4568,-1852,-3303,easy
8128,12694,7265,42341,7089,13534,4794,3210,56404,7181,1499,2137,1359,3082,2743,1036,-46190,4508,1738,36747,3040,18664,-40,1305,-49199,-1961,12172,51292,6552,7965,589,2014,-42564,13507,2354,68700,12536,9094,7639,1901,-54273,5704,6991,34163,4451,5920,1862,3247,-49154,5805,5573,10117,2070,10617,207,2405,difficult
113851,36519,4770,3347,2740,4494,1954,1474,265897,19614,7636,6444,2815,2406,2400,848,44196,42065,-3271,-5414,-1323,-527,-813,211,-251212,-13333,-5206,-5747,-274,-754,-1621,-119,-264198,-9980,-4612,-3085,189,9621,2865,3361,-168532,41774,2366,-2666,230,684,-1116,-132,-120486,24000,-3609,1427,803,1418,-1545,-192,easy
313440,148297,21269,15591,5536,11022,5195,2834,299195,65971,8156,3576,1975,7295,2443,999,241293,-32960,-2157,7374,-140,1239,1455,2097,-293879,-58512,-4284,-1807,421,7828,280,3396,-199374,-34168,21221,974,1689,7224,5272,1929,-255601,-60551,-3225,-2344,-1491,-3768,-1259,-662,578788,597819,54008,55876,17327,6111,8012,2413,difficult
137340,21252,8843,3937,3660,3555,2150,1355,1144668,220206,17580,19428,15891,7887,3094,3201,-1121214,-202918,-7083,-9374,-6732,-756,3493,263,-1136801,-216454,-10939,-18038,-13151,-2288,-1485,-800,-657749,-163214,6336,-14036,-12470,-4079,-1710,-2681,-1017389,-212928,-17062,-19183,-15727,-7565,-2993,-3082,-1103486,-199254,-14938,-16822,-13074,-6974,-2025,-2932,easy
166787,19801,6794,2475,1786,2994,1522,1428,279842,90250,27946,6181,9489,10104,5135,3780,-214453,-78314,-25577,-5657,-8587,-9473,-4953,-3574,203092,-28954,-6224,899,-6816,-3226,-1123,-336,-262146,-84505,-27140,-4176,-8218,-6649,-4513,-2705,-38823,-83933,-25381,-5014,-7521,-8646,-4099,-2953,-252946,-76540,-21437,-4580,-7374,-7557,-3376,-2191,difficult
34002,17967,14652,33897,6479,6804,2201,1906,45482,24987,4748,3580,3607,4896,4200,837,-23340,-16998,418,46328,5346,5425,-2665,918,-37427,-17708,16713,43138,3416,3839,-1082,1289,-41746,-11933,16959,57457,3620,1386,-1340,1807,-35614,-19157,2764,6985,1182,2102,-1542,1320,80729,30695,12667,-2322,798,-3214,-3366,12,easy
63795,12845,8365,38869,4720,8086,3760,3087,32850,23489,6558,22949,5843,5094,4882,2272,-20218,-7824,-3701,7758,-1947,1780,-2419,1477,-29929,-18258,6631,57119,-302,3560,-379,464,-24306,-16963,-3728,45813,2125,4434,-1598,927,18779,-8676,7099,-10345,-1362,6597,1519,1764,210397,-1499,2734,-20743,-4130,-1413,-2734,-557,difficult
48167,39763,12863,26446,13588,5904,3605,2658,1151516,78098,17196,22051,26386,15199,8453,9550,-1133212,-63100,-2323,38214,15780,-1554,-1407,-1931,-1146977,-70430,-13457,-4721,-16978,-8426,-4619,-8264,-1113711,46855,17056,27411,-16770,-12288,-5140,-6999,-1130742,-71571,-15542,-21625,-24161,-12162,-7570,-9219,-992102,-33427,-7400,-17302,-21863,-12043,-5504,-8045,easy
34935,7881,4424,50983,3244,10489,4737,2241,43192,16967,11623,21243,6808,4043,2435,2904,-35694,-8392,-5882,37863,-3776,9751,1106,1391,-31220,-15009,-6764,70959,-2121,8193,6954,-157,-25871,-5962,-8886,28521,-2766,16962,2562,-1143,42304,-2616,-4252,32141,-3085,512,2802,-685,9196,-13450,-10209,-20785,-6074,-3188,-1914,-2722,difficult
244669,95552,12543,37411,9689,8598,4065,2983,42336,49515,7078,3242,1294,1647,589,555,889107,384068,29099,13677,8031,3653,4850,4262,-38943,-45615,11129,48915,10622,8314,4033,2372,-32900,-41230,-6301,67607,17008,9933,2998,3884,2814,-32334,-3922,40722,4359,12872,4464,1474,191589,-34706,-2682,-75,1954,-16,1037,150,easy
84664,39932,7860,13236,4458,7285,5476,2794,259025,30617,4298,11733,2969,5725,3199,4091,-142028,-11504,-535,-5234,-1003,-3933,-1117,-3149,-251802,-18448,-2434,1609,1303,12350,1828,-896,-234564,30969,-3481,23506,-1112,826,5854,690,-96519,23398,26815,-2763,10133,1604,5608,159,-146891,22160,-2555,-9605,-1877,-3048,-789,-3290,difficult
71780,19099,7854,45166,3686,7254,2374,2035,430795,56127,8223,8883,3891,6017,2557,1379,-425389,-49233,5031,36544,-1351,-780,1428,335,-421752,-50815,2902,50646,497,-122,-1206,35,-426692,-39343,-4395,13789,-875,-1772,-461,866,-378721,-45030,-5701,39474,302,3332,-94,1356,-142521,-718,320,40963,404,5527,-583,689,easy
188478,69926,4101,40921,14807,12130,10182,4086,580843,14392,14134,16298,13885,5968,5271,2406,3656,296283,-2042,135197,27723,35196,30210,10889,-560183,-10983,-12839,27937,10830,8556,7611,2593,-394774,10370,-9895,-11986,-12179,-2999,-3992,-1393,-572431,-8294,-11901,-12743,-10417,-4390,-4261,-1585,-438094,-9706,-13489,-15289,-11346,-5551,-5013,-2104,difficult
97210,51181,7308,6829,9019,3894,1841,1023,115758,65909,8552,9170,6990,4380,3156,1726,-63284,-55836,-6058,-6793,-6484,-4144,-2829,-1545,72165,-18546,-7853,-6179,-5957,-3049,-2307,-958,-88711,-40281,3946,5917,23849,4699,1394,1153,-62132,37767,7544,26,744,-411,-507,-954,49224,3255,-3797,-4678,-2008,473,-2326,-1210,easy
302323,70899,11774,26312,3496,5027,2114,1811,55114,43971,11552,44201,4948,5071,4311,2981,-42964,-30014,-6361,15707,-494,-980,-2829,-344,-39130,-37987,-8060,-7434,-1308,6833,-3197,-1278,94728,-3738,-3018,-34105,-3291,-2166,-3825,-2630,1052308,199805,28406,-20761,1812,88,2072,1033,171105,6575,-9855,-42852,-3981,-3997,-3206,-2630,difficult
32233,8069,6633,33920,4654,6884,4617,2515,48827,44044,12958,15323,8419,8358,6755,2676,-47352,-39454,-8882,57642,-3890,-1588,-4515,1071,-33608,-36061,163,36434,-1870,-3178,-4121,-1157,-39030,-42039,-12188,12581,-3552,-1921,-3984,686,11638,-26725,-4825,-1353,-2987,4917,7424,82,25384,-35597,-5893,-12317,-6524,-5602,-5495,-1487,easy
75469,23571,5233,20519,4479,4555,1404,1523,37155,7724,4215,26620,10532,4902,2851,3351,-34340,3440,-1030,14325,-6954,60,-1906,-1545,-24768,7259,-163,-3246,-5082,-1117,-840,-1543,-30686,2148,54,-2637,-2962,4123,-414,-1254,138652,24082,4985,-17897,-7831,-2683,-1974,-2779,142710,42304,1242,-21051,-7436,-2117,-2101,-2017,difficult
155194,17780,5584,2866,1156,1775,783,685,222685,48404,27511,6494,4224,5344,1032,1467,-163435,-30072,-26870,-5300,-3441,-3757,-513,-831,-167332,-27534,-20685,-4302,-3507,-4076,-501,-1058,-216020,-46563,-25814,-5496,-3342,-4191,-170,-1107,-180228,-24559,-21418,-3113,-2587,-4112,-383,-748,389559,-24391,-14849,69,-2461,-1709,320,-165,easy
12286,6668,12891,55632,10327,12242,5743,3062,11480,4087,30873,50019,5551,11123,6424,2287,3076,-1547,-14127,63994,17858,206,14,1927,-6984,7229,-20777,-12860,5918,-4683,-3443,-454,-7180,473,-27798,-33220,5563,3220,2459,1980,-1581,7075,-29257,2996,-2556,-1945,-2046,-1041,16701,-326,2048,7155,-2901,8795,-390,1461,difficult
109213,23171,11139,40849,4108,7676,3871,3744,153508,24383,6317,20672,3789,4668,1846,3055,-149431,-16874,5619,25735,1032,5071,3280,5483,-146426,-5569,345,39301,972,5416,1888,2012,-146452,-17361,4867,67433,1178,8023,5237,-180,188694,11346,4548,-14640,375,-1613,-579,-2302,32141,22397,8731,-16944,-1964,-1859,301,-1570,easy
274769,48195,5023,3325,5341,3412,2933,1728,846539,301242,28442,7918,13287,7416,5069,2426,-698431,-270326,-24562,-2838,-9948,-6122,-4544,-1035,-837335,-286816,-24440,-5653,-11172,-2048,-4438,-1609,-289911,-215428,-20930,-3510,-3180,-3136,946,538,-289911,-215428,-20930,-3510,-3180,-3136,946,538,-743261,-277239,-26234,-7456,-12248,-5578,-3589,-1922,difficult
139504,29726,5513,5507,4863,3216,1203,878,797283,104861,18891,10834,11792,3233,2842,2157,-473129,-52747,-14607,-4009,-6710,112,-2018,-988,-730229,-99277,-18471,-8084,-10691,-1652,-2224,-1380,-734311,-99155,-16557,-7166,-5601,2920,-10,-812,-666752,-68140,-10647,-663,-1295,-738,-1780,-1388,-684476,-56358,-6608,-6711,-10347,-726,-2163,-1825,easy
557346,40942,10957,7991,6720,7638,6440,4878,494483,71304,10028,9155,7908,4688,2975,1387,2052559,-40530,-5721,-228,172,4301,1848,905,-478374,-66527,-7767,-2866,-3783,3710,11416,2639,-465029,-15602,-6938,-5207,-5955,-3045,-1502,-397,-306695,37038,28869,6537,9031,5161,4963,9944,-488147,-66188,-3797,-4057,-5403,4623,600,4366,difficult
20716,32072,17811,57628,4418,9386,3754,2524,428354,38243,12572,18300,3804,7940,5292,4515,-420535,-12715,26302,143630,764,-765,-1410,-2107,-426823,-32546,8510,26878,212,-927,2188,-1520,-423460,-30836,5949,19407,-2514,-822,-2288,-46,-422037,-30887,-6372,18758,4486,16690,-2216,-2415,-345335,76131,-8195,-12032,124,-6946,-3964,-3869,easy
58744,17416,22858,23002,12766,11993,5036,6581,626484,51611,15497,22078,7748,9419,6736,9418,-621903,-43966,21733,7045,37322,12407,-1326,5729,-618232,-33501,17938,7985,-3631,4924,-1660,744,-616055,-25429,594,14823,3707,4168,790,-7518,-417020,-24271,10273,-3978,-4952,523,93,-3883,-565491,-43807,-13734,-21255,-7357,-9150,-6397,-9256,difficult
