delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
70925,23879,27557,66151,13136,9786,4976,2543,-44950,-8741,7834,53769,-2503,126,-3141,-530,-21977,4300,67242,36169,-11478,7990,-1512,-1073,85489,22820,33126,-3439,2092,534,-1837,-1265,easy
15080,20559,25463,96531,11635,12778,1737,1381,-5944,-6180,17323,13370,6132,-2766,-130,-115,-5909,-9683,56845,-29996,-7439,-7723,3072,961,10563,11084,-11001,-39153,4140,-4351,1127,196,difficult
34176,18111,45884,67873,8163,8929,2158,1936,-14314,1250,75913,43086,1962,3233,-884,199,-29055,-9485,-18327,19843,1842,16902,964,-124,1553793,102402,-33372,-23609,9462,6890,3829,2996,easy
157445,19070,34100,90854,6072,8701,3466,1518,-125699,13396,81584,72802,382,419,-802,580,-149419,-6327,-21041,46019,1901,-1202,4,-558,498260,95885,-7644,-47940,-38,24554,2021,4248,difficult
175334,28815,36438,28697,26081,7759,1668,1719,-166742,-21495,-29264,108521,-17712,3142,589,722,-155816,-15669,-10157,91439,-14723,-2868,267,374,-140169,27576,51927,53867,-20996,4526,1696,294,easy
245093,25015,21766,9022,6680,7866,7386,8999,-238061,-20829,-3842,59363,-3481,-6035,-6647,-8573,-210564,-4688,24365,137575,10461,7480,-5423,-7136,623543,276002,-15509,27590,6932,-915,-4128,-7452,difficult
784455,125052,11496,37696,12488,9174,3739,1866,-781594,-118185,72080,60461,-8440,479,-1659,-236,-757291,-91086,17268,40218,-4136,-450,-1075,364,-768586,-113322,172532,41759,4280,1939,-2175,-63,easy
109789,59979,24084,21987,8710,14618,4941,3805,-96072,-41483,-12382,39364,-3175,3154,-1406,-3011,-100354,-36341,14122,140313,-6037,-3388,-3549,-2392,-84261,-54635,27587,69355,1915,-3890,-1090,-2930,difficult
189504,112866,39688,50580,12248,6358,3908,1811,-177912,-102152,-19904,115537,2165,2201,-1581,-886,-156053,-103685,-24605,-2612,-6520,10080,-2595,-510,-28874,11834,-17045,-39138,-2414,-2358,-3390,-1271,easy
51646,20214,32180,106201,9259,13248,2276,2118,-48265,-10382,1033,13274,1213,-88,-676,-604,-34409,-6587,71978,-52708,-2620,-5160,-602,-111,321830,35105,-3740,-47593,-1042,-1836,5063,2103,difficult
339847,172202,31833,159408,21683,18718,5916,5574,-336656,-166750,-27689,-143305,-19488,-16765,-5284,-5062,-252490,-123877,13414,-81736,-4761,-7112,-4310,-4780,-290381,-142691,24673,-61073,-9885,-8666,-3595,-4031,easy
672780,61623,10964,34709,14915,10813,3344,3465,-633032,-49069,53402,86552,10219,-5586,-931,-1277,-659375,-55837,32621,31338,2005,-338,-1138,-914,-249625,-16941,58765,11937,4187,-1408,433,-1665,difficult
15065,17936,59261,73286,8524,9751,3425,3159,2658,6353,-45476,90706,4247,2678,-1815,-447,-4755,11325,-37547,-35705,-4051,415,-427,-1558,81456,86371,-50953,-71274,-5597,-6501,-1342,-1578,easy
11462,12995,59543,144216,5248,13876,2200,1538,-3175,806,-24892,20108,737,-6032,1869,-313,-6784,16533,-25347,-58732,1449,-569,-762,1295,-2211,2781,-53091,-83840,3453,9089,-803,-527,difficult
732247,115862,29027,76874,18968,13285,4738,2460,-723184,-91286,30107,52787,1296,-3567,-3097,-934,-656406,-110462,-5705,-28606,-8851,-3474,-1272,-101,343532,81136,-25408,-38235,-6515,7602,-3291,345,easy
74204,20182,12257,21565,3316,8397,1767,2246,-29540,18852,58780,91633,3999,5787,1707,-722,-45716,861,90195,58669,1963,21949,295,-977,425824,83322,23949,44824,8097,9721,12625,5517,difficult
29014,22939,27770,152923,7841,11028,2703,2046,-22259,-11722,-1142,-41297,-1303,-484,-1585,900,-16982,20559,40470,-110458,-3020,-1661,-82,-568,-10846,-21796,-14915,-110551,-1071,2035,1468,-86,easy
93770,74741,7804,7247,22369,11411,7099,5220,-46628,-33185,30104,22913,56046,15282,-1710,-2510,87905,-44001,12517,89834,-14196,4442,-5015,-3913,-48863,-48695,-5339,6580,-17885,-6450,-6396,-4412,difficult
19044,14617,49881,119493,14110,8990,5040,2453,-4515,-671,-34209,106282,-11247,8717,-3743,174,-2458,-796,-39312,-52824,-7057,13688,496,156,-11896,-7477,-43672,-90959,-12729,-6114,-4440,-1456,easy
16453,13888,44516,94720,13187,8590,2271,1576,-10056,4302,39971,17039,-7379,3824,1079,148,7138,-2942,4837,77264,-1886,1723,288,-297,-8428,-1644,96103,-11718,11692,27877,-430,228,difficult
22527,22824,61192,66837,13861,12364,2333,2260,3870,-6207,-36226,107605,4022,3067,244,1007,-15748,-11629,-34070,-6429,-5508,4403,618,748,-10298,-6641,-26889,-30218,-9504,4934,902,753,easy
25251,13564,66734,82489,44928,13275,2698,2109,-20254,7587,-21192,80302,-35228,4314,-378,256,-10767,7615,5155,-58635,-36540,-5578,-970,-601,61238,-4671,-65198,-72203,-39956,-10536,-374,-546,difficult
215005,14735,23792,184011,10497,10311,2513,1412,-199426,-7750,64121,-32329,2117,629,1070,748,-195892,5636,-15161,-82798,2169,3346,-535,-126,-196862,-1489,54672,-77112,17852,9476,105,-559,easy
133416,25051,8519,33900,15643,4561,1713,1568,-127388,-3078,68052,38392,-9636,1294,-135,-887,-119383,-14780,10682,63463,-10339,2356,2848,-19,-125808,-6134,59601,109756,-3889,5868,936,1390,difficult
320872,145558,22657,35236,9665,15099,2939,3756,390788,-77524,-13183,-9786,-7200,-12612,-281,-1429,-277438,-123096,92783,124953,25046,-6996,-164,-1249,-265839,-115431,3869,143541,-1259,1767,3180,-2187,easy
185402,34663,7188,1735,4435,2948,1232,1256,-171855,-17953,13026,128332,4155,13790,779,2303,-168723,-4077,26764,160610,7569,12799,3569,-158,-177353,-30190,-3508,195746,1702,8277,1844,-258,difficult
47602,12552,68643,67135,9783,11107,2058,1402,-38981,4399,-48555,30936,7430,3388,915,-227,-21433,8328,82326,37560,-39,6454,920,-358,27943,11585,33483,-9154,11515,3724,-656,340,easy
106730,13283,30549,63804,6188,5827,1334,1793,-98318,333,9223,40588,-2393,7707,2883,-453,-94946,10925,23549,10958,18173,9553,925,255,-101193,10056,80462,47682,-4225,9478,248,9,difficult
156948,25883,20271,47995,13111,9127,1739,2123,-132956,-2499,64803,52624,-1183,-704,976,-328,-142571,9601,-9772,-13316,-3658,-169,-600,-492,-144352,-17387,-13002,-4270,12328,-823,207,-292,easy
165453,20683,15283,48329,4571,9938,4052,1663,-153578,-5031,4614,3809,4642,-1418,-1352,732,-155772,15359,56055,6400,3549,6326,-1821,-91,-162289,22228,84465,4524,12430,5720,-2351,630,difficult
6393,12209,49818,118756,7890,17992,2166,1683,58755,11714,-35473,-63615,-2488,-15466,-1633,-1388,12106,-384,44866,54118,203,-1195,592,574,-3996,-9320,-10865,-10738,10681,-6336,-677,-204,easy
26948,16136,10230,8998,11863,20262,12440,7567,405998,42562,12744,70056,13140,-6300,-10755,-5525,-2984,-12020,24352,61161,32620,7698,-10618,-6481,-16458,18263,20761,88648,-4579,-13224,-9544,-5278,difficult
22997,42853,32498,17731,11322,10903,1968,1259,-10378,1491,103953,45701,-3192,2773,64,1906,-3903,-33980,9011,120599,-2634,-3500,-790,772,3415,-30570,-3963,121467,12566,-3622,1966,-2,easy
457042,112751,20523,17601,26097,14380,12597,8766,-451576,-92128,30422,108253,-17237,-2614,-6977,-5917,-431544,-100481,-11212,79505,-15222,-2992,-10302,-8034,-449718,-92329,7705,24367,-21943,-2729,-11398,-7191,difficult
156474,15980,8812,7920,4699,9536,3853,4367,-5284,147297,-5173,62078,15935,3458,4568,-921,-71191,4277,1528,73905,15804,2920,-1504,-2142,27188,192716,-1428,25859,3801,16525,13846,3152,easy
401175,39381,15018,7470,3469,9025,2400,2913,-391242,-33087,2669,145703,6140,-74,2421,-1829,-285995,608,581,86842,8293,5154,492,-1358,-242021,27827,-5659,1282,16904,2985,-786,-154,difficult
420706,89403,38512,38872,15413,18874,5202,2555,-349565,-84250,-23806,-13810,-13648,-15692,-4570,-2277,-415268,-44889,-35703,23976,7288,14089,1303,-650,-386755,-57588,-4608,79718,4546,-6473,-933,279,easy
385566,41553,32185,93142,6123,7273,3986,2912,-340019,-34569,-24642,-84544,-2473,110,-3311,-2082,-372128,12429,35692,69119,2988,3848,2835,-1573,-320118,-24534,-16630,-76076,-2669,-5108,-3530,-1867,difficult
