delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
785537,152672,22624,17703,13743,31398,20591,9120,1506438,-116701,18450,42420,-4005,113345,30159,3011,470875,-126534,25278,14031,10329,160424,108541,5219,-271705,5852,-12173,626,27515,66995,-2698,29362,-631785,-118070,-14496,-15690,-10146,3154,-11506,-3160,difficult
918414,186382,25529,21170,9744,34331,21725,9426,-858858,-179550,-23012,-20500,-7554,-30064,-18259,-8463,-885238,-168526,-13131,-19304,-3330,-22235,-12806,-3716,-802716,-120982,71,-17099,1950,-28780,-13212,5666,-476338,194914,-19082,-8809,-5221,-17637,-14671,4508,easy
852605,130557,28552,19465,21338,36976,17515,8079,-788094,-115117,-25782,-13470,-14982,-30708,-13627,-6497,-288276,-47686,25465,-4123,20806,-14614,7460,4930,-549410,-40005,2523,6561,-13244,38692,1881,5175,-745045,-112188,-26074,-17619,-18916,-34495,-15247,-7204,difficult
713162,162300,23003,11892,12398,19869,19934,9056,959512,128104,13448,2148,-5610,45514,33271,22682,-699614,-132760,-16570,4530,18460,40237,-3516,23454,1125144,124913,32539,12470,7189,57670,4455,48837,-476797,-15129,134519,26163,38774,16057,36451,12198,easy
465007,75232,8626,18616,11067,19187,8272,5482,-175238,-44031,20402,-11654,1240,-9170,-5218,-3791,-24605,21358,28532,4273,378,-2890,-2280,-2280,675970,159101,29695,18228,9898,17437,2563,2351,-235209,-28350,3888,-8533,5537,2863,9528,-4131,difficult
523202,27345,10117,3434,8285,15489,11835,3982,149725,147812,36036,57934,44883,21781,14924,11671,132216,236517,-1682,6761,44336,36106,13358,18941,-371121,35076,42991,4043,5595,65657,49350,39934,-436464,30337,-7869,917,-4685,-7866,-5189,680,easy
752579,209530,61621,23221,19338,33646,84965,11025,-707395,-180341,-58783,-17217,-3154,-26375,-79965,-8329,-633636,-187520,-59307,-21804,-10397,-25421,-78356,-6646,-706481,-179295,-56819,11665,-2962,-11636,-72330,-1782,-711911,-198276,-41048,-5322,-7369,-18052,-75589,-3205,difficult
147143,43825,4639,5721,5124,13383,5997,5662,-139082,-35516,1733,2528,18619,14674,29054,12950,-142982,-21389,12898,3068,23117,33793,11460,13298,287279,-31492,7329,14934,9112,9726,23152,8158,-126614,-3112,2940,-555,31298,40276,14823,16430,easy
445458,231835,12401,31886,31515,41266,34332,22150,-315283,-177360,13727,-21351,2661,4084,-3039,8280,-237089,-53732,-7770,-9068,-9823,6067,-4121,-15670,-407859,-186879,7511,-9436,17602,46489,-5543,-7593,-58988,-210465,-10665,-28876,-28047,-28960,-24511,-19766,difficult
202648,51542,4778,5239,3276,7462,8962,5478,200695,421224,25503,31704,11659,41819,20313,15851,57633,115906,4157,3373,8243,80651,29140,2859,91476,-27044,23984,1288,8522,10220,850,2199,16335,-1806,9354,3731,1574,-1610,-5775,-819,easy
1119171,78334,54217,14175,24145,31936,19641,15895,-646458,16537,-2498,3288,4838,8083,8097,6180,-812388,-17283,-51683,-6883,-12524,-20751,-9871,-12343,-1058281,-68525,-48742,-7515,1707,-10182,926,6223,-1050926,-37414,-46320,-8916,-15155,-22771,-13842,-12034,difficult
482600,86012,27496,22967,20471,47060,36757,18757,215996,-29301,-10207,-17494,-2366,-18326,-32101,-7581,-206273,48739,-20090,-15431,-9232,-36419,-21738,-11636,742120,95167,72940,-16287,23694,83619,13891,2731,414922,-67340,4458,-14926,-13762,-29992,-23313,-10536,easy
253981,94201,20912,13790,4868,24127,13367,12679,800767,-75020,-17614,-8757,203,-5394,-1278,-6869,244203,-76684,-10235,-9014,16369,31811,32173,13392,-14286,-70559,-13457,-8090,6865,-13398,3907,2543,12645,-15383,-17674,-12121,-633,13051,-6955,-8258,difficult
828245,271765,61080,51392,18472,48505,95016,27702,-631237,-254911,-48948,-48099,-17500,-45219,-92761,-25616,-416253,-150333,-29635,-47346,-2251,-22828,-82364,-18136,-812880,-212615,-43459,-47763,-14021,-37899,-90770,-25534,680635,83560,-39097,-40224,-8812,6228,23632,11475,easy
405433,336670,81695,39700,30772,53074,38037,30567,-199219,-299690,-64882,-25244,7434,-28449,9556,-13103,-369930,-317540,-47702,-34769,-3980,-27819,-14557,-21985,-353321,-310114,-76094,-30272,-26061,-34574,-26185,-23909,-340570,-306771,-72278,-33229,-21447,-47987,-35609,-27933,difficult
811745,349066,34572,55875,28026,69664,78216,26495,-142410,110608,21352,-23755,12727,-28412,-25330,-7785,-320544,-238595,23681,-19437,-23524,-56127,-54999,-13360,1557025,947078,-5706,-27798,2694,14025,27816,50389,218331,-200218,110952,-41419,-6661,26685,-8230,-553,easy
886520,259165,34272,34910,28591,34494,17223,12329,-806973,-183358,-22491,-28390,-3784,-19464,-10954,-9792,-850462,-212351,-20184,-28972,-18046,-28082,-11791,-9759,-315547,-239448,-24015,-16339,-13862,-27105,-15035,-8753,-740426,-242846,-28960,-31774,-23187,-31125,-10631,-10039,difficult
1527178,409481,99434,65135,41336,70650,78206,38673,-1430828,-390377,-98114,-60979,-39520,-64773,-73675,-35808,-1405793,-399981,-98662,-61159,-40167,-66829,-75165,-37532,-1365002,-387789,-86757,-54107,-31648,-39894,-71128,-32210,-1167760,-294068,-59794,-35566,-15667,-39214,1401,2716,easy
373524,25430,16487,7093,15411,24810,17523,11398,-280664,18714,7718,15295,-5806,79866,3786,6022,-351371,37341,-2434,19287,34191,-651,21903,5342,-361485,-11022,2302,15364,6215,20289,8439,-3090,-107688,50074,-11392,-263,-10215,-12647,-11124,-9183,difficult
578758,213256,39361,22554,7746,24195,31755,17258,474968,742263,239670,83939,63956,43430,55188,41145,814695,1995095,-1194,11334,87744,111243,14862,19480,484509,-123949,86688,-12976,6886,4356,5570,81,527110,-158734,-29135,-1765,2510,9590,2859,-5029,easy
789885,179747,20368,36723,13963,53804,17294,18161,-739916,-136598,-4302,-23543,-7288,84794,18708,1686,-199796,86092,-9359,7235,8471,72262,5901,21038,1262331,644527,17474,38231,20633,18297,8496,16203,-330972,-121093,-17262,-34948,-10929,-40259,-7030,-8281,difficult
968792,307557,103571,31128,46820,66857,28796,34462,-714764,-280070,-97644,-24705,-41097,-57857,-10456,-22826,-588933,-252100,-67510,9971,-38291,-9897,4626,-7685,-856008,-298223,-100760,-29112,-44683,-65093,-24536,-32890,-644190,-152641,-96119,-9099,-20390,-9669,-4007,-20095,easy
634694,51242,17929,16960,8114,18399,13132,6207,-210278,25040,-4426,-5233,6768,17581,14966,25558,-118303,225041,28319,-4772,18437,36058,16293,11893,221805,-33519,-4715,-12455,7754,28041,10880,19345,-488098,-27261,-16324,-13630,-1306,-3343,-7665,-3583,difficult
822624,88498,32237,15483,14672,16745,12387,7954,-778671,-36435,-14380,-4229,601,10577,5230,10892,-168106,10266,-22389,-12111,-7564,2120,5266,1971,523005,-46221,-18751,-10903,-4669,8607,3657,29331,-792202,-76783,-27825,17215,-2979,12308,961,-166,easy
1071968,132029,66240,16966,21505,69476,31679,17166,-577944,-17007,-61542,-1429,4197,10572,28384,-2261,-856935,-71513,-57417,-12249,-14762,-45002,-23513,-10651,-996923,-128206,-64400,-16278,-19442,-61819,-29994,-16369,-187285,-10217,-51543,13939,-9423,-21481,19829,13630,difficult
1223564,142650,37541,57753,21191,28643,36264,19040,-925541,-115893,-19907,-55047,-19006,-17219,-33398,-16683,-796601,-67679,-22770,-32819,-14282,-21254,-29237,-17115,-664931,-93411,-17537,-43937,-5550,-12407,-20719,-4857,-857639,150876,8752,-8004,-15393,-3437,-21770,-5760,easy
1139955,349072,38559,28156,22380,63655,23246,17000,-1023204,-284512,477,-13644,-13973,-56212,-10657,-12816,-473732,-336198,-28864,-16289,2692,-44010,-17346,-14940,-974644,-290910,-33241,-16064,-10711,-52403,-20452,-13525,424662,-269384,193565,-10176,60245,-662,-4320,-4934,difficult
211657,42317,24425,13338,17280,34456,11833,15564,1158742,254717,-1048,-543,13016,19001,17510,27924,-133435,52318,-13297,-8523,-6541,-17554,-1505,-8653,-166789,-6784,-12254,-13004,-12223,-25583,1585,-8477,209887,237142,67191,39922,12011,30363,17816,23728,easy
494551,52764,13292,14947,27839,22306,13293,8714,183385,27031,-4189,28094,-8157,5814,2659,5306,-486966,-50537,1938,-12643,-810,6851,-3266,6164,-475207,-23439,-1822,-13012,13889,16257,15332,2985,-457981,-5320,-7527,1094,-14808,4055,6116,12308,difficult
330857,86214,28012,13755,12387,21643,15044,8345,341525,73776,-1234,3611,26952,-11686,-10644,-950,302007,46038,-17596,1935,17124,-345,1321,-2747,668415,28792,7732,41173,19890,28820,32037,5355,-234218,-43284,-13113,-9949,8343,-17785,-11941,-6299,easy
35345,31922,11509,7313,27137,15540,22128,8738,1429667,49257,26866,5815,-11008,10462,-11481,-1626,52658,111475,-2157,7157,4411,20967,6087,-2427,130996,375,-4535,11978,2657,26845,5734,1939,192170,-11835,-5985,-4659,-23988,2451,-11261,-7321,difficult
816001,62407,38493,5599,7098,10044,12040,3899,-451698,-52252,-21972,33372,8039,2496,-4610,21,372467,1388121,58656,113067,195088,26106,16167,5662,1478842,129767,23534,46814,14206,34040,18354,12568,-148574,404462,26573,10418,70411,63746,20494,17581,easy
603335,200453,44336,57895,25398,30010,13307,11151,-478844,-165310,-21322,-42991,-18280,-24706,-9925,-7679,-8024,-163347,-34967,-43695,-20479,-22412,-10645,-9748,120669,-176257,-7189,-44633,541,-16392,-5381,-2798,315515,-166713,-18560,-46502,-13800,-17887,-6144,-8360,difficult
384822,162286,48476,14594,11557,18009,17609,6565,408302,90496,-20726,33567,53197,5518,6465,14449,10898,-82871,-27899,13219,11158,-2559,-10250,-2340,2424864,104680,14216,38637,37522,29886,80372,38400,-261440,153145,32544,12856,39515,23884,131,747,easy
441715,52626,2758,15408,11509,28748,14084,8510,-335691,-33956,716,-8415,-7852,-4643,-2049,-2521,-438513,-40834,-1087,-9191,-354,8516,23947,12193,-297517,-14438,2526,-11166,-3309,-13954,4153,-4794,-163287,-32194,8955,-10473,-7284,-25775,-10182,-6427,difficult
563012,95094,60853,60321,32409,25583,44042,15995,1636317,513902,32501,3040,19965,35536,7271,24284,61246,-66707,-55470,-30080,-26198,-14620,-31308,-12254,1467396,6173,-41610,-20644,25,26749,-17407,6283,154793,711437,15571,23854,60440,9514,-9776,6809,easy
745431,218561,13011,10265,11059,40502,22194,15903,-681190,-175345,-1819,-4190,-957,-27418,-9305,-9304,-737762,-215489,-4181,-4188,35557,16950,11726,799,-623562,-211114,-12380,-3226,-10373,-37804,-19977,-13656,1320890,-127062,29150,42140,15908,30588,39035,41030,difficult
859411,35782,27629,20190,24579,30645,22906,9935,-688990,302994,35554,17238,568,-3824,46640,15801,-575031,74870,-13787,-4128,-10631,-10093,7523,9866,1380380,120106,22191,-8485,10836,33416,6150,18555,-704607,-28303,-10281,-17979,-20193,-21860,-18983,-3778,easy
1549612,271334,35953,65972,14387,43134,17754,17977,-1064462,-67465,130706,-17785,18580,9665,6203,39115,-411913,-98133,-19460,3089,111202,30851,48516,7773,-1297815,-200083,-27636,-40828,4879,4523,21670,-9547,-983301,-197699,3125,-42454,-7133,-32860,-12113,-11898,difficult
1468827,179626,114279,65518,41088,27399,38375,11148,-1457814,-170940,-108635,-55561,-25902,-6665,-18816,-5016,-1404620,-146465,-97338,-56955,-18395,-8117,-33455,-6636,-963288,-138472,-103872,-51168,-17576,-6157,-17500,-328,-1445641,-147810,-107738,-54475,-33487,-200,-31208,-4671,easy
548565,33603,9265,3706,19230,24313,14591,18489,-530556,-18797,-6439,2020,-16515,-22476,-10092,-17460,-494981,84776,1352,11585,-3786,-44,-2995,-10064,-175007,5174,47035,21772,1517,-10030,-5577,-13261,-527393,23698,24503,3115,-10442,-11985,-7324,-10409,difficult
215372,69719,26603,12951,11016,23529,13130,14044,-125003,-47289,-15068,-3726,-1645,395,-6240,-8134,790145,10685,-21860,6891,-2039,-12226,5423,-640,713544,43291,10001,14229,5852,-10362,2810,11487,2752219,988516,206589,14123,27007,47817,104154,50627,easy
346992,73723,29417,33094,9679,13068,18040,7513,-77447,-42480,-25922,-21388,-4719,-5987,-15213,-4202,1154183,206918,29938,9176,25965,153569,7170,21084,-7233,72119,-14573,27283,847,14519,37354,8377,-218199,-52901,-26081,-26405,-5027,6262,-11109,-796,difficult
968112,139890,20553,11039,21042,41784,19411,11446,-875244,-111536,-3732,10216,4078,-18774,-6815,-5401,-951182,-135960,-19785,-9686,-11674,-35855,-17109,-8089,-889014,-123758,-12043,-8939,12981,-12109,-10010,-8577,-940322,-16487,39571,-2913,-3938,-22455,-7435,-2099,easy
388411,215179,26970,32998,26302,35739,37073,19593,10035,-169530,-12611,-25835,-18898,-22145,-29883,-13376,-363725,-203660,-18509,-25157,10496,-11298,-6049,2544,763179,-90059,-8600,-24567,12892,-7404,-2421,6616,43133,-195707,-17294,-25766,-7107,-14413,-2290,3187,difficult
429703,172907,22777,9786,6717,11672,9028,4223,-123223,-151641,-7397,-4382,11410,12706,9009,5752,-370473,-140386,-20498,-995,7243,19794,6352,4987,-129695,-107794,-14614,7539,24308,39077,10644,9716,46382,-161033,-18103,-8804,-3264,-9644,-5097,-3343,easy
718322,169123,26693,34659,28809,34977,29381,17139,-326647,-108109,22596,-31541,23042,40040,2671,6492,-694817,-120121,-17336,-11339,-20895,27085,12355,-4599,-158274,55099,-9331,58870,85078,68816,21313,24603,-754,-127495,-20938,-22417,-22749,-27598,-26013,-13515,difficult
117076,44610,8799,7935,7615,7414,7609,3165,-98345,-18500,3400,16358,15885,26139,14756,8279,195783,4043,-2217,-4423,-3249,9728,-3228,55,-73839,-26127,-3928,-3343,-3699,8631,-2357,1270,-33115,-20441,-836,-7087,-5928,-3810,-5794,-1937,easy
506320,77646,26573,14264,24017,34891,21827,21089,-435011,-54883,-21476,-5674,-12338,-27240,-14035,-19327,-478218,-67859,-23272,-10175,-18745,-29455,-19263,-19101,-503141,-68720,-25070,-2732,-19281,-31695,-19610,-19067,-451976,-31752,-8988,5477,-5659,5305,-6129,-6110,difficult
722512,51879,42661,11703,3617,11282,16878,16616,-372641,-1719,-23503,-321,25254,7082,3690,-3591,-687677,46844,-33553,-604,25968,5168,-5422,-3129,-710791,-14021,-22778,16560,13479,8521,-8348,-9009,-713639,-47460,-38289,-3860,7698,9608,-4048,-7980,easy
546870,190969,52838,66197,17466,58021,59946,16656,792209,89117,-30782,-48903,-9980,-27561,-55088,-4879,-362678,-150401,-40166,-63381,-13423,-53371,-57948,-14763,-415204,-102217,-35908,-61205,-8551,-29054,-31480,-4508,532685,-75173,-45713,-54345,-10099,-19024,-49610,-2153,difficult
936731,29953,8583,5582,7923,19859,16643,11906,-816349,105333,29418,28197,21129,21658,-672,-3654,-804319,-10603,-357,-100,-87,-8789,-11020,-10194,-339139,-12950,-5206,-1537,-3727,-10524,-10925,-7270,-833187,5791,-99,-1802,-3431,-13800,-13579,-10785,easy
432707,230237,22375,12081,11263,15762,22485,6054,1846776,-125166,292,1443,13993,54054,18575,8788,1363512,-196672,-12644,33655,1273,9283,-1226,15818,1355634,-131407,58493,32796,25658,7724,2086,6146,460477,-195788,-10359,-112,25959,18127,-2497,17804,difficult
1060520,163683,25568,18627,37261,40269,34034,13736,-919640,14551,31742,-228,-24312,-17372,-26098,-2662,-855373,-86401,-7921,-6541,-2271,-25548,-25977,-10186,-942634,-126046,-20960,-5984,-27062,-32738,-31174,-12088,563466,-102897,251,4733,-27001,-14747,-2481,-3134,easy
902317,25786,16995,7705,5277,16120,8654,2500,-440699,1126,1349,14008,12978,32921,8449,14197,-847051,1082,-15044,293,989,-5305,6578,7295,-894614,-14557,-11583,834,20836,21001,5593,7768,-893575,-20089,-13785,-5612,11708,15688,17630,8187,difficult
550592,182862,30890,22732,30740,38381,42314,12968,-485217,-112482,22762,-13874,-5977,-21172,-33692,16423,-98102,-84195,4860,-4282,-24074,-20733,-35930,-6002,633360,-165003,-14223,-20496,-28696,-34545,-38274,-11861,-199924,-54451,26500,2328,-5565,26848,3610,6175,easy
1186746,133099,13089,17335,14781,18365,25692,10240,-856267,-95654,8548,-2389,-5487,21998,416350,-7833,1527524,481823,28909,52426,122303,66018,380155,113525,-139233,103573,89830,144160,39099,106695,294849,31207,-626185,459601,70134,198967,15260,177058,345569,60798,difficult
325279,24843,4771,11207,11746,12300,11508,10190,82474,16295,20624,7415,1512,17319,6651,6886,82474,16295,20624,7415,1512,17319,6651,6886,-222891,-12355,20234,-1563,2007,16351,11870,3722,-230888,13110,5306,-8836,-7827,-4530,-7524,-5850,easy
1136359,218225,30196,59861,22724,77472,47759,24255,1542993,342704,-9768,41250,57670,-5766,-19592,-6480,-1092150,-175029,-26377,-53554,-18067,-68206,-36630,-20684,-593561,-93153,-21096,-51378,-10137,-56981,11254,-1653,-955770,-154084,30409,-54600,-13545,-60873,-35326,-18738,difficult
169508,74117,27197,11613,11055,21423,14933,5758,-148156,-44220,-19798,5047,-5033,-9533,-1027,-926,543048,65434,-13066,-4903,5730,-10611,-7090,-2831,-147737,-14210,-16300,15275,-247,2421,-7811,-1254,11411,-59987,-17156,-10158,-9720,-19422,-12865,-4992,easy
1227939,146485,36295,17526,20669,35087,46090,18244,-746081,-10702,-12995,-14031,-15706,-24162,-44187,-16540,-1221744,-113241,-22866,3871,15695,24475,-27637,-9607,-582163,-56157,-27549,3038,7148,28454,-29607,-5085,-633356,-47352,-24937,-11960,-7766,-14587,-21573,-12984,difficult
299427,55404,12671,11488,10714,13085,13674,7688,1607555,137893,4084,201,10281,4897,-1963,601,-145490,-5427,327,11048,-8270,-10737,-12216,-6496,550959,90391,1392,6214,-5530,-7042,-8816,-1563,-42702,14236,-4188,12005,8254,-3824,-6550,-3839,easy
168785,79210,33534,20252,34625,33281,20894,8884,422824,52599,-26262,-4188,-20496,16082,-3521,3506,-108236,-7992,-19379,-11758,1126,5822,-2922,5847,-150787,-43009,-23991,-15793,-9225,1467,812,4286,1411993,79879,189111,114545,33674,-11510,-9477,4706,difficult
835168,144256,13902,20455,9076,16064,10871,5996,-321863,-87645,-3201,5315,36417,-10694,-2911,31385,-746447,-118599,-850,-14069,12864,-3183,5795,11162,-623285,-122705,1633,-14517,-3924,-9728,-8261,-5181,-692634,-40600,1502,13927,46794,-2491,17810,19401,easy
554271,248772,33312,19879,40515,24970,12834,14390,-182854,-219562,-21317,-11365,-35322,-12125,1373,-10096,-306876,-44969,-17707,523,-29694,35133,3397,1878,-408880,-212509,-26271,-7655,-38120,-11298,-2002,-11880,-446060,-206851,-24554,-12139,-34452,-8914,-7321,-8618,difficult
426051,122900,17339,11767,11970,16871,8043,10261,-234335,-68280,-11618,-1762,-3417,131,-419,-6514,-334433,-105827,-16158,-10517,-8781,-14146,-5510,-8255,369265,-89272,-8412,6854,17017,11317,6326,5800,-338301,-107878,-15651,-9395,-11372,-16220,-6092,-9526,easy
341785,79232,12141,21017,8845,17321,7684,4877,-293147,-59146,-8209,-20055,-7124,-15046,-5628,-3035,-246615,-37741,-5137,-17178,-5366,-5415,7856,4442,-187787,-71664,-10716,-18951,-7354,-13288,-898,-3463,-264810,-41865,16109,-16777,13830,22421,36334,23779,difficult
747843,63517,32754,31931,20006,35506,37573,18950,-518965,-26611,-25660,-29959,-15012,-24099,-25340,-13264,-289857,19986,-26737,-27354,-14671,-24083,-8421,-9768,-365661,-37064,-31630,-10629,-4371,32150,21041,-5606,-505777,-26702,-31350,-23252,-17258,-26860,-30962,-14759,easy
461717,187357,11173,18547,12482,20904,11110,14549,-406418,-153127,-10124,-17333,-11658,-17857,-9626,-11842,288488,-125193,15135,-13824,-303,22122,11459,8044,-368058,7232,60269,23488,9044,43731,27485,6771,1571947,179788,57835,9286,4679,130703,41514,8795,difficult
665148,255413,51349,10135,10895,57017,36341,9559,-610086,-250924,-49930,-6832,-9969,-55210,-34917,-8404,-518873,-183278,-17517,8594,2333,-25206,-26097,8366,-548900,-234767,-49707,-7297,-3900,-44766,-32431,-6311,-396,-11624,-504,20645,-2380,-21405,22127,-2284,easy
