delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
141643,21886,7770,5117,9231,11761,4982,3062,-126750,-15406,-3017,27536,-8356,-6079,-4553,-2394,-120803,8325,25036,113104,13392,7774,-1909,1455,-87025,59213,-5027,5897,-5385,2316,17463,5798,easy
76631,22129,8614,5423,5103,4212,2598,2851,145748,20211,-7460,-1136,-1388,751,145,-707,-63907,-18503,-7516,-5088,-2293,-1515,-796,-1856,210821,91912,-4711,95,-2007,-1722,-450,-2214,difficult
132857,24356,15376,13927,4758,2514,982,947,-89435,-18086,5048,-6458,-1791,886,-120,-554,239558,37962,50651,-617,-88,13104,1366,-35,2058529,546467,22453,29680,48257,34883,8744,9626,easy
120725,30919,10649,2854,15756,5641,8204,7432,-45745,-5667,-9687,-1606,-14958,-1236,-5446,-4640,-38730,-19157,5246,12909,1205,23839,1481,4726,6562,30026,20783,6410,-5389,13455,-191,5748,difficult
70360,17453,26079,34041,7700,5950,2352,1578,66735,-13472,-24459,-32783,-7067,-5345,-2074,-1323,150269,8938,-19360,-5927,-5830,-3721,-1222,-410,384745,139671,20843,21931,3674,12755,2153,430,easy
95545,24368,5587,4431,3345,4281,3195,1516,-56931,-3062,699,-3159,-691,-3149,-2304,-1150,-87407,-20058,-4539,-645,-1027,-803,-2100,1099,-69988,-21033,3927,-517,-1822,-1608,-1963,-818,difficult
374138,38350,6710,3303,3689,1727,1486,1285,-287767,6978,26506,13154,4487,5492,2714,2945,-338075,-11082,34067,46945,1542,2822,5596,1063,-367565,-16298,6533,11997,-847,3401,970,-105,easy
121749,26813,3618,8168,5981,7993,4215,4641,-110633,-15125,379,205,-2451,10602,2747,4138,-103471,-17724,4333,-6254,848,5971,4323,3111,-96702,-4311,-271,-321,-1939,5534,480,-802,difficult
144639,79743,14195,6270,8124,8702,7752,3150,464373,16655,63290,14037,7585,7455,959,3897,-104844,-73237,-11745,-5699,-7002,-8032,-6948,-2771,314308,-58979,-9200,3592,-1743,-5123,-7037,-2109,easy
328403,61960,12120,5813,6173,5062,2170,3137,-123353,-3648,-9819,-3559,-2653,-1920,-929,-2456,713486,18521,14069,32824,9609,13873,4095,1960,1552402,162943,78548,53978,43795,18940,9670,3439,difficult
75368,47417,6587,3487,3767,5793,4216,2023,17833,-32808,-3572,-1618,-1043,-3227,-3291,-1226,148787,-27794,2434,2336,-358,-3605,-2178,-640,403382,256192,34483,29254,22702,11361,2733,3476,easy
1095051,149622,24742,21279,10704,4157,3934,1165,-870745,-116923,-9529,-19010,-6141,-900,-3374,-540,-1074647,-121391,-19592,-17178,-8292,-759,-2889,-213,-20653,411556,116812,16544,30421,23215,5303,3983,difficult
456672,134260,25909,21779,14226,24691,27095,18973,-448148,-103284,-11048,488,65,-17640,-18628,-15825,-153297,-110297,-18890,-18458,-10213,-21626,-24808,-18189,751430,243890,80845,29601,19959,-12115,-13225,-12070,easy
30937,28502,2337,7362,12722,8096,4421,3331,214662,-21363,6127,-5554,-10959,-6067,-3157,-2785,24755,37839,26306,-3924,-11509,-3477,-1944,-982,21341,-3028,-1210,-1725,-7989,-5902,-2931,-2146,difficult
65430,64387,7575,7459,4917,6055,3652,1919,116167,-44210,-6390,-6213,-3598,-5060,-3371,-1666,-60128,-61584,-6356,-7033,-3462,-4461,-2570,-1197,205878,-50538,-4885,-6706,-2405,-2388,-2256,-578,easy
103693,7455,982,864,1110,1020,555,315,-80036,3564,2447,3028,4062,5386,3854,3166,253706,4655,-273,1694,1426,1709,378,434,-51959,52357,4960,4826,7281,2775,716,190,difficult
592273,27947,5309,5750,3314,2932,1916,1407,65854,45442,15121,7292,10626,10122,2386,2634,-147670,70282,92076,36382,6547,11897,1916,1512,102244,18083,-134,6567,4798,2970,789,741,easy
147524,17325,5617,1435,1389,1170,579,812,464570,35410,1534,2862,3803,254,1118,-23,-127340,-10156,-1081,-462,138,-173,-196,-643,865689,40901,32188,35607,14287,12618,4044,924,difficult
336884,58164,23891,9238,25032,9542,8587,7485,-107825,-42842,-20973,-6934,-22322,-8955,-8015,-6979,-317619,-26105,-13213,-3798,-20145,-5362,-6723,-4691,-263718,-13141,1821,-851,-19546,-5874,-6776,-5589,easy
382626,42836,5105,8982,6602,6263,4679,2223,64079,-19460,109,-2397,-1160,-246,-607,2281,50514,122930,30355,2989,5159,-1808,-1400,-870,-272973,41425,9779,-3018,19217,2145,3609,5975,difficult
71516,18570,4061,4742,2913,8204,3423,2198,-22327,13671,-792,237,4121,-3668,-958,2044,-28285,-1265,17674,9727,4055,-2125,2643,-234,97694,15262,-2005,-1666,1100,-4674,-2820,-616,easy
553646,64854,23245,15163,6427,11956,7562,6080,30920,-4997,-15525,-8544,5909,-1439,-3484,-3276,165222,129581,-4635,28686,22046,21242,20777,12996,-120479,46335,28626,12392,21370,56095,23725,40,difficult
66923,12966,2205,2185,2896,4286,3217,1086,-51503,-2049,7715,2563,160,-2425,303,-215,-42566,18456,2912,4305,1702,2652,480,2378,-29671,18819,10720,2041,-779,-2317,-2954,-332,easy
166278,23444,7253,7104,2464,2514,909,503,-136504,16087,68635,13995,10750,13712,4637,4288,732093,19653,286232,-930,1898,26713,947,1013,323513,-17250,-3886,-3215,-444,297,97,-53,difficult
50815,26914,1936,6409,3163,4395,1616,868,666557,134466,29560,18651,22928,13036,9895,4859,78487,-15538,2414,-3075,3330,1865,4161,957,-38028,-7666,2395,273,11525,7020,1860,3426,easy
811210,93950,32870,21728,18412,19778,12852,8232,-365907,-82924,-31669,-20263,-15766,-18724,-11749,-7603,-646338,-62774,-30137,-16769,-10865,-16457,-9024,-6977,-578513,7286,-26871,-4637,-13823,-15031,-7735,-6002,difficult
111902,48520,8200,8764,5758,7397,3594,2001,-4260,-11473,29437,-5000,-1661,-5290,-1840,-927,192407,105073,-1682,17344,-2747,5046,191,247,-28977,-25507,3570,3172,-3235,-6122,-3093,-1464,easy
616422,95093,16669,16747,11520,8796,2926,1939,-259963,-39044,-4524,724,2432,-1397,392,-133,684989,-72166,-11667,-13453,-5622,-3642,-267,-251,238278,-9160,-9344,-10039,3729,4649,5531,1342,difficult
12552,13376,45712,41483,15202,12694,3025,2850,68972,27769,-42679,-31409,-12042,-6903,-145,-548,184083,28394,-24128,-37691,-10506,-6248,-1162,-2201,-3382,-2417,-38620,-38654,-13327,-11148,-1751,-2291,easy
1234978,146955,57283,49961,16780,15421,11013,6306,-864399,-82297,-39611,-43233,-12840,-11962,-8944,-4708,-679481,-31453,-35932,-42066,-12019,-8438,-7945,-5126,587005,40864,-37643,-36541,-684,-2404,-8352,-5581,difficult
273656,28925,8221,6948,7802,8756,3287,3290,20316,-16491,-6726,-3165,-6006,-3578,-2019,-2793,-219225,-24943,-7593,-4287,-6743,-5207,-1505,-1527,-262093,-5834,-4403,3600,6476,507,5321,3198,easy
52354,21724,5243,5133,3062,4677,1804,606,409613,-1462,-2800,2098,3447,-1006,-972,853,491832,336011,5495,1494,18509,15162,2422,335,17474,12875,-1970,1147,247,-3207,-237,85,difficult
