delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
419559,169381,31329,28653,22729,14532,20550,8454,106683,-88522,-21558,-9023,-14190,3628,-11861,1791,-314721,-52826,-10546,-10123,-11813,577,-5763,-1419,-312245,-109503,-24773,-26743,-20506,-9675,-17003,-6459,-389159,-153570,-22708,-25405,-14625,1084,-5638,-2228,easy
193762,17243,14572,7346,6989,9043,3866,6676,245916,147651,28915,46931,72916,32656,18573,5177,-96964,22961,2567,2903,9026,23266,7579,-2652,-99508,1440,-12939,-6183,-5358,-7737,-3482,-6343,219235,59560,27192,6887,33289,13843,4517,2556,difficult
48533,32365,11781,8547,3952,9708,9225,4771,-19689,-26204,-4217,-7156,-732,-4273,-6563,-2604,-19689,-26204,-4217,-7156,-732,-4273,-6563,-2604,-12540,-1146,-7819,-3988,-837,-4821,-4288,-2468,50930,-20329,-9774,-6383,-1854,-8952,-8285,-4496,easy
30947,16849,8482,15167,7748,19850,5187,3720,31543,22078,-3655,-10937,-6185,-15898,-4419,-1752,938870,78799,13815,19097,17399,-7466,-2342,5781,385858,81322,1932,11325,7673,-12429,2292,1944,93266,-8971,-6008,-11667,-7234,-19099,-4919,-3474,difficult
415165,78654,22944,8008,23236,9833,13840,6907,740155,61744,10942,6202,-7573,24320,-4921,1709,-397874,-62165,-17365,11583,-6623,882,-6291,-1283,-170023,-25780,-17271,-3790,-20933,490,-13125,-4439,-405719,-75716,-16510,-5899,-21011,-6500,-12110,-4831,easy
233638,131759,14833,12835,3071,10585,10834,3888,-211054,-69489,11031,5085,8597,3440,-5034,6257,567111,337523,82905,12137,24475,-3971,-1414,3258,-159627,-85241,21938,-3180,4949,-4658,-8181,278,-230140,-123385,-10675,-4991,4062,-4995,-5606,-1104,difficult
619203,143274,6448,4863,17905,13926,15783,7633,-384601,-120334,-4495,5390,-11233,-8433,-14354,-6337,-587145,-118516,6692,-115,7820,-410,-10774,2931,-565510,-102871,235,20221,-8420,1054,-123,7440,-617370,-141346,5742,-1544,-7920,10068,-7997,4667,easy
57602,18949,2819,2867,3481,2187,1748,601,-26598,-14276,1956,-227,-754,1117,-778,168,-52083,1185,225,2660,6416,6200,4100,3856,-34428,52976,15808,7024,862,17584,2275,2719,-54134,-14165,-801,2198,68,3878,752,3055,difficult
45962,32155,9820,11506,8990,10295,5052,4139,-30453,25249,-1159,13939,1968,4789,700,3825,33866,-24307,-1450,-2584,6356,-141,-1621,193,-21491,-31042,-7428,-11208,-8757,-9155,-4467,-3937,-37328,-22556,-1980,-1083,12336,8345,8311,1226,easy
223489,40474,18387,12671,8935,11836,7211,5642,-130410,1086,-11063,12731,2682,3986,5066,1844,-199995,-27199,435,-5609,-879,3529,181,4068,1226,8523,-13671,-8308,-7017,-9417,-3375,-4439,-196906,-22141,-17871,-10031,-6539,-6919,-5006,-3564,difficult
514965,23116,6119,7693,5074,15333,7755,3783,-425266,61813,16447,5608,-914,-1452,5457,1091,-497592,17552,12084,-4556,1449,7226,-729,389,-503158,-21232,-2799,-4922,-2290,-13064,-6099,-1755,1170240,96531,174726,19326,5294,-3864,-999,590,easy
26334,21414,13949,10663,5733,13872,4150,2870,-18973,-6470,-12872,-7573,-2262,-10613,2611,-445,-22590,-18808,-8140,-8698,-2778,-7864,-2109,-37,-19338,-15259,-13368,18735,3389,-7519,-866,194,44881,36107,-4550,-1931,-151,-3356,14851,-446,difficult
75877,14323,4670,6990,6603,7769,3269,5485,-36805,7863,3260,-703,-506,-2675,-1279,-1021,398008,29675,7118,4870,3034,-720,9887,1784,519271,442921,42418,22128,9189,5129,1630,603,42700,6437,772,-2280,-3544,-3857,-1912,-3675,easy
127880,13367,15792,14512,15549,9768,4962,4464,-89871,-7348,-4527,-4541,5244,1254,-1303,2110,-95297,15960,-12232,-7666,-9306,-8117,-3794,-2116,578037,162516,548,39002,-5271,-4627,-1004,719,-113533,-11564,-12467,-11425,-13890,-8261,-4442,-3853,difficult
118932,48513,9389,15624,9208,20879,9516,8833,-49075,-3955,-7804,-13403,-6304,-17385,-7285,-7797,-81284,-33836,2070,-11687,18,-2054,2665,-2290,-28344,-38149,-7648,-11767,-7329,-15543,-7954,-6441,241540,-26645,-7184,-13938,-4537,-15168,-6504,-7604,easy
585357,21776,15026,11883,8872,12232,3858,5648,-534749,-18706,-14501,-11192,-7829,-11053,-3376,-5122,-546637,29644,2580,-6494,10006,-92,1469,-2620,-451887,10456,-12584,-8348,-7020,-7441,-114,-4059,-562221,-1015,-4553,-3436,-5941,-10120,-1044,-2376,difficult
35352,23320,3223,3648,7151,18233,23772,8108,43392,-3861,16506,3571,-3737,-4377,-15817,-4675,-10694,-4560,12462,6101,1790,-6734,-19557,7629,163584,-5949,15963,735,-1599,-11101,-21608,-5173,-23754,-16155,3230,-36,-5586,-11941,-21866,-7420,easy
708515,141276,9085,7482,8624,9021,3852,2225,-174199,27699,23384,15355,10424,882,2028,3296,-694677,-119143,-7440,-6319,-6665,-8149,-3575,-2055,511582,-103329,-4722,802,-5343,-6695,-2544,-1842,1388552,-1534,79677,7830,15928,9307,3726,892,difficult
511480,36002,3184,9764,6707,9171,10226,10032,-480456,17689,7771,144,1173,3425,3439,-4189,-264799,562271,186441,26616,18670,7887,-3894,-5567,-484462,-23611,6305,-1701,-4205,7699,-1277,-6545,-494519,-26249,6177,3072,17109,8020,-7484,-4949,easy
842577,43409,15901,15213,9550,10112,2877,3124,-732493,-38146,-10982,-4742,-7912,-5568,-2037,-2510,-604334,34314,-10618,-6698,-7362,-7238,-2195,-2161,-538449,-20439,3617,-9156,-8259,-9601,-2438,-2456,-832602,-28887,-13490,-10983,-5636,-8169,-1779,-2173,difficult
760640,96488,27451,20415,13220,19866,43570,14124,-642663,-71922,-21605,-7309,-9492,-15284,-40720,-12688,-720646,-59748,-5433,2353,1574,1875,-36683,-11009,-682851,-45025,5043,-4908,-4780,-2906,-34908,-6020,-757977,-94593,-24410,-5408,-9674,-5263,-21077,-8154,easy
698352,70792,20466,13902,25227,15362,6866,1938,927045,-48986,-4072,-10567,-23918,-8152,-3276,-14,731044,164195,23237,20317,-1838,9600,-1151,-226,-106951,-8116,5289,4262,-9797,-6063,-551,3573,-552969,-42160,-15210,-9275,-17777,-10119,-3955,555,difficult
86432,9943,13481,12036,16834,7896,11103,4186,-74606,33604,-4814,1446,22635,122,-3657,2293,-65505,11194,8376,-7269,-6898,3975,-3542,1445,159349,13485,-11800,-7899,-16475,-5523,-9340,-2987,-67983,45439,-8267,-4997,-8633,15729,5048,-347,easy
20812,8936,1718,3893,4300,6621,5551,5091,562731,74397,10103,2033,22299,8303,3912,181,30680,59135,13486,-447,-2490,-3448,-3911,-3082,-7163,290,5368,-79,-169,-888,-3011,-1968,-19302,-1045,-217,2600,5563,1400,3382,2016,difficult
67866,74603,23809,21193,3643,10764,6561,5805,-6129,-62074,-12977,-20187,-1544,-8482,-5609,-4951,108373,-18120,-12995,-15978,-1348,-8831,-2836,-3878,-48005,-58737,-19608,-14825,15079,10995,8724,-381,527139,-9607,5421,-14361,13135,12813,20018,3060,easy
75375,29354,8701,9143,12613,11656,14763,5107,-73940,-23353,-1703,-68,-8571,9711,-7856,3877,-44329,-11757,-3892,-7674,-8752,-4243,-9844,-1590,-62119,-10177,-4632,-7884,-11780,-6975,-13283,-3357,-37829,-21927,-7715,-4654,-6342,-7117,-13401,-3417,difficult
368677,118341,9175,6527,7687,4733,6932,5754,307080,-26855,-2674,-4437,13206,-121,-911,-1408,-312745,-94771,-6667,-4347,-5105,-1666,-5584,-5015,-333319,-100014,-6597,1934,5964,11299,1078,844,13647,-31758,17162,10814,4683,15327,490,-215,easy
118900,34039,3197,2341,3432,4791,4339,1939,-38189,38183,43656,9320,6459,3506,5177,5683,71483,-13548,3566,5247,-82,-1926,-3116,858,-91891,-8268,1752,556,-409,-2531,-2879,-701,491450,10690,8289,12105,6557,30383,14768,4854,difficult
595648,18503,10865,14664,6961,7709,5267,5224,-21857,67395,73702,-2930,15507,10807,4198,925,-450028,23602,-939,-1375,-671,-4537,-3728,-3667,-381394,3490,-5003,-3583,2932,3673,477,2633,-591186,-10624,-7036,-11539,4243,-5376,-3841,-3773,easy
62797,12506,6710,2870,2857,3439,2140,1529,-37788,27989,3859,7017,6014,2851,3809,7378,-49745,33093,6466,18631,3252,11424,3874,1352,-40070,-6348,-5431,3748,29,-2064,-1293,-173,-60174,-8711,-306,-2074,-1678,-2036,-950,866,difficult
278057,20369,6695,6675,6754,5626,3443,2622,-254574,-15165,-4761,-2907,-3127,-2405,-1424,-1722,-266073,-14720,-4939,-1692,-3658,-3015,-1258,-1060,-94038,98094,57079,30081,9359,3280,14288,10621,-247359,3477,-3602,-2765,14165,11093,7431,1863,easy
36762,17775,3798,7004,8325,9678,6628,2934,25609,41062,-483,-3098,-5207,855,-3091,2693,-13539,6682,2590,10654,-3456,143,-4583,816,102902,-11520,49,-6113,-6449,-3972,-5789,-937,-3245,-1333,-1254,-5687,-6534,-6686,-5279,-1118,difficult
185044,46284,12181,7746,7302,8774,6485,2942,-146524,-22620,-5863,-835,-5567,-7255,-5791,-2331,-129139,-29188,-5215,-3114,-3926,-6810,-5756,-2299,556846,7130,-3595,16684,1332,-5333,-4047,-1135,137331,28626,1739,20401,16810,952,3903,9963,easy
222680,25148,7156,5781,3669,3424,3409,1847,3252083,62389,41546,45720,8658,5019,-745,581,-86422,-13787,-4829,-4181,-239,-391,-2645,-256,-145948,-1709,-5274,8845,5112,-1709,-1655,-1118,-107534,55888,45196,9546,2727,5527,981,884,difficult
426505,24911,6969,3107,3846,2337,2444,1541,-329615,23248,2277,1616,2330,274,-1281,135,-86624,50522,23941,6031,9701,8219,4192,2049,240358,110359,64163,8139,9154,5728,4218,2248,52579,21857,53120,12730,13377,7796,3794,2241,easy
257891,55624,14396,14931,10826,19947,10964,8290,-184873,-29202,-3070,-12722,-7476,-14301,-8463,-6901,-231962,-42025,-13031,-12209,-8011,-18250,-9684,-6823,-236504,-15737,-3522,-5625,-4029,-10611,-5287,-1148,2057251,24471,-2299,-10163,5174,-17213,-5647,-3359,difficult
154242,48110,11995,8496,10150,14275,4755,3949,-35061,-36599,-11444,-4401,-4241,-11897,-3916,-3698,-133670,-20393,-7671,-7134,-7805,-12202,-3559,-3055,-150601,-45278,-10863,-7543,-8610,-12770,-3675,-1883,-145795,-41479,-11101,-5386,-1331,-3096,-1664,-1651,easy
147416,27334,2348,7715,2707,4704,3356,1489,2665750,39445,47942,32147,13294,8126,-688,2733,-21565,-8181,-976,-4802,-961,-3558,-3003,-1190,32777,9155,6855,12349,1855,-1186,-1989,-790,22004,10880,7342,-758,5658,4800,-1230,-44,difficult
558457,44845,39182,11680,10682,7719,5351,2576,-419669,24959,-25616,1750,1035,318,-2913,-1432,-497871,-40562,-34184,-8199,-8724,-4850,-4708,-2147,-431757,81121,-37169,-4496,-1721,-4373,-4682,-1543,695815,96456,29579,19447,23054,6249,-1750,-881,easy
404240,51459,28113,11116,10328,12715,6719,5280,-347793,11208,-20148,17604,4242,6946,-3093,-1176,-281805,-44188,-18219,-8513,-9634,-8751,-5117,-4269,-392338,-29048,-20450,-5270,-5304,-10290,-3949,-3478,-386427,-41134,-19261,-1130,2492,-4142,2039,3032,difficult
250270,23327,4444,8069,7426,5457,10568,4495,-179931,10656,3240,-1989,1597,-1037,-9651,-3889,-205580,11992,3555,-5125,-6193,-2839,-9457,-3587,-176482,33866,1079,-7312,-4044,-4026,-9531,-3027,-248474,-21824,-4064,-7211,-6093,-3269,-10031,-3148,easy
502948,84188,11077,22990,9315,8221,7944,6161,-368045,-67996,-6807,-16279,-2633,-6073,-5869,-4655,-496515,-63950,-10051,-17705,-721,6998,-491,-2082,-481771,-53372,1335,-7484,-1365,-1554,-2472,-2815,-412802,-68720,-7270,-19181,-7973,-5101,-6417,-4882,difficult
159023,13287,5148,4743,4224,3743,2606,1353,1587027,42643,9075,10926,613,8763,5086,9046,-101365,4426,-2967,-4294,-2240,-3095,-2245,-996,-58652,-5466,-4300,139,-2096,-755,-1783,203,14928,234,-1603,2882,-1732,9652,2119,2496,easy
52000,11155,5039,6566,10148,5014,5058,6179,-40896,497,8323,10151,10301,6881,-1655,646,-23322,-4093,-4822,-4460,-7474,-1734,-3360,-5090,399353,93502,2681,2162,15933,7631,4142,4174,-45558,-4190,-3415,-4382,12507,7597,2506,2116,difficult
41227,19291,4321,5929,3302,8091,5155,2969,-25627,-13068,18079,2915,2810,4404,-1665,1735,193864,-11855,-3009,1070,2260,-3620,-3708,-2073,68675,19792,4456,8629,4572,4981,831,5359,-28706,-6431,-2602,-4763,-1641,-5644,-3863,-1634,easy
654768,94844,31720,14832,9620,10146,6346,4251,316567,-37145,-26312,7225,1679,4503,-1798,-2182,-588561,-87007,-29983,-12595,-8411,-9096,-5287,-4001,-40966,-48584,-23503,3320,-1431,-3399,-1213,-2630,1104755,115571,50378,11036,11857,10690,3424,-1797,difficult
75714,45987,10172,6768,5129,8408,4042,4735,292579,-10054,42774,84250,31407,7423,-1360,4530,-13206,-4980,-7797,4310,-1194,-5356,-1590,-3837,18161,-311,-7252,-1010,-1889,-5336,-436,-3161,-53474,-22585,-76,-4002,-1112,-4608,-3003,-2722,easy
49283,37754,12167,8943,2432,5270,1649,2165,10177,-16520,-11121,-7994,11990,-2950,-1125,-1580,14246,39087,1089,-804,605,4415,2919,1411,-44584,-35697,-10571,-5819,5588,-4196,-1397,-1348,16825,-13080,-11399,-6133,-1869,-4140,-1348,-1960,difficult
517386,47780,19985,26015,26204,7945,5718,1984,1973708,20603,-8585,-10486,-20584,-335,-3203,-787,206982,9038,-3596,7430,-14722,-1713,-1631,432,-296170,599,-12858,-18562,-13279,-4688,-4568,-1197,-219864,76921,-18890,-18457,-22498,-4555,-2912,-773,easy
1304580,129563,23493,20074,18861,21625,9936,4292,-1067128,-49419,-12234,-11102,-14224,-18466,-8526,-3526,-483508,-92624,-17983,-5094,-7276,-17616,-7694,-1747,-1119215,-105642,-16641,-11276,-6815,-19477,-8296,-3516,238993,-94274,-8075,-10129,-13397,-19044,-9225,-3617,difficult
320672,74816,10027,8485,8881,9738,5637,3918,-304558,-61374,-980,-5784,-4894,-3975,-3726,-2803,-289260,-49883,19723,-6792,2357,5390,-1654,-155,-112264,-32393,-3739,-8252,-6803,-6531,-4723,-3166,-299832,-71141,-8254,-7821,-7671,-8856,-5221,-3707,easy
90360,29002,7342,5940,2694,2816,3245,1268,54891,10216,-1033,13870,446,11,-754,-208,-82860,-25817,-4032,-1932,2735,51,-2601,-610,-55990,3700,-2860,-4380,-3,-501,-1393,-687,22698,71736,-2547,7,-78,929,-1732,-252,difficult
59063,26434,24064,7906,15311,15972,4718,4250,-41840,-13866,-10928,14929,6740,-1435,-62,2855,-43434,-14257,-12009,15125,-10257,-7541,-2097,-956,161863,1707,-4644,10989,4918,-4981,70,1106,-56860,-4522,-7785,-2360,-13459,-10436,-2359,-2298,easy
777068,233751,12993,18774,16920,26972,19757,11139,-757090,-229444,-11043,-13165,-16375,-22553,-15928,-7184,-773269,-227867,-9626,-12327,-6668,-15916,4322,-2539,-769732,-228369,-5386,-3066,-6026,2435,-12628,-1559,-679451,-227105,-10481,-18454,-16598,-26211,-19241,-10416,difficult
1161760,88436,42008,15737,21155,18808,9606,5679,-1113628,-38151,-13008,2856,-14262,-14138,-7352,-3102,-1092535,-23434,-26352,21396,14884,-9394,-5867,-2226,-278612,3919,-12306,7985,3308,-3567,-4413,-1188,-1137706,-60023,-38188,-6160,-16905,-15752,-5890,-4143,easy
29993,19595,3079,13540,6673,5084,5736,5621,-18236,-7459,9486,-2642,-3678,9699,5854,348,44826,42974,3534,5735,613,22160,1420,2485,20062,-6119,1678,-9883,-2852,-2477,-4839,-997,-27072,-17405,-690,-11973,-3445,85,-4394,-3855,difficult
453658,67105,17925,20233,9490,13891,5826,3864,-363891,-15256,2481,-11239,-5486,-5733,-2469,-915,1012493,274166,32416,2698,22321,7057,-130,4881,-247751,-36566,3648,-7221,-4979,2694,-2022,1020,-124559,-34403,-13800,-11235,2155,-8590,-1058,-1281,easy
20251,21552,5455,11663,8107,10034,7509,5843,-16807,-12837,-449,-10728,-6302,-7719,-6219,-5012,-2721,6954,10634,14346,9300,6159,-3834,-827,1685950,126439,13771,23952,-1403,788,-1987,-1310,12508,-1885,436,-7453,-6919,-6844,-5707,-4801,difficult
369930,100929,18699,10268,3331,8074,3909,2569,-311181,-76796,-2609,-3757,5372,-3062,-2021,-1741,-269479,-65529,-15462,2265,-509,-3324,-2418,-2085,24498,-47486,-10966,-8465,19371,2705,-266,3406,-267670,-66032,7555,12406,817,3841,1914,1620,easy
577205,29999,7775,15742,10707,5808,3752,1818,-203731,-12531,177,-7625,-3022,-2591,-3114,-1213,-66002,155774,8005,27740,14537,1449,5533,1132,730397,63970,46182,18876,9186,15511,2014,3886,60936,18768,13407,7911,32,10164,1474,3260,difficult
457844,105885,37965,11053,18803,34243,6443,8167,63485,-53401,-9058,10733,-11074,-28858,-2462,-4812,22576,49437,-13615,3120,-9528,-27586,-4711,-7227,-445140,-98736,-33337,8915,-2364,-22706,6661,-3285,-419448,-94228,-36249,-9475,-16052,-29765,-5171,-6608,easy
1274760,252868,58293,77970,32452,8646,3136,2986,-832740,-242492,-53832,-75652,-30936,-6985,-2660,-2409,-1193890,-221094,-23696,-63550,-23917,171,-152,633,-1072263,-241188,-57331,-76805,-31695,-6809,-2060,-1509,-1262456,-196082,-52882,-65597,-31272,4153,7818,4615,difficult
239423,60508,19074,11350,10836,7334,1897,1392,-229937,-57115,-18212,-10747,-9744,-5762,-923,-526,24495,-32489,3090,-2043,-4719,-5289,-1267,-11,-219872,-47688,-10320,-7980,-7997,-3756,-1213,-772,-32620,3184,267,-2213,-7159,17239,3056,3292,easy
323692,37420,10698,11183,5987,5298,2818,1586,-305703,-22485,819,4356,4886,12746,4933,8477,-304204,-11591,-7540,9075,5015,9814,2579,2468,-203571,-12598,4459,-3036,-2513,-663,-1463,309,-85527,72136,-2944,-4264,13718,5388,1921,540,difficult
316851,48047,11438,14788,22571,3442,1413,891,-147578,-46207,-8661,-9090,-20346,-803,43,-118,528279,34682,-73,-7112,-14178,8654,383,1251,246483,121714,5418,-5189,-14960,11544,660,1384,73566,43976,6370,-13009,-13523,791,1252,78,easy
297995,35007,8224,16145,8700,4648,3107,4317,-134176,-26319,-3516,-12893,-5153,3083,661,-2962,712632,125467,27884,28172,4121,6836,-293,1414,-22339,-2380,-5378,-12402,-3805,-417,-2389,-3159,-277226,75893,876,-13850,1868,5901,939,-1773,difficult
168240,89132,9543,24999,17684,6215,3012,4184,-161209,-64617,-5415,-23163,-12279,62,-1406,-3594,-108430,-26461,15516,-14372,-9555,-4152,-2130,-2773,862843,101621,8960,11199,41769,14579,10014,3361,35070,-70389,-7401,-21100,-13053,-957,-1813,-2721,easy
263733,27090,12183,4919,8620,19907,16506,10185,-247551,-7327,-8380,4148,110,-6095,-6047,11172,-161591,-17054,-9582,-3003,-6559,-16687,-13214,-8805,-226823,-14025,-6865,1825,-6014,-17545,-11873,-6855,49968,165483,57484,27977,3109,-5254,-3258,3173,difficult
1568685,55214,9428,15193,14969,11396,2345,2286,-1351369,-47459,-8477,-13520,-12140,-10300,-2031,-2229,-1518097,-25716,-5270,-13226,-13965,-9713,-1041,-1689,-1403701,23051,5332,-9732,-9572,-3700,897,-134,-1525554,-24455,-7533,-12765,-12001,-6822,-1813,-1715,easy
271452,32191,19313,14835,10203,9252,7595,5617,-177584,-21354,-13698,-12703,-8855,-6479,-5939,-4159,-263848,-19076,-16635,-13475,-6453,-5360,-5033,-3634,-245385,-23818,-10570,1089,-983,139,-3878,-1126,441858,27933,-15268,25818,10043,3437,-2470,778,difficult
30745,20936,4120,16730,13930,3902,2759,3666,-4760,-11440,-231,-14421,-10269,-116,-2137,-3203,-16806,142,15485,-1154,-13047,6674,-381,-2433,11133,-12566,-930,-14911,-12870,-2943,-1566,-2351,253824,-1658,-303,-11792,-11288,-1308,-1231,-2635,easy
612113,248451,25947,19250,9485,16157,9918,4054,-577725,-181372,-23959,-4381,2944,-1903,-5017,7339,-594627,-236049,-24612,-18146,-7375,-10576,-8495,-2162,18246,-202736,-2968,4594,-1619,-9970,-7368,2801,-606261,-243034,-23618,-13123,-3255,-10801,-6196,1417,difficult
