delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
339015,71327,22983,6981,4951,10718,3097,3376,-310631,-16128,-17375,-3073,4691,-2481,-809,-291,-324113,-43048,-16076,-5370,-3357,-4745,-755,-1839,-323556,-50515,-8248,567,4896,23685,12062,4341,difficult
634403,81215,38179,7820,12606,11429,9685,6973,-556565,-25105,-31109,-7134,-10892,-6385,-7512,-5328,61511,5822,-21235,6156,2143,1402,-1887,1787,-608776,-60047,-28152,-5959,46,3547,-4520,-2368,easy
79963,41414,7344,10735,6192,4554,2259,2341,1533709,268393,14961,27343,2586,8536,1715,1123,-70859,-23018,-651,7127,8171,5057,-115,-608,38937,420,5580,11015,1776,-1189,785,33,difficult
535255,484902,95450,47272,22967,45595,24636,16707,-353084,-474583,-83334,-41677,-18864,-43940,-20749,-16244,-531817,-483287,-92471,-45315,-20042,-42655,-22687,-16160,-524092,-481719,-93085,-39241,-17801,-35666,-17401,-13388,easy
327966,23463,8231,6507,3934,5974,4142,2299,1047776,169731,147656,29363,35755,26764,51897,9888,-323146,-11244,-3839,-4992,-2852,-5046,-3854,-1651,-319097,-19747,-5807,-4276,-765,2223,-1060,-1596,difficult
146867,22147,15030,10246,8072,11674,7379,4442,272459,211,-9551,-7229,-447,1135,-973,-3011,2269651,124744,-1987,-1866,6352,-1864,-3431,1466,-136006,-21159,-12308,-8683,-5165,-9536,-5778,-3139,easy
334085,107273,25977,15996,17304,7286,8445,3386,-282623,-45793,-20084,4292,-12614,10680,332,-1402,-201663,-99966,-22556,-15447,-15989,-6273,-8074,-3181,-322617,-101614,-24368,-8203,-15684,-62,-6478,-1291,difficult
33900,16878,16726,10341,7491,4956,4351,1616,263525,9477,-191,25850,9761,55,-1290,3243,-9205,-3422,-14200,6532,32125,-417,4917,846,13381,-2685,24790,22697,-4316,305,1380,514,easy
222842,25159,5423,5092,7699,4474,2485,2395,-33442,358,-807,-3112,-6388,-587,-603,-1175,585816,-4639,1858,-666,5078,10893,3943,3785,-200806,-13484,4668,8203,1711,2122,10024,8372,difficult
113310,29936,5779,6222,9767,6941,4549,2357,-84892,-4989,-590,-2206,2476,20168,6027,3800,11395,-14918,2688,-1538,-5458,-4831,-2538,-615,-62417,-8750,5771,2951,4827,16600,2389,1578,easy
88358,16614,9323,9155,5138,5217,3158,3657,64030,9885,-9149,-7664,-4594,-4277,-2524,-3366,2156198,38626,6885,15383,13933,7044,9123,3935,-76758,-12637,-9025,-7426,5698,-2245,4158,5571,difficult
92024,22014,5779,1925,4541,5833,3678,3630,145680,44903,-2324,2665,2347,2432,-2344,448,-89432,-20863,-4479,-1566,-3677,942,-1792,-1514,976970,311720,10911,3174,3373,1862,6587,2273,easy
10370,7396,4099,4892,5506,27054,28490,20201,878260,220789,22029,5742,3267,-16085,-24917,-14443,1544645,159702,36447,13319,6717,-5715,-16328,-16387,107794,1075,-3285,-4252,-4285,-22507,-25835,-18956,difficult
105478,38328,7531,6837,3620,5941,1323,1373,927280,82331,27979,10175,8357,1704,1075,930,-91685,-23296,-6231,1865,923,-1852,393,1832,-99478,-33371,-5296,-2932,-1722,-1304,1742,-192,easy
350884,33279,18353,8205,21505,14297,6681,8910,-63504,-17635,-12403,-1377,-18353,-8876,-5902,-7626,920787,120547,28451,43962,-5732,3664,660,2231,-348202,-22818,-11603,-3443,-11926,-4913,-1598,-4672,difficult
27719,9070,2539,5834,6913,5167,4855,3946,22470,-3635,1307,-3816,-6191,-3689,-4289,-3624,-21938,-6424,-2360,-5072,-5445,-1933,-2145,-2627,-24869,-3380,2168,8038,-1251,17975,1085,11933,easy
76421,39733,7980,4144,6116,6335,3363,3159,-70187,-34231,-2832,1016,-3476,3523,-949,4030,-5999,-37544,-5156,-2341,-5656,-5956,-2946,-2965,211151,-16693,-6237,-620,-4905,-2306,803,-2100,difficult
1081950,78254,15488,16291,13461,8978,6411,2343,-839661,-28037,-14568,-5385,-3196,-5607,-448,2296,-1065862,-62414,-6747,-13377,-8576,-1568,6464,2116,-1072544,-71293,-11579,-14507,-11341,-7165,-5754,-1774,easy
510882,38306,20290,18754,11260,14156,9779,8545,15281,-18037,10781,-10788,22552,26603,14018,3998,-446612,-22796,-19972,-13013,-10299,-12859,-8690,-7740,-97038,31879,-9788,35891,27325,2934,-5998,-3386,difficult
195424,31403,6509,7450,6516,6925,3646,2212,20296,27140,12110,5604,17925,11904,12579,8075,-187049,-20392,-2163,1756,13653,2032,12710,7,-43193,-16875,-1524,-3700,-3671,-2780,-2047,-277,easy
141199,48206,5561,4149,4829,1959,1720,735,168350,-18548,1398,68,-2954,234,-939,714,-38590,-33709,-373,5261,-647,2462,-968,1294,-86278,-22987,-2482,-1478,3831,4754,560,1789,difficult
1195079,155819,35979,49601,18040,31264,19617,12972,-934411,-124646,-32051,-41705,-13719,-27371,-15266,-10956,-1156117,-130095,-16432,-36256,-6975,-11516,-9679,-8578,-1110645,-148346,-34993,-48232,-17419,-30144,-19049,-12670,easy
37556,39554,8909,14800,7586,4971,3722,2977,285949,33774,-1956,-8847,-549,3189,4505,1815,280113,86680,24033,19563,9907,2484,1957,-143,-34136,-27732,-7494,1585,2645,4297,-1722,-1117,difficult
321563,36809,19523,20964,13712,12664,7829,5317,-300829,-25410,-17300,-19671,-11942,-10820,-6499,-4359,-161824,36084,-13195,-15110,-5430,8826,-3916,-1897,93131,43026,-17680,-14149,-9141,-3370,-2767,-117,easy
104306,32926,24463,16395,23591,27065,24632,7849,-8533,-21500,-20374,-13751,-22009,-25736,-23952,-7338,112951,-23770,-16002,-10444,-17699,-24966,-23291,-6323,206329,-23294,-22200,-12327,-20675,-25227,-23601,-6773,difficult
584924,72307,15767,22963,12976,20122,10760,7032,-370132,8275,-9182,-16857,-5805,-18235,-9424,-5085,-566820,-64770,-10793,-16693,-214,-2470,-1584,225,-575238,-64164,-3720,-17632,-4905,499,-7621,-871,easy
106800,15838,6913,3701,4698,3600,3166,587,-12492,92162,17593,5769,2316,12888,9694,7552,140348,19933,27544,10132,10711,5074,588,1920,-55337,30123,16028,61176,5109,12009,1805,1904,difficult
818791,235649,43702,14051,17578,15105,7453,4719,-646515,-173847,-39316,-11265,-11464,-13118,-6392,-4258,-496837,-213704,-40294,-10975,-14892,-12889,-6571,-4068,-789782,-213595,-25267,33550,4393,-5083,-5951,-1731,easy
1244585,232085,6310,16911,8425,7319,7368,3219,-1235724,-226587,-22,-15213,-3371,-3200,-6508,-837,-1230074,-223312,-5006,-14413,-4844,708,-4083,-908,-1048471,-201790,-5201,-15492,-3779,-5045,-6011,-2497,difficult
325855,71998,23300,9278,16373,20297,10916,5686,-316040,-65391,-15816,-2145,-14121,8614,2845,3179,353994,-21563,-6414,-4148,-12759,-14382,-9048,-4618,-306447,-68946,-19746,-6639,-15127,-15263,-9480,-3099,easy
55314,22971,1923,5312,9571,5614,2296,1320,358028,3349,-1562,-2437,-7777,-3976,-1666,-1111,-50483,-18101,1344,-675,4070,-406,-411,836,-52942,-19532,10247,2100,-6209,-1006,4519,945,difficult
41847,19455,4113,5289,7532,4255,3951,1885,-37311,-9590,206,10954,-4959,5428,3591,2230,108141,58656,11983,-969,-4606,-1722,-882,474,-25994,-4853,-2007,-826,3376,5557,4979,2990,easy
593469,143829,32073,15540,21872,15499,13265,13119,1061951,-11574,49698,54690,-551,39924,5508,-7919,-526889,-120096,-30089,-3409,-11359,-6958,-11821,-10465,-590996,-137664,-31325,-14470,-20394,-12110,-11732,-12369,difficult
103811,22141,6006,2978,3660,5827,2670,3360,1979951,152881,33800,53750,26991,8569,1715,1557,-95873,-19112,-5060,288,-787,-4088,-1087,-1954,-96598,-19757,-1054,6296,126,11491,6560,2023,easy
564348,36435,8921,8744,2685,2940,2173,1332,-559904,-32604,-2093,-5071,1137,2059,1424,1122,-478286,-26772,-5820,-7392,-1360,-2536,-1933,-1223,-560918,-22542,-6432,-4266,4877,6619,-77,1036,difficult
31228,14605,2830,6264,15845,15176,6118,9175,721281,11915,-999,-321,-12961,-9996,-2819,-7247,-22807,-7572,-870,-5368,-13698,-4391,-3407,-6510,347054,-3708,13949,2931,-5537,-4351,10955,2689,easy
351591,58188,6230,7347,9663,5541,2500,1984,349623,61259,3588,-5192,-7543,-4085,-1783,-1391,-307193,-30429,-1457,-6457,-6406,-4689,-1652,-1208,-346784,-48007,-5197,-3342,-6164,184,4968,199,difficult
60837,28815,5760,2122,7071,8884,4325,3185,-28816,-9184,17854,34780,4913,11538,2721,2433,974914,170356,13133,13189,538,14653,3150,1672,43367,41331,28914,14659,2621,11301,6106,-808,easy
654735,135639,25649,29112,15039,8626,3987,5192,-469514,-99154,-22581,-11665,-10795,-7736,-3145,-4746,-639934,-131676,-24837,-25418,-13265,-6085,-2809,-4749,-653709,-120051,-22721,-26409,-11486,-2974,-1859,-4166,difficult
208109,26501,9348,5202,6545,4514,4798,2253,372384,94004,2079,8415,4529,1867,-713,999,-168448,-16663,-3523,-1651,-5592,127,-3334,-1752,-198194,19988,6363,-276,-407,-1985,-2824,2360,easy
671463,202444,14418,19283,13050,12596,3360,2268,-556112,-102432,-8959,-13220,-9351,-10887,-1776,-1099,-525996,-137073,-11913,-15291,-10605,-10499,-1837,-1399,1391571,147918,5206,3648,8955,5537,6748,2311,difficult
143694,39132,3549,8685,4069,4375,2984,1338,59445,50830,49066,5763,1522,3924,1330,3551,-129497,-32567,23268,-5338,10572,2348,640,1830,-140628,-33676,6210,-7178,199,4442,5251,2133,easy
19085,11521,6862,5043,7160,4336,3648,1841,140309,28068,-5992,-1137,-5296,-2280,-2724,-1313,-10797,-5303,-3587,65615,-3397,2614,-1571,196,558407,-3389,-314,3667,-5846,-2670,-1976,-218,difficult
