delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
68283,20745,5875,10181,3848,35109,7429,4479,-39393,3682,19773,-64,3517,-22677,-1655,1505,205573,-13944,-4036,-9289,-1495,-27802,-5546,-1658,-62710,-16480,-3011,9197,10546,-13441,-2729,10372,easy
690745,36744,22871,5423,21706,22865,9209,3539,620850,170715,-19687,3361,-14637,-5187,3424,6674,-676216,-25872,-14913,5694,-13325,2235,-873,6080,-687653,-27077,-19163,-3732,-18952,15245,-6201,4185,difficult
27055,13072,9150,32900,11052,22100,6204,6275,-24130,-11140,-3505,-28402,-9948,-16286,-2433,-2956,-15427,2005,6004,-26014,-5488,16717,-1864,-1026,-5534,2173,-7644,-27686,-3676,-6807,4772,1042,easy
960178,315441,78879,29770,10085,25722,24986,19764,-220318,-278655,-67112,-23974,-4833,-16140,-21137,-17701,814563,-260258,-68529,-6138,9934,13119,-3871,-9254,-681207,-187560,-66395,-20894,-7726,-9012,-13150,-13863,difficult
589257,218508,55028,36829,16193,32552,26438,17793,-158511,-183151,-50058,-28623,9889,-3726,-21345,-8652,-452150,-184910,-52016,-35427,-13312,-19541,-22986,-16209,-182220,-121952,-48706,-20581,646,-6823,-6232,-4042,easy
458514,250564,36580,113977,49158,36395,14355,8726,-289204,-231350,-32401,-110381,-44760,-34373,-10009,-7103,-312153,-200327,-24649,-106878,-44279,-30931,-11829,-8120,-436392,-238599,-21259,-108061,-45602,-22489,-9533,296,difficult
35302,13272,4224,2593,6367,12103,2234,2407,14464,36034,5476,9809,19289,10991,2582,2391,-22548,39946,9558,6771,15017,16400,3823,4668,61313,14128,-752,4205,-5512,-7404,-752,-980,easy
31750,12780,8839,5194,5105,12431,2918,3544,-17054,23393,7314,10702,-144,1142,605,-211,-19887,28773,-581,-32,27587,-1498,3274,-1050,-27643,-7313,-1430,10120,2216,-4979,1932,-1253,difficult
839298,22509,8432,12144,8176,10357,2414,2011,-810996,-6260,-6706,-7454,-1322,-7717,-1726,-1730,-837842,-7453,1008,-2919,467,-6310,-1340,-733,-827578,-5648,4414,-4564,-4544,-1859,-958,-788,easy
312029,27065,14688,5297,4006,4567,2552,2504,934494,129796,23861,22075,26486,47485,5801,4974,109110,23367,2333,2021,894,3410,1373,2319,2462,22366,-3908,13553,710,22147,8377,18504,difficult
1884724,225493,63532,46521,31605,44109,31433,29144,-1843174,-217569,-59699,-45320,-30813,-42243,-28812,-26860,-1877446,-198328,-56293,-43462,-9980,-7558,-11636,-12706,-1854554,-215250,-62854,-45714,-29463,-41822,-30180,-27518,easy
8214,12187,12797,15466,10539,16093,8426,4460,1578,3092,-1532,8532,-2502,120,2854,8319,165011,70494,11259,-13846,-10185,-10920,-6858,-1913,316341,13686,-6081,-210,-2475,-1297,-2574,2304,difficult
30996,55327,22215,7774,9762,9674,5458,3152,-26560,-48405,-20864,5661,-5181,-3009,-4567,-1625,-12537,-39854,-20305,21463,-5997,-7011,-3991,-796,-24597,-45507,-21170,29548,-6757,-2146,-4645,-2448,easy
479365,44496,6737,10435,5301,19962,7018,3727,-86481,-11410,3740,33255,7237,18183,1612,11003,1221949,20226,3563,49784,6070,-745,5392,8910,124452,157356,9359,-7258,8572,7655,11903,8966,difficult
1205939,204814,13566,19037,10350,15241,18640,11579,-361885,-1123,126880,3356,7741,6403,6585,41292,638342,817078,56491,-6158,19694,24348,24980,32692,-1175881,-189428,7088,-12771,-1875,-3442,-3613,-7492,easy
20076,25396,3197,4546,26500,16400,9551,4656,58378,-17099,-285,2134,-16295,-11230,-8591,-4015,-7098,-9847,693,5899,-20424,-9094,-3497,364,118048,38633,9941,7001,-22342,-6064,-4894,-1378,difficult
126893,98415,14306,12019,22306,17382,7530,4739,198010,46727,-11848,30731,4407,331,221,-373,-119681,-93206,-13784,-9624,-14615,-13998,-5629,-3735,-124062,-93742,-5558,2711,-13940,12591,10,-432,easy
95419,23392,11451,8785,14683,14730,7798,5497,-38225,-12527,-11292,-5381,-11949,-8802,-6708,-4607,-83982,7000,7794,747,30020,3237,-4555,1272,-89545,2525,474,-2186,-6121,-2554,1853,1295,difficult
49642,10566,13231,1882,4554,12843,7387,2066,-29216,-3069,522,1716,2377,41527,-4155,5955,-44021,12597,6800,4364,-1763,11936,-551,13575,-17966,-2483,750,16453,1003,15771,2197,4698,easy
379743,77291,7171,15305,5896,8625,4552,2005,-348757,-51276,-2864,8593,-1569,5617,-1349,487,-372704,-64755,1477,-1991,3077,2344,-3438,-850,-376242,-70717,-363,-6635,12598,-5757,-2115,101,difficult
7899,7789,1820,36631,5502,7453,1629,1410,25691,19011,36441,-7039,18740,924,2237,-416,-6093,-3852,435,-30466,6425,-2933,305,585,-5944,1123,-561,-16476,-3543,-3202,626,-481,easy
445738,13060,4124,15094,9679,35647,13604,8582,-129325,340093,7681,65561,27128,-21591,-9128,-6335,-429466,-7253,21571,228928,20127,-28992,-10450,-6649,-119527,14141,10328,29782,26538,-23622,-11306,-7239,difficult
11083,20317,6634,33488,8620,7450,4697,1680,581,-11469,-4638,-25192,-6468,-3215,-4108,-1235,43468,-4541,-2749,-4063,5910,6189,-1768,651,-2855,-11228,-3629,-30533,-5520,-2361,-2835,796,easy
267670,81597,15074,26234,10858,8858,6801,4469,-74772,27238,-12458,-14891,34265,7668,-545,-1803,-254237,-74002,-10327,-20986,-7826,-5673,-4508,-3255,-189914,-68451,-11442,-13881,1938,1949,945,765,difficult
58104,26707,12653,2293,3824,7208,3089,2009,-13650,116008,76956,14818,9988,14580,8956,7806,-51010,-22199,-11400,706,-2388,2412,1296,475,-41631,8278,-242,16402,2800,22358,5237,5002,easy
345002,79440,20967,25961,24159,26222,10933,8961,-326627,-68608,-18153,20282,-18354,-5523,-6072,-6536,-334409,-61997,-18944,-18257,-16547,-15734,-5038,-5862,-89954,116982,-13750,-20431,-7072,-4131,-2942,-4921,difficult
105135,23479,5317,3330,2796,4158,723,981,-99394,-16860,8309,1183,-362,4702,598,543,-102901,-12155,-1440,19666,3410,6265,792,-195,-84912,15457,24636,27141,39646,2869,1787,110,easy
7376,9618,12536,14260,10670,10422,4613,2749,13029,7287,-6335,-4097,882,-5248,-2673,-332,9476,16015,-2838,-708,-1539,-4771,101,-1119,-6951,-3415,-9287,-9349,-8274,-7477,-3772,-2003,difficult
33060,23671,8626,6767,4011,17849,9604,6207,189199,-407,9701,-1461,11202,20545,-2022,2621,131932,-14417,-3368,15030,-648,33638,-3239,5949,-24804,159,2724,8702,1183,22660,-1315,1285,easy
340262,26510,31863,122732,11199,16760,7834,2157,-303328,-10654,-26373,238112,6558,-7689,-3923,-353,-293956,26853,-26702,203011,6569,3978,-6239,-1236,-332668,-14486,1542,91242,7680,-8265,-3851,-1110,difficult
10584,17228,9170,12793,6187,23219,3554,5493,36444,-10352,7259,-9995,10156,23250,2550,3655,-6978,-13540,-6858,-10142,-4639,-5219,-1951,-4414,259698,-6191,-3076,-3924,-592,2589,6557,12826,easy
431297,113198,10447,6270,9078,13354,6597,7895,-327928,-91286,-5724,-2621,-3554,-4896,4779,-4217,-171682,-71290,-4908,-32,10054,46618,1338,2629,-226171,-70477,-6734,-2203,-2896,-1005,-3840,-2504,difficult
1132281,63954,63607,15867,41159,43996,34419,33307,-973290,54221,-39667,-4434,-35348,-19482,-11159,-12358,-1011769,-55929,-56188,-11213,-38734,-35279,-27250,-32058,-859905,-60065,-58409,-11446,-38954,-38549,-29861,-30803,easy
153824,96941,9777,17752,13698,11724,5272,6451,-145500,-74769,-2945,-12194,-11197,-4045,-3842,-5108,-140534,-85885,-3922,-12895,-6218,-8140,-3277,-5375,-147151,-84811,-8876,-15588,-8176,-7090,-3904,-4989,difficult
152074,40981,8790,6332,13015,38211,4633,3144,-79087,-31764,-8248,-4208,-11800,-34018,-2147,-2306,-143759,-38514,-4103,5104,-4148,-24505,135,1128,-151515,-37265,-6771,-140,-8523,-13192,-147,6723,easy
78887,32938,23671,81907,7564,7337,1535,1847,-74050,-27646,36275,-8949,-4775,7980,8,788,-60734,-22358,10855,92360,13739,11086,-114,-931,-55474,3172,17813,-2274,-1300,16815,1409,-539,difficult
335014,141701,56671,27453,16465,16173,6154,6554,-317426,-116341,-52586,-4950,-12936,-1073,-1561,-3650,-329212,-132623,-43005,-20616,-8365,-10599,-4081,-2182,-321367,-134470,-55260,-5754,-11811,-5759,-3195,-3065,easy
274498,18720,37667,128574,9750,8114,2770,1915,-269538,-12129,-33749,-88442,-1150,-7410,-2313,-1647,-258348,-8467,-31247,-79269,-5891,15447,2512,151,-230485,8188,16117,235162,7771,8493,-1540,-977,difficult
403822,76503,70897,153068,24953,11499,10130,8617,-372167,-19201,-40057,-46046,2099,-5533,-7857,-6231,-377243,-34591,-60649,-7710,-9302,-1340,-8584,-5609,-369569,-6614,-16007,81777,-10948,749,-7062,-6131,easy
29801,32527,41063,130890,12220,8052,2055,2580,-26523,-19015,-26828,258811,-6258,-1144,1578,-306,190901,16645,-25529,163339,8880,13268,4525,2294,-9804,-3845,-36329,84177,-6072,9907,300,-848,difficult
16000,13834,7119,11602,21205,25611,5638,4316,79888,44913,-5768,-7606,-16742,-21717,-4193,-2384,-10234,98081,17675,-5853,-13708,-1168,295,-168,74163,172,-6328,-10215,-20219,-20997,-4746,-3405,easy
71455,16522,18725,50759,7158,4276,1588,2138,40164,20897,-16225,-36577,-5653,-1139,-1109,-1782,1075498,42991,-5067,-4823,-3048,-1271,-1143,-1366,18012,20272,-16111,37059,-4837,-1580,246,-1582,difficult
37154,24943,6720,7427,7233,15799,6080,2955,43734,-20614,-5749,-3554,-5403,-13580,-5355,-2459,-18734,14959,20666,9491,38574,-8976,-3357,167,-26106,8367,-2422,-1180,-5530,-4091,-3086,-474,easy
44307,13775,8322,4488,4926,8256,3349,2254,-32720,38398,-2541,15918,6198,-1613,-2002,-709,-14433,-1880,-2805,5629,-2866,-2334,-2150,-616,-25524,-2869,-6990,3440,-565,196,-442,-353,difficult
312329,75997,30911,10708,9993,11137,2747,3221,-308718,-54197,-16720,7959,-8719,-7034,-1715,-1491,-203667,-46151,13161,345,5032,-6044,-688,-1349,1411263,67674,32287,163093,5213,53104,63619,9985,easy
314073,85209,27420,123185,12919,10146,3308,1858,-303495,-49921,32725,-2465,15557,10472,-169,-385,-310925,-83510,-23654,-51181,-10737,-7610,-2897,-1629,-296838,-56036,-17274,165499,-50,-848,2605,-896,difficult
28516,23314,4207,9815,14533,6074,4738,3190,-22622,-16851,5707,23982,-10058,2247,-2491,598,-10375,4541,1373,1745,-8460,85,3189,1742,63819,-13581,3063,-5300,-12879,-4335,-4131,-2194,easy
386436,31961,19571,122035,7204,8730,5463,2553,-278139,-18681,-13360,-67534,-3761,-5021,-5062,-2162,-310769,-18234,-4557,-52617,5133,-6676,-4624,-2301,-382441,-15833,-12537,-96662,-1828,-5730,-4503,-1757,difficult
11865,21348,9911,14546,14184,27556,7000,7086,-6865,-15127,-2472,-4425,-3429,6955,-704,387,13340,-17472,-8170,-5759,-8859,4912,466,-2297,-8524,-14415,-6611,-6214,-7879,-12400,-2083,4140,easy
30294,78968,3767,27769,23280,14102,3605,1800,111517,74711,785,-4126,-13208,-8447,533,-460,-24889,-70072,13050,-21773,-19794,-7881,-1298,424,1076,-21116,14587,-23458,-7134,-6375,-208,855,difficult
45301,49229,17373,4893,13817,9043,5333,3355,-38206,-33067,-3930,5664,-10397,-98,-217,-2660,23489,1805,649,11953,-11787,-2811,-3920,-2189,215040,-46033,-15066,308,-8138,-4639,-2923,-1740,easy
22541,14508,8817,11035,3630,6550,2771,1487,-16798,-885,3841,5810,5807,8064,1478,-440,-16277,12669,-5141,16330,271,-1080,146,-58,68141,22547,1041,10376,4394,-2395,-136,-338,difficult
13200,9701,699,3793,3362,10878,2328,1179,-11346,211,1291,8984,-71,6062,2095,-35,68409,7795,3955,587,-888,-7662,-1388,-281,-7835,7165,14634,24803,7021,417,149,349,easy
17867,18927,9036,10974,7665,9441,2175,1775,-5922,-10590,-6791,6309,-3370,-1704,3545,-620,-15068,-9576,-3116,44448,1783,-1963,851,-998,31700,9080,-5942,6780,-2744,-3126,368,-65,difficult
142230,10537,10346,8810,4985,9221,4299,4063,-134087,-242,-7958,-4401,3947,16857,3528,5221,268122,100235,2671,17852,11061,-572,2868,6416,-75205,4127,-6368,-3485,725,15055,6191,-780,easy
43218,20675,19107,7920,23582,14425,6486,1977,-28247,24086,-7347,-2136,-15961,2217,-3802,-453,-5578,8427,6820,23603,-13803,-4961,-2307,-1251,22353,66677,-12948,6758,-12563,-9532,-4158,266,difficult
105681,53812,3246,12221,14109,10107,1901,1023,-78785,-45860,2625,-11540,-9520,-6825,-894,-749,89701,68443,23541,9781,-1353,4491,1172,1322,-39042,1176,6867,-4826,-6768,-6285,238,3181,easy
74206,20534,39179,73855,20328,6937,4023,2673,-66641,2259,-18224,277723,1446,2309,673,-421,77595,41835,-33549,-47167,-18214,-3614,-3276,-2291,-66729,16294,20213,1301,26706,15219,-2847,-622,difficult
188638,40706,43034,10295,13579,29338,9755,10952,335139,197655,-29778,31668,15564,-16816,5327,-6570,-161193,9843,-38940,-2379,192,-12536,-4266,-374,-98650,-26226,-41361,-9327,-11678,-21744,-7880,-9666,easy
18045,41106,9195,5134,4140,4697,1064,691,-14529,-18068,3070,11797,17614,9463,562,2897,-9376,-21956,-4560,11477,-1715,758,852,1194,-8402,-29260,27433,6285,7894,6018,440,1908,difficult
95009,44585,47516,188917,12116,9115,4914,2089,16987,-37584,-40232,-172977,-10972,-5821,-4632,-1733,148394,-41622,-44243,-180093,-11020,-8375,-4766,-1960,-52332,-23550,-15821,-30679,-292,-259,-3239,-1434,easy
114916,53043,118718,45029,18572,8404,1949,1538,-90817,-44229,-96589,287044,-10833,8490,164,124,-103133,63897,-98513,9390,-13426,5636,-173,-593,-98610,-32331,-72480,100841,209,16801,-461,664,difficult
53033,22877,3455,9099,10617,8189,2402,2313,46227,44567,839,-1518,-610,4822,-304,1191,-50000,-20247,-347,-6968,-7734,-5620,-1171,-1838,-36814,-19206,21429,1211,-4487,4558,198,-352,easy
27960,22045,6312,3588,3444,6602,1327,1036,-20490,-5776,36089,5240,15028,3086,2131,-439,-14649,-11391,-2543,10662,46116,15919,118,311,-23037,-8391,-3032,-1268,1437,-1930,1619,-344,difficult
219549,32848,23214,11361,4070,16002,6056,6440,-212350,-26126,-13245,-9329,1549,-2218,2433,-2972,-156163,-25090,-20462,-8697,-1564,-11465,-4853,-5759,-209554,-23093,-18921,-5338,10528,15371,-126,-3834,easy
184955,35948,14549,54688,5187,7783,3795,2616,-160075,-1296,9405,48371,12530,760,213,-8,-118094,-7482,5459,-3196,-3392,-4155,-3083,-1921,153639,59645,19344,84003,5631,1253,642,-823,difficult
704229,60968,40190,210873,16010,12460,3595,1571,-680570,-9378,-24611,168890,-9462,-3663,2374,15,-101773,81112,-17914,229329,478,4662,-1315,539,81041,14362,-37674,104993,-5179,4965,-1547,393,easy
43748,6548,4995,4187,3357,5278,2762,3762,-22406,16261,655,5744,-641,5877,6614,187,-41302,4756,-2781,599,1542,2852,3620,1069,-6131,9566,10297,15997,418,-626,516,713,difficult
13180,16830,3662,6009,7884,8642,4388,4462,62972,-450,480,-4406,-4486,-7174,-4156,-4148,-8815,-12003,-1997,-896,-4586,-7241,-4131,-4216,9211,21897,2786,197,-6028,-2173,-200,-3293,easy
131743,48244,46304,82123,16348,9703,3774,2811,21065,-29337,-39559,-34500,-13046,-1341,-2255,-2105,-121286,-37943,-42975,288247,-9616,5282,-2172,-410,-108162,-36297,-33369,48837,9816,37047,281,-1438,difficult
68722,28054,13341,62564,5650,4021,991,960,-55566,-10039,-9698,80275,15273,6627,1826,1331,-56002,6264,12346,173452,6417,7211,1672,584,464659,8440,6035,-38674,3171,7830,4546,1913,easy
52669,60048,6872,8003,6786,10615,5132,2822,-8119,-47266,-4465,-5022,-1736,-8338,-2877,-1934,48520,-24298,-1163,-6853,-2233,-8934,-4242,-2094,-43782,-53882,-616,-3217,5357,-4422,292,1129,difficult
498263,41362,16174,15831,9154,9363,4017,3917,-60078,7997,14651,-2395,-1721,6622,6288,-360,-59945,109061,4715,948,8318,18560,5294,2243,-341406,-24132,23511,1566,15925,23195,3183,3641,easy
80614,60688,3593,6544,4952,4246,4368,3423,-7630,-42078,12741,4835,-2361,-2228,-1306,-2562,36940,-39387,536,-5612,-3278,-2526,-3848,-1990,-73611,-53959,5737,-2939,-3438,-2056,-3387,-2848,difficult
23310,33958,16811,149519,29138,13522,2792,2131,-6342,-22185,-3357,3773,-25173,-2937,889,-516,515842,62898,72745,104896,-3251,7560,-19,-509,-1355,-7418,-7652,27524,-18383,1640,-860,-482,easy
40067,66389,5454,8805,17894,7460,1360,1363,54600,-34832,13090,-7423,-7754,-2851,408,1002,8989,-6797,14370,-6701,-11049,5926,380,129,-37964,-44965,7400,2038,-8015,129,1683,-24,difficult
