delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
792433,125091,50582,19099,19675,30081,21823,15952,-290928,-42354,-49648,-13672,-10117,-15227,-15105,-9612,1090217,625856,-13080,-11805,19927,87203,36952,29035,easy
124329,30419,4338,3535,2804,8729,6018,2243,32882,-21566,-3661,2128,92,-1636,-2184,157,468463,13372,6023,23847,4765,3142,3198,2094,difficult
913578,364345,49362,36546,44227,62699,33451,25712,809191,-280827,31287,10422,-25329,-45021,1049,545,-709712,-211566,-2534,-20872,-30789,-33979,-13998,-4847,easy
448366,95318,60561,43916,37984,41997,40301,23158,-317386,2648,-29744,29068,-31743,-17465,-21301,-12176,-98142,-47497,-53034,-33583,-34883,-35045,-36355,-18843,difficult
883495,193829,61925,61973,17688,44697,35760,19878,1505576,-37433,-41961,-3624,-8495,10011,-4545,-4886,851892,1493547,173954,49738,58950,66821,88355,66085,easy
1944409,295913,59221,23100,27951,63552,36704,19415,-1812096,-177626,-52397,-19326,-25215,-57759,-30627,-14889,-1488891,-262781,-29444,-3068,-19903,-37718,-8193,-12837,difficult
537918,152095,21480,28174,8168,45481,16605,9642,248206,1228,85226,-8260,3813,-1829,25570,28693,-252707,-125233,1631,-19754,-3974,-35485,-12341,-6694,easy
1001610,171932,49741,52986,21826,36384,26266,39933,-327107,158735,161273,-35363,43231,17960,29804,-7561,-825723,-104912,-40687,-29682,-16200,-22985,-20535,-35655,difficult
1476072,254328,23789,45639,25213,41130,36993,33079,-1279551,-209663,-21638,-44715,-15075,-28071,-28884,-29744,156098,-128039,46670,-40905,-2778,-7827,12483,-5879,easy
250623,77080,43113,21282,7817,14044,24278,8123,246006,-20765,-11452,20905,8360,40442,9307,14574,985179,37338,-34731,-6783,-1861,-2276,-20023,-4072,difficult
1272004,102907,38305,24550,23865,33871,39053,10413,-584333,-25508,-25156,-18031,-20454,-23039,-31780,-4767,-605576,-73424,-28759,-10307,-19741,-24380,-27309,-7362,easy
1130716,341671,196819,78812,137192,71885,63296,69054,-169493,-171555,-34090,-49708,-80976,-34598,-37058,-24091,-706939,-79562,-161076,-56814,-103075,-16635,-45660,-52497,difficult
1651944,271716,25614,40745,49370,34842,47979,29347,-1325222,-239852,-6203,-24528,-33982,-26210,-39716,-23687,-1389464,-33316,24916,-4788,-8644,10765,-16258,-5695,easy
1475768,366511,90960,41088,88713,67560,56449,49714,325921,236701,214899,84665,-41101,-26624,158379,16768,-678826,-248368,-50389,7499,-75695,21984,-34358,-24610,difficult
900261,201887,60335,19534,22585,38481,24384,21604,-172006,214499,128999,93814,46396,76995,116766,39242,-254322,-154517,-56577,816,-20464,-35036,-18861,-11921,easy
999520,507635,168454,39679,36176,76959,89659,23663,63600,-405182,-130693,-29660,-26960,-25781,-67776,3965,-810301,-501051,-165605,-30577,-32053,-67765,-87361,-20642,difficult
931703,172277,19425,25672,39502,24674,37005,28133,113793,-14038,57868,-778,-21955,18841,12861,-4127,-55295,-31244,-10125,-10719,-30841,-18673,-30409,-22383,easy
612457,162993,19068,21201,8868,10568,9955,9569,1587952,24573,-1278,5722,61844,77699,36903,34816,563438,-138283,-12644,-17670,-3959,-2115,-1265,-6243,difficult
828275,120132,48558,20508,10506,13301,36779,10210,2219420,74857,309550,171262,65096,93726,7872,86015,-246002,-70268,-44022,-11908,-8617,-6665,-28205,-7029,easy
718067,123620,37933,15361,11471,29689,16149,15081,-331549,-93534,-24508,-8043,-6314,-24948,-11160,-11387,-635921,-111618,-34191,-11209,-9895,-28253,-14429,-14744,difficult
2049528,505345,80454,145610,113867,126115,123255,45804,-1693411,-410544,75871,-52817,-17275,-29653,-14942,22633,-836694,-89360,-52865,-115901,-100366,-104827,-100995,-22750,easy
1251326,154191,53182,46267,24847,24645,51916,32583,-1146984,-78545,-46434,-33939,-15013,-19065,-37122,-25659,43535,-117380,-48381,-38265,-23274,-19032,-47498,-28760,difficult
1127545,365120,306197,86515,38704,85706,124356,53695,-842843,-193699,-272265,-80846,4892,-50223,-112315,-39552,-303863,-240963,-281731,-54345,-16327,-65745,-102489,-37473,easy
237564,243201,12454,58230,16400,30073,32651,17995,1075084,-71220,21155,-7507,17380,28076,11390,5253,1467530,100022,-9346,-42714,-6582,-4928,2566,-3963,difficult
936595,172965,46367,44952,45071,25514,39354,26709,-906693,-121857,-44349,-36006,-36410,-5990,-30959,-23093,-348743,-63461,47553,-21042,-18403,13570,249,-20267,easy
467295,81015,29848,19021,8928,30454,15831,4594,238241,88402,749,-5006,7687,942,32718,15514,2048826,7632,-23757,34279,36897,10633,37874,59846,difficult
1001287,257986,30139,169605,63333,59548,72909,32280,-890448,-211546,-27228,-165932,-60483,-53259,-52338,-24607,-439726,84161,-6402,-134168,-9579,-29950,-31381,-7900,easy
94782,81174,14923,27688,13387,16722,7796,11085,-88764,-45061,-8892,-5683,1371,-7267,3478,-6185,86321,-37315,7351,25481,-2764,2077,-2822,-6420,difficult
822852,200054,32518,61179,28978,42435,56797,21625,20778,-136812,-6301,-56491,-18667,-35609,-48741,-10056,691299,-103280,-15181,-39718,-5797,2386,-7793,-10111,easy
521988,129701,27301,24250,20701,11711,23916,14338,168598,49492,209573,-6284,-4572,33889,-1179,18152,-364895,-87184,-16974,-12996,-14594,-7657,-18459,-9840,difficult
942347,161337,42296,12984,16147,51227,60710,13827,59106,136811,-31932,29708,13964,17254,-39040,29779,-826537,-138593,-33402,-4544,-13297,-42579,-47881,-10960,easy
682632,439431,53555,36369,34428,45737,54255,32522,105092,-328454,-5093,-19928,-19949,-28098,-22783,-15238,55302,-240081,-30072,-9571,-28074,-27846,-27467,-25212,difficult
821129,373415,12150,21926,17976,27053,29716,26943,44966,62680,63504,54362,18443,103572,75241,19465,-698404,-340182,-1941,-17203,-15492,-12564,-25903,-22190,easy
1322536,109316,27077,19126,7364,30537,19119,13286,316156,83427,9494,-5493,992,-20086,-12092,-3361,-1193753,-55449,-24374,-16999,-5335,-26533,-17684,-11748,difficult
1499321,297044,258294,61843,102784,91705,109344,59525,804200,776654,278679,49868,-39023,127763,45259,12795,-545321,-68184,-231224,43662,-58351,-46571,-72540,-13132,easy
692565,71300,19760,15360,26593,17361,27317,13067,-633365,-14995,-15886,-3873,-21919,-12310,-18815,-9206,533029,63936,37234,41499,37386,19049,-10228,-5441,difficult
1213973,115474,18559,20439,17239,25706,25988,29152,107995,-33997,-12718,64395,-8422,-9534,-8247,-19659,-1007896,-72092,-9154,-14149,-9986,-18569,-16045,-24600,easy
635744,87420,41342,16644,9681,18130,32699,17031,-579927,-4501,-30292,-6866,-3969,-5746,-21349,-9381,1394512,57690,-9318,3344,-3998,19597,19782,-3096,difficult
263090,61243,14713,32892,10875,8958,5423,6388,350240,149446,-6430,-18949,-393,-3941,2991,-3468,-217016,-50142,-14530,-30956,-10162,-7595,-4394,-5601,easy
1303723,163651,320603,78736,37934,104798,45599,50441,-91048,-21601,-236058,-45338,-22757,-52170,13264,-34601,-1071795,-8115,-295043,-76657,-35754,-94139,-37756,-44488,difficult
272688,63207,21465,34166,13952,10437,6041,7250,-199744,-30503,-18633,-31218,-12333,-8488,-4814,-6132,-255845,-55200,-17223,24353,-7092,-4797,2402,-2421,easy
486106,255703,34364,14409,25186,42124,85459,26540,-354746,-228808,-24297,-10153,-21275,-37094,-79295,-22670,1655,-150723,-23007,-7903,-12822,-22099,-70376,-15622,difficult
344204,47767,19630,33311,7041,8016,5262,5385,-324295,-22239,2778,-631,1247,-1295,6291,-1264,213728,-3854,23462,-1542,-714,3523,1194,1251,easy
1061295,242111,83757,21579,26039,51534,46015,25122,48523,-6871,19797,45761,-18227,-7652,-5632,-6817,843869,67743,136879,116428,69868,3324,61494,91511,difficult
564848,123750,159419,132073,26826,34704,97803,28589,-523837,-109029,-133404,-53144,-15220,-29808,-91996,-23295,67544,-104088,-130795,-115881,-19251,-26645,-93826,-25766,easy
412712,154282,29143,11845,10352,20742,14628,11559,1033794,180891,125484,296533,22228,76344,76588,66421,224686,2424,-7484,21821,2253,-4692,21996,9270,difficult
1464038,183335,45787,22306,28035,44294,38947,34930,-1460795,-179820,-37048,-6182,-27121,-41723,-37900,-34524,-1460995,-179744,-41068,-14313,-25393,-43161,-36508,-33886,easy
1078422,986246,204406,40656,68637,131384,109594,42675,765898,-760696,53657,-980,-35217,61740,-28229,6157,-487779,-941349,-183396,-31090,-44323,-112331,-102004,-40232,difficult
820304,115449,33649,42879,26644,19439,32717,18634,-598251,-17351,9945,-30881,-10739,1963,-26353,-9469,167226,9757,35364,-12498,684,27680,-4582,-4717,easy
972061,220495,67245,54441,31074,33207,67319,27020,85385,65613,-9993,-27812,-3968,11553,-37168,-9082,-863686,-212964,-64823,-52924,-29241,-31239,-65384,-25376,difficult
1056767,136005,29559,22757,41855,27010,23843,12625,-846316,56280,-11904,6163,-33696,-6994,-9689,-410,-725034,20021,18936,11091,23699,42962,28620,11779,easy
629223,75695,26295,29150,13056,37657,14955,8712,-532457,365529,-16574,-11244,-160,-10177,21915,-1386,2072070,18652,36321,-12241,-1198,21596,24791,2200,difficult
1069799,312793,102857,51359,33743,60583,58616,22034,-408534,-221667,-89437,19942,-27734,-50196,-41065,-4609,-3531,-230063,-54445,-19304,-4647,-34831,-30657,-16091,easy
913560,224378,165275,28809,81300,54550,80212,39185,-830947,-186449,-152850,-19373,-71056,-45934,-72801,-35638,-597167,19806,-138838,16494,-47032,-29907,-51430,-29526,difficult
1114762,842737,164040,165674,61814,168707,64246,35286,-161251,-144348,-44072,51945,-9234,-50265,13594,68931,-736142,-722672,-150739,-153045,-53175,-156581,-56454,-32690,easy
1757258,320871,138572,56891,83199,77894,89244,45826,-1727445,-293256,-133466,3326,-72804,-51035,-74009,-36003,-656761,-201611,-106654,-8050,-21908,-51804,-68797,-8344,difficult
737678,307774,18751,88523,27243,47630,30441,20986,-485010,-239096,-1812,-86158,-24050,-42852,-21496,-15181,32165,-264852,40020,-55453,-19645,-1613,-10979,-6307,easy
1424761,196015,110931,62034,26468,22609,13805,36304,-315256,-174131,-90309,-52661,-22472,-17878,-9833,-34733,-1332329,-167754,-99882,-60250,-22944,-17140,-8815,-34984,difficult
