delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
183704,19954,7894,4303,2764,2174,1204,899,93404,144457,36828,27576,6589,10461,2819,9270,430104,20674,23230,-2604,535,-627,266,1742,difficult
604052,429768,53191,66146,24780,17079,17779,8496,1765263,-340371,-6625,23144,-15205,-4285,-6565,2059,-307425,426327,116128,-15456,4977,7536,-8957,-556,easy
872902,597101,96011,50977,41617,17821,10663,11483,1172872,-148531,-14485,107199,34971,13343,9947,-916,-43472,-555125,-51036,43120,-35812,-8076,-1163,-7196,difficult
2357592,619777,161455,148690,26957,49154,29851,16781,-1691865,-603699,-159797,-145648,-22218,-45851,-28171,-14698,-1818257,-610831,-156955,-145181,-22451,-44534,-27902,-16168,easy
1711618,89844,47367,63012,22004,10397,6099,4864,-1501325,-64526,-31002,-61908,-19564,-8493,-4212,-3521,-353040,-28143,3377,-37897,5287,-5549,6808,4013,difficult
945483,146735,28198,34017,8774,9611,4342,3681,-152996,-41584,-23847,-30659,2717,-4702,2798,-3033,-102587,-111103,-4114,-27807,676,-3364,460,-2357,easy
359463,95440,22370,11506,12676,7225,4106,2499,64553,-72054,-13144,-6390,-10664,-4675,-2301,-909,-42737,75788,27050,29709,4700,3700,9046,1436,difficult
1405155,498759,41037,57875,38576,26566,13743,12688,-582617,-246539,9333,-37157,-10251,-10763,11898,568,-703186,-446587,-33577,-37494,-27919,-17571,-9342,-4888,easy
871117,64320,18664,18821,10458,7225,5255,7074,-774733,-12570,-10991,-12047,-8865,-4723,-3376,-6199,228659,233514,16364,-10826,-3212,16279,-859,-2032,difficult
420516,356878,52703,72287,21145,11339,5996,8414,578675,-343852,-30609,-64194,-19410,-9240,-4223,-7325,-401024,-342089,-47377,-71226,-19680,-10062,-5576,-8191,easy
1212430,608978,38353,37798,25661,38772,18464,21739,-912925,-462591,-30002,-25917,7380,-15251,-3219,-8260,-332702,-508019,-29965,-5017,-11803,-30109,-7925,-16533,difficult
350768,671900,13638,129008,15763,11580,8212,13401,365372,-640394,101039,-98380,-6258,-722,-2666,-7860,521117,-611668,42729,-100707,-10982,3015,-1072,-9507,easy
519175,27638,14472,4314,6157,5935,2230,2377,299247,56675,-3828,12287,-109,2295,8177,-623,457193,28315,-9184,35447,1545,-2018,161,148,difficult
561003,79937,56613,33490,6573,11381,3581,3189,-409001,-47448,-43853,-26528,-3765,-7015,-1958,-2148,-150696,-53628,-32516,-23753,6564,-9429,650,-544,easy
272840,54981,10475,5491,3522,2985,4427,2295,325538,-25213,37253,65267,7178,4703,10003,2783,296924,-9219,9131,6950,2295,5911,15728,3899,difficult
355276,70263,9326,14562,10477,5471,6874,3277,-149259,98164,-726,-4742,11062,-99,2082,895,556567,12464,43474,19068,1091,4204,2722,1373,easy
774981,118108,38713,24685,12426,14037,8462,8010,-692039,-36644,-23411,-17949,-9631,-12514,-5336,-6484,1031661,30123,15967,102194,45240,57768,9409,1745,difficult
681038,149442,30043,19732,9839,11919,3915,4375,1193408,-33210,11700,-14176,3140,-4860,245,-2228,750218,367093,52308,85298,18573,21037,11596,9161,easy
1047186,89693,17664,22013,6641,5832,5728,2910,-107675,-19831,29630,-18626,3008,-2090,-1208,144,-1010192,-69407,-2882,-20073,-5262,-4485,-4417,-910,difficult
1196316,263629,78002,26203,5959,10559,5212,3028,-926149,-245221,-67959,-19705,-2955,-5752,-2915,-1995,-1084775,-185143,-69631,-17152,-3311,-9397,-2028,-2116,easy
1147613,117584,38899,12464,6884,6458,3004,3282,-244468,-13117,-9539,-2204,10000,2086,1522,-382,-299021,-57922,-29681,-4845,-1165,-1067,4189,381,difficult
852120,313753,86673,140278,56850,25600,14794,7601,-1518,-306743,-58360,-131457,-49733,-20565,-11268,-6460,-724975,-270034,-83066,-104448,-44760,-15201,-10448,-5797,easy
407321,113387,8158,14454,15183,7346,2871,2920,-271524,-97172,-139,-12374,-13752,-5976,-2197,-2311,694491,-75581,4522,-12496,-6725,-4425,312,1137,difficult
1491390,500248,68000,39337,32258,51398,29468,11796,1374489,78044,116421,23050,-9732,-19498,-11922,10214,-1315289,-359690,-55344,-24232,-20047,-46966,-25319,-7556,easy
613729,224067,33176,34229,27474,15624,6997,4157,754773,-147013,6956,-18953,-19454,-4935,399,4236,1441719,-110894,-25356,-23388,-15875,-8693,-589,3973,difficult
1554087,296207,65888,103645,28067,39397,25790,17126,-699160,-200012,-45149,-97452,-21898,-35011,-24059,-15924,-819366,-88843,-24883,-84122,-20125,-32062,-16092,-13035,easy
310900,126731,29155,5168,5647,6312,5513,3075,62364,-15810,-15029,24136,5623,8896,3073,4948,823378,23584,-25121,18291,7914,12527,-58,1555,difficult
945763,480098,62194,55087,27222,21101,6030,4920,818835,-369867,-41717,-44920,-13702,-12491,-2035,-618,119934,-422251,-31535,-45890,-22061,-10908,-3426,-3665,easy
845576,118437,78547,27755,15628,13503,7359,7853,-196029,-21031,-33966,13318,-6616,-3518,-259,375,900506,71983,-26891,-15321,12711,-4267,-3456,-1633,difficult
733963,93138,12388,29584,10690,8484,4302,3230,1220117,52733,29697,-3663,8940,-1561,-862,5562,-668554,-74884,-10667,-25577,-7248,-7189,-3315,-1474,easy
499391,52510,21506,16584,6896,10311,7463,3187,88459,-10566,24951,31041,-37,-5843,844,-1081,227988,12585,14840,22623,-228,1672,-2794,743,difficult
825982,178706,21875,29402,18888,10890,9118,6671,-737047,-154612,-15448,-23019,-17094,-7111,-7307,-5611,1183112,412142,50577,88539,19155,43944,28060,11264,easy
1222918,160675,54334,29905,18021,15895,9681,7463,-246631,-124657,-49058,-24683,-15422,-13380,-8437,-6483,-1100537,-132593,-48090,-22936,-17459,-13685,-7864,-6007,difficult
692957,105794,97074,30557,35389,19385,9721,5058,1072364,-60516,-19931,-2714,-17310,-11450,3658,6444,-572268,-71860,-75039,-28152,-32666,-17712,-7081,-4344,easy
236328,61711,16609,6629,4975,3510,2087,1202,-81898,-48678,2026,1118,-1631,-669,-1542,-791,-207654,-39240,-10740,-4742,-4162,-2433,-1062,-304,difficult
1012655,266564,60135,53130,17839,14672,7888,5356,-528829,-135249,-39953,-13666,2345,-9163,-3281,-1088,-933172,-239064,-45171,-44620,-5963,-11872,-5790,-3678,easy
1188215,654471,99027,61253,54822,36636,27133,17982,-65679,-464512,-77592,-43071,-48367,-27754,-21663,-14337,216186,-483675,-27899,-55312,-49242,-31805,-19888,-12316,difficult
525525,151417,16050,46921,7776,6838,3280,1732,503522,-105270,2065,-36589,89,10233,-1228,1248,1563980,-29563,53362,-26943,2812,243,3741,6092,easy
1079335,113279,25635,42591,13440,13523,9207,3542,-392507,-82151,-20734,-40409,-10006,-9849,-8025,-2761,-699528,12772,6481,-31887,-7931,1823,-5959,441,difficult
860010,134282,26990,25872,30954,12120,5178,5676,180321,206157,-9898,-5515,8057,3354,7334,9557,180321,206157,-9898,-5515,8057,3354,7334,9557,easy
826695,168962,26241,64292,14437,12494,5178,3628,667016,246626,65749,52391,7596,25430,6107,3833,1015284,-45800,-4208,-57036,-2083,-9063,3820,-1929,difficult
667669,198193,47355,60434,35211,12272,9302,14731,664368,-61369,-12011,-1472,16783,5456,11906,-7740,-417101,-185584,-45874,-40222,-26189,-2633,-7702,-9861,easy
867275,96009,43466,37549,11939,8761,8479,5792,-565838,-65456,-35116,-34219,-10568,-7403,-7735,-5456,-361789,270437,33803,3188,16764,9129,16439,1647,difficult
431074,60695,34560,14727,16020,9612,5929,5597,-292836,-15515,-21641,-2177,-12034,-1884,-4666,-2095,-324953,-29246,-26812,-6142,-8560,423,-2031,-2314,easy
397841,46601,10515,5405,4314,3551,2123,1288,711622,-686,-5673,-4107,-2335,-2372,-742,-493,107923,110323,51106,29972,2528,6257,2270,108,difficult
694483,86330,19062,31830,15590,8617,4094,3128,38766,237680,18716,-22828,-11031,-4023,597,313,-479605,-73663,-7758,-28098,-13790,-7416,-3102,-2132,easy
526302,126564,30433,24470,16083,6993,3231,3064,275823,92625,-15893,-14721,-8179,1271,-719,-92,-107110,297215,-9581,-14240,-4576,4212,-430,-1111,difficult
679829,316648,27739,39006,14221,18066,3351,3743,-328012,-291301,-25254,-31761,-10255,-16317,-1343,-2649,15503,-267676,-14759,-16301,-9983,-13494,-1421,-3060,easy
372825,360445,67807,47877,10863,14804,7801,4855,1193784,-108506,-25578,-17950,32830,7299,8863,831,275294,-250322,-39026,-15044,-8453,-6418,-5246,-2691,difficult
1015342,213073,20330,25058,19149,14057,5234,4730,-498455,-179571,10799,-12111,-4453,-8976,-3447,-3453,-319202,-169266,-5273,-18536,-11042,-8895,-504,-2393,easy
806795,214813,119451,62590,31554,18746,10704,8935,-484522,-178346,-110505,-45046,-28080,-17024,-8925,-8212,543448,-170378,-98141,-42352,-25115,-10370,-3591,-4306,difficult
432827,68139,16475,47493,5471,5400,4919,2352,445698,-44412,3093,-35786,-2987,-625,-3009,126,-115081,-11845,8394,-34599,-2511,-3321,-4056,-101,easy
279315,210686,33275,19348,11246,7614,3658,3306,323943,-111195,-27877,-10304,8371,-2179,1076,4159,1653891,-72042,-21604,6572,-6766,4705,524,-788,difficult
400483,79185,22515,21238,3328,5581,3364,1525,-77249,-61138,-16903,-14592,-359,-3634,-2754,-489,-164894,156228,12304,-12615,445,-1336,-948,170,easy
689872,153348,46144,27956,14259,6763,5701,2220,-647896,-101428,-40634,-24360,-8606,-5256,-4824,-1621,-437776,-99099,-42703,-21385,-9359,-5622,-3872,-925,difficult
689780,476840,37551,53208,12386,15359,14806,5484,-445255,-465776,-26721,-42348,-7343,-14076,-13229,-4611,310705,-318269,21353,-40324,-1594,4383,-10113,-2555,easy
102000,139499,35838,13090,6435,3204,3079,1629,298327,-24885,-27191,-1024,-471,4129,103,857,583046,-88971,-9142,5415,1148,3364,-748,-58,difficult
