delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
936595,172965,46367,44952,45071,25514,39354,26709,-906693,-121857,-44349,-36006,-36410,-5990,-30959,-23093,-348743,-63461,47553,-21042,-18403,13570,249,-20267,469352,-109242,-26703,-19142,-34076,-5679,-29090,-13921,-405502,137217,30589,48803,6799,25135,-4876,-12283,223162,756496,206308,82477,57073,142181,72776,21553,easy
467295,81015,29848,19021,8928,30454,15831,4594,238241,88402,749,-5006,7687,942,32718,15514,2048826,7632,-23757,34279,36897,10633,37874,59846,-332763,-66960,-23052,-14695,-5419,-25082,-13711,-2706,142399,-34729,-11735,-14173,-2111,-15184,1294,6353,-413883,-51701,-18808,-17393,-2184,-26107,-11867,-1198,difficult
1001287,257986,30139,169605,63333,59548,72909,32280,-890448,-211546,-27228,-165932,-60483,-53259,-52338,-24607,-439726,84161,-6402,-134168,-9579,-29950,-31381,-7900,-437493,-122395,-8062,-133286,-26034,-2369,-23489,-22631,-716889,-179645,-25883,-163447,-61900,-49242,-64577,-28122,-534096,-76170,-20499,-144307,-60019,-38578,-58964,-21584,easy
94782,81174,14923,27688,13387,16722,7796,11085,-88764,-45061,-8892,-5683,1371,-7267,3478,-6185,86321,-37315,7351,25481,-2764,2077,-2822,-6420,176111,-62351,-9172,-13807,-8069,-12108,-6389,-7921,189946,-48289,27775,-7657,6548,-9476,7166,-5286,-68109,-63553,-8460,-17938,-6916,-13071,-5110,-9326,difficult
822852,200054,32518,61179,28978,42435,56797,21625,20778,-136812,-6301,-56491,-18667,-35609,-48741,-10056,691299,-103280,-15181,-39718,-5797,2386,-7793,-10111,-384802,573438,-17681,-43997,-15312,-624,-31492,-3393,-677594,-140884,-31067,-46506,-14309,-34627,-46040,-14374,-694598,-115209,19110,-58855,-24870,-38722,-50843,-15572,easy
521988,129701,27301,24250,20701,11711,23916,14338,168598,49492,209573,-6284,-4572,33889,-1179,18152,-364895,-87184,-16974,-12996,-14594,-7657,-18459,-9840,-150488,-79826,-11741,-19851,-13724,1098,-10019,-6385,-413473,-49498,-11661,-19852,-14916,19123,-10837,-10644,373834,-72785,-22404,-7531,-17691,25879,15764,-7399,difficult
942347,161337,42296,12984,16147,51227,60710,13827,59106,136811,-31932,29708,13964,17254,-39040,29779,-826537,-138593,-33402,-4544,-13297,-42579,-47881,-10960,558712,851112,62038,115050,-4447,60623,20409,43191,169295,85678,52641,27387,-4147,-5804,-38747,8626,-137122,-52673,-26248,-11170,-10716,-43163,-57366,-8771,easy
682632,439431,53555,36369,34428,45737,54255,32522,105092,-328454,-5093,-19928,-19949,-28098,-22783,-15238,55302,-240081,-30072,-9571,-28074,-27846,-27467,-25212,1083108,-176822,236017,28864,116175,18024,86078,2771,1235877,-219244,28356,-13068,-6341,-1241,-42991,-27046,574320,-290049,-10704,-13994,-21890,-22961,-28727,-19645,difficult
821129,373415,12150,21926,17976,27053,29716,26943,44966,62680,63504,54362,18443,103572,75241,19465,-698404,-340182,-1941,-17203,-15492,-12564,-25903,-22190,207513,-326925,41881,-16323,-7826,-4694,-6600,-17728,-49563,-294735,5055,-11935,-14546,-16570,-20362,-18381,-250280,-180349,10498,35150,-14746,-6017,-16592,-18344,easy
1322536,109316,27077,19126,7364,30537,19119,13286,316156,83427,9494,-5493,992,-20086,-12092,-3361,-1193753,-55449,-24374,-16999,-5335,-26533,-17684,-11748,-1189188,-94225,-19601,-13931,-1849,-22840,-12808,-5652,-914216,-7088,-22639,-5130,-3963,-21103,-8387,-2133,-1272053,-21032,-22483,-1466,47477,-16998,5019,1773,difficult
1499321,297044,258294,61843,102784,91705,109344,59525,804200,776654,278679,49868,-39023,127763,45259,12795,-545321,-68184,-231224,43662,-58351,-46571,-72540,-13132,-1290654,-268481,-255377,-55916,-98426,-80894,-104000,-54802,-971753,-255184,-238886,-48528,-92129,-80315,-89222,-54877,-270159,-3723,-220372,-32250,-83503,-32333,-67957,-38755,easy
692565,71300,19760,15360,26593,17361,27317,13067,-633365,-14995,-15886,-3873,-21919,-12310,-18815,-9206,533029,63936,37234,41499,37386,19049,-10228,-5441,1655503,437994,38010,14482,88405,69372,247,55426,220025,236162,-2562,26627,-3026,3193,14741,4441,-567130,417574,20020,58782,10458,3769,5653,295,difficult
1213973,115474,18559,20439,17239,25706,25988,29152,107995,-33997,-12718,64395,-8422,-9534,-8247,-19659,-1007896,-72092,-9154,-14149,-9986,-18569,-16045,-24600,316004,975684,-2301,101754,41001,10650,110767,24774,-1094661,-91725,-15843,-18576,8065,-20237,-10837,-23030,-1160335,-46960,-9220,-13831,-15229,-21061,-18900,-26596,easy
635744,87420,41342,16644,9681,18130,32699,17031,-579927,-4501,-30292,-6866,-3969,-5746,-21349,-9381,1394512,57690,-9318,3344,-3998,19597,19782,-3096,-22245,88769,-35551,44779,18810,33681,-15844,3424,1214077,61853,-13336,93034,-1358,56628,10971,-5362,-438067,344,-22131,11204,14667,2087,-23357,-11605,difficult
263090,61243,14713,32892,10875,8958,5423,6388,350240,149446,-6430,-18949,-393,-3941,2991,-3468,-217016,-50142,-14530,-30956,-10162,-7595,-4394,-5601,-254774,-38766,-11049,-28943,-5148,6694,9070,2824,685844,258967,-6182,-19253,16101,7370,7665,961,-70638,-36065,-11988,-30415,-4846,-6182,-3903,-4473,easy
1303723,163651,320603,78736,37934,104798,45599,50441,-91048,-21601,-236058,-45338,-22757,-52170,13264,-34601,-1071795,-8115,-295043,-76657,-35754,-94139,-37756,-44488,2217971,-99929,-255139,-51944,5914,-82276,-36261,-24251,-561982,-87039,-311300,-67309,-33564,-95343,-39523,-45773,-1070344,-52146,-198398,-51176,16829,-39371,-6141,-36654,difficult
272688,63207,21465,34166,13952,10437,6041,7250,-199744,-30503,-18633,-31218,-12333,-8488,-4814,-6132,-255845,-55200,-17223,24353,-7092,-4797,2402,-2421,484129,-5359,4001,-16869,118,7148,-552,-1008,-110724,-13773,5552,-22182,-3926,10867,37022,27578,789060,47422,-17909,-13131,3143,17580,5751,7915,easy
486106,255703,34364,14409,25186,42124,85459,26540,-354746,-228808,-24297,-10153,-21275,-37094,-79295,-22670,1655,-150723,-23007,-7903,-12822,-22099,-70376,-15622,882874,45522,-3227,63204,28288,91872,-9787,16547,146125,-190991,-12583,25873,-1126,-15196,-69561,-16544,2474138,184285,170738,-4082,11421,2339,-62508,-13889,difficult
344204,47767,19630,33311,7041,8016,5262,5385,-324295,-22239,2778,-631,1247,-1295,6291,-1264,213728,-3854,23462,-1542,-714,3523,1194,1251,-265544,-42948,-18562,-26206,-4860,-2606,961,-3274,-310427,-27962,-16989,-31036,-4306,-6939,-4803,-4924,-281211,-37628,-19227,-32835,-5903,-7158,-4556,-4783,easy
1061295,242111,83757,21579,26039,51534,46015,25122,48523,-6871,19797,45761,-18227,-7652,-5632,-6817,843869,67743,136879,116428,69868,3324,61494,91511,511430,-89224,-65782,15251,-12489,-18657,-15499,-16312,-418699,-91057,-58277,-6414,-8877,-19963,-32455,-13815,-20212,368289,-64667,-13674,-6012,9879,-20124,-9789,difficult
564848,123750,159419,132073,26826,34704,97803,28589,-523837,-109029,-133404,-53144,-15220,-29808,-91996,-23295,67544,-104088,-130795,-115881,-19251,-26645,-93826,-25766,-550832,-121825,-156212,-129134,-25336,-32480,-96050,-27088,-206608,-79605,-148452,-128010,-21633,-31572,-96970,-27657,-526963,-62393,-152358,-126979,-22527,-32107,-95947,-27019,easy
412712,154282,29143,11845,10352,20742,14628,11559,1033794,180891,125484,296533,22228,76344,76588,66421,224686,2424,-7484,21821,2253,-4692,21996,9270,-238572,-127954,-24534,-4470,-8634,-16300,-9981,-8418,832908,459774,428540,44096,132791,33048,142802,78585,-146028,-99566,17061,1065,-4281,-4495,2763,1567,difficult
1464038,183335,45787,22306,28035,44294,38947,34930,-1460795,-179820,-37048,-6182,-27121,-41723,-37900,-34524,-1460995,-179744,-41068,-14313,-25393,-43161,-36508,-33886,-1163842,31511,44118,21796,-3855,5932,18266,-15810,-1382574,-159544,-42447,-20009,-24548,-40496,-37314,-34281,-364708,549764,239342,61607,8530,129806,131715,27474,easy
1078422,986246,204406,40656,68637,131384,109594,42675,765898,-760696,53657,-980,-35217,61740,-28229,6157,-487779,-941349,-183396,-31090,-44323,-112331,-102004,-40232,206307,-833524,-116475,-18970,-57799,-111395,-90492,-34342,-162907,-953279,-200587,-33082,-64027,-122801,-105449,-38628,-1004088,-981467,-202162,-40173,-68008,-130110,-107726,-41776,difficult
820304,115449,33649,42879,26644,19439,32717,18634,-598251,-17351,9945,-30881,-10739,1963,-26353,-9469,167226,9757,35364,-12498,684,27680,-4582,-4717,-661922,-67318,-30336,-37593,-21792,-13542,-26982,-16674,1447657,174805,204243,61354,94029,233684,45881,93082,661575,1112777,181302,54505,37483,102020,58655,36989,easy
972061,220495,67245,54441,31074,33207,67319,27020,85385,65613,-9993,-27812,-3968,11553,-37168,-9082,-863686,-212964,-64823,-52924,-29241,-31239,-65384,-25376,-248196,-82502,-50648,-49616,-24959,-12657,-49515,-18218,1559093,416236,106708,12055,66867,59733,-7188,20998,-451546,-60117,91450,-36145,-8946,23229,-50022,-15758,difficult
1056767,136005,29559,22757,41855,27010,23843,12625,-846316,56280,-11904,6163,-33696,-6994,-9689,-410,-725034,20021,18936,11091,23699,42962,28620,11779,-1033372,-119550,-27552,-15300,-40227,-24945,-20948,-10365,1730819,1098966,219498,182548,74380,79552,145504,57203,283702,271672,61871,16852,-36447,12492,-13462,210,easy
629223,75695,26295,29150,13056,37657,14955,8712,-532457,365529,-16574,-11244,-160,-10177,21915,-1386,2072070,18652,36321,-12241,-1198,21596,24791,2200,893666,15858,-5508,-7564,-7112,-22544,5919,6500,-164499,92194,5403,-13368,-1784,-16123,7988,-4468,1533248,61992,117534,61251,74036,109035,72196,121399,difficult
1069799,312793,102857,51359,33743,60583,58616,22034,-408534,-221667,-89437,19942,-27734,-50196,-41065,-4609,-3531,-230063,-54445,-19304,-4647,-34831,-30657,-16091,-530823,188110,-85934,-976,-11491,-36658,-31879,-10759,1240658,35791,-67851,-5902,-16108,-26893,-35440,3497,-923397,-100303,-80037,-1741,20270,-27613,28597,8417,easy
913560,224378,165275,28809,81300,54550,80212,39185,-830947,-186449,-152850,-19373,-71056,-45934,-72801,-35638,-597167,19806,-138838,16494,-47032,-29907,-51430,-29526,16484,-86338,-150359,43131,-58646,-17849,-45002,-21044,-223549,240092,-95615,-4111,-44575,36728,14620,-25763,205192,115887,21155,32593,-50122,-13616,482,-1223,difficult
1114762,842737,164040,165674,61814,168707,64246,35286,-161251,-144348,-44072,51945,-9234,-50265,13594,68931,-736142,-722672,-150739,-153045,-53175,-156581,-56454,-32690,21662,-361688,-131711,-141645,-16190,-133580,-33532,-13656,87102,-579665,-83034,-96048,-41543,-132033,-13189,-8724,-912179,-814922,-147620,-164852,-57159,-160406,-53293,-25842,easy
1757258,320871,138572,56891,83199,77894,89244,45826,-1727445,-293256,-133466,3326,-72804,-51035,-74009,-36003,-656761,-201611,-106654,-8050,-21908,-51804,-68797,-8344,-1650688,-307092,-125077,-52510,-79291,-61277,-82952,-37914,790741,523883,-65483,-5922,-53275,-22578,82800,-7095,-393909,-149488,-58774,-41901,-43837,-43356,-61249,-33721,difficult
737678,307774,18751,88523,27243,47630,30441,20986,-485010,-239096,-1812,-86158,-24050,-42852,-21496,-15181,32165,-264852,40020,-55453,-19645,-1613,-10979,-6307,771833,334434,40496,-39061,2293,32298,44459,26546,-488939,-278422,-6678,-84030,-19464,-40504,-21899,-14247,-97177,-290117,1035,-67714,-18899,-31168,-16152,-14082,easy
1424761,196015,110931,62034,26468,22609,13805,36304,-315256,-174131,-90309,-52661,-22472,-17878,-9833,-34733,-1332329,-167754,-99882,-60250,-22944,-17140,-8815,-34984,-1383971,-173600,-107405,-60129,-23628,-19296,-11852,-35206,-1252968,-126746,-73589,-40095,-18921,-18756,-12091,-34994,115597,-113388,-90691,-49758,-17883,-3540,-1177,-31634,difficult
