delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
267811,44666,5140,5841,3844,2944,1996,858,-14269,-38503,-3449,-4438,-1566,-1552,16,-14,-247679,-38248,2413,12291,19788,4986,5714,5641,easy
285504,154151,20837,6977,7651,6716,2783,2558,-201604,-123203,-15938,-5661,-5104,-3769,-2234,-1647,-239445,-141361,-20406,-4603,-7199,-5633,-2624,-2272,difficult
113497,50917,16468,4028,8960,3110,1777,845,201133,108388,37620,19157,19436,34787,11934,1312,1556,-41947,-13793,-1224,-3426,4531,299,719,easy
49870,18830,3433,2787,2630,8427,3584,1048,-47687,-15414,-2448,-742,-674,-3727,-3009,-101,104244,16359,9705,104,-160,-4568,-1238,50,difficult
54039,47792,9729,20895,13515,30386,13486,4676,541436,19152,-2362,-12138,-7137,-25005,-6074,-2309,22602,-44860,-7435,-17483,-12042,-28572,-9563,-3983,easy
243716,98594,19953,6225,8676,6225,7002,4094,-221545,-90737,-17166,17677,-5453,742,-4240,-1190,-145188,-29954,8729,11169,6860,-1948,-2611,-1443,difficult
266277,41842,17736,11352,11239,8612,7061,4603,227322,78664,6652,-703,91424,12120,15560,19487,-122456,-38793,-17150,-10544,-7943,-7154,-6211,-3955,easy
644204,59743,9990,6699,29277,9608,7658,3783,-579247,-49181,-9031,-3464,-23832,-7597,-5871,-2493,-437201,-26231,-8671,-912,-27034,-5183,-6648,-3024,difficult
105648,56985,31250,7140,7146,7153,4993,3667,594337,-18888,-21461,2049,39349,-2332,5518,2709,178938,-16971,-27641,-6456,2214,-5012,-4103,-2513,easy
761154,76153,15700,18243,10187,8749,3618,2246,-751747,-68564,-13684,-9908,-5003,1700,673,745,-613363,10056,-7774,-13477,-8009,-5888,-464,-979,difficult
740687,50887,5602,8569,9308,6516,3501,2766,-163752,2569,-512,-1290,35,2227,-1343,-2045,-605618,64993,31014,-230,7694,291,2467,831,easy
65776,25919,15339,14534,6388,7063,5009,2681,-1279,-15673,-13630,-13738,-4337,-5650,-4298,-2281,1529134,35583,24021,-7017,36208,16512,2255,6076,difficult
484699,127127,20494,9005,12405,7821,4548,3703,683435,-91561,-17007,22476,-6925,4669,3211,4976,712373,3768,2545,3948,32041,50912,9778,6608,easy
44669,9883,7222,7059,5853,11605,7011,2897,-21288,-1409,-6457,-6447,-4390,-8679,-5083,-2122,-37496,2399,-2456,-2914,17012,-2061,5123,4057,difficult
