delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
302794,9911,9906,5259,6142,4533,1359,1389,-814,33535,-5822,-383,-1786,848,-465,-117,-294950,4150,-9369,18396,-1527,3162,384,259,-286809,-1357,-6931,15190,-3988,2260,984,276,easy
727194,36662,26261,8219,6201,9849,4736,2514,-724309,-27549,-20392,7810,2166,1723,566,3620,-724138,-31415,-16087,9002,1583,5161,1048,905,-723528,-33908,-24577,133,11031,14592,4408,4525,difficult
581804,79449,16419,11383,6134,5879,4582,3576,-564837,-43640,1202,3200,28997,1975,2470,1966,-570508,-63263,-5103,6335,16346,8500,4189,2643,-487077,-69128,-13041,-10042,-2130,-3450,-3074,-2898,easy
297376,50767,12679,3991,5989,3942,4673,2900,212012,39068,-5193,253,9059,2613,1509,4347,-22896,-21522,3484,-2589,1096,7291,1310,9367,-288846,-21536,-9929,13375,8083,9767,1691,562,difficult
598891,209133,50248,14159,13714,12870,7336,5193,853066,625885,-14228,39966,15666,2927,22814,2793,-112103,-95618,-25203,-1708,-11117,-8491,-1917,-1376,-417102,-190828,-45438,-8536,-13086,-11956,-6749,-4784,easy
777876,389160,25364,22427,20216,16774,10733,5923,-305257,-355743,-18821,-15510,-15400,-9034,-6769,-4006,-707535,-340169,-12507,-4403,67134,6406,35351,4078,219325,456673,54654,1757,68134,102892,39946,4534,difficult
344724,213520,4604,13087,10084,15323,10074,16785,-273132,-193995,6070,-10516,-7728,-9969,-9003,-15403,-332838,-199505,6637,-3711,-1374,-7437,-6407,-12693,-327844,-197010,7683,-2339,-6526,-9553,-6493,-13095,easy
92781,43357,9197,8746,8807,7276,7733,5531,-10319,-26925,-8896,-8373,-8386,-5546,-5275,-4595,-86823,-30221,-3637,2174,-874,7340,-3303,944,-90454,-31925,7012,-888,-1080,24692,-1181,5149,difficult
21133,19514,6483,6243,3373,6229,2612,2831,-16467,-16323,6511,8784,1094,5629,1728,-107,-14340,-6838,-4119,-1853,-116,-1590,327,-998,509202,23056,-573,-2941,457,5087,786,-1014,easy
547985,398981,77428,29192,17277,23017,14433,10169,1122375,-241037,-51354,-16601,-11909,-13673,-7731,-6146,-331167,-392060,-76422,-28184,-14997,-21151,-13280,-9637,-301411,-368252,-60860,-9205,-14189,-14388,-5286,-6873,difficult
104346,22520,5791,14676,6796,3714,1647,2289,-94821,-6950,-2760,12194,-568,5234,4181,1621,-101700,-10893,-1291,-11875,4694,11383,12797,6163,-56653,-5287,-3721,-13452,-4464,-1758,-1197,-2157,easy
225097,78087,6344,7346,3984,4679,5190,2641,-28788,-72342,-4369,-3462,-284,-1293,-1231,-1483,399766,524514,19105,44644,61999,32381,39625,31577,-155660,-54282,-3898,-3128,-793,6648,-3793,-1669,difficult
446528,78739,11196,10572,16776,9540,8033,5018,873162,81109,124208,11250,58721,41727,683,-1826,-196327,-23841,55045,11525,-6230,9781,3623,-75,723859,185340,61780,31464,5630,23432,1044,5350,easy
449717,82578,27967,24552,15303,15159,6467,4915,-103993,-30969,-7132,5414,-8478,-7638,-448,-2455,-422152,-62336,-19998,-9318,-3699,1478,716,1948,693461,-30080,-10383,17273,689,5041,4924,-3870,difficult
159406,14232,7885,5113,5713,7109,4777,4659,-156023,-4107,-173,2301,468,-831,-3243,-3352,-154215,-6128,-3079,21407,-939,444,-3234,-2149,-151808,-11698,-7119,-2797,-3640,-5497,-3962,-3480,easy
161938,76765,39584,7749,26367,13155,7347,2416,-155585,-71386,-35775,-4339,-24157,-7304,-6460,295,-156983,-58163,-35660,3842,-22490,-8391,-4846,-482,-157646,-69090,-33716,-4792,-22974,-6450,-4604,-614,difficult
901335,123708,20452,28614,26935,12984,7368,6060,-626660,-85875,-4161,-26448,-24765,-11541,-5957,-5321,-715105,-78225,-13835,-26237,-24685,-11165,-6675,-5762,-777077,-88615,-6414,-20331,-20507,-10930,-3917,-5635,easy
268639,131679,17943,20000,13314,11503,3971,4243,-266648,-128256,-17427,-13535,-12348,-8609,-775,-2979,-266182,-123150,-9542,-4963,-9007,-6252,474,4147,-266182,-123150,-9542,-4963,-9007,-6252,474,4147,difficult
448610,38692,5010,3445,3620,3442,2189,1378,347596,145745,47689,22832,17143,19888,13820,7018,-197252,50854,37561,16835,1465,31443,14180,6695,-293259,-21998,-4091,-1569,-2351,-1728,-1240,-719,easy
253484,79815,14668,21481,16475,21768,8305,6367,26227,-36800,-4958,-17718,-3089,-9739,800,2098,-205028,-64001,-13434,-19821,-13560,-19014,-5586,-5431,-242963,-53792,-4174,-9128,-11629,-14420,-5709,4116,difficult
535024,133996,61860,9571,23737,13678,8066,7234,-532973,-132771,-59366,-4276,-20080,-9990,-6255,-6423,-534541,-119877,-59904,-4725,-16008,1225,-1536,-3636,-529575,-121922,-58872,-2158,-15651,2232,-2938,-1901,easy
242742,113509,11501,36475,5601,4456,6533,1782,-231372,-107643,-8870,-27466,5267,3828,613,4188,-211752,-104875,-9478,-29940,-2197,8335,-1310,2070,-217438,-87809,-4403,-23370,5469,29508,-2061,2465,difficult
421134,90973,54656,44417,17212,17867,14062,10617,-411273,-63091,-49032,-13114,-14340,-14475,-10590,-8095,-418018,-79577,-46741,-33251,-11605,-11606,-10166,-7261,-333000,-67453,-46742,-41838,-12567,-12134,-11339,-9401,easy
56565,12056,5622,7681,5649,4417,1898,2062,-45602,3719,5858,-88,1199,8985,1931,5732,-50002,-6087,1348,2977,-239,5709,2558,3719,-46885,-5297,-3131,-1404,-1256,5454,70,3593,difficult
1421178,267046,61440,23631,24860,7134,7710,5893,-800984,174529,-41690,-8965,-9445,4064,-2998,-2895,-1278327,-246409,-54745,-18749,-22230,-3474,-6660,-5075,-1248277,-241656,-52458,-14738,-21928,-4186,-6196,-5445,easy
33606,14111,9617,13855,6399,4683,2551,1574,-27224,-8235,-6240,-3322,-2934,8358,13049,-488,-21320,-9896,-7908,-10309,1261,2949,2584,2330,-22545,1467,-5772,-9354,3469,1889,648,584,difficult
87383,79184,36556,25188,11276,8091,3661,3084,-32906,-55592,-34547,-11021,-8121,-3287,388,-1898,330370,-7067,77473,-16265,2473,-1668,-361,-1214,1639156,26293,11406,-10200,-1093,1072,1282,-1315,easy
179158,80680,19826,11666,5320,12337,4170,2987,-157531,-73388,-14504,-7277,-3163,-10256,-3475,-1734,38044,-41019,5209,3890,-2429,-3466,523,45,-156878,-70628,-16806,-8914,-3025,-10298,-3423,-2506,difficult
1342023,191155,51156,30188,10634,13793,8313,3305,-713433,-106548,-37836,-22366,-6575,-6870,-6554,683,253506,-130286,-25400,12031,-1064,-5871,-258,1950,-354428,-54525,-28536,-14769,-3707,-5036,-1283,-995,easy
159153,16275,12621,13833,5565,9187,4013,3113,-23510,37820,-11635,-13001,-3055,-7009,-3110,-2281,-156278,-4236,-6492,-647,6054,-4347,-982,-156,314457,-1466,-10712,-7203,95,5943,-67,5127,difficult
713500,283158,40487,17674,11905,10248,12287,7007,246457,-254893,-30958,-14566,-6443,-6066,-10904,-2392,1617669,643974,25782,28791,39064,4404,364,-2030,-654736,-275581,-31815,-16960,-10260,-8535,-11651,-6511,easy
159522,27473,11226,5675,5420,9294,5084,2712,311817,9008,-9355,5320,695,999,8,61,-55572,-4034,-7950,-2330,-4890,-7864,-4222,-2091,288503,42323,-9775,11041,1900,-1950,2710,1015,difficult
1037241,463178,60842,22404,105958,53800,42404,57724,-984650,-451469,-56261,-21206,-97323,-50861,-36723,-53194,-1018320,-454421,-54997,-13743,-99767,-38538,-36705,-55199,-927491,-452523,-56326,-20502,-104948,-51948,-41029,-55814,easy
109919,32219,22371,14635,11078,6999,3288,2886,-99256,-23831,-14344,2567,-4891,132,6107,210,-36638,16094,-20106,-11298,-8931,-3344,-681,-2157,-96033,-10170,-21925,-11431,-6447,-1696,1270,-1064,difficult
41238,26904,7669,12577,10949,7279,2920,4997,-18135,-15269,7975,-11526,-4678,-750,4154,-3181,63740,-4277,-5310,-9857,-7746,-4948,-2159,-3939,-9710,-12828,-1577,-9691,-7708,-4488,-1664,-4379,easy
7243,11789,13877,9046,11138,7538,5765,3818,-69,-424,-11349,-3078,-6327,-3184,-2815,-1722,23973,3164,-10918,1834,-6173,-442,-3815,242,1738,-4835,-8846,-1567,-3003,-2531,1020,-1951,difficult
106116,76451,5442,3833,4467,3071,3498,880,-100054,-52214,949,4126,-1924,9724,-1915,7276,175960,339950,17811,6225,17486,30798,1048,3768,288073,-23327,583,-449,3740,-330,1109,-364,easy
19203,9844,6489,6198,6740,8332,6350,3877,-16181,-3999,2907,-1522,-2046,7668,5231,1458,-10963,-1790,4270,-4061,-2639,2894,-1919,1244,299230,5337,-4751,8476,-239,17881,3172,6510,difficult
12338,22632,17725,6818,8393,5865,3577,3530,1873,-13406,3234,2617,-1348,-3358,823,-523,22068,13109,-12000,3990,-3715,1817,-172,-524,-7864,-16008,-13830,1415,-6226,3202,-115,-2510,easy
320807,48167,23695,8047,7240,11497,4668,2398,-314137,-26753,-2014,10023,-3786,2886,1183,2237,-319058,-28569,-19742,-3585,-4073,6489,-1484,862,-274095,-28618,-19007,-4034,1593,-3161,-1681,297,difficult
449327,69757,47604,35651,7614,8267,2390,2068,-224857,-35099,-44042,-31460,-6205,-6073,1042,-1290,268754,-42162,383,4072,5121,-1282,1772,-142,175135,-7631,-19667,-30887,-4662,-4304,-480,-553,easy
277178,26237,7897,9890,6431,5492,2557,1506,-272194,-18298,-156,-2889,962,4785,-380,1172,-266981,-24093,-5770,1704,5589,4573,1480,1142,-266903,-20597,-3782,-2910,-3775,-2203,-1926,-261,difficult
1436373,167532,91871,59582,37500,17042,8817,6003,108127,923115,249012,30378,62211,9991,7635,334,-934662,-91761,-78513,-22428,12831,-6092,-5293,-4249,-1357206,-79114,-75215,-50181,-35489,-15243,-7906,-5465,easy
333129,205228,23318,16220,10587,12488,12984,6091,-329602,-201786,-13740,-14005,-4477,-7423,-8791,-3975,-320820,-201268,-21879,-4664,-7908,-5395,-11275,-3304,-322360,-201144,-21424,-4382,-6749,-3091,-7458,-2918,difficult
39556,20743,5754,5135,5587,6428,6493,3188,-35631,-9010,-2072,9583,-361,866,-2312,-1764,-35596,-13791,240,-2591,2812,2645,-1591,-1419,16459,-5016,5389,7089,-3151,-4104,-5597,-1720,easy
210732,40354,12275,17491,6393,12713,10139,3598,1484300,205410,895,-7492,47688,10607,16605,11991,495221,126044,24194,-11344,987,-632,-5948,1922,-191340,-36943,-1243,-12290,1844,-5341,-7733,451,difficult
540724,82178,25600,16440,17191,11491,9604,4786,-467446,-50952,-22486,-11258,-15750,-9430,-7885,-4273,-192969,98601,-2221,-8361,-7497,-1189,-5440,-431,-522733,-76065,-23479,-16135,-17000,-11230,-9451,-4506,easy
68180,51216,13284,13437,5912,6502,4634,2251,-46652,-19230,-6178,-4580,3375,-1532,-1135,4442,38627,68180,175183,339173,113455,139286,173110,242291,1063919,-5236,-7582,285,436,-3049,746,6160,difficult
39794,8717,11026,6845,6945,9089,4885,4059,-17947,-7160,-8168,3281,-3150,-2696,-702,564,-26886,9525,-6731,3884,-5225,-2494,2226,-2054,-33654,17601,-2264,-3883,-1127,-2715,1888,2903,easy
975013,92424,15235,6819,6776,7266,5066,7682,-426782,-39223,-9306,-2028,9514,10123,-2453,-6136,-972761,-85381,-8476,-2818,1305,-1997,1369,-4427,-775351,-78436,-595,-999,329,3543,791,-5360,difficult
859691,210912,39587,15680,14159,14594,10669,6565,-32861,-59501,-24470,3233,21339,-1176,1590,3632,-848857,-196691,-36091,-4671,43,4480,-3383,4492,-849324,-198893,-29622,-13547,-7434,7632,-4196,-753,easy
136153,15466,6254,5058,2330,3976,1589,1550,657536,123327,13313,-2424,9327,26227,9773,11797,290458,13455,4567,-967,5337,-456,399,38,-67153,21075,7567,3664,2885,7045,11311,6947,difficult
