delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
130279,17898,9030,5301,4989,6174,1745,756,-110360,-12,-2464,-2595,-3285,-2828,-769,-98,-76204,-12112,-7904,-4861,-4046,-5830,-1481,-509,easy
39367,23972,14012,6754,5720,5885,2609,1650,51706,21962,-12547,3744,1323,-2651,1725,-1035,61370,23694,-12053,-4394,4268,-3430,-1427,-606,difficult
30375,27652,5643,15235,16574,12918,5060,3191,1190676,178079,30041,535,-7134,6928,281,-824,17623,2641,21679,2223,-14127,-10984,-3285,-2257,easy
91960,47198,9066,10580,5527,4811,2860,1810,8741,102476,-1491,-7465,1499,-1025,-1021,382,100276,42112,1053,-5654,-3005,-266,-1578,-1009,difficult
302307,111491,23862,29168,11398,13856,8110,4450,1397273,384563,-14571,-22439,8536,688,-4087,-2112,-288409,-110373,-21973,-26200,-10784,-12270,-6405,-4015,easy
150669,50422,20417,12775,16497,8027,6820,2874,-25332,-6741,-18640,-4205,-9400,-5183,-5578,-848,-147399,-47657,-18510,-11126,-9893,-4892,-4079,-1291,difficult
79488,71329,16110,9002,14028,14905,13790,4462,87245,-49586,-11537,-5945,-7344,-11981,-11873,-3031,-350,-60534,-15544,-8243,-13175,-14521,-13527,-4337,easy
105293,65440,9695,8415,9553,8433,4567,2252,90752,-30124,-4121,-2227,4310,-6402,-1863,393,246379,-40010,-7524,-2747,-3627,-647,21186,5878,difficult
77168,34769,22462,4443,3474,4748,6779,2027,-28573,-293,-16570,-1918,-210,4729,-3741,-478,31034,11383,-10161,8746,357,644,-5697,-1097,easy
115242,33668,11970,4260,3800,6950,2439,1244,185955,12193,15760,3178,1984,-3515,-1076,-618,-35796,4084,-4453,291,-1133,-3937,-1802,-315,difficult
653070,70995,7173,29050,10536,17224,8565,2958,-301227,-43443,-6409,-23951,-3010,-11949,-3303,-2350,-582133,-43444,417,-28128,-9117,-13467,-7262,-1980,easy
41293,19237,4412,6415,3481,3228,1806,1342,-1175,42253,21776,4519,976,2315,557,-310,1115294,64589,3931,45647,52430,7034,10691,4027,difficult
522830,101503,5314,6623,8070,6934,3929,2801,-393669,-95921,-4608,-306,-2651,-4426,-1223,-1421,-293762,-98167,703,-4449,-6158,-2999,162,-817,easy
164017,12649,3815,3396,3829,3043,2118,751,242602,15026,3915,7158,4481,11281,2022,2639,-87874,-252,-620,3863,-2171,-2288,-1853,-533,difficult
787899,141521,58787,55920,20678,19322,47689,25856,-650965,-101863,-56367,-47196,26256,23444,17079,-3543,-611955,-54225,-48246,-45790,-14200,-13165,-41559,-17711,easy
93032,17691,4823,1971,3117,4904,1826,1199,19101,-4252,-4291,-1749,-1890,-4312,-971,-715,1031519,41709,31743,22463,16547,2722,3990,1302,difficult
96627,12934,4043,7298,13564,11663,4368,2047,160316,50638,27275,9957,65010,7950,7601,5343,-33571,22235,5921,4568,-8655,-8451,-1269,-1331,easy
1146262,135626,22726,25687,10918,10919,15680,11198,-618099,-129918,-13649,-16070,-8956,-8390,-14268,-8785,-934363,-118796,-21660,-23963,-5674,-9557,-14455,-10029,difficult
160806,29294,2208,4265,6708,3841,1219,985,-8164,14798,6221,-1306,-4707,359,1487,2876,-149108,-5833,366,6084,3950,13930,5194,6890,easy
472564,47129,18834,28005,24511,18862,7189,5540,-455942,55427,-11549,-13921,-10090,-2168,1242,861,437731,54747,47901,-28,-9665,-5378,-162,3057,difficult
46192,13014,1579,1233,2832,4030,1974,1314,25081,129373,10317,2518,8504,13451,6920,556,2929,20273,7504,1919,6594,8541,3671,1293,easy
52961,11653,1621,1087,2247,1471,1013,812,124905,-3298,-1084,-659,729,11,716,1056,2481066,79927,23043,42904,53599,70835,50438,54520,difficult
120475,64407,8313,7107,4004,3256,2325,882,-57003,-41222,2173,-6766,-1773,-1988,-1906,-354,-86404,-55578,-6019,-6829,-3334,-2498,-1827,-588,easy
28765,36914,21571,12065,13635,22578,4718,2640,612826,52925,40180,-1373,9829,-5021,5555,13738,-11365,-21326,-16603,-9735,-7275,-5410,1204,3215,difficult
216055,31846,14691,8032,10795,4590,2772,1557,-23875,97486,-3821,-1598,-5644,-119,1660,-1026,389802,195752,23551,-981,10813,9718,4554,5167,easy
674899,48717,31694,13592,17402,9043,10012,7076,-619945,-38869,-28656,-10502,-16708,-8192,-9784,-6878,-10301,20854,-9153,-8726,1442,3512,-3400,-3253,difficult
222043,62816,5978,13585,3894,6475,4283,1444,61803,-56572,4405,-5681,-1141,-3881,-2923,-415,-171270,1501,-1566,-12659,55,-2907,-2652,-409,easy
117797,34314,9479,1689,6827,2339,4223,1309,-37780,-27290,-2309,1654,1789,611,-2496,-403,131705,92512,14960,68907,19741,34631,11263,3189,difficult
481555,58130,14287,14520,6513,10232,2990,1955,-446109,-44862,-11902,-10752,-5272,-8589,-1853,-725,-461972,-42492,-11698,-11538,-5726,-7967,-1670,-753,easy
17087,13532,4155,3297,3047,3376,1630,1350,32986,29164,-779,546,184,148,-495,-981,116658,9363,5578,9928,231,6747,2283,777,difficult
25012,19142,2176,2556,2428,5768,2245,1865,2026,-7934,5429,-570,2111,-2544,-1038,-1036,576556,209801,1726,4364,13066,-2025,-522,-1051,easy
44559,22966,10801,9000,17981,6653,3218,1812,106873,-972,41680,50758,18421,11054,40390,20623,55378,-12726,-7567,2356,-5949,-1654,2197,931,difficult
58773,49706,7292,8821,5188,6235,3285,1560,825407,81946,659,1459,57116,15151,29388,8221,82356,-16527,5456,4999,9187,27079,9653,21823,easy
510178,82565,12844,18118,7117,4714,6400,2962,-496815,-73148,-5831,-16137,-3566,1647,-3998,-1193,-427013,-67330,-5674,-10194,-4661,2424,-4276,-892,difficult
187440,110338,48820,20008,26455,15502,11800,7428,-12569,-95910,-45552,-17177,-12116,-10373,-8703,3042,-46112,-16659,-32293,23509,-16775,3149,12125,13376,easy
359516,60500,35225,36263,9253,10962,5779,4225,-295387,7282,-25424,-20903,35092,19745,17035,10145,-347070,-48675,-32517,-29421,-806,520,22236,9040,difficult
526190,26612,5165,5205,6345,2796,1738,736,-456255,3936,-1476,-1923,-3660,-373,1080,-107,646294,257607,26515,11278,48159,93837,28739,26615,easy
270076,40986,13677,5175,4296,4536,1494,1447,-124471,-27995,-5690,1682,-2333,-906,-846,-993,-227748,-21919,-6141,-3319,-2584,-2398,254,-757,difficult
235856,67399,42117,18306,15677,7707,3822,1870,-165648,-63549,-40777,-17370,-13774,-7171,-3521,-1724,-73264,-55190,-27647,-13931,-12932,-2299,-1561,-569,easy
363680,198048,16187,22049,7618,11398,12638,6259,-236966,-190557,-15349,-20688,-6720,-10733,-12347,-5960,-121371,-98162,5429,-18924,7813,406,-2977,-543,difficult
637363,591336,74745,69662,102697,66466,29320,21400,-445155,-481765,-52922,-67485,-97071,-62312,-26720,-19041,2452828,-260204,74243,27254,198226,29920,8694,19585,easy
34640,23506,6957,2665,7908,5297,2291,1190,32963,-4630,-1435,391,-3590,-2915,-1820,-464,78849,176849,16162,37316,14491,750,-433,1134,difficult
249807,145644,78443,25252,17128,14472,9131,4188,-129730,-127191,-74522,-22345,-15955,-13757,-8588,-3932,-186915,-89544,-30232,10802,5056,645,-4969,785,easy
109526,336699,22942,31298,21093,32768,31304,14980,696069,-283019,-2559,-27195,-9746,-25561,-29248,-13907,16337,-224739,-5535,-15796,-13076,-22124,-29313,-12221,difficult
533987,63012,11083,8949,6657,5610,1997,1453,-230073,-8438,-2169,-5918,-3883,-2607,-1382,-445,-200937,-6920,23901,-4747,-1321,-3256,-1260,-960,easy
113426,15101,1636,3495,2038,2380,1907,2461,249491,202650,36797,4026,37207,8925,9857,8502,282504,16754,4919,1942,1427,346,1074,-1132,difficult
267811,44666,5140,5841,3844,2944,1996,858,-248944,-30982,-4995,-3870,-2094,-1851,-1156,-352,-14269,-38503,-3449,-4438,-1566,-1552,16,-14,easy
285504,154151,20837,6977,7651,6716,2783,2558,-172311,-84744,-16878,847,-592,-3059,-1649,-2032,-201604,-123203,-15938,-5661,-5104,-3769,-2234,-1647,difficult
113497,50917,16468,4028,8960,3110,1777,845,63905,-31614,-14857,2569,-4702,-100,-1548,-329,201133,108388,37620,19157,19436,34787,11934,1312,easy
49870,18830,3433,2787,2630,8427,3584,1048,478801,-8272,7088,14073,23758,2700,9952,3241,-47687,-15414,-2448,-742,-674,-3727,-3009,-101,difficult
54039,47792,9729,20895,13515,30386,13486,4676,307155,17188,397,-3592,-3231,-17670,-7816,-2499,541436,19152,-2362,-12138,-7137,-25005,-6074,-2309,easy
243716,98594,19953,6225,8676,6225,7002,4094,-141183,-11040,-9040,-1718,5904,1124,-686,1530,-221545,-90737,-17166,17677,-5453,742,-4240,-1190,difficult
266277,41842,17736,11352,11239,8612,7061,4603,407020,-28835,-14695,-7742,-2462,-3690,-5244,-3059,227322,78664,6652,-703,91424,12120,15560,19487,easy
644204,59743,9990,6699,29277,9608,7658,3783,-619911,-23382,2069,11602,50677,55986,4533,7264,-579247,-49181,-9031,-3464,-23832,-7597,-5871,-2493,difficult
105648,56985,31250,7140,7146,7153,4993,3667,1672,-27828,-26837,-6223,-5116,-5834,-3864,-2653,594337,-18888,-21461,2049,39349,-2332,5518,2709,easy
761154,76153,15700,18243,10187,8749,3618,2246,-509057,-40303,-12756,-11561,-6632,-6662,-3035,-1662,-751747,-68564,-13684,-9908,-5003,1700,673,745,difficult
740687,50887,5602,8569,9308,6516,3501,2766,-711478,-39637,8019,-2023,1536,-1888,-513,-1352,-163752,2569,-512,-1290,35,2227,-1343,-2045,easy
65776,25919,15339,14534,6388,7063,5009,2681,249942,-20124,-12317,-13877,-3104,-3979,-519,1085,-1279,-15673,-13630,-13738,-4337,-5650,-4298,-2281,difficult
484699,127127,20494,9005,12405,7821,4548,3703,2805408,8761,-8510,2912,5846,-2298,771,-1465,683435,-91561,-17007,22476,-6925,4669,3211,4976,easy
44669,9883,7222,7059,5853,11605,7011,2897,-11832,8889,-5421,-5637,-4325,-8737,-5155,-2360,-21288,-1409,-6457,-6447,-4390,-8679,-5083,-2122,difficult
