delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
61855,47666,5566,14258,12371,14465,5900,3455,345002,79440,20967,25961,24159,26222,10933,8961,-330658,-67696,-5906,-14702,6621,-8208,-717,-1475,-326627,-68608,-18153,20282,-18354,-5523,-6072,-6536,-334409,-61997,-18944,-18257,-16547,-15734,-5038,-5862,-89954,116982,-13750,-20431,-7072,-4131,-2942,-4921,-334089,-77550,-20251,-25408,-23588,-25189,-10395,-8737,difficult
8922,15485,14397,27775,11384,7722,1606,1011,105135,23479,5317,3330,2796,4158,723,981,-93807,-14047,3211,-1018,-1621,1284,1203,-150,-99394,-16860,8309,1183,-362,4702,598,543,-102901,-12155,-1440,19666,3410,6265,792,-195,-84912,15457,24636,27141,39646,2869,1787,110,-100052,-12367,10686,75252,1867,2699,37,-157,easy
9047,14796,9192,15996,8994,5589,2915,1488,7376,9618,12536,14260,10670,10422,4613,2749,-4115,7202,916,9360,-2426,-906,-1832,-1729,13029,7287,-6335,-4097,882,-5248,-2673,-332,9476,16015,-2838,-708,-1539,-4771,101,-1119,-6951,-3415,-9287,-9349,-8274,-7477,-3772,-2003,-3084,-1198,826,13475,2976,-5763,-316,-1120,difficult
106275,20055,9822,10593,5563,28606,6723,6581,33060,23671,8626,6767,4011,17849,9604,6207,-30503,-22936,-8140,-4299,-675,-13583,-8759,-3990,189199,-407,9701,-1461,11202,20545,-2022,2621,131932,-14417,-3368,15030,-648,33638,-3239,5949,-24804,159,2724,8702,1183,22660,-1315,1285,100252,19519,5063,1160,-3303,-9473,928,-3995,easy
24098,34290,13406,200070,14722,9598,2997,1305,340262,26510,31863,122732,11199,16760,7834,2157,-315236,57828,-11688,-70523,5204,-9906,-4249,336,-303328,-10654,-26373,238112,6558,-7689,-3923,-353,-293956,26853,-26702,203011,6569,3978,-6239,-1236,-332668,-14486,1542,91242,7680,-8265,-3851,-1110,-335632,-20640,-29062,-75150,-8398,-13928,-5923,-1896,difficult
69083,9210,6539,4440,6819,25408,5867,8166,10584,17228,9170,12793,6187,23219,3554,5493,-2083,4001,-3142,-7123,3501,-72,4908,5011,36444,-10352,7259,-9995,10156,23250,2550,3655,-6978,-13540,-6858,-10142,-4639,-5219,-1951,-4414,259698,-6191,-3076,-3924,-592,2589,6557,12826,5415,-14010,-7340,-10583,-5266,-9605,-501,-3715,easy
131491,30239,5848,7910,11336,24428,11076,11236,431297,113198,10447,6270,9078,13354,6597,7895,-346846,-72910,1940,14474,14843,13628,25146,23844,-327928,-91286,-5724,-2621,-3554,-4896,4779,-4217,-171682,-71290,-4908,-32,10054,46618,1338,2629,-226171,-70477,-6734,-2203,-2896,-1005,-3840,-2504,-426405,-108833,-7569,-1417,-7159,1023,-5027,-3046,difficult
327907,60534,13298,9533,10092,21776,17124,13004,1132281,63954,63607,15867,41159,43996,34419,33307,-1124794,-55391,-49694,-513,-31653,4877,-17905,-14142,-973290,54221,-39667,-4434,-35348,-19482,-11159,-12358,-1011769,-55929,-56188,-11213,-38734,-35279,-27250,-32058,-859905,-60065,-58409,-11446,-38954,-38549,-29861,-30803,-52114,100065,-47586,-4065,-10648,-22667,-299,-12154,easy
7250,11983,11323,8076,7622,4956,1293,1391,153824,96941,9777,17752,13698,11724,5272,6451,-152722,-93143,21085,-10342,3122,-6304,-4146,-5249,-145500,-74769,-2945,-12194,-11197,-4045,-3842,-5108,-140534,-85885,-3922,-12895,-6218,-8140,-3277,-5375,-147151,-84811,-8876,-15588,-8176,-7090,-3904,-4989,-146962,-86182,2390,2640,-7913,-8263,-4728,-4580,difficult
134884,16725,5046,6472,4993,12694,3874,4405,152074,40981,8790,6332,13015,38211,4633,3144,407117,18259,7822,2440,-4494,-22354,1886,1697,-79087,-31764,-8248,-4208,-11800,-34018,-2147,-2306,-143759,-38514,-4103,5104,-4148,-24505,135,1128,-151515,-37265,-6771,-140,-8523,-13192,-147,6723,-118706,-31995,-7418,-2498,-11144,-33516,-3522,-938,easy
13858,16114,39817,156983,7525,14561,1815,1637,78887,32938,23671,81907,7564,7337,1535,1847,-72314,-10075,7407,2876,-6513,-1507,171,2,-74050,-27646,36275,-8949,-4775,7980,8,788,-60734,-22358,10855,92360,13739,11086,-114,-931,-55474,3172,17813,-2274,-1300,16815,1409,-539,-62574,-27213,8382,291368,-1348,1745,-75,-369,difficult
8827,14198,8874,26664,6128,9264,3747,3112,335014,141701,56671,27453,16465,16173,6154,6554,-328759,-120919,-38008,-10629,-6164,-9239,-709,-3195,-317426,-116341,-52586,-4950,-12936,-1073,-1561,-3650,-329212,-132623,-43005,-20616,-8365,-10599,-4081,-2182,-321367,-134470,-55260,-5754,-11811,-5759,-3195,-3065,-334169,-133164,-50128,38006,-12409,-7877,-2487,-5119,easy
107029,32606,37607,189373,16991,16058,2186,1247,274498,18720,37667,128574,9750,8114,2770,1915,-262348,30188,66133,-40603,17234,6956,-1104,421,-269538,-12129,-33749,-88442,-1150,-7410,-2313,-1647,-258348,-8467,-31247,-79269,-5891,15447,2512,151,-230485,8188,16117,235162,7771,8493,-1540,-977,183374,51649,-17556,277148,18242,16235,-475,-1288,difficult
202541,82559,61988,137671,16769,10592,4078,3643,403822,76503,70897,153068,24953,11499,10130,8617,58688,-64862,42697,11598,-17309,270,-6678,-2613,-372167,-19201,-40057,-46046,2099,-5533,-7857,-6231,-377243,-34591,-60649,-7710,-9302,-1340,-8584,-5609,-369569,-6614,-16007,81777,-10948,749,-7062,-6131,53887,155548,29472,-116605,-5460,1319,-81,-4285,easy
152213,26153,11756,235640,9804,11723,3577,2237,29801,32527,41063,130890,12220,8052,2055,2580,-26867,-15900,-29973,-63914,-6852,-3115,-223,-1401,-26523,-19015,-26828,258811,-6258,-1144,1578,-306,190901,16645,-25529,163339,8880,13268,4525,2294,-9804,-3845,-36329,84177,-6072,9907,300,-848,484353,-9756,-27878,81335,-1779,-559,1428,-1456,difficult
252208,59413,10552,9872,7194,12180,3655,3523,16000,13834,7119,11602,21205,25611,5638,4316,-10553,40379,3517,11264,-4736,-14089,-793,2374,79888,44913,-5768,-7606,-16742,-21717,-4193,-2384,-10234,98081,17675,-5853,-13708,-1168,295,-168,74163,172,-6328,-10215,-20219,-20997,-4746,-3405,1047774,44352,8070,3758,-14648,-9184,-479,-384,easy
504270,54585,6206,167169,8963,21465,2133,1831,71455,16522,18725,50759,7158,4276,1588,2138,1044518,103654,-16725,298241,6709,18966,3447,2735,40164,20897,-16225,-36577,-5653,-1139,-1109,-1782,1075498,42991,-5067,-4823,-3048,-1271,-1143,-1366,18012,20272,-16111,37059,-4837,-1580,246,-1582,-14116,2500,-8469,288148,15855,70971,1282,458,difficult
27667,26773,10877,7619,15591,10780,2676,2762,37154,24943,6720,7427,7233,15799,6080,2955,-25765,2426,-4501,-2161,-4982,11073,-1745,808,43734,-20614,-5749,-3554,-5403,-13580,-5355,-2459,-18734,14959,20666,9491,38574,-8976,-3357,167,-26106,8367,-2422,-1180,-5530,-4091,-3086,-474,-20564,4010,12789,-1637,19129,-9521,-3478,993,easy
17650,19583,3555,11562,5811,6296,2110,1764,44307,13775,8322,4488,4926,8256,3349,2254,-30717,-3818,-4688,6735,4134,-2956,-710,182,-32720,38398,-2541,15918,6198,-1613,-2002,-709,-14433,-1880,-2805,5629,-2866,-2334,-2150,-616,-25524,-2869,-6990,3440,-565,196,-442,-353,-29891,-791,-6813,3650,-2475,-3095,-889,-954,difficult
444106,43460,26337,44930,7695,16624,15715,4182,312329,75997,30911,10708,9993,11137,2747,3221,-165060,-65251,-27334,-7976,-8762,-7395,-2108,-2682,-308718,-54197,-16720,7959,-8719,-7034,-1715,-1491,-203667,-46151,13161,345,5032,-6044,-688,-1349,1411263,67674,32287,163093,5213,53104,63619,9985,-74932,-64760,-24265,7687,-4255,-5194,5730,340,easy
62996,41216,18537,164310,11492,10373,2932,1255,314073,85209,27420,123185,12919,10146,3308,1858,-301745,-66189,-14026,-69572,-9030,-8748,-1798,-1311,-303495,-49921,32725,-2465,15557,10472,-169,-385,-310925,-83510,-23654,-51181,-10737,-7610,-2897,-1629,-296838,-56036,-17274,165499,-50,-848,2605,-896,-42382,35691,-22186,163345,-2876,7868,380,1208,difficult
25136,11909,7128,11649,4228,8237,4395,5146,28516,23314,4207,9815,14533,6074,4738,3190,-23366,-18662,5897,-7113,-12064,1797,1216,1541,-22622,-16851,5707,23982,-10058,2247,-2491,598,-10375,4541,1373,1745,-8460,85,3189,1742,63819,-13581,3063,-5300,-12879,-4335,-4131,-2194,-24355,-12470,-1437,-4146,-8066,11022,504,8095,easy
143419,88117,17928,122503,24801,27830,8930,5561,386436,31961,19571,122035,7204,8730,5463,2553,-354573,-1635,6357,10472,4199,1103,-3621,-1755,-278139,-18681,-13360,-67534,-3761,-5021,-5062,-2162,-310769,-18234,-4557,-52617,5133,-6676,-4624,-2301,-382441,-15833,-12537,-96662,-1828,-5730,-4503,-1757,110838,335162,15883,208681,84242,111826,35146,23014,difficult
33762,11553,3607,6697,5038,19060,4410,5440,11865,21348,9911,14546,14184,27556,7000,7086,71976,7691,-8017,-9993,-12533,-18740,-5019,-4884,-6865,-15127,-2472,-4425,-3429,6955,-704,387,13340,-17472,-8170,-5759,-8859,4912,466,-2297,-8524,-14415,-6611,-6214,-7879,-12400,-2083,4140,39559,-9652,-6252,-12854,-13030,-23205,-5608,-5575,easy
38536,47670,15202,15907,7673,7925,3150,2872,30294,78968,3767,27769,23280,14102,3605,1800,-22084,-68251,24793,14127,-20867,-2577,-2416,3687,111517,74711,785,-4126,-13208,-8447,533,-460,-24889,-70072,13050,-21773,-19794,-7881,-1298,424,1076,-21116,14587,-23458,-7134,-6375,-208,855,-24412,-71762,3962,-24082,-17031,-5604,1113,856,difficult
212469,39070,9815,14808,21650,6822,3232,2939,45301,49229,17373,4893,13817,9043,5333,3355,611754,66174,-4013,34666,80107,1109,-3374,5938,-38206,-33067,-3930,5664,-10397,-98,-217,-2660,23489,1805,649,11953,-11787,-2811,-3920,-2189,215040,-46033,-15066,308,-8138,-4639,-2923,-1740,23764,-39674,-15429,-3014,-10621,-4666,-71,-1427,easy
28577,25661,7150,21569,6934,7806,2868,1176,22541,14508,8817,11035,3630,6550,2771,1487,-7298,19519,-6855,26138,3803,3941,-622,-185,-16798,-885,3841,5810,5807,8064,1478,-440,-16277,12669,-5141,16330,271,-1080,146,-58,68141,22547,1041,10376,4394,-2395,-136,-338,2410,1914,-1222,-5983,2245,-2249,-383,-534,difficult
21921,12067,6296,18256,7105,12086,2982,1575,13200,9701,699,3793,3362,10878,2328,1179,-9474,-1845,1442,-1945,2407,10208,1988,176,-11346,211,1291,8984,-71,6062,2095,-35,68409,7795,3955,587,-888,-7662,-1388,-281,-7835,7165,14634,24803,7021,417,149,349,3849,-1497,6664,39886,10246,-2984,425,1771,easy
15227,32081,5693,23776,5352,6455,2829,1424,17867,18927,9036,10974,7665,9441,2175,1775,-8252,19242,5335,-5115,-1916,-2693,-1012,706,-5922,-10590,-6791,6309,-3370,-1704,3545,-620,-15068,-9576,-3116,44448,1783,-1963,851,-998,31700,9080,-5942,6780,-2744,-3126,368,-65,-15659,57615,-6203,11588,-5317,-5442,-480,-779,difficult
205987,33347,5270,10857,7226,14689,7410,7693,142230,10537,10346,8810,4985,9221,4299,4063,351749,11428,-5811,-2859,-1227,2825,5388,9295,-134087,-242,-7958,-4401,3947,16857,3528,5221,268122,100235,2671,17852,11061,-572,2868,6416,-75205,4127,-6368,-3485,725,15055,6191,-780,-91796,-1497,-7916,3128,-3301,-6823,-2418,-2004,easy
28156,37012,9833,12335,7853,8378,3138,1772,43218,20675,19107,7920,23582,14425,6486,1977,-28990,-4547,-16820,-4851,-14580,-7363,-4782,1181,-28247,24086,-7347,-2136,-15961,2217,-3802,-453,-5578,8427,6820,23603,-13803,-4961,-2307,-1251,22353,66677,-12948,6758,-12563,-9532,-4158,266,-34846,-12960,-16075,-1297,-21738,-10596,-1691,-770,difficult
105079,52022,13313,9460,6372,5010,1478,1592,105681,53812,3246,12221,14109,10107,1901,1023,69981,-1303,12707,-4964,-10838,-7699,-1332,-490,-78785,-45860,2625,-11540,-9520,-6825,-894,-749,89701,68443,23541,9781,-1353,4491,1172,1322,-39042,1176,6867,-4826,-6768,-6285,238,3181,-44864,-31408,4594,-2258,-10206,-9168,-1298,-420,easy
253975,40965,31156,149655,20138,10950,2482,1379,74206,20534,39179,73855,20328,6937,4023,2673,554264,26208,20271,-13169,-2039,8336,332,-1795,-66641,2259,-18224,277723,1446,2309,673,-421,77595,41835,-33549,-47167,-18214,-3614,-3276,-2291,-66729,16294,20213,1301,26706,15219,-2847,-622,400356,15559,-28825,160313,-8847,-2187,-2588,-1339,difficult
