delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
171597-1343820-830958-58884-61080-13436-12230-1808648,24845-619310-327546-13867-8539-12930-43812-25374,3544-138974-106643-39835-13349-19424-12981-28800,2111-27736-33633-20007-3989-9225-14893-24236,2511-42357-39622-51364-7216-28394-31881-10263,2308-36178-111161-53763-12976-42406-32876-33750,3036-51923-20045-34422-8265-17095-33097-20595,3131-29925-19219-9285-4202-8605-13545-16436,10909-49854-201891-80675-18444-5435-281392-38207,25869-28690-31607-24590-6259-15758-23194-164845,2021-7626-27808-3365-2213-8530-30955-6930,6782-7928-7378-14873-13073-22406-1693-20694,12009-1086-13326-15338-13507-9994-3739-19737,17998-7047-21439-8112-15479-34249-3645-34536,7651-2892-16237-11735-9558-13217-1580-5449,16726-1915-5041-6563-7051-6896-2517-3557,easy,yes
1188776-989187-11227-32303-4769-126336-90944-39057,128249-173851-15490-61604-14614-15740-4720-13000,41847-12740-1877-33373-4952-7310-3040-2959,43897-30710-42475-18892-6105-3218-546-5155,27474-15569-9673-9050-7243-6708-1456-4968,28337-34919-44078-33037-5161-6967-1444-4938,34195-18849-34503-11656-6340-3039-668-1968,34743-13376-20117-15807-4608-2394-658-2343,easy,yes
2638-145111-737629-62034-6915-363037-68736-64847,40078-35415-233085-40583-25910-49930-25329-11134,33827-2964-35469-9148-5005-3015-4818-378,16884-13006-17313-19497-10905-6952-5494-2709,12023-5719-22921-18247-22861-6432-6332-3116,43348-6924-32449-37718-16656-24614-5094-9923,17665-8100-14051-30848-19509-7473-4208-1863,13735-4052-9014-14473-22025-1861-1304-1286,easy,no
109375-102357-6643-15289-10828-43087-103969-114993,25115-10566-26933-6044-9159-7674-27552-71012,15891-4426-17673-1364-15709-5241-17905-16488,11146-8567-22969-4438-3171-2118-5595-10710,3657-10698-14126-4207-26114-3893-7744-9809,7585-5147-19353-6712-24445-4756-2505-5439,14513-5957-16044-1206-6069-1768-2168-2569,10699-5494-25204-1647-8991-1074-2097-3244,difficult,no
123613-284271-242823-23221-2431-30873-139769-1713436,16760-68370-43591-35106-25925-27317-27040-62967,4405-31692-6209-27661-7951-5571-20216-4663,9216-20133-4123-10955-4232-1251-3610-28551,9678-7712-4130-16294-56727-5160-4147-84334,10992-11030-9333-32707-11200-4741-8166-48943,2310-8925-9074-18464-11976-9025-3433-12486,7596-5663-5531-23090-8592-4795-1381-12551,difficult,no
975461-555060-14009-299602-17188-8666-162308-17524,131224-75097-21894-8305-40827-856-51967-12306,51197-27355-20417-3585-12049-5922-43358-1257,63884-30487-4973-8344-36099-1874-13167-5836,42108-1976-7391-4964-10810-11909-6780-1849,48007-18945-8792-5852-24663-7266-4451-4673,40596-20919-5029-2980-10467-3790-1759-1505,14038-11508-3205-2739-15750-700-3676-1252,difficult,yes
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
109536-17609-49990-170425-16281-11436-183141-64682,55450-22756-11827-27670-42192-43939-25362-17456,14300-6264-13373-219-11589-9068-44543-2597,4553-25187-10342-2082-14623-13119-15001-4835,6513-4149-5452-6821-33129-16098-14014-2790,8308-15003-28328-3730-12595-8889-26079-2756,3392-6953-6372-1152-14061-2957-6438-1992,644-7622-4267-966-4042-1730-8535-446,difficult,no
1045-21620-5680-11125-864570-2767-476593-58877,16557-16115-3132-20941-109496-80537-61966-194095,28669-65580-51125-24546-21035-53021-25584-46796,5982-14106-14713-50579-27791-13392-3541-15213,8351-8881-15623-19732-11398-17555-5980-36215,19274-8282-18510-14504-8963-25244-12664-21268,7633-4765-6988-3920-7848-15915-2652-7735,7670-7657-2595-2579-2879-9892-5530-7259,difficult,yes
1161724-85970-68210-7310-366550-22682-3224-9852,212571-22179-18782-10056-68797-1771-83021-50853,13682-20688-3042-22329-45093-10569-28532-1721,5555-58826-5930-19386-43239-21088-56436-33637,29286-21030-13220-34403-28437-39062-76297-19549,18760-22214-11761-31023-39966-15023-25900-29276,8114-40129-6125-29256-12398-4124-9698-11155,13814-8050-2304-15581-7334-4991-9856-5396,difficult,yes
32186-373438-32801-50829-144279-627530-1091720-59091,25697-67451-21179-28585-103762-125383-24979-5883,12303-1465-2370-15584-126448-7037-32769-4927,2533-4745-11483-17124-28800-6350-49115-1891,4894-5425-2190-26130-13556-19552-11918-3227,8452-9605-3175-20393-20811-5791-16183-3075,3590-3334-1593-4403-3354-2606-8393-1798,3509-1959-1492-4541-3563-2713-4381-552,difficult,no
