delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
758075,90107,38837,16541,15594,44144,14402,8046,-685571,-74602,-22944,52081,4206,-30101,9290,-763,-749862,-83240,-32552,-6950,-9353,-38437,-11093,-3224,-683884,-69180,-30143,36125,10339,-2651,-333,-375,-601903,-45939,-35581,10195,-2100,-6738,1634,-2063,-36691,-13119,8375,-6341,-6196,9189,16081,7801,easy
35908,10483,18782,7527,11365,23232,8634,6080,-30281,-3352,-3504,12576,6908,-6040,7340,5060,-32931,27833,-11520,124091,7921,13008,1969,1204,-31844,-3429,-9286,8155,802,-6163,-1552,3540,-19476,24401,29127,52848,3129,-2799,-3128,563,-15362,2447,-18326,-4958,-8625,-19252,-6298,-4355,difficult
142189,64763,10841,13962,10639,28888,19386,8858,316361,-43364,-3127,-89,-6541,-20660,-17317,-7260,-139719,-58448,-6026,10167,-2310,-3055,-14730,-4259,-118058,-35175,-4724,-8461,-4619,-17145,-11386,-232,-135021,-33799,-4814,-4145,-734,-19653,-7116,-3969,-99171,-25213,-6338,-12475,-7361,-22655,-17975,-5431,easy
322290,165188,29712,24871,16787,35514,12886,11589,-316399,-142285,-20506,-131,-5700,47790,899,147,-185867,-107261,-25600,-15851,9237,-9572,2144,-158,-240537,-144977,-26094,-21939,-10969,-31063,-7045,-7081,-313680,-149455,-20660,-14290,-5972,-11676,4111,-3565,-318112,-158915,-21544,-20605,-5413,-14800,-249,-655,difficult
865391,133702,15575,8147,22124,30122,28279,13462,-802871,-110417,14901,-1763,-10324,-25316,-25508,-11061,-796127,-130440,-12563,-6479,-19995,-28671,-27275,-13102,-827010,-72600,65743,4685,-12862,14641,-23691,-10400,-802061,-113788,-13247,3234,-19605,-24967,-25563,-10579,-284343,-64965,1300,12339,-5635,-17066,-20297,-6743,easy
355402,130461,29480,10874,16494,36605,16706,9503,680350,43484,4657,-6055,-9791,13528,-5708,-1743,-160028,-106531,-6300,11952,2166,-10589,83,-3347,111708,-91321,-5902,25719,-1021,-24243,-4142,-2464,-263252,-121475,-23292,-9650,3574,-19658,-6810,-1650,-341298,-70596,-18533,1180,2964,-28657,-8317,342,difficult
534046,41832,30434,8459,9453,36525,28993,11085,-517831,7410,-15514,-6794,-646,27608,-8077,-5248,-50491,2844,-13508,-152,2827,-1805,-19660,-238,-513801,9359,-21287,17513,503,-3953,-17369,-1768,-505163,-18747,-25306,-7414,-6086,-28862,-25992,-8244,13393,144637,5730,-2527,966,15179,-8063,12878,easy
357564,94135,34819,15370,15544,39931,14950,17130,1448438,-80633,-25286,-10516,11257,26881,-1297,-896,-338901,-82768,-30509,2923,-7926,4672,10022,-6191,-352512,-59480,-25119,-1330,24356,-7712,-1047,-5492,-279636,-81191,-31560,-5591,-9800,-34175,-11050,-14740,-259522,-83532,-32790,-11266,-13831,-34256,-12396,-15433,difficult
81448,106075,13963,10986,10048,19135,11566,6192,-33837,-88905,-11441,-4679,-6869,-7053,-8288,-3444,187485,-13692,19506,47585,17783,-480,-5187,1309,39093,-82939,-1776,-3192,-5779,-14820,-8186,-4703,-80100,-64484,-8762,3864,11061,2614,-3810,1975,27603,-84356,1747,1836,35796,-2522,-4377,-1596,easy
252206,22624,9723,12391,11163,23437,15285,9234,-237270,-7312,-4209,10268,-2642,15651,-7354,4558,-174210,2573,-389,10654,1817,-7733,-7733,-4881,-240518,-5213,-6930,6002,716,1730,-4698,-519,142569,9795,-4464,9408,8360,5228,-10124,-5545,-88419,9077,21358,3097,5314,6804,-6305,-3010,difficult
837196,49063,14687,17039,30202,44120,17866,10299,-747824,-40035,-13544,-15667,-27713,-40638,-15499,-9753,-697384,-38136,425,-880,-22653,-34380,-14895,-8944,-819229,-28334,6515,-9808,-9649,-25270,-13014,-5336,-344371,203,-10288,-6987,-24834,-34768,-10797,-3932,-829275,-24376,5406,-8280,-22667,-35404,-11835,-4411,easy
425090,80524,20394,3312,14955,32934,32424,7581,-410313,-63444,-5581,10596,-691,16601,4577,6971,-402266,-1562,-84,11930,-3775,-11940,-15509,6575,-415972,-75218,-8867,1087,-4771,-706,-21787,4300,-408740,-71997,-12261,29563,1612,-14751,-19800,-102,-421646,-65515,-16561,6589,-8346,-15034,-28071,3059,difficult
276965,43349,9461,12683,7315,19885,26455,6776,-230984,-31395,-623,-10567,-2096,-10557,-21521,-4947,-251221,-21743,-6729,-1838,22545,6801,-4684,449,-272363,-27834,-7874,-4759,4692,20711,-14070,-3387,-245200,-22545,-8841,-7022,-2739,-14579,-21847,-4881,23807,21049,2674,-4307,-3162,-13871,-24934,-2313,easy
232888,38222,8882,13647,7045,21250,16329,9410,-149286,95829,-664,-1075,2271,-407,-1021,32005,76145,-22479,-7245,-3192,2686,-13526,-7814,-1858,39504,-17906,2273,-5550,-5587,-12002,-12208,-4969,25112,11918,4709,-2556,4084,-17364,-8017,-6563,-213264,-30020,-1758,-8639,1205,7663,-109,4722,difficult
101348,31280,14922,4517,7069,12204,13210,10369,-93242,-9681,-994,29189,4259,21853,7614,5269,43879,53459,-9280,179,25115,13487,-3577,-6559,-85858,-7957,-8910,9445,-2641,-1090,-3988,-1107,-39639,-12869,-9642,11770,-5035,1610,211,-2059,499966,7073,14002,25441,1048,23432,20419,-95,easy
153613,51684,20317,8478,29447,29765,21329,11845,-148143,-40592,14000,-5517,-11644,-13440,-19372,-4510,-130697,-35072,-16766,-947,-20844,-12620,-17111,-7973,-143505,-37654,-13331,6475,-19908,-14408,-9334,-7336,-150405,-45234,-11011,768,-17087,6569,-16701,-6978,-147767,-36710,-16015,-3679,-25444,-15716,-14816,-4674,difficult
165343,26805,4565,11414,8576,26212,19401,9221,-161468,-21587,4227,-2200,-2505,636,-13602,7664,-112437,73438,4812,-3341,3451,-10109,-10246,148,-155522,-16046,-3831,-8092,-578,-10060,-7705,-1864,-97866,36802,-55,-6147,-1255,-18721,-14931,-5478,-40463,-13755,-516,-8507,-6430,-10757,-15757,-1302,easy
216497,58113,8173,10714,12118,16693,6936,4495,-144481,-41283,-4609,-3923,-6277,-11922,-4040,-2555,-134472,-22494,-5967,371,-8616,-7188,-4245,-3318,-193785,-14913,-6570,-3573,5010,463,6878,1116,161136,-7278,15625,-5317,-602,14178,-627,157,-67608,584,-2100,-7756,-9682,-14105,-5980,-2616,difficult
512583,65810,34450,20233,17917,22130,12065,6241,-311727,-44291,-33261,-11715,-12682,-17932,-5917,-1785,-418790,-20450,33073,56854,-6644,2176,4963,5672,-501949,-37824,-5316,-976,8900,11272,-3424,-2825,-501742,-55032,-6820,5658,2960,16738,-463,-1548,-499731,-57689,-20102,43133,7901,-11078,-2778,667,easy
170102,10729,11116,45759,14221,32711,5488,5553,-37747,25046,-564,-38948,-10660,-25753,-1948,-4170,1283769,22726,17942,-34885,1536,-17969,4207,-509,159712,-2935,-1548,-40251,-6870,-27156,-1580,-1213,73120,26098,-7716,-41866,-10887,-21426,2661,-2646,892837,-790,-7562,-25502,-10169,-25690,4526,-2179,difficult
7836,28325,14353,37665,11599,14670,4872,1873,417324,1032,6704,-19678,-1653,34515,18972,2290,72341,4643,-4389,-4382,3178,16858,4069,5260,-4379,7348,16541,10559,-704,4403,4986,2464,97953,15934,-8263,-33049,50402,-3178,-1453,587,61424,-13110,-10405,-32383,-5782,-8679,-2343,-370,easy
60574,21931,12088,17602,15933,27017,8195,7559,-30625,12968,-8248,-13174,797,-5169,-2071,-2391,-46864,8591,-4349,690,-13669,-19024,-2483,-5477,494706,429,-8322,17300,-6055,-14765,-125,-3415,-54633,-9788,-3768,-11182,-8426,-11853,-2078,-1545,648193,5773,-3928,-2984,3340,-9052,588,-3314,difficult
66965,31260,11152,15461,8280,20299,22361,11360,-57401,-20833,-7815,1108,-4484,5191,-6223,5036,-34843,10607,2900,-7504,29053,40289,-12096,-1150,-64613,-29771,-5312,-12307,-6101,-15955,-18129,-10229,-56104,-15295,-8232,-4482,6835,-3420,-11871,-1720,-65788,-19439,-8747,-1476,-3454,-2177,-17905,-7671,easy
299819,102387,7351,15537,15312,38178,25278,9524,-16465,-84269,-1356,-10883,-13270,-31709,-20680,-7690,-160549,-70085,-4098,-14722,-12635,-33419,-23746,-7883,-296732,-99766,-3921,-15020,-10599,-35490,-23552,-8060,-249077,-51414,9056,919,6104,-17008,-14515,7662,-18499,-67047,-5188,1578,-4693,-12257,-13350,-4892,difficult
189081,60652,16436,8126,19469,21177,14738,9848,-177261,-51084,-14627,-1339,-7607,13765,-4794,-2008,-151929,-9840,13038,5083,-9414,12239,-2293,-5971,-174980,-18190,-2538,-3602,-3486,39409,-6290,-1568,-173525,-45259,-8771,-1521,-9381,6069,-7764,-4678,-184046,-7572,-10003,3217,-9828,-7207,9367,-1003,easy
15445,21317,3222,2748,7831,27383,8769,4043,473400,62093,6974,7901,11444,27527,7713,4556,-9198,2951,59931,27696,10124,2002,-2450,-1808,-4366,-15999,-1026,1731,-2418,-23119,-7355,-3464,-10871,24324,5850,12985,9442,-1223,-937,2214,16916,-14963,-1756,-1380,-6566,-19876,-5501,-922,difficult
258957,147772,86381,35621,14565,32016,26557,30649,1389101,-127917,-75533,-7466,15859,-23,-18416,-21155,-166703,-2992,-45510,-13337,-4549,-7121,-16532,-22463,-202813,-132840,-72287,-28134,-7559,-12254,-12011,-14233,-235759,-108569,-69215,-1559,10355,-11079,-8555,-23899,328569,259142,-43932,-12711,9060,-3495,-9307,-9929,easy
72256,20935,5145,4679,5306,14693,4311,4217,50673,-2436,9764,848,8939,712,15087,7564,-62881,-16263,15317,23668,7068,11659,4870,6247,-53532,-6304,30839,-521,27382,17584,2019,1637,-59883,-13201,8146,35765,6936,10249,15720,-833,-67290,-14480,43473,33696,55142,7902,1207,4217,difficult
560268,92417,71827,33016,22356,35058,34319,13416,-553917,-73622,-65613,3596,-12161,-999,-9137,-148,-446207,-60917,-64305,-12775,-10561,-16294,-24250,-7333,-470455,-80658,-64450,-31679,-19455,-29445,-32356,-11902,-515385,-62335,-69629,-30039,-13401,-30779,-32661,-12048,-439488,28523,-22623,-17939,-13409,-9340,-29903,-11570,easy
12219,22287,9914,9104,13343,48369,26007,9521,83697,20077,-6145,-8199,-12163,-42682,-23008,-7581,2664,-13776,4553,22661,-483,-25347,-14279,388,-11046,-1973,23381,22924,185,-16789,-19432,-4095,-8704,13627,11105,13479,1351,-12566,-15811,-5638,18517,30522,35087,9178,19995,-12100,-16556,-2219,difficult
169884,26649,12985,15268,17619,24077,7440,9372,-119848,16713,-9767,-4238,-14067,-14185,-4191,-5950,-167620,-1174,6817,24590,-3981,-8081,3411,-2740,744621,84494,43521,28195,-8164,2914,5388,5498,-79067,39562,2055,-2579,-13055,-16425,8829,-4970,262888,165317,-942,-8447,16654,9172,15240,609,easy
78948,27426,4293,2292,3789,6145,3327,1994,-30485,-5815,16104,30702,4842,12994,7526,4403,-70546,-2481,11203,141757,1237,8671,4399,223,-77029,-12941,55647,20858,3733,12847,1952,6136,-70520,-15499,11763,15491,22476,40327,-584,2998,-57467,-7388,29004,56287,13136,10741,2692,225,difficult
139879,32209,4203,1498,2532,27121,8260,5101,-68036,25663,7901,18042,3189,-4143,15921,10106,-136228,-30353,-3500,-138,1662,-24146,-801,-1980,-123205,-17958,-359,3200,2408,-20021,-2247,-2002,-131236,-11883,2561,1421,2520,11223,-2507,748,-10622,11021,-1382,1136,1170,-18456,-6233,-3158,easy
255565,55953,17839,8937,19872,28658,36550,11194,-248604,-42897,-13676,5583,-7592,10051,-7811,6443,-88529,-2456,-12740,-6428,-16667,-6138,-31974,-6480,137774,11728,18210,8518,-665,40224,-21318,2599,-250133,-52851,-15705,-6581,-15603,-22557,-34296,-10065,180601,-7456,-1889,526,-6489,-8435,-32551,5254,difficult
88786,34415,17428,23451,13587,20569,11106,4872,42158,3651,-11149,-22123,-3563,-17230,-9244,-488,38793,-2644,-12234,1395,39754,13384,-1123,5424,-72558,-21359,-10779,-21611,-5107,-8295,138,-3176,-17967,-29168,-17086,-23236,-12459,-19741,-10366,-4393,-24864,-14164,-4601,-12766,7848,-11685,3581,2766,easy
8497,18433,87506,64562,32053,17839,8663,5302,371278,45855,-48430,-55355,-19110,8745,6941,21985,43566,-978,-77992,-60217,-26736,-13113,-6599,-3319,-5339,-8429,-66784,-44679,-13806,10499,-2310,-3613,-4306,-6175,-76084,-53460,-16158,13258,-5479,-358,132588,-3113,-30115,-55879,-6915,435,1521,5894,difficult
714440,30495,6605,2659,6745,10675,11177,4367,684741,470313,46119,16193,12677,25138,-3377,3091,-618653,-4919,4568,7307,22926,23707,-3115,4918,-692467,-1088,-3252,2075,-241,15961,9466,5229,-361236,-17553,264,934,3334,-1126,-4372,-970,-705094,-20535,87,-589,-1963,725,-7275,2171,easy
205021,19276,8828,14918,6901,29844,32073,11439,-97811,53227,26899,5609,24167,-11146,-14474,3460,15735,-1950,-2712,6324,6209,-7061,-26813,-4290,-197424,-12048,25027,28739,5051,-3468,-25159,-5498,-132661,26811,6055,13095,4618,-16589,-27468,-827,-133888,-1384,-6912,-13086,-5379,-21933,-24534,-9871,difficult
73820,18740,5424,6193,3683,13536,2639,3702,46610,6947,-4205,125,952,-9153,-1365,-1864,125924,65945,5657,27422,15233,27856,2452,-114,-57035,-15757,-4013,-3753,-1844,-9302,-1196,-2964,6864,14930,433,2656,3440,-4549,9297,-2240,-20371,-9874,-2645,-2656,785,-4354,2452,-58,easy
25011,15030,18599,6993,11441,26207,15407,16853,650020,100241,-2026,2688,2486,-21,-2019,-5744,50560,15586,-771,3528,-4074,-12997,4931,1391,121841,-4658,-6450,6763,-1642,1858,-1444,-12870,60607,2872,-17711,-3343,-8279,-22138,-10573,-13330,-17254,-10874,-16403,-4468,-9911,-23594,-13591,-15408,difficult
313101,61638,12281,6676,8272,16498,8630,5659,-302756,-57739,-6080,-486,-3758,-14157,-5209,-3496,-307061,-25105,-3937,1166,15096,1189,9332,-2781,-265473,-36132,-2472,-4307,-5561,-11209,-7794,-5009,-252554,-38809,-4521,-3138,-4763,-12143,-2696,-1878,-148822,-23115,-2988,6222,-918,-5506,472,-2561,easy
15572,19991,12175,15694,5966,46150,12529,7399,-11126,-8526,-3268,-8396,2161,-15273,-3061,179,5780,3109,-8537,-10575,-3993,-41135,-9162,-6270,42362,-1454,-2256,-7448,378,-31589,-6421,-2031,7228,-4227,13869,20068,22953,-28252,-7517,-1773,-13653,4243,10957,3446,-54,-19227,-8221,4736,difficult
296759,44983,6898,12028,11720,25811,6789,8280,-201687,-23028,-2418,-7987,-7893,-17075,-1945,-4818,-275314,-12053,38779,47709,13121,18887,6191,-4803,-293976,-11045,8353,39060,-2345,-3079,-4433,-6228,-287422,-22260,18687,-6477,2777,-10191,6155,-2454,-222162,-7930,7150,-6594,-6910,-21487,-5413,-6234,easy
235174,77203,22316,14686,12000,27161,15181,12328,-224384,-75181,-17159,-13769,-5016,-15539,-12258,-10210,136859,-17357,-10573,-1067,10119,2919,-5161,-6676,-227847,-37883,4172,-5341,-3001,-8858,-7300,-6650,114210,-73963,-18205,-10693,-6673,-20033,-13074,-10675,-221249,-67647,-4120,3461,1786,-12261,-10658,-10642,difficult
202944,37568,7647,12990,11870,24642,20102,16399,-181765,-13619,4161,-477,34003,8683,1322,-7355,-190343,-31918,9910,-5765,-1401,9371,5692,-6523,-187135,-34052,-1532,-8588,-5526,-4805,-12507,-3991,-182551,-28044,3874,-4142,14826,8384,-7479,-10308,-185948,-22838,25090,-3638,14008,16426,4301,-2765,easy
527843,253172,53211,24335,24334,29272,19448,14493,-412794,-211064,-50021,-15594,-17562,-23175,-16448,-10644,-505862,-240021,-51938,-19261,-21472,-22865,-17738,-13133,-514026,-236577,-50517,-21275,-14223,-4037,-12158,-10683,-507741,-235338,-35837,4021,-18062,-15901,-16600,-12913,-301800,-245294,-49253,-23132,-21966,-26055,-17929,-13660,difficult
27134,18407,4079,3777,3803,6253,7106,3955,634957,4549,1116,4659,8445,-2042,-2949,-3057,-8382,45603,13515,13987,9910,18659,-2632,-222,-1390,18826,13536,28730,14702,5868,-2712,-104,-19005,-1004,38633,13756,-884,21763,-3276,250,590713,32639,-1690,9096,3853,28486,2220,3197,easy
150477,43128,13362,10949,6025,13120,4001,2096,43523,38,-11339,2284,1006,-9228,-2813,-508,-133580,-2622,36953,-4021,3352,5328,-1233,671,-132128,-19262,-1347,22735,1034,15315,581,1276,-144635,-29395,-2814,13154,2638,-5296,-2064,723,-143959,-35381,-3066,-7308,4706,6353,-1207,1891,difficult
182135,117176,9392,13093,15011,19724,8773,6900,1710915,150863,6319,10173,36129,14179,4397,4614,-34615,-103140,-1638,-11234,-5291,-15413,-4839,-4479,-72108,-76925,-3426,-7441,-12972,-13191,-7212,-4077,-125383,-108284,13201,23226,4762,7136,-4229,4662,99519,-17509,2950,-6246,-11682,16258,-1540,1382,easy
400707,106905,26277,23739,13531,20229,12770,10035,-270038,-45441,-16561,-17803,-12690,-12199,-8928,-8859,-367057,-66498,-23668,-2525,-9565,-5154,4589,-1094,-325679,-67564,-13651,-20048,-8777,-8307,1043,-4326,-390719,-97716,-18315,-5517,-4540,12253,-7826,430,-291700,-90856,822,-19408,-8368,-13464,-11010,-8231,difficult
169388,79673,14636,7916,12968,14631,4543,2297,-2216,120257,-4316,-920,-2108,5943,1667,746,-34444,-67369,-10340,-1685,-11120,-7984,-3236,-1287,1281287,59925,66166,45189,23222,-2510,592,-748,436982,-67881,-3833,9099,-464,23976,-2050,-959,-165509,-76104,-14398,-6020,-11486,-11807,-4159,-835,easy
311129,42070,5135,11953,17057,17362,24021,10344,600043,75183,3206,24693,17679,23046,-3464,-1125,-120221,-2874,17158,75,-7724,-932,-12891,1427,-307912,-26554,20616,16678,-3911,6020,-18601,-5544,-307036,-19500,-4260,15733,25426,11398,-20231,-7082,-187341,-32493,-1989,-10869,-11263,-7838,-21893,-8576,difficult
101168,43669,10054,4093,3288,8468,5313,4243,666376,-20501,-6450,-1104,-645,-850,-1255,-1832,194194,35290,1159,2040,19665,43723,6104,12428,166634,-3721,-7464,33586,33344,7183,7850,8595,-76752,-11347,39749,30270,51932,12969,4700,349,319087,39448,42282,25467,10376,4114,515,5709,easy
43356,8906,3924,4213,5672,7259,4134,4236,93521,107323,3345,5540,14613,10526,19188,4614,710,5503,-1096,489,-2042,-1502,-879,-2240,185901,20602,-2102,31864,19905,16189,7408,1206,254433,-2594,-786,1504,-864,3840,-2578,-3108,147211,58293,7934,38812,-559,8029,452,5097,difficult
716238,71344,9035,6717,6334,5856,5311,6260,-676520,-64492,-8042,-4022,-5911,-3679,-4831,-5428,-652725,5751,17013,14319,15770,7208,1314,9149,-705858,-51813,1736,7287,3777,18659,4265,3353,-707058,-67379,-5101,4828,1318,16762,22198,12968,-662186,-40470,5400,3730,6500,19277,8055,6380,easy
162925,40054,6544,10897,4868,16697,11482,6051,-42546,-7690,-3412,-9805,1849,-10293,-1889,5953,-149852,-35646,-5343,-2666,3923,9649,10849,-1224,-155990,-21119,8963,-3093,6146,61574,-1492,14045,-155548,-20247,-3917,2573,4811,6539,9011,-1461,12144,-16444,-719,-9412,412,-11502,-8371,-4605,difficult
227081,104448,46880,27980,26945,25052,11612,5475,-224614,-87483,-44999,-23154,-20227,525,-5065,3331,-35325,21412,-20597,-20364,-9449,28080,616,5519,42876,-66872,-13136,75822,-2163,-7033,-6181,9368,161491,-40534,-44721,-22476,-21110,-22135,-8236,-2270,464079,151846,110242,138342,113155,13071,122348,51275,easy
513896,81154,24330,15423,13796,34315,26409,8203,-347137,-58240,-20304,-10236,-10676,-23584,-24909,-6771,-508555,-67738,-17434,-11790,2276,-14790,-20896,-237,-466560,-75499,-18339,3454,-6934,2656,-22677,-5267,-498248,-77564,-22608,-9018,4730,-24249,-22243,-4091,-491294,-65319,-20245,-12855,-11727,-28778,-25428,-7326,difficult
478569,83980,11662,12705,13235,18548,19078,8163,89089,-6364,-2177,-3819,-4507,29149,-9945,9482,-55734,-17462,-5347,-7516,-8217,-11727,-17010,-5729,-361281,-46810,-10481,-8051,-9641,-13609,-10409,-4945,213774,-22034,-6643,-256,6960,33313,-12503,3844,-240113,-56083,5467,-5481,13356,-1518,-11887,-1986,easy
98475,21222,8639,8940,13116,18214,12606,4167,-56584,4894,4515,-2631,-5007,33168,-422,5451,132935,-13678,5844,-3190,-996,-14910,-11243,-2508,649171,19415,8828,17268,62,4674,-6190,333,-90896,-1585,37652,-4312,-2667,-1279,-6032,643,-16437,11492,5386,3905,5932,8621,-2906,4822,difficult
249771,24988,4918,8413,7315,6621,6655,4386,-228926,-600,3467,65996,7116,23411,-103,2118,-244478,-16609,1022,54249,3825,11625,1491,-1477,-244505,13594,21494,26283,5906,12778,-1270,-2213,-240970,25780,8910,37240,-3470,12825,108,-1977,-170160,9085,392,1859,-5791,-3695,-5162,-2614,easy
125226,12648,7543,2643,3865,6652,7375,1538,664117,46250,1770,12286,13108,1073,1367,5532,473267,22713,1409,8841,22067,16603,6520,3592,-118478,-10931,-4709,1565,844,-2475,-5822,-514,-119326,-1121,2476,15432,1260,7647,10713,9736,8093,19320,-7388,549,-138,2609,-4121,-358,difficult
257355,49353,7604,11581,18266,26676,10084,7523,-222304,420,18943,-711,662,17767,3357,4729,-244710,-33755,3080,-3561,-3654,-11084,1034,-30,-237895,-36073,-4137,-7375,-14479,-19302,-8048,-5503,380665,79725,861,-745,-4034,-10849,3378,-2762,-195438,-11060,7632,16672,-11637,-8386,-7456,-2060,easy
21507,38988,9139,1584,5381,22512,5367,8660,242729,122526,25126,10897,29315,-2040,8766,-3520,-14505,-33662,883,3911,1838,-13155,1367,-5880,901922,131007,18392,7653,10533,-6683,631,-1964,236926,-8389,-6494,2877,-3253,-18131,-4274,-6547,236926,-8389,-6494,2877,-3253,-18131,-4274,-6547,difficult
283662,108644,26429,9659,17701,18558,4718,3105,-83315,-94378,-8728,-1882,1493,14517,19288,4965,-129707,34497,-9481,12904,-6263,-1795,2548,3151,-272140,-73761,8367,-709,503,-2000,10888,1881,-269851,-63241,26198,50944,-6918,9316,-251,2104,-269985,-75983,26709,12058,-4422,-3936,5658,4269,easy
630393,68167,14082,6282,13488,8986,3337,3619,-551735,-55457,-8300,1544,-9026,-5445,-2815,-3014,-622012,-38822,12694,29938,4117,5045,430,-774,-624330,-50782,-10340,711,-10603,270,329,-1970,-621230,-7357,679,-241,-8245,10544,-2109,-706,-600442,-53375,-13021,-682,-11833,600,-2117,-2596,difficult
98130,56574,9255,4944,9404,9267,12336,5001,-90380,-35274,11104,12122,16926,21093,-3863,9596,-33370,58315,16171,9985,2194,1779,-4079,-250,-94277,-52315,-6082,2587,-2964,-792,-4394,2749,460060,-25649,14612,7354,148,6913,-3681,2797,-77318,-22535,-4535,3301,1201,10634,3375,8166,easy
