delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
85442,123497,14869,10181,9435,8776,2697,2158,54799,-51232,-2621,-4052,-5581,-6532,-2145,-1478,-64197,-101457,-11375,1699,18809,-3245,-1147,150,-75356,-116962,-12140,-6153,-4251,876,3197,1588,-81801,-119457,-14509,-8046,-6634,-6812,-1763,-1145,-46439,-104205,-10883,-2936,-5555,-6244,7096,-1025,difficult
52781,29704,4958,8925,5120,4274,1146,935,-39527,-18960,-906,-4369,1900,674,94,1509,28810,26650,2944,480,-1838,457,3610,336,-46522,-22405,-3639,-8066,-3076,-2428,-345,39,-31282,-22263,-3872,-6721,6194,230,1049,1060,22659,37090,-1491,-850,-2275,1138,-184,-51,easy
80292,6150,1238,5489,5302,5670,2254,1354,21856,47789,-522,-384,-325,-2315,-1270,285,-74720,-3744,-241,231,-2630,1315,1296,953,-49691,16398,5021,-3631,-3886,-3636,-1422,-616,20080,52773,42969,4815,29898,3817,5203,1992,-71235,4878,3329,-3473,1301,-1924,-1109,-532,difficult
41245,9993,1863,2669,3552,7108,5446,2317,-34560,3170,-1621,1705,1452,28379,-897,6974,-40596,-5457,98,-177,-1607,-2909,-3047,1168,-38278,-2264,5000,13891,15165,10493,1406,7063,4456,1243,910,-1697,2393,-460,-4297,-158,-31611,-1065,4574,3305,2008,5802,-109,4288,easy
299336,119766,15848,8197,5820,7882,2420,3594,-238697,-83483,-13584,-4089,-3191,-6058,-1617,-2862,-294127,-117897,-14992,-7492,-2592,-5095,-1407,-2433,-272081,-99108,-9229,1371,5839,409,2804,559,-125300,-93239,-15047,-6647,-3836,-6954,-1996,-3344,-205653,-86228,-14797,-3205,-3077,-3952,-1022,-2174,difficult
340220,30447,9108,16287,11445,13669,4695,4422,-272180,8572,-3517,-14010,-7163,-9548,-3055,-3288,-332846,-22887,-572,-11285,4365,-1576,-3004,6277,-326259,-14068,-2230,16908,-2094,-3679,-843,-1588,-302241,4381,5148,-9915,2409,192,-298,-773,-325442,-24348,-1044,-9236,10068,-4174,-2002,-725,easy
57971,22905,7024,29031,20389,13598,4124,2551,208778,44424,2413,-22973,-13791,-10777,-2485,-395,-18978,-20345,-5026,-25048,-17154,-8485,-2594,-1653,174538,55095,176,-25586,-9946,4115,-675,2234,-34149,7027,2153,-18999,-16434,3985,-1276,3996,-44161,13339,-4021,-21694,2531,-2870,-301,3898,difficult
30052,29734,14288,11557,6811,10924,5713,4738,96393,-24342,-13707,-10370,-5638,-10268,-5297,-4425,-18810,-25780,-11996,-8541,-5565,-6811,-4567,-3763,118898,62135,-3242,-10079,-4784,-8191,-3330,-3646,-26916,-8830,-10163,-8474,-593,9122,-122,179,2915,-217,-8580,-7277,-2420,-6516,-3704,-3560,easy
59912,21760,10318,6116,9465,6701,2519,2568,10099,64548,-7887,-4891,-2466,-3929,-1368,-1302,732489,119197,-4868,23199,1846,3464,4766,4363,-55106,-6756,-7840,4206,8726,1359,6120,-277,-13336,-8385,-9942,-3622,-7808,-3811,-1321,-1385,-53692,-20106,-9047,-5369,-8290,-4485,1070,-791,difficult
852450,167909,68281,20447,15328,8755,5317,3854,-736966,-111350,-52680,-14055,-9913,-7229,-5039,-3329,-843816,-154720,-63868,-10573,-9486,-1354,-3630,-2414,-838513,-156572,-65199,-11687,-12844,-313,869,-505,-745155,-135250,-62763,-19362,-4758,-2576,-2857,-1435,-797547,-125375,-64175,-16383,-13356,-4175,-3918,-2871,easy
156019,44017,9981,4887,7277,7267,1525,2302,-84558,-449,10006,6325,-279,-2572,4341,2435,-140517,-35368,-9309,-3952,-6060,-5679,-135,-854,-48746,33319,-4395,-522,29163,1626,1739,5552,-124424,-36239,-4524,1851,-5185,-4896,-633,-1597,1313186,139096,7093,7634,5991,33083,3133,3991,difficult
65050,74782,14369,8083,6263,3128,2068,1727,-62548,-67527,-13639,-5426,-4410,-1398,-1469,-1018,96714,-48868,-7866,-5664,-2132,-1635,-1695,-1079,305655,30358,13134,10326,3499,9686,5330,5985,1914,-19911,-3605,-1178,1889,10380,897,1361,-30036,-57114,-9567,-2540,340,2537,567,901,easy
82305,19466,5350,9771,8587,4422,3689,3517,197338,47694,8368,-6542,-4102,2469,-1572,-2656,61623,35916,12561,-4193,1570,-590,-2948,-610,76448,-13548,-2551,-8991,-6620,-2049,-2859,-2341,44039,143100,29396,24042,-166,2044,4694,2525,141618,87205,-172,3434,4711,11361,5913,2611,difficult
117926,36933,12470,9299,9400,7889,1495,2137,-98347,-24004,9035,15475,-1291,-2653,6721,4714,83662,4836,-1090,3073,-6216,-4663,-449,-1026,-75452,-17044,-5902,-7019,-8194,-5287,-811,-1146,-114676,-24737,-5178,-7502,-2574,424,2777,1473,-114332,-26171,-8028,-6767,-3565,3448,1921,666,easy
81059,12511,15638,4035,7273,2912,2071,1664,303616,14391,-14143,237,-5761,430,-319,-871,-68505,-6910,-9890,-311,-455,9768,3727,436,-71793,-4081,4424,-518,-3219,15111,6081,1810,-45481,17845,-4134,-2605,-6411,287,-705,-934,-69265,-2552,-9423,-2021,-2529,7445,4936,2264,difficult
7893,12037,6680,6149,6914,7713,2343,1565,28663,24191,2210,-2483,-5321,-6319,-1984,-973,2884,-2978,-5228,-939,8995,-5093,293,-236,14556,-4599,-3828,-3908,-3076,-3636,-150,-764,-5166,-11138,-6077,-3801,-5650,-6526,-1614,-819,21069,10444,-5127,-795,-1167,1431,-341,-484,easy
283707,45877,11773,17249,8407,6136,2395,2242,-60765,-26231,-9561,-11849,-5554,-4010,-681,-888,-278672,-32797,6024,-8180,12549,1267,318,1682,-267637,-39454,-8916,-12747,2555,2507,858,1640,19656,-34750,-8868,-11901,-6927,-3761,-1638,-1389,-275925,-33502,-5047,-12193,-2450,488,2734,-250,difficult
49583,17212,8401,10126,5593,6887,2361,1814,51077,21144,453,-2886,153,-5389,-1678,-888,-46078,-6369,118,-7518,21734,238,1872,756,-5025,-300,21451,-184,13190,9423,10801,7143,82881,19644,-8033,-6219,-3559,-5226,-1961,-1505,-46534,-7900,-22,5005,-1456,11661,3410,3603,easy
27458,21207,4912,5930,6676,4990,2001,1556,6884,-9828,12808,14406,-1837,4523,4933,1656,137043,6578,-1194,2604,-3204,-1131,-1018,-67,21638,6091,6309,12950,2583,616,77,3462,154966,-8676,-2103,-1984,-4289,-319,-61,-459,-19735,-19182,-2378,-3574,-4718,-3255,-1245,-1169,difficult
49329,5310,2447,2727,5667,3199,1396,1011,86462,61721,-516,1189,-2357,-991,-975,-785,-31431,14896,640,1605,-3717,-2123,-508,-20,-41119,3525,7674,10834,11191,3319,1725,1877,20629,61114,3872,1085,9033,2501,-362,462,1012466,56730,11406,10626,363,-96,-17,451,easy
333174,217375,26401,20871,14234,9599,4502,2692,-247953,-216278,-22866,-20341,-11918,-7925,-3659,-2172,-315305,-215179,-26137,-15608,-12498,-8339,-3353,-1986,-327902,-213551,-17845,-17753,-8551,4678,-1500,-581,-291236,-184387,-19975,-15341,-11012,-6380,-3563,-2234,-327337,-211570,-25528,-17121,-12682,-8698,-3601,-2191,difficult
213358,10729,11239,10594,7534,12287,4471,4149,-149962,21369,29031,-4433,-5347,-7786,-3157,-3430,-208873,-833,-6871,-7364,6577,-2475,-840,4576,-196265,11659,-8127,-2233,43865,-5498,-803,-985,-173474,-6712,-6138,-3632,-2785,-1374,1992,-1914,-200667,-5598,-10067,-6582,-3672,-5827,2366,247,easy
28056,44279,16065,7553,9024,6837,3171,1129,12480,-36807,-14830,-4066,-7321,-4907,-2610,-631,-21285,-29427,-10799,540,12650,5755,384,2749,-15126,-25638,-3046,6343,-3262,-1015,404,202,-10877,-36160,-15905,-5661,-945,-4370,-2750,-907,7587,-31574,3565,-5294,4849,-1832,-2006,525,difficult
99005,38668,11111,6644,6262,3382,2042,1142,-24651,-3199,-7983,-4629,-5309,-1737,-1259,-673,-93481,-38014,-8353,-4953,-4448,-1557,-1543,-734,-95619,-34754,-9149,-2052,-1654,-209,-1122,-578,-39574,-27703,-6781,-4078,-4486,-2309,-1526,-803,-89845,-14744,-2217,-2007,-1241,71,-757,69,easy
19952,38759,16637,9336,11962,6508,1600,1692,-10674,-38146,-7844,613,-7608,-5562,-1434,-1356,18472,129,1469,6741,-10059,-3020,383,-847,-17630,-29763,-11033,-6666,-847,10432,-254,-418,72207,-17078,-13926,-4072,-9391,-5043,-1053,-1423,72189,25925,-4353,17305,777,4718,1145,565,difficult
148747,60446,3984,6761,6758,5264,2355,3671,-117685,-49890,-2996,-4753,-4118,-2254,-1545,-3176,-139100,-53758,7996,1259,-4264,-80,-1187,-2594,-137595,-47229,5409,6552,-2821,1272,61,-2777,-126635,-52368,2818,1558,13297,765,3614,-1248,-145882,-49888,3635,6404,14752,-2913,543,-2371,easy
97797,24502,8877,9011,12167,3515,1352,1814,-46328,1801,-1196,-6986,-9921,-2008,-642,-1378,-68450,8169,8372,12919,-753,455,803,1690,-70036,-858,8999,-1630,-4412,319,162,350,-82725,-9121,6674,-6009,-5500,763,2355,-606,-25840,21525,21900,10871,-6425,3532,330,199,difficult
145205,77640,19269,9292,7744,9278,5760,2392,-25926,-24685,187,-5995,-6641,-4913,-4363,-1180,-132065,-73570,-15879,-3392,-5559,-4553,-1877,-474,-130966,-73746,-17509,-3040,-2888,-1658,-2744,-907,-135241,-73921,-18004,-171,556,-4601,-3571,-262,-117009,-55009,-16550,-5819,-6790,-7939,-4869,-1965,easy
28129,10291,14437,28574,9075,7732,6039,4637,-4951,9219,-11394,-14141,-5464,-1841,4859,2318,-10185,8366,-2536,34915,-4748,8546,5890,104,-25729,31484,52622,45072,-4728,6674,-656,-3277,72431,11670,65348,3527,17379,10486,-1317,-3077,254905,39895,-6757,-11860,5733,551,-1484,-1636,difficult
90265,57173,22767,11996,10915,13852,2782,2352,-83438,-44429,-19983,-9671,-139,-4925,291,1025,-76546,-48877,-21577,2599,-3074,-5554,4346,2522,-54129,-48086,5492,-3901,-7597,-8204,3367,988,-88913,-55117,-22201,-10926,-9331,-11660,-1507,-1751,-80662,-51134,-19624,-10034,-7167,-3115,2841,768,easy
86749,28897,4857,4131,6219,6156,3393,3167,63811,-21701,1869,6245,130,-4847,-2648,-2606,-80800,-23609,-368,-2298,-2386,1807,-1668,-711,-80637,-14156,1083,222,-1380,-2253,-770,240,-66281,18550,4651,29247,580,-416,-888,-146,-82751,-20890,-4300,-3953,-2950,-4376,-2826,-2532,difficult
14109,16733,6901,7306,10648,3903,2975,2261,80418,13716,5201,-4539,-9416,-2203,-2485,-1704,-11982,-14973,-6312,-5220,-6163,-2979,-2776,-2086,-6339,-11316,-6283,10140,-5752,3648,-1827,-1334,-955,-7314,159,10244,-7566,3127,-453,-1164,-2023,-12240,-888,-4388,-7866,399,983,-1652,easy
60612,28292,7161,12283,13792,6871,2634,2692,31928,-12044,-4790,-10938,-11452,-5628,-1879,-1853,-54375,-27221,-5929,-9875,-12960,-4883,-1598,-1910,-57622,-19188,-1983,-4492,-7975,-2873,1640,1513,-54694,-20740,8558,-64,-2475,-2686,1863,-418,-48403,-20637,-5231,-7276,-5649,-270,5192,-417,difficult
338061,81145,26267,15279,8953,10988,3245,3090,333431,82372,-17687,34563,10331,1440,2492,454,-181333,-69084,-24041,-11396,-7051,-10122,-2651,-2046,177406,-28056,-23592,-5332,1403,-7922,-1406,1262,-267089,-61030,-12310,-11901,-7962,-4565,-1713,-1351,-50178,-43027,-7557,-10744,-2482,-4763,-870,-2106,easy
32185,14342,5138,2460,5561,4650,1400,1396,83706,56204,19947,10254,-668,665,2046,-244,-9587,20079,4194,12349,-87,3837,2089,2277,-17794,-9384,8330,-699,9839,807,-501,1651,88554,17324,-1285,1143,6407,-2752,-735,18,49241,44207,12088,1584,-947,885,952,621,difficult
33196,17243,4638,2165,2733,2051,686,1167,42855,47254,1964,1756,2431,267,-53,-600,-24807,-7845,4051,19437,23259,8336,2659,1610,-7317,15796,-1434,5748,1930,558,-162,-625,-27725,-10773,-2991,7035,2143,4344,1639,8042,-26644,-11808,5242,6323,2433,11309,5240,2827,easy
21565,21197,2247,5909,4926,2777,2343,959,140689,-9628,300,7426,-971,-299,-1492,-401,323237,57297,26211,15964,2870,7891,3287,1986,-13078,-518,-243,-4058,-2828,-1053,-1720,-323,12353,567,14587,4053,7996,10638,-785,768,-14729,-16036,2628,-3969,-2384,3010,-936,1909,difficult
14209,8022,4964,5435,3904,5728,2388,1638,1547914,1251775,85220,155671,72408,64487,49032,22425,1560603,176802,47492,26125,53297,43359,16880,3362,1743252,150824,58340,31724,46228,14021,2646,-573,1152538,13424,20270,-3132,12725,1297,-996,-1184,1360233,49816,20476,10313,39460,10422,6806,3250,easy
30450,24514,2760,7839,2844,3183,2418,1380,76782,96261,23253,9185,14530,1132,1976,3136,662450,26840,3802,6855,7405,19936,9376,9777,23024,1826,13015,9621,20288,41586,23829,20029,-9642,-18065,-884,-5029,1955,3186,2223,-4,302,1432,17933,31483,10777,12477,9306,7782,difficult
50377,22699,5881,3883,4656,4488,2519,1832,-23491,-14552,1512,6734,3469,8069,3981,4285,-40396,-14817,-5594,1288,2624,4265,2295,1919,617,-17646,-1363,-2303,166,-2564,-858,-458,83027,29412,-1485,3635,-2684,-2731,-1321,-1370,83084,21256,4404,-323,-1543,-2558,-1457,-1066,easy
84452,36686,4610,5341,2918,2561,913,1015,-80071,-32719,4293,5141,1862,10626,2063,8861,-78602,-35916,-4295,-4608,-2134,-1444,1624,-161,-35810,-8303,8707,1529,772,-749,1101,-125,953177,17791,15473,7567,23119,16500,3127,4636,-72743,-33009,3196,-1478,3521,6898,6796,2067,difficult
562549,93089,9526,11480,6151,5436,1379,1260,-519815,-79152,-5506,-7836,-1214,-3873,-1050,-1019,-556492,-86799,-8679,-9810,-4242,-3150,-504,-867,-529728,-77152,950,-8544,12988,-262,682,722,-547157,-91397,-9320,823,724,-972,256,-52,-554349,-83712,-1667,4536,-1795,1697,1814,1010,easy
125870,57460,11078,10217,18175,9536,3197,2454,20534,-7171,-9199,-363,-12489,-8377,-2131,-1671,-124453,-57027,-9935,-6322,-13492,-7635,-2838,-1574,-103688,-12874,-8317,-4076,-8603,-19,-1331,1976,-80523,-15358,2534,-2162,-5382,-3641,-1205,3789,-105067,-52533,-2569,-4234,-6725,672,1298,2312,difficult
8945,9367,8764,14063,9690,13058,4338,6667,138890,18639,-6614,-8083,-2165,-10780,-3214,-4639,201562,7800,-3035,-12508,-5437,-8342,-72,-5671,-1748,-8054,-7062,-12998,-7970,-9048,-3519,-5536,84457,19238,1688,-6855,-6089,-10134,-2800,-6079,-2745,-4332,-5142,-7244,-5520,-8898,-1736,-4332,easy
114745,31999,8789,17664,8303,7296,4200,2289,-54662,-2106,-3615,-15986,-5140,-3083,-3885,-1739,-93774,-29576,-87,-7425,-2656,1131,-243,-823,128267,-23136,-7158,-15568,-6300,-3565,-2959,-1866,-24934,-6497,-6618,-14637,-7134,-6258,-3612,-1645,-76321,-12627,-3448,-13174,-6147,-5603,-2928,-1592,difficult
34098,38785,7115,5325,7191,7766,3785,2595,-5002,-26517,1973,3729,-1815,-5069,305,-1314,344523,-19295,14902,7258,-1906,-2912,-1436,-470,-21906,-30334,20207,1645,2156,1305,-2890,-1966,509976,5168,30427,21629,14357,21314,26699,3110,-10571,-9111,3179,14681,2732,119,-2762,-1989,easy
148149,26524,3893,10489,3510,4684,4938,2899,98458,-23349,-1940,-8271,-2572,-3018,-4113,-2607,33415,100311,688,243,-1236,-1019,-3054,-1774,104354,79132,29551,35839,15473,17414,-1,600,-120291,-128,-2976,-9315,366,-1704,-4373,-1656,-143615,-22554,-3379,-9182,-2869,-2230,-3864,-2360,difficult
17188,22702,11856,10299,6375,4308,1681,1884,204637,1609,-8645,9542,-1540,-1067,-1310,-1389,-9493,-17420,-10706,-4597,-2013,-3236,-1284,-1520,-11636,-15189,-9054,-3696,765,-38,-56,-963,-12370,-17799,-125,-6670,-483,5254,1713,64,-14067,-17827,-2121,-6889,9726,1533,-929,-977,easy
130565,57569,12415,9490,8600,3860,1501,1322,-108079,-38496,-9874,7890,-5592,1650,1672,1526,-111184,-48794,-8645,-8795,-6475,-92,-950,-670,-119695,-56120,-10832,-8707,-8049,-2506,-822,-595,-69594,-52155,16798,2592,3729,5338,2844,1541,-116720,-48979,-3681,-7782,-5647,-2428,-743,-339,difficult
27617,24628,11378,5411,6773,6328,2080,2015,233332,-14405,-6139,1070,-3784,-3785,-1188,-1604,-19453,-19174,-9080,-2267,-2247,-4223,-1825,-1664,-19589,-19769,-10006,-810,25014,-3041,785,-1263,-14597,-18575,-7641,-2270,-4301,-88,-116,812,13201,100,-7812,6212,7755,2432,885,-176,easy
315453,293317,97727,66102,50051,22207,18728,51552,-186471,-70261,-64851,-28010,-41975,-13353,-15001,-48513,-299880,-276276,-89802,-62796,-44442,-19510,-15035,-50147,-312046,-287661,-94165,-57408,-30049,-11932,-16340,-49562,-144836,-268139,-94706,-60959,-47658,-20019,-16870,-50810,-307423,-288232,-94745,-63260,-40824,-12967,-16115,-49673,difficult
454056,107664,20272,9393,16040,5987,4101,2585,-446148,-101694,-15125,-7496,-7858,-2296,249,1161,-452320,-103021,-16483,-6652,-7178,1160,-551,430,-420568,-67162,-10898,-7335,-13068,-4193,-2988,-2429,-427435,-98636,-17260,1085,-6356,-575,-384,-40,-443487,-105511,-12933,-6470,-11513,-2620,1770,-1219,easy
294094,459161,113380,66131,50151,38027,25889,13032,55838,-403412,-109618,-56901,-37026,-36131,-25202,-12087,-284254,-457327,-107842,-61469,-48223,-36521,-25529,-12666,-285871,-451474,-112662,-61381,-48370,-34018,-25122,-12262,-257675,-453467,-105983,-60804,-46165,-34729,-23769,-9922,-275232,-448016,-111012,-64062,-48290,-36364,-25508,-12206,difficult
63840,32026,2764,4119,5602,7433,3287,4648,132418,167,2475,4176,-622,-5092,-2174,-4346,-47710,-29356,-1122,-2836,-4018,-5551,-2716,-4160,-61872,-24572,3403,852,2350,-4337,-2150,-3868,-32304,-25721,27230,32251,1247,856,-1248,-2141,-60905,-25431,-110,2275,-2973,-3195,-1964,-3313,easy
106565,54754,2423,8723,3920,4235,1604,993,-90001,-24303,2956,2797,2688,-2685,784,671,-102278,-50365,2205,-6496,-1979,3524,-618,955,-102746,-49994,605,-3246,4187,-1687,114,347,-82259,-30488,15641,19038,1750,605,856,352,-18789,-32302,-782,-7833,-1971,-2436,-1263,-820,difficult
