delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
120861,103397,26823,23569,16103,8657,3970,2143,-31426,-60819,-20900,-21553,-14237,-6200,-3361,-1611,-39249,-58123,-22063,-20779,-12825,-5542,-3087,-1288,634936,-85919,-16977,-20589,-13892,-7173,-3306,-1716,-15574,-48176,-12550,-9479,-8317,-4760,-2958,37,-80027,-83465,-21735,-20307,-13236,-7810,-3165,-1890,easy
984256,37976,11871,19864,6741,24000,13830,7260,-908612,70093,-4888,-16877,-4241,-10524,-8805,-4204,-823452,-27523,-11439,-18497,-4348,-13084,5949,-5804,-970833,-23355,1000,-17347,16929,37892,9734,6214,-902368,4003,-10663,-19386,-5108,-16383,-5645,-3151,-930903,-19436,-5856,-14515,13088,24835,33592,555,difficult
650534,232711,29137,16790,18942,20443,8264,3751,-267089,-152020,-17633,-7841,-13576,-17907,-7041,-3349,214960,-158479,-25539,-13769,-6280,-10620,-4167,-584,-376981,-169519,-16749,-4384,-13231,-16945,-4483,-2336,357198,7883,-4194,-9917,-10946,-12057,-4155,-2017,-605059,-166930,-22768,-14977,-16621,-17608,-5329,-3030,easy
681295,178435,32177,8141,10205,12312,22565,2532,-621221,-168077,-29381,-5038,-7670,-9484,-18007,-1539,-608868,-165711,-22005,-6384,-6802,-9331,-9772,-158,273981,-12245,-1911,15255,3604,25356,15850,4532,-653211,-143407,-24650,3619,-4722,-1618,-11226,6263,-574481,-167762,-30261,-5633,-7736,-7232,-20103,361,difficult
717820,249934,69336,15656,10502,11978,5222,3961,1230787,331467,-38917,3627,-4267,20801,4826,9962,-232706,-2415,-52198,27982,31863,6161,12385,1908,-231569,-221007,-62277,-13033,-8021,-7193,-2087,-2497,748883,-89,-48809,7501,-5143,4147,1054,1744,-314398,-216762,-64738,-8042,-3069,498,1265,-2909,easy
395566,30128,42014,14015,3946,8120,7957,4216,-319814,10593,-38531,-3758,-3114,-6515,-7393,-3228,581945,208776,-18768,115192,49837,50568,2561,-1800,-308072,58440,-41626,12129,12984,-1180,-4057,-2724,-316120,-4313,-38372,-6994,9901,1564,-6421,-3294,693653,-16632,-38051,-3960,-355,-6680,-7172,-3835,difficult
512395,207911,50680,32808,11034,15703,6395,4145,231783,-184242,-42697,-13658,-7576,-13741,-3351,-2641,-324342,-103686,-28738,-27596,-7390,-13001,-5022,-3275,-51833,402040,204,24615,6648,-1603,2279,10211,-456382,10874,12891,-23391,-8571,-10917,-3291,-2497,1445758,54911,-36851,-4800,27287,-1780,1650,5210,easy
184340,54983,7711,23031,7080,17756,6844,3919,-53245,-29514,11853,-19355,1494,-6356,-2383,-2128,289832,-25218,1280,-6331,14080,11876,5914,4930,281316,52616,2071,2261,9781,59508,14996,21439,-121913,-49847,-4982,-10277,-3640,-4865,-4062,-2551,-139677,-32817,-154,-22423,-4406,-7522,1852,-1626,difficult
599755,172670,48858,45544,20311,15372,11460,5807,-551694,-61640,-32495,-21938,-8978,-10074,-2159,-1286,-565133,-104126,-8178,-9954,2344,-4840,-5967,971,-542336,-142991,-44655,-42546,-19500,-14409,-10659,-4980,1219227,360048,13486,-8864,38250,7015,12004,11017,1316210,133421,-12653,-32328,6468,12454,-387,12961,easy
383908,134602,22840,12778,6165,5300,3748,3614,877692,52809,-14317,8650,5796,-705,-839,-2145,1119048,-37784,-10181,-5102,2149,392,-1383,-591,119631,39532,-3041,-4397,-1567,1438,-686,-2892,155401,129817,-14330,-912,-1599,942,-1491,-1923,-240442,-121260,-12273,-9886,-5271,-4412,-3138,-3351,difficult
788604,168655,15461,9987,13356,16553,4617,3609,370020,20603,21681,37433,-10249,-10054,-1553,-58,-241044,-153530,-13824,-7863,-12384,-11492,-3334,-2792,-732779,-149748,-8560,-9473,-11148,-15116,-4184,-3330,50804,-10283,14955,630,6487,2230,763,1470,-685202,-149491,-11120,-7148,-11540,-12972,-2526,-1129,easy
340438,33074,7908,7251,5294,9290,2356,2201,-239905,10324,-1139,-5284,-3562,-4624,-1475,-341,-30611,-1907,5389,-4709,9,-6228,730,-1394,-57504,22016,9207,-2972,-2286,-4843,-822,-321,-81591,14263,-3645,-3126,-2927,-1311,-314,-1753,-113472,-390,-3716,-5268,-2662,-6304,214,-812,difficult
1176776,247224,25982,29558,15268,12115,9332,5335,510610,766200,-4542,29262,22760,42638,75,4514,178443,-171169,-4544,-18850,1109,-7426,-3418,-3135,-652602,2307,-6581,14516,11014,13455,6451,910,-804815,-228178,4683,-18257,-10353,-4723,-7203,-3167,-770395,-151021,-22085,-17798,-11451,-7823,-2796,-3630,easy
61914,19435,4889,6372,2147,3443,1167,563,45465,10879,27569,12704,5058,8603,1880,4393,21922,-9642,-1427,-3175,-732,311,216,-28,-56099,1702,8074,-67,1397,9226,2790,552,-56964,-14403,2022,1759,6863,4447,3896,2368,-52114,-9009,-3175,2876,2225,4662,8254,3790,difficult
306509,48967,11960,8550,12294,4295,1971,2482,590867,108420,-5672,48323,3893,16736,9974,2272,143125,20742,-4832,8268,-4113,2535,1012,-919,-37074,9250,2171,5138,-2109,-2095,316,-975,-270342,-35363,-7475,-6693,-10747,-3533,-1667,-2088,1601582,532372,132047,97694,40318,37943,13576,5835,easy
979616,125388,46680,35955,83908,42203,11334,9586,301758,420179,104690,-11843,-60198,-27555,-7184,-5156,-314304,486,-42700,12135,-51719,-14502,6954,3801,443564,208794,165029,77847,79782,85286,78014,1742,-483552,-57726,-40813,7412,-30034,-29920,-463,-5983,312801,-80399,-41850,36191,-44310,-15294,-930,-5816,difficult
457517,167815,17308,8366,12165,12167,2817,3471,-373080,-103350,-12514,-5064,-9427,-10912,-1499,-3018,185673,-87000,1474,-3718,-7600,-8861,1410,-987,1843484,607055,310317,28281,15717,2252,24695,8337,378185,-5493,33629,6842,-6205,-6577,3063,-810,393387,-31635,-4403,29931,5284,-8143,3416,306,easy
231968,39245,2131,9216,5172,2149,1093,1114,48411,97873,33144,10046,3363,8109,1680,2941,561843,629678,127968,122634,43692,33833,15157,8626,-158946,15364,905,-618,-3108,-483,177,-273,94052,-23813,544,-3204,587,-827,-551,-471,280556,62426,1995,-5617,163,2115,1409,-393,difficult
113741,55539,9652,4593,3180,3669,2219,1135,-14741,-35592,-4252,-4053,-1988,-2460,-1782,-795,93342,-25319,-7079,2879,2967,856,1861,1938,-54860,-47437,-7582,-1855,-1845,-1466,-1579,-814,574600,124034,35886,36764,29656,10096,8545,3645,194536,-38229,-3162,1430,2494,16809,12335,7770,easy
642526,69286,35625,22089,10808,25029,4372,4797,-332403,147788,23204,15554,9178,-3022,3337,1417,-260062,88641,28700,13863,-784,-11095,207,59,1342572,-2788,-5184,-3345,-4766,-8556,3982,2601,-620307,27459,-19899,-5448,-6607,-10622,3257,-643,-610722,-41288,-32592,-16521,23583,-3275,2929,-1370,difficult
37388,20846,11418,7448,9117,15375,5599,2200,-33246,-14431,-9668,-3615,-7736,-9209,-3278,540,235141,-7206,-11087,-1175,-2331,-12260,-2820,158,444261,61956,21199,26330,43655,8161,11658,10434,83545,-5462,-10274,-1810,-8275,-4623,809,1134,-19353,24861,4997,-1436,-403,29834,6380,2150,easy
332769,101712,33116,15616,12976,15401,9172,10622,-202732,-38522,-20397,-8238,-11130,-6156,-4602,-5078,-300579,-96962,-31641,-15406,-11975,-13998,-7685,-9987,-275813,-96700,-32394,-10941,-10392,-6439,-2041,-8625,-255658,-86713,-28106,-12077,-11204,-9657,-3273,-8950,-24662,-65155,-32238,-10447,-3445,4368,36174,-6800,difficult
155724,27312,6091,8494,7978,12709,5328,4657,-81351,24990,8238,6728,5407,-9679,1804,-4103,1973865,61174,13206,37969,8883,7388,19312,2680,1426872,68546,-4260,16366,3355,6390,4144,4725,-93591,40237,60479,12082,31,15898,5953,3959,-19516,15036,-1065,-5575,-3995,-6069,-2587,-3270,easy
365913,51775,19394,8740,6131,8937,2977,1839,-281956,-12035,-6847,-6237,-4271,-6761,-2051,-629,-53887,171759,-16866,24378,23196,23642,1961,141,-323964,-32493,-18186,-4931,-4984,-7850,-2342,-1663,-360951,-46359,-17376,-4584,-639,-5983,-2461,-1174,-228935,-37293,-13341,-7805,-4105,-6324,-2085,-1333,difficult
401964,39223,6570,10225,4845,15236,5116,3272,-301628,-27803,-1515,-3580,-3669,-7883,2107,-784,-363948,-23031,-3828,-6451,-3377,-9527,711,-2602,-350335,-30395,-3562,-4778,-1749,-7562,-2198,-1394,-385871,-32273,-5695,-8201,-1809,-3484,5997,-1654,-241410,-139,-3084,-7688,-2494,-8005,2781,-401,easy
566543,70652,9531,16856,7068,4946,1830,1266,91705,88819,54051,-3322,5118,4585,3712,1328,95435,87893,23797,-13774,-1021,-1300,372,177,-458998,-47329,-1769,-13140,-4454,-3435,-1287,-952,-551518,-24313,-4174,-14201,-6336,-3558,-1223,-1012,20361,266102,28108,10142,5242,10595,13173,3607,difficult
352561,159406,20453,12011,10053,27216,14908,4385,-243148,-141332,-3379,-2674,-2575,-19578,-10566,-1728,-215458,-139829,-18702,-4024,-7736,-20393,-12048,-2725,-317240,-135205,219,10061,6838,-3839,-2270,9821,1102996,-93870,-13927,-2863,-2653,14604,-1968,2972,-346500,-153595,-16324,-6038,-5289,-1588,-12750,-2366,easy
357327,134321,23989,31477,9514,24933,10097,2157,338815,-66271,-20053,-11369,-5765,-20184,-8288,569,43770,82196,31619,-22888,19811,-1683,-1070,9834,216012,-71359,21011,34543,3769,5684,-1225,5373,606728,59422,5551,-5328,22768,15311,3457,6850,-132267,-119479,-23555,-28321,-3980,-22034,-7959,-638,difficult
145497,72664,12901,9181,6597,15723,6251,4606,528260,71712,96169,39309,11224,22073,33979,3346,1098408,174219,30153,-1842,166,-2773,3333,-1245,252793,179614,-420,3554,-2292,-3902,991,160,2108765,253545,32025,-5653,4158,-3144,-4046,447,240682,26466,-5765,-2279,-861,-5845,-2249,-1128,easy
169883,47335,8819,9080,3069,2626,2278,903,1507046,130874,67604,-6217,14764,14345,2389,3158,-97498,-5836,-4847,-4129,-1340,-1838,-1323,-325,-115091,-18545,8478,-4885,8289,9066,1524,939,516237,50955,20688,-4507,7852,5157,1992,880,-101114,-22376,-2672,-6026,-2070,-1451,-1762,-285,difficult
183072,57774,20126,3777,2802,6674,2576,2051,-42925,-26048,-16159,-2984,-1000,-5134,-1913,-1619,475807,14507,-17584,5673,3489,-2858,4500,-578,66811,-35013,26932,1018,4738,595,1281,642,-94237,-9347,-4427,24231,2972,1279,2299,549,799293,-12493,-5580,8701,2796,6313,2421,1237,easy
59558,36981,1401,5302,2841,9717,4574,1804,-23434,-22530,-3,-3511,289,-634,8366,-112,591041,180882,82501,27989,33502,8647,18406,9192,106540,-17618,4490,-4083,285,-2970,-967,2795,-46092,-20851,1178,-2213,1631,9340,-1766,-565,686166,6942,36962,3349,7784,14202,35711,8769,difficult
211959,50731,8336,3696,7366,6794,3920,2841,-201877,-37109,-6256,-1072,1387,20768,20080,12796,365185,-32176,187,6011,-3626,2447,-730,-14,387316,24266,13382,13243,4003,12637,3982,2322,-175011,-10757,-6529,-45,-5210,-2546,-1114,45,-177548,-43667,-5512,-652,-5789,-834,-741,-548,easy
401609,95754,23943,10043,11451,34241,8683,5302,160135,-9450,-18000,-6767,-8607,-31548,-7075,-2918,48883,112062,19022,17011,-813,-20959,13396,12382,-248703,-16757,-9272,2871,-2406,-15265,4443,2628,136393,-77988,-17925,5141,-5800,-19196,3616,5202,-377570,-85162,-18804,-900,-4483,-19876,903,743,difficult
476738,133029,22730,9851,21769,21132,7116,5963,277251,154020,11187,16015,7429,89111,5270,12969,439262,474647,-779,20471,9056,13969,13721,1270,-449728,-116975,-17908,-8463,-19924,-19836,-6181,-5328,-372829,-99981,-11924,-6222,-16326,-18695,-5224,-5457,132123,-10899,-17340,60888,8548,38234,2550,-1525,easy
428911,153602,40251,29159,14246,6740,4434,3423,-285334,-113914,-37830,-27533,-10612,-5535,-3984,-3262,1395010,-65824,-5553,28560,16524,13611,1718,-1200,-378749,-131866,-36885,-10945,-6410,-1667,-1505,-555,-252760,141632,-30975,-13243,40109,1072,1992,2563,-410167,-81869,25612,-6659,-4309,3080,10,-173,difficult
285906,95535,31317,14007,9835,22104,7351,5638,-137353,-35127,-26519,-6668,847,-17322,-5398,-4327,410946,-59011,-6339,-10061,-5683,-18386,-2867,-4222,-279135,-88195,-29193,-6862,-1079,-68,-2279,10921,-196708,-63872,-24040,-13007,-7984,-17449,-2753,-4137,-11235,53567,4261,9116,-7449,-3014,4917,5965,easy
655026,182818,13055,15130,9291,5572,3950,1065,566451,467480,91163,42386,4793,23802,6938,3118,-281238,-103293,29671,-1453,-7974,-1502,-1293,537,41580,-90855,20422,253,-4603,890,-275,584,-151499,117432,-4398,-7509,-3396,1082,1551,-49,75576,-110780,3547,4126,10014,11425,676,985,difficult
1583718,130962,21894,23203,21173,10754,5039,4628,-1341392,-46115,27444,-15065,-12933,-3835,604,-2475,50896,375545,27968,-7468,-10545,15376,4402,9841,-265418,386912,-14966,-2852,-8438,24385,252,1147,-1562477,-112034,-7561,-19999,-10408,-1160,1970,5968,-1426559,-119063,-10124,-22143,-16631,-5284,-3301,-3315,easy
568606,35840,11225,13803,6081,7354,4742,4587,-498330,-20154,-2048,-9243,-2498,2977,-498,-3507,-524118,-20108,-6914,-10355,-3207,-4070,-2844,-3041,-393125,-24412,-8824,3430,2232,10523,5111,5306,-482920,-27970,-6284,-11578,2056,-727,-3369,-2817,-527278,-16771,-7154,-11260,1193,826,-974,-3142,difficult
745501,119977,11089,5833,8498,5836,1779,983,-284635,-86174,-3544,-1499,-3538,-3404,-818,-449,-660763,-95600,855,-3205,-7310,-4686,-679,-724,596183,56817,48356,38801,15961,9906,4677,3804,-709546,-112897,-4304,-708,-7483,-5220,-1299,-795,491,-12942,-5126,8402,-4624,-2893,1460,-490,easy
586485,61992,17612,9043,6631,32203,15978,6114,-423221,2098,-3594,-282,-3639,-27225,-11407,-4626,-91326,15002,22252,15079,6772,-2519,-351,-297,-582943,-57415,-14958,-4417,4892,-2039,-9561,-889,-495064,-55223,-16248,-6137,-4782,-27259,-12292,-4483,-569839,-53341,-14469,-611,-3848,-26590,-13137,-5234,difficult
791126,86669,25657,5250,5238,4447,2791,593,-463481,-74286,-21449,-1992,-4457,-3652,-2436,-353,-670380,-9316,-949,26332,-627,918,-526,424,-402084,-48221,-20604,-4368,-3153,-2994,-1725,-134,-712316,-64054,-23366,-1995,-4375,-2948,-153,672,-311945,783853,190402,32073,7542,4669,4018,6553,easy
1654684,360661,140413,138705,65684,66167,37381,8362,-1579628,-355083,-136698,-133313,-58090,-63393,-35976,-7834,-760888,-303533,-135331,-120980,-29606,-54282,-31514,-5715,326251,700989,236486,81718,557037,33711,81355,19028,-728057,-325839,-122589,-125372,-50874,-56046,-32937,-6519,-1407850,-320011,-124991,-131859,-62339,-63281,-35987,-6249,difficult
1123621,66974,22647,27738,20819,7370,6145,2724,-578849,17192,102460,-1437,-16838,29346,-2366,-98,-558562,100808,5625,-5270,-1601,-2878,251,-1112,274792,881010,114532,62458,-1503,16145,16323,8135,-925811,-30506,-15350,-22950,-19161,-6058,-5076,-2279,-981353,-36327,-15559,-25639,-18997,-3318,-5169,-2126,easy
135052,28343,1944,5379,3967,6874,5525,1353,-119109,-11382,-693,5392,4994,8055,-90,1014,60106,-23216,94,1133,3113,-4104,-3437,402,-95385,30198,15973,2005,1693,17664,8686,5491,-51222,15558,48072,6136,5984,9397,-500,4277,-125331,-12908,3847,-1136,-1106,16166,374,4904,difficult
647284,262744,59247,98371,18234,12844,3912,3041,848967,-89271,44446,-84290,-6871,-6487,2296,3009,1073158,427131,119016,-34162,84658,17018,62211,19104,-303907,-96327,-31616,-84766,-7387,-3597,730,-1287,1396425,-203058,-32700,-79392,-13839,-8986,-1532,-1510,1042719,1065180,30946,-68585,31938,9417,12025,10399,easy
34103,17302,3944,8973,2407,2133,1279,1175,11006,15900,-375,-6198,-506,-225,-765,-537,-14305,-3503,-2375,-7026,689,18440,472,701,-29010,-15071,820,24407,3507,913,-512,605,-28044,-7504,11756,-3816,4304,8344,5055,1317,-31512,-12359,-330,-4387,1711,1808,1649,-753,difficult
524332,55052,6366,7601,4742,5352,1713,735,172903,298623,70677,3759,6900,6020,2315,1343,-250619,-30190,-3685,733,-3201,-3348,-499,-51,174554,55191,10260,5997,3981,-305,-221,1298,1401671,462911,262322,73377,22248,9578,7225,6798,668437,10647,24547,14028,963,2412,40,1555,easy
468426,403029,69104,66386,27813,46755,13981,7184,-309958,-389371,-66107,-66147,-25827,-45540,-13330,-6511,-359362,-400704,-66118,-63355,-14515,-43700,-12783,-6551,-220849,-378301,-63987,-55688,-20198,-36076,1137,-4003,1439810,-178497,216186,15975,-1105,-1888,203443,22818,392861,-275771,-21548,-46100,36972,33046,40183,12045,difficult
675291,198252,27999,21287,10240,6130,2929,1980,652335,1004925,83735,16011,43960,56698,16458,11970,-525722,-172678,-13202,-14703,-3403,-4797,-1636,-1198,-503193,276581,-13858,3336,17551,3178,1742,-189,-637468,-150720,-4508,-17274,-6777,-4731,-2481,-1361,685743,-73358,21020,-573,4205,-839,-525,-55,easy
1016004,41699,13619,5704,3447,3674,1086,817,-121384,89893,15414,1839,7771,8518,1803,2117,-485956,28664,-5342,1344,7070,2418,1495,3052,512319,99585,94731,19894,22921,20405,6643,8803,-714761,76677,-71,29365,42447,59997,5005,3589,147877,-14600,41546,68774,17039,8478,6860,3496,difficult
157163,28736,3608,3555,2263,1778,2505,1636,-11621,-2232,6575,-1063,1478,2520,3463,-374,256672,76908,27866,6460,12646,21778,35567,10413,-138281,-4167,-711,-2638,869,7510,2505,-792,-149258,9658,6457,11867,9406,12415,49326,5288,148183,-6036,4586,-1930,-126,1473,2474,-570,easy
88352,33473,2895,6075,9650,8968,7422,2159,-49424,-21181,-2072,-5527,-6852,-8298,-6654,-1821,27307,-16870,-1683,-4607,-6810,-2530,-5254,-992,-44247,-21667,-1766,817,-6383,-601,-4282,-977,-57257,-13603,-2390,327,-7309,-4512,-2709,-1452,-25870,1444,418,-4392,-8696,-4209,-5748,-149,difficult
275552,45155,7016,3692,3404,11192,3150,3696,-269367,-40957,-4629,-1141,-1316,-6970,-433,-2237,-258911,-39898,-2545,3718,2559,-2738,-1348,-1220,-117272,-24903,-4333,4438,-330,-7474,9,-1222,-165636,-42038,-4449,-2451,-2508,-9303,-2691,-3083,417689,-26746,8930,5516,-1235,-4196,1517,175,easy
284201,43153,5211,9590,8503,8260,2192,2569,15450,-24331,-1053,-1202,-6252,-5827,-490,-1928,-38875,55227,1245,-4660,8659,-512,1243,-1622,-263947,-41600,-2656,-9079,-6802,-4365,7028,-854,-199826,8627,20996,-906,6638,31,1867,-1396,83378,70100,5848,14,7914,5971,11501,4474,difficult
504816,87783,13747,12167,3545,22510,9439,4871,-326511,-10885,-1651,10980,3636,14178,4389,-2521,-456746,-36974,-10417,-3297,866,-19656,-7682,-4044,-427724,-69856,-8129,3042,10231,-12313,12779,186,-422760,-49510,-4147,-10975,-173,-17955,-4674,-3389,-466770,-66564,-8459,-5419,1201,-10330,-6229,-2964,easy
426557,183665,56304,13658,9340,11956,5375,8422,1443669,-111864,-8938,-9399,1696,-6438,-3788,-7592,-284483,15978,25176,44940,5449,13483,854,-5331,1114631,-83651,-45876,-1698,6960,-3981,-2487,-5009,67634,-36728,-45846,-5352,-5257,-7035,-3381,-7567,221721,-137608,-51075,22065,-4323,-8852,-4268,-6936,difficult
407772,220494,15434,18162,16853,16009,7640,5148,-351154,-153863,-11819,-11777,1018,600,11246,4411,-347038,-188731,-11667,-15038,-16281,-14649,-6786,-4569,-356975,-207116,-14577,-17329,-15955,-13658,-6818,-4765,-356951,-209298,-6826,-15751,-9953,-11028,-4960,-3721,-335226,-169091,-8326,-9179,-14865,-12304,-6701,-3909,easy
1333145,165767,25028,33167,10369,7180,2867,1865,1391544,178186,10718,-15055,-6585,2929,270,954,-985999,-36166,-9055,-25320,-5459,-2973,-2150,-599,-784862,-102814,-22230,-23149,-7429,-3933,-1839,-382,-1027647,-102076,-12854,-5971,4151,11883,6160,7541,-554700,-101935,15962,-24452,-7725,-3269,5452,75,difficult
188209,25335,6268,8289,7809,14840,4187,4508,-98005,-9230,-3218,16728,40149,479,3289,5465,-105398,-14068,1792,-2733,-6243,-7547,-2513,-924,531632,283018,-1572,15063,17005,21987,18143,2667,111141,46012,29824,30685,33600,4490,4301,1448,-59120,53469,-2484,-4720,-3290,-7912,-1474,-1662,easy
483022,53819,30981,18149,9377,17644,2982,2964,-473435,-37557,-20761,-14371,-5106,-15596,-765,-1587,-364420,-15942,-29288,-14473,-8642,-15426,-1703,-2468,-183329,-37877,-25328,-16189,-6750,-4500,-804,-655,-478436,-45846,-21115,-16984,-3344,-11632,2290,-2470,-246995,-9730,-11471,-13317,-6281,-13069,1982,-446,difficult
360568,82305,13847,9374,12931,13857,8296,3082,361376,-62758,3502,-3873,-2960,-10532,-3966,-702,-25827,-21608,14987,-3732,3398,12482,4964,3186,-269897,-50742,-7505,-2391,-8587,-9735,-5242,-1605,-85102,-53593,-10334,-4493,-3748,-3366,-5507,-1351,128314,29703,2135,-2201,8103,9633,-1072,6112,easy
253791,134084,37568,18212,21083,14387,6963,6642,-212177,-132462,-36193,-15298,-20296,-13441,-6187,-6487,159726,-31833,-26976,-4757,-7153,11422,1008,993,-195429,120589,-24119,-3153,14106,22421,12381,-285,163367,-70199,27048,66417,32094,-5193,13986,706,-112486,-40482,-35423,-8819,-378,-6818,-3248,-4070,difficult
1389877,603794,91345,40307,92181,37468,7722,5416,-1227254,-602105,-90803,-37930,-90980,-36237,-6407,-4973,-854450,-459904,-69233,-29741,-73931,-18286,-2563,-82,1034217,-389473,35069,-12372,-10990,40604,51094,21621,-1185715,-541756,-88444,-34542,-81530,-33382,1255,-4721,-987692,-443565,-61835,-16442,-74603,-13861,37,2561,easy
155984,90942,35172,3255,7912,2940,1602,1177,-104832,-63815,-30983,-829,-6472,-1988,-1026,-902,638951,-25529,24830,57773,12357,16530,5538,1896,1052010,403351,25743,29549,3984,18035,10319,11467,621190,9396,-24759,11729,-1573,7434,10100,9006,-113602,-76677,-32265,-909,-6767,322,-274,308,difficult
1192929,740350,81933,72467,63047,66179,33487,8819,-881371,-715149,-58242,-56405,-56975,-59575,-28264,-4089,-902659,-561481,-70504,-63001,-57114,-55280,-29905,-3673,-789827,-571866,-44389,-28888,-47217,-9496,-21405,25274,451309,-362012,-55370,-16173,30618,-23752,1549,10388,-748289,629941,-12394,179266,-3496,145348,10494,2308,easy
91880,87700,34298,15198,6700,14850,4605,4969,1130024,58512,45891,374,16199,-14,3414,1399,-86746,-72404,-31475,-13589,-3231,-10242,-1368,-4054,56884,-66600,-28742,2986,13004,34424,206,1734,-33517,-67511,14973,17425,33822,-207,2739,2952,47165,-31924,-25229,-14081,-2875,-10609,-3342,-1967,difficult
