delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,state
113165,28232,11791,7790,3152,16002,-43394,-17319,-10464,-6596,-1474,-11563,-54770,-8616,-5591,12628,6908,2836,-107228,-13104,1446,1345,-40,-2978,-107727,-5318,-3034,8393,3140,2989,-85219,48313,13685,2771,7433,5128,-11376,-52458,-499,22508,8703,-4488,7786,53631,4873,7037,-4480,16719,19224,-11283,7048,-5622,8382,-6948,3180,4293,14399,-5814,5967,2139,easy
372919,141867,25200,9443,13338,9815,-209678,-113794,-22739,287,-10382,573,-367472,-129841,-4552,24832,-6297,23444,-359576,-132197,-18839,18016,-11978,7500,-352576,-137891,-23132,-7264,-11196,-5483,-189277,-116572,-21306,29338,-2389,15068,-157794,7896,7000,163299,-16047,-2356,-5694,21319,18187,-14287,-4293,1826,24545,-6816,-25280,36602,4085,-5681,782,8807,22871,-15944,-12983,20551,difficult
415532,47100,20444,7812,11577,20175,306922,-29409,4557,-3988,-6806,-15312,872092,-20465,-16167,226,-4652,-11733,-379716,-25828,13702,-4291,-2532,18742,-414133,-6836,-11442,4162,-9419,-7669,-391377,-15724,-9612,-4729,-8873,-12259,565170,-1251808,-34417,22756,8944,-5363,18992,-8888,-20724,29869,-25144,1830,4214,-4517,8453,-8891,2154,2120,-6887,546,3579,30475,-26411,-4590,easy
174740,68539,18538,6347,3097,3664,605709,15249,-3489,4450,507,3469,54528,-36150,-13015,-3170,3614,5919,-156664,-37070,-4244,23751,25493,31973,-165551,-53510,-15040,3240,11002,23921,-131025,-29710,-17936,975,1571,8031,-551181,-211192,-8887,34526,-51399,-920,-16440,23800,-9526,8771,-10796,-2896,-7620,26921,-20511,-2265,3107,21879,-14491,-9431,2450,26054,-8052,-15890,difficult
480796,188878,113899,86046,90723,43026,349703,-95768,-108148,-48737,-75286,14616,-369525,-157435,-112756,-83487,-89075,-39971,-467850,-184435,-111595,-82084,-88812,-38532,-476263,-182896,-86476,-70631,-83693,-3945,-477145,-172569,-100014,-67896,-80379,-21106,-719228,-98325,-8413,-882,-61667,-27000,1539,10327,-4608,1161,25119,-13538,-34750,1403,11453,2735,-13789,263,5119,3314,-54587,1439,34587,-17161,easy
123759,74609,4492,18306,6884,22393,-98133,-66815,425,-11173,-3318,-18391,-63873,-67991,-3029,10630,-3611,4255,-109160,-65712,28605,-7133,-2093,9652,-10346,-59835,-1909,-15891,-4335,-18865,-110434,-64888,7893,21772,6318,5417,34260,-45287,98814,-100088,-1176,2279,5877,-5053,-3454,31634,-30514,9802,21803,-17763,-8758,37663,-293,1518,-2242,10653,22646,5397,-28517,24282,difficult
244949,74278,19004,20396,16920,20909,-219137,-67979,-18153,-5576,-9937,29081,-242849,-67925,-9649,-18873,827,20685,-235052,-69302,-14007,-12859,-13318,-4772,42603,-66658,-17763,-17069,-13149,-9304,-227160,-63959,-8282,-13845,-5214,-9711,-23712,7797,277655,-269763,54,-1377,2644,2699,8504,-4358,-3756,9481,-13297,6014,-4210,3224,10764,-14145,169,7935,-8396,-25457,-4532,-407,easy
46893,15100,2885,24263,4552,8350,-43633,-12246,308,-19218,4482,37510,-34865,-9633,4656,-21693,-1259,23615,75444,-3420,-352,-19757,-1789,-2318,-41554,-702,-920,-14169,-789,20051,-42713,-354,7999,-14625,4820,12052,8768,110309,-116998,-1159,2613,6213,2718,348,4348,-5008,-568,8919,-2475,1936,5588,-456,-5741,-530,1000,5609,-13895,-25933,22369,-7999,difficult
61159,21168,4392,2658,1965,4310,105094,181520,16666,21764,2915,2237,-30293,10327,15139,5724,6412,41889,-51880,-5401,4511,3776,3870,5798,78199,-8888,961,8224,1480,3181,-34875,-7371,14622,15559,12331,9918,-135387,-21587,130079,-113074,-171193,-15728,-3487,1517,-1527,-10628,-3550,13661,-16040,-1948,4448,7335,3497,-2542,-2390,10851,39652,-36091,-2617,6737,easy
934171,184366,105538,20924,25041,17570,272867,34081,-76550,-1789,-14952,60175,-886345,-176414,-99627,-10092,-17759,1840,-918310,-150843,-101472,-8600,-18408,6847,-928720,-172555,-100434,-14794,-21702,2320,-589548,-140452,-101606,-14930,-23501,-9876,-1159212,-31965,-10410,339172,-210495,25571,-21712,32103,-23077,-1845,1038,-1172,-8303,1492,-6194,-136,-2807,-649,-3294,-1799,-58335,5007,-4527,-12196,difficult
413517,40721,28349,13088,6723,9332,-332147,-26556,-14681,4400,5980,25374,-408009,-28251,-372,1811,1720,23137,-383309,-10167,-19380,-9850,-849,11876,-380388,-22040,-26926,-3056,-45,35569,-379940,-33794,-21927,395,1849,11544,-75862,24700,2921,448,-1695,18084,-11873,-11754,14309,-19008,-7546,4999,-2589,-11661,6794,3451,-4260,-2569,804,1894,-2237,-11261,23693,-24025,easy
859886,113557,13497,8071,9326,21882,-796207,-78224,9764,-118,-3753,25644,-851790,-84153,734,4095,-4234,16607,-855406,-102305,-10598,5540,-2327,500,-849683,-105828,-7788,6835,4192,12922,-836182,-105803,-8700,-4029,-7805,-15026,-55583,-3616,5723,13501,-5929,-18152,-3523,25,-9030,-11332,2810,-912,4213,1445,1295,-10864,-481,1907,6519,-11997,-9037,-16107,12422,-27948,difficult
1144395,94893,60046,20369,21971,19413,-1130396,-88137,-55368,-19093,-13297,32036,-1128889,-82235,-57291,10946,-13764,-6598,-1129198,-67552,-56289,-14788,-20114,2714,-1136939,-77020,-57833,-11126,-17302,-6314,-1141991,-66062,-49601,-15180,-12107,8445,1507,-309,-7741,-5052,5902,14683,-9468,10958,-1923,1002,-1544,8232,30039,-25734,3662,-4054,-467,-6350,2812,5195,-38634,9312,-9028,14759,easy
204485,40595,3214,5810,6071,28372,-199757,-37282,-1809,-4958,-5657,-13596,-202002,-33465,1066,-2956,-2988,67552,-199919,-33358,-1669,-458,651,-10790,-200701,-33017,-990,-4519,110,-9843,-202187,-31019,783,3933,-2263,-3031,-2245,2083,-782,-1486,3817,107,341,1998,2875,-2735,679,1773,2002,2498,-4061,8452,2669,3639,-541,-2373,81148,-78342,947,6812,difficult
179802,30972,7213,3182,2570,1631,-169644,-15996,3936,11654,2119,40503,-174901,-20540,7477,21258,6269,11396,-172150,-20922,5133,3192,5947,34081,-55718,23145,-4537,1289,622,3914,-165803,15469,23353,28094,23337,39734,-5257,2751,116432,-110085,-4544,-382,44067,-7676,3541,-2344,-9670,27890,9604,-18066,-1903,26805,4150,-322,-5325,22715,-29107,22685,-30167,35820,easy
968830,99278,51447,56325,88926,28506,-896275,-84971,-41084,-35054,-85878,-10399,-906598,-77638,-24164,-45835,-84428,-18793,-940225,-79011,-50903,-46838,-81989,2831,-958071,-86955,-48444,-4109,-85631,-14650,-961113,-93286,-43636,-55050,-83448,-26343,-10323,-33627,-17846,-3042,7333,-1373,-7944,-6331,16920,-26739,2459,4808,-10781,-1003,42729,-50941,1450,2439,-3642,2183,-8394,21624,-17481,-11693,difficult
30620,22860,8456,8104,5632,17150,-26006,-574,-3848,-3149,3779,37139,179486,30881,-4036,6079,-4327,-6677,-24109,-17280,-4849,12749,2852,9841,-20356,-14750,-4833,-4925,9682,27256,3786,-8863,-6262,-5890,-1874,-6558,205492,-203595,3753,24142,31455,-48161,2530,5887,-188,-813,16,-1429,9228,6670,-17674,-965,-8106,7179,6830,-11556,-43816,16518,17415,-33814,easy
247801,74685,12316,4123,4263,9713,-82362,-38149,959,22863,9825,20290,-41031,73586,-5713,32905,7042,21278,-235030,-61335,-1798,4270,2899,6934,-183932,-58339,-11060,-1436,-1818,-3443,-238419,-62860,-10647,2744,96,43294,41331,-193999,51098,-54487,111735,-134921,2996,-4521,-6672,3915,-9262,413,10042,-28635,-5706,4180,-2783,-4143,-4717,1914,988,-14344,-10377,46737,difficult
90080,10664,8675,17089,9560,16085,30838,17517,-4162,-9026,-3285,-11081,-68996,1243,-912,-8739,840,15971,-83924,2070,10408,-9432,-2549,13286,14582,-4565,-7563,-14728,-7456,-11832,-76832,5669,-4127,-7914,-748,20146,-99834,-14928,98506,-91414,-16274,827,-6635,10234,3250,11320,-17971,3436,287,-693,-5296,6814,4125,-3389,-4907,6708,27052,-2685,-25118,31978,easy
95346,78825,7624,15111,7602,15037,-58212,-56883,-1471,-3917,-4416,21698,-71013,-60822,-151,-7451,-4062,-7783,-81051,-24948,18204,-10285,5512,12114,-82757,-67570,3817,791,2287,-2781,2952,-23093,-3293,-10444,-1404,2660,-12801,-10038,-1706,85709,-3939,35874,-42622,44477,1320,18355,-14387,-7110,-3534,-2834,11076,-11235,354,9574,-3225,-3691,-29481,19897,-14895,5441,difficult
74511,41981,5979,2659,7808,7692,576711,-32435,389,13711,17112,27882,-68529,-33242,36163,14959,-2231,15831,-59375,-26151,-4956,4205,-883,17893,-62926,-38315,-252,13069,3944,23370,-53182,-32372,5707,18892,1574,38586,-645240,9154,-3551,9744,-807,7091,-12164,5943,35774,-41119,4704,5959,1248,-10754,8864,5823,-19343,1348,4827,-2370,-12051,2062,5477,15216,easy
129614,37017,10132,8832,4114,8732,-97369,27579,-291,-3627,140,36463,71352,-29779,-9050,-5244,-2874,-2110,-122917,-17241,-7241,7397,-2682,62458,-123014,-27285,1193,-5800,2627,6382,-91632,-8369,-3515,-6448,-2699,-1656,168721,-194269,-97,31382,-57358,12538,-10044,18916,-8759,1809,8434,-4708,-1617,12641,-13197,-648,-3014,192,5309,-5326,-38573,64568,-56076,-8038,difficult
356240,103234,33718,20983,10513,7259,-350900,-99317,-30782,-19932,-7990,-2793,-109126,-95510,-29795,-13504,-8018,-4233,-337197,-96052,-30108,-971,-758,11961,-286287,-47606,-24774,-17855,-3636,-4394,-343347,-96206,-27120,-16040,-3904,36203,241774,-228071,50910,-57060,3807,-542,48446,-48600,987,-313,5334,-2346,6428,12533,-16884,1815,-28,7260,-2878,-268,-1440,16194,-16355,40597,easy
131861,53569,8120,13201,7651,9496,-112721,-32033,3542,1046,12240,20539,-107336,-33607,5225,-9601,-5008,-802,-120778,-44801,-6690,-12197,-6721,-2624,-126561,-44160,-5858,-7764,-4327,12083,-100133,-39538,16177,-11025,-1791,27473,5385,-13442,-5783,26428,-1574,-11194,641,4622,1683,-11915,832,22035,-10647,-2596,4433,-3261,-17248,-1713,2394,2536,-21341,-1822,14707,15390,difficult
282444,197186,32168,55063,12461,29758,-264421,-192814,-26673,-47714,-11271,-19535,-278817,-194275,-30229,-48775,-9207,-15531,-279059,-187231,-27623,-51112,-2778,-10853,-264627,-161997,-19129,-53437,-8342,12557,-273603,-185130,-10368,-43631,-6057,2496,-14396,-242,14432,-8976,-1461,7044,25234,-23133,-3556,2606,8494,8761,-1061,-2337,-2325,9806,2064,6429,-5564,2285,4004,4678,23410,-10061,easy
140900,38022,7164,11779,7207,9356,561989,108896,2669,41436,1360,48892,-136108,-32354,-1015,1780,-1481,40715,-78458,100391,4686,28336,9218,12300,-123367,-20514,8915,585,12001,27068,-130572,-31661,-1138,-5645,5310,18059,-698097,57650,-44909,-7205,-141250,132745,-120905,-11147,-3684,5701,4229,-10053,-39656,26556,-27751,-6230,-2841,10699,2783,-6691,-8177,-28415,14768,-9009,difficult
31342,38404,5877,9360,3240,8112,137113,-34527,-4707,-4527,-1123,1209,-15441,-30704,-5004,162,5871,7893,51673,-25755,1335,-8293,-2038,-3588,-9299,-14737,5990,1228,-1563,-3490,1885572,76764,3063,17699,15603,38954,-152554,67114,-60972,1894871,3823,4949,11018,91501,-297,6339,4655,-2927,4689,-8455,9521,16471,6994,-7909,475,17166,6684,-11481,98,42444,easy
574634,238771,34928,26289,30143,26123,152400,-62170,91781,40304,-4668,9582,-329101,-194235,-30751,-22008,-27415,-14645,-285315,-151023,-15571,85890,-24604,19546,568983,-228633,-25021,-12581,-16965,-20589,-444337,-218166,-32666,-21286,-26658,-18761,-481501,43786,854298,-1013320,-132065,43212,-77610,10467,-122532,15180,-9450,-7645,-62312,107898,-98471,-8705,-22747,2811,7639,-9693,-24227,34191,-40135,1828,difficult
50150,17334,2006,18369,5686,27238,-27654,-7299,32367,-1144,261,-15131,-26057,-739,11652,-6176,647,-11373,-42262,7477,6804,9810,6059,-5659,18638,19548,2636,-16839,-3127,-24916,-38311,-9018,-10,-17164,-2089,-22801,1597,-16205,60900,-56949,6560,8216,12071,-28566,-20715,-4848,-4168,-2646,-5032,15986,-26649,-325,386,5412,-9186,1038,3758,5714,-19257,2115,easy
184561,24721,3468,34574,9082,18717,4800,17541,1662,-23164,-393,-12419,-157482,4123,20842,-32450,3660,31121,-94937,-10188,1316,-31716,-4691,-14103,-166468,-22132,1898,-26364,-62,31271,-156148,-15666,4690,-26900,-2996,-1172,-162282,62545,-71531,10320,-13418,-14311,-11944,6466,19180,-19526,582,2792,-9286,734,5352,-536,4053,-8351,4629,-2934,43540,-45224,45374,-32443,difficult
22279,30174,5261,12543,11920,16864,83900,-25046,-2477,-8444,-10342,-14945,-7437,-22736,-1298,-8995,-9581,-10268,13529,-15256,-503,9129,-1149,34076,13529,-15256,-503,9129,-1149,34076,-17285,-17072,7365,-2700,-6446,6116,-91337,20966,0,-30814,2310,7480,0,-1816,1179,795,0,7868,-551,18124,0,-11829,761,8432,0,-5297,4677,44344,0,-27960,easy
76169,28034,11648,8372,2813,21600,540288,65468,10240,-1033,3287,8918,-54601,-1410,-10533,5230,5901,21580,-66894,5052,-1759,23088,5733,19462,-70418,5559,4771,8076,2972,-8321,-72379,-10681,-3002,-196,-495,39461,-594889,-12293,-3524,-1961,-66878,6462,507,-16240,-20773,8774,6530,-7773,6263,17858,-15012,-8272,2614,-168,-2761,-3467,12662,-2118,-27783,47782,difficult
415537,61081,22698,7518,8808,18441,-406681,-55863,-9998,-89,-1384,14183,-411815,-48068,-20730,2073,-2365,-1898,-414927,-53366,-13278,-256,-5854,-2338,-264507,-45700,-16884,-279,-6846,-16075,-409514,-37565,-20213,5676,-3171,17345,-5134,-3112,150420,-145007,7795,-5298,7666,8135,-10732,7452,-3606,-3329,2162,-2329,-23,5955,-981,-3489,-992,3675,-16081,-440,-13737,33420,easy
225789,69695,37444,16277,23766,45476,-220852,-43675,-34411,-1636,-19890,-29187,-219340,-62798,-34293,-12102,-8142,-9958,-212754,-32214,-16837,-10608,-19043,-25961,-213083,-55273,-34780,-12003,-22259,-43283,-70241,-67499,-36791,-16037,-23143,-42659,1512,6586,-329,142842,-19123,30584,-23059,-12226,118,17456,-17943,-2011,-10466,1494,-1395,-4034,11748,-10901,-3216,-884,19229,-16003,-17322,624,difficult
302846,51259,9780,6817,5121,10014,-289314,-32326,-3253,-937,-165,15725,-295880,-44735,-6487,-3468,542,49746,-298912,-47083,-8305,2208,-2727,9581,-294422,-45365,-738,-1493,-1678,12658,-46904,-15719,-311,-3030,-2212,-4698,-6566,-3032,4490,247518,-12409,-2348,1718,29646,-3234,-1818,7567,427,-2531,5676,-3701,-1537,707,-3269,1049,-534,34021,-40165,3077,-17356,easy
338184,46305,6980,37877,9924,11706,-115402,-32594,-5503,-21995,-7337,-2239,2152170,-2008,5155,18744,-4666,8104,226918,806113,151031,-9404,18727,70989,-71753,45201,-5212,-29044,261,-4957,518424,7869,-3752,-19187,-3715,-7182,2267572,-1925252,-298671,590177,30586,808121,-760912,-37332,10658,145876,-156243,1460,40739,-28148,-19640,9857,2671,23393,-18466,-3976,10343,62885,-75946,-2225,difficult
650772,94445,13858,11589,9238,15601,-600145,-51506,-3413,-8206,-6642,847,-642917,-80486,-8509,8377,-2497,-7353,-649044,-83347,-3119,-951,-4130,35514,-637995,-90976,-11671,-1358,-5983,33652,-580712,-58501,-13090,-5064,-6379,-10741,-42772,-6127,11049,57283,-28980,-2861,-7629,32475,-5096,5390,-8552,-1419,16583,-9328,-407,-3706,4145,-1633,-1853,-396,-8200,42867,-1862,-44393,easy
200576,42137,13392,3832,6142,16469,-23676,-9153,11099,25411,3042,11674,-156264,-21691,598,35455,3097,22177,-181762,-33128,-2163,-427,-2121,4521,-148506,-18842,4010,-1858,3178,-2986,-37845,7284,-6170,54508,10247,23289,-132588,-25498,33256,110661,-12538,-11437,14286,26126,-10501,-2761,6173,-10180,10044,-35882,-1431,56366,55,-5218,5299,7069,10503,-17656,-7507,26275,difficult
109315,37397,10868,22126,6514,26138,142957,20376,-9904,-19337,-4591,-20762,-47961,-27228,-317,33284,-575,-8333,-100476,-4495,13801,-5797,1420,4978,-78492,-3396,6902,-13061,-2288,20656,658863,106518,5781,-12400,-1153,-17336,-190918,-52515,21984,737355,-47604,22733,1099,109914,9587,14118,-6899,-1121,52621,-39081,-7264,661,4016,1995,-3708,1135,12429,13311,15678,-37992,easy
139233,21369,10093,13725,3841,11637,-132333,683,5383,-1125,1376,18240,-128276,-16576,2108,-11703,744,-1128,-136070,-13052,-5910,6804,1877,11879,-134182,-19145,12211,-8116,-399,5672,-50926,40472,-9142,-6807,-2281,-8696,4057,-7794,1888,83256,-17259,3524,-6093,59617,-3275,-8018,18121,-21353,-10578,18507,-14920,1309,-632,1133,-2276,-1882,-19368,13007,-6207,-14368,difficult
99102,40371,20319,26412,13648,27771,-61824,-13091,-17486,-16197,-1341,5160,-92934,-29050,-15243,-12319,447,2504,-90878,-29561,-779,-19845,561,30092,-97508,-25997,-8652,-22743,-12721,8272,94884,3413,-13152,-22269,-10826,-22518,-31110,2056,-6630,192392,-15959,-511,3564,29410,2243,14464,-7873,-4500,3878,-7526,-2898,474,1788,114,-13282,1895,-2656,27588,-21820,-30790,easy
18763,19260,18580,13408,10067,13915,29069,-7026,-12679,-10117,-8177,-10706,38181,25315,-7584,-9400,-9263,-5138,15741,-6705,-13941,5623,-7,3257,312253,58782,-7608,58053,-4424,3009,-8583,-15009,-14486,-11363,-8905,-11897,9112,-22440,296512,-320836,32341,-32020,65487,-73791,5095,-6357,6333,-6878,717,15023,52430,-69416,-1086,9256,-4417,-4481,5568,8395,-248,-14906,difficult
36091,11483,6369,4718,2372,5452,-20879,6576,6674,17222,7176,3057,-20827,-5535,3283,3491,2222,16258,-34193,-5876,11793,10378,2248,26739,63868,17873,-4821,7310,5799,-998,590046,80375,26756,25481,10974,35631,52,-13366,98061,526178,-12111,-341,23749,62502,-3391,8510,-16614,31577,-13731,6887,-3068,18171,-4954,26,3551,5175,13201,10481,-27737,36629,easy
157052,30043,5869,5294,5550,10645,-150444,-21221,-5536,4811,-912,8617,-140313,-20424,882,12762,-4473,43336,-152666,-24424,-18,294,-2004,24473,-113749,-11447,17911,35083,14866,8563,554972,69475,26513,11177,4120,9240,10131,-12353,38917,668721,797,-4000,12977,80922,6418,-900,17929,8602,7951,-12468,34789,-23906,-3561,2469,16870,-10746,34719,-18863,-15910,677,difficult
88124,38159,8183,13532,6095,13066,-53038,-25840,31322,-4473,5276,2615,-51082,-23297,2599,287,-2660,-3504,-72267,2568,1538,-10375,1982,-1939,-63810,-33515,-6865,-12895,-4826,-9250,711095,27586,-2042,33645,3304,231,1956,-21185,8457,774905,2543,25865,-36083,61101,-28723,-1061,-8403,4823,4760,-10662,-2520,46540,-7936,4642,-6808,8130,-6119,1565,-7311,9481,easy
497808,70913,8657,17163,20645,16357,-488080,-54015,-6558,-15561,-17829,-8010,-487881,-56748,9014,-9672,-12319,-6622,-476294,-61633,-4810,-5822,-18446,32123,-492591,-63029,7276,-3042,-13525,2752,-467416,-56947,-6130,-13194,-18721,-12305,199,11587,-16297,25175,-2733,-4885,-1396,6082,15572,-13824,12086,-13406,5889,3850,2780,-10152,5510,-6127,4921,-5196,1388,38745,-29371,-15057,difficult
55858,9456,10112,19416,4606,19368,-26524,-4510,20935,10754,3523,-6018,-32693,7970,-4365,-13517,2639,1382,-48166,21111,-2264,10169,2636,5043,-50628,4932,5161,-14687,2919,4347,-25081,17642,-6111,29277,8776,-9462,-6169,-15473,-2462,25547,12480,13141,-16179,12710,-25300,2101,7425,-11272,-24271,23686,-24856,43964,-884,-3,283,5857,7400,3661,-696,-13809,easy
438455,130592,9445,16255,13665,15580,-433297,-119297,12390,6261,-7983,24051,-432541,-117816,-222,-9474,-5075,7091,-432829,-109446,19239,-10193,-11025,15136,-425549,-124385,-5339,6822,-9767,17006,-232564,-102425,-2600,-11808,-842,5231,756,-288,7280,192985,1481,8370,-14939,21960,-12612,19461,-24578,2739,-15735,-719,17015,-18630,2908,-5950,1258,8925,-16960,8045,1870,-11775,difficult
260906,27808,5246,2412,3916,10525,-244369,-15601,2788,15591,-202,5028,-246391,-18700,4216,6052,-1222,4632,-252909,-7833,-2130,4377,13119,1780,-177334,-10354,19037,13097,8850,15885,-254471,-23741,963,-840,-2881,-2840,-2022,-6518,75575,-77137,-3099,10867,-2521,-13387,1428,-6346,21167,-18074,-9539,-1675,8720,-13937,-1020,14341,-4269,-11731,-396,-2852,14105,-18725,easy
285215,117659,31502,11596,14265,12620,-157334,-99438,-27449,-7424,-9736,-11263,-252959,-81424,-15378,7617,9541,2697,-218195,-61450,27085,25086,-4830,16914,676435,23559,-19047,13210,-6403,2029,421354,532066,62800,60686,11956,38286,-95625,34764,894630,-255081,18014,19974,85009,508507,12071,42463,-46132,81847,15041,17469,-11876,47476,19277,-14371,-1573,18359,13960,14217,-14885,36257,difficult
235297,100500,11394,21436,6970,18629,-152739,-30748,-4337,-12759,-1925,-13380,217240,1858,29192,16844,13642,4035,-222170,-91604,-5453,5472,9783,-8791,5270,-25814,-5826,-19050,-3157,-6724,-183299,-87153,-8357,-16647,-3694,-7241,369979,-439410,227440,-188569,32606,-93462,65790,-61339,33529,-34645,-373,-2531,29603,-11372,-24522,2403,15567,-3859,-12940,-537,17415,-12826,2067,-517,easy
