delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
315343,19143,7889,4785,4267,5758,12241,3525,-311339,-11577,-513,3049,2710,16639,-91,2175,-289369,21430,-1209,8399,5825,11881,-4667,785,-291569,-5524,-6435,-2280,-1425,-554,-6247,32,501132,24439,2512,29308,13371,6258,-4602,4882,easy
1344705,199129,54490,78028,31914,26887,40425,37585,199691,14927,34029,-64987,-5163,-3365,16125,-27156,1924362,-166839,-26092,-47552,-12465,45368,-5762,-28494,-82078,-166712,-12775,-71492,-14630,1326,-10717,-23976,-310276,-181686,-44247,-75780,-28132,-17642,-36270,-34015,difficult
622761,69560,19757,18358,14019,31655,16185,13058,-615981,-61792,-18398,-2459,-11877,-28102,-14586,-12124,-580422,-53126,-6549,48011,-9536,-17355,-9469,-7624,-171352,-46087,1745,-7959,6723,-20382,-10779,-7465,2770905,-6589,17663,5047,-4276,8592,1558,2687,easy
1288677,224843,28860,20378,12597,42112,25630,16437,-1144777,-215162,-22953,-19050,-11111,-37877,-23661,-14371,-1174453,-170382,-14438,18313,10879,-10618,-12973,-9150,376650,95045,9208,19064,-3103,-1304,4265,-802,409101,183302,18736,25560,21037,27624,86501,33872,difficult
435830,198877,17850,7632,8239,10529,8644,4769,-413762,-185379,-2619,-1615,338,-5034,-3957,3442,-172098,-179470,-8194,2574,-4106,-7386,-2610,-2299,284435,32516,13540,26041,32443,7932,82095,8794,-292061,-148845,-16022,951,-6357,13107,2318,-2657,easy
606754,119297,16203,7519,6200,8792,13908,6567,-560081,-102717,-15324,-5987,-5276,-7473,-12553,-5268,1752397,27844,84240,68579,58536,104175,71739,11349,-545477,-10949,1240,7614,1510,359,13490,1445,-5118,-15012,64481,2378,4231,26278,7248,3417,difficult
199041,99471,20795,15623,8349,20299,13338,11992,1508776,1036023,130796,4512,12423,47072,30922,48517,685230,92531,4543,-329,4591,-4702,-3417,-2579,-119439,-81751,7396,-12892,16070,43897,5346,21019,-142108,-65004,-20252,-12461,-7006,-12856,-9278,-10173,easy
392797,44262,14299,23519,3496,12765,16718,6781,318153,-9981,-3637,413,7886,-3067,-3114,683,-356700,-39684,-11259,-14306,331,-8710,-11471,-2957,-385747,-41497,-13213,-21466,5690,-8704,-12186,-2615,-319602,-36984,-11932,-501,-1025,-7220,-8302,-4365,difficult
336219,50354,17909,7777,8949,41047,9986,4823,-178171,-29670,-16318,24364,-4905,-28293,-6275,-1869,-301853,-7221,-5353,1462,-5609,-30773,-7385,157,1548353,-15908,-5350,751,-4167,-32673,-4243,-300,-191390,55221,-2754,-1896,-7184,-34360,-5718,-2934,easy
786581,71248,9907,5504,7030,11366,11141,5916,-777702,-65470,-7822,-2774,-3917,-5545,-9062,-4506,-84007,75576,76685,8047,9775,-2061,1331,2107,-658681,-68249,-9548,-5029,-5802,-10722,-10583,-5199,-771186,-59653,-6305,157,8006,10272,-6591,409,difficult
617227,103114,42614,50016,26482,10251,19637,7480,130558,9771,-11355,-31499,20351,77540,-6186,4236,-104770,-40684,-28185,-19208,3809,7543,-13055,-3626,-32226,-72409,-36350,-45964,-23291,-8709,-18421,-6103,-442192,-84308,-39271,-35789,-22125,-3525,-7276,-1867,easy
386870,101089,32835,32344,10306,23349,22750,17945,-349250,-53106,-29995,-31040,-7922,-20277,-20421,-15231,-374682,-75187,-13398,-27806,-4300,-12520,-17329,-7137,1351799,-86799,-23861,-31549,-6599,-19632,-19282,-17028,38800,63734,-28235,-29353,3008,-19470,-20437,-16219,difficult
694413,92245,13180,10096,7637,13274,8043,5220,-502377,-56916,-7655,-599,-3233,14974,4132,3128,-572593,-84413,-6169,-8648,-5426,-8747,-5440,-3450,495751,-70852,14233,4747,-4095,7652,-1154,4033,-427956,-28376,-9949,-4118,-2483,-3528,6329,1743,easy
398250,134418,6718,16646,11300,17212,10962,7708,188652,-93105,-2907,-15230,-1567,-2782,-641,9114,-197925,-51113,-4497,-8980,-6941,-13262,-7420,-6706,593707,-88407,69793,-5336,4452,-5559,4684,6081,1579000,45090,13084,19921,48658,19498,35279,-744,difficult
150666,184306,24873,20761,11674,27404,9122,12724,87081,-170375,-20184,-18569,-6919,-22805,-6557,-10850,1199674,-56294,58749,-12196,17924,-10870,4441,-872,867221,3788,-22899,-16093,-6307,-16929,-3432,-9631,1634565,-88189,-4346,14059,8933,-16283,-1855,-3651,easy
837109,260439,62419,32785,15085,23048,51027,21814,1480682,-194968,-40967,-8964,-11399,-17710,-46104,-20222,-717333,-210890,-53757,-1130,8619,-1293,-38475,-16865,-679656,-208916,-54025,-12926,-11424,-9358,-40102,-16063,-793099,-215401,-60130,-24252,-4843,-13425,-43615,-18291,difficult
59870,54413,10119,5262,2756,5770,4443,3309,113280,-43720,-6426,-1455,8861,-2292,-1362,-2800,-34633,-13433,53,5137,16385,12253,1629,2070,2151450,884169,155665,121162,77822,110230,185452,43236,2373586,232209,250609,25396,39949,41645,72132,39040,easy
864965,189524,15979,11553,5498,17330,10069,7226,-233937,-124088,-15222,-5721,4405,-11984,-4459,-216,-774304,-134612,-865,41621,12197,-3445,-3399,-4335,-847321,-183019,-14836,34728,1956,-2654,-2927,-5483,-196644,-33260,8661,9626,1441,51,4362,10141,difficult
742346,80025,14086,26969,7748,23548,10650,7696,-249008,58531,33770,-10485,630,-8801,-2542,-2582,789418,2414,11765,-8579,3844,12097,-5368,-1782,-450975,-72386,-11746,-25768,-7375,-21972,-9122,-7014,-704637,-73006,-11040,-21571,8950,7312,-2193,9966,easy
159370,55682,10422,5003,4679,12984,6187,4334,743787,333254,21705,43100,14946,23824,1884,8345,-25044,-31262,-7125,-3776,-2759,-723,3881,-2503,-66648,-16872,-10259,-3889,-2840,-9145,-2126,-383,1481292,122427,6997,10277,5766,-1381,6420,3896,difficult
844300,52081,18718,17700,14903,15824,6678,8279,-704140,23903,29891,-9304,-4238,12875,1399,-2209,-682069,115239,43536,-15189,-1233,25800,11793,4556,-800457,-50170,-16974,-14968,-13236,-11021,-4351,-6578,-834946,-50461,-16050,-14978,-12815,-9663,-5441,-6932,easy
916070,48453,7976,4771,13804,14959,16845,6642,-692877,-25652,-4961,-3431,-12066,-8621,-11858,-5580,-404928,74968,62910,30687,642,8136,62910,5724,2837235,1503634,101152,81272,22289,96663,139907,34240,-705841,-23256,-1843,-409,-11686,-11576,2558,-4764,difficult
156091,26776,12581,9306,6217,10427,4307,3167,-106917,38141,11651,-6609,-662,-2269,12,3565,1777539,73703,68074,41340,-2193,25093,7513,15885,-130675,-9716,-6225,-372,3559,-5752,597,-145,237692,117853,7477,571,20287,16978,4231,12670,easy
1034323,76778,37925,38936,23350,12842,63041,13879,-845500,-3712,-29266,-33165,-20410,-2969,-58743,-11022,-929108,-27887,-26305,-35499,-20230,-3772,-59198,-11638,1558522,15164,46961,2664,-16115,10229,-39797,-7808,-436115,-35092,-27632,-19857,-19281,-6646,-56414,-6668,difficult
299896,75447,35819,23514,18731,24507,28286,17193,349244,572192,30556,-7577,21783,18142,11516,10049,260274,-65177,-30058,-19907,-15743,-11256,-21473,-13784,-287030,-48311,-32095,-15646,-4706,-4237,-19260,-6601,-250671,-62527,-28213,-21209,-15419,-20876,-22416,-15065,easy
547628,279231,56747,32896,14753,33874,64625,23416,-340254,-254268,-52918,-23238,-10623,-24481,-47334,-19767,-340254,-254268,-52918,-23238,-10623,-24481,-47334,-19767,1114425,2651,-26249,-20051,1909,36843,-47407,-866,-406000,-178128,-50212,-21396,-11563,-31701,-56060,-20483,difficult
598423,114620,29018,26555,29427,27950,25450,14485,-567231,-77591,-20505,-5983,10210,-15247,-18069,-7749,-590513,-97891,-12506,-1518,-23999,-18939,-14331,-10172,-547720,-86663,-16804,30,-18201,-23433,-21302,-9242,-259213,-23403,13454,-4958,-12591,-21053,-16679,-6751,easy
324881,276455,22441,13661,11571,35268,32135,24369,100812,-256866,-13234,-12635,-10021,-32482,-29127,-22985,-248666,-251422,-12650,-8743,-5113,-18988,-26920,-20488,1348277,-15798,3771,-2099,33629,19902,51383,48628,-227241,-236577,-11972,-1493,-8347,-24055,-18526,-17239,difficult
68935,32162,8908,9392,9912,17658,12207,13591,2094323,437180,158883,81550,13632,5623,75787,4734,41483,13944,11830,32039,-2056,20365,15201,11569,-47161,-5218,-1322,1860,5568,-2069,30325,228,290187,102765,-628,339,24358,26924,18801,15171,easy
788646,84683,10431,9773,5690,28288,11777,9874,-701435,-22836,-7596,-6463,-3223,-24159,-8026,-7147,-459839,-22866,-8304,-5406,7243,-10870,4749,2262,323390,508474,101890,99170,18029,72619,43269,53362,492473,-66146,1068,1942,4163,-22222,-2680,-3429,difficult
554123,267858,20907,5711,24985,22758,11300,8369,260518,16816,-4491,8322,-13726,6031,3243,-1361,1341518,-146478,-12156,24670,-18828,-2287,-3260,1110,-146654,13205,29671,42972,6799,27510,22431,8930,258206,-251676,-13848,-194,-21671,-19574,-7631,-7636,easy
423049,222653,14276,18185,47669,26298,52598,27895,75478,-167966,2983,-15055,-36545,-13105,-36632,-16997,153539,-188519,578,-1288,-15983,37576,-17547,14190,-295842,-205060,-13976,-13824,-42302,-9796,-43876,-18094,-239381,-207961,-13380,-16077,-46630,-24772,-50999,-26315,difficult
727003,121454,32580,29795,21081,45693,36243,18775,-429026,-111771,-24780,-19945,-17851,-41734,-34255,-15684,-707362,-109871,-25263,-25982,-20375,-41492,-34278,-17462,414549,-75956,29058,9394,24583,-15491,2968,12282,905094,11730,-25455,-9860,-6050,-16161,-14239,-5780,easy
263161,72363,13494,16617,19389,30500,13219,13419,121649,12517,17019,734,-8368,-1974,5439,-7988,-111992,-47438,-9833,-14411,-14870,-20692,-5711,-6727,-32135,22458,7811,-13949,-14830,-2900,803,-7873,818750,433934,80250,24289,20578,51774,2511,17881,difficult
443452,74130,14940,5292,5293,15964,24464,4573,-312172,-48620,1807,3327,7613,1560,-4,10710,96449,119883,-2580,6167,13352,9798,3041,20839,-405300,-71117,-13534,-2885,-2667,-4090,-21506,-1526,-396376,-65286,-7966,-2157,6466,7711,-8075,4066,easy
448809,36768,4321,3919,2183,3180,5688,2726,942285,-13460,111050,618,14766,7378,40,3654,-298619,-19028,3490,645,5011,15415,3506,2537,-35850,16144,8267,-1565,15314,42375,56345,32569,-42700,415771,17438,14896,39756,36131,25821,8918,difficult
853744,63901,24923,19752,13842,54962,51121,22633,-548201,6868,-10106,-14946,-10201,-39204,-40596,-8471,-660408,50463,-12052,28920,405,-5321,-2476,9447,-410863,937,-2083,-4894,-4442,-31584,-39718,-13066,-828209,-56069,-20248,-18176,-11741,-50922,-45901,-21403,easy
477618,156621,33790,12005,13901,34636,29451,13186,-372280,-144285,-31893,-10502,-3153,-30353,-24517,-10409,-468201,-145281,-21332,-6740,-6933,-4486,6111,2902,-379662,-144089,-24091,-8710,-9008,-26473,-25142,-11682,-467212,-132184,-28671,-9601,-9496,-23242,-27668,-8541,difficult
698518,206339,40332,15195,21468,91102,26644,15160,-626937,-190470,-24880,-11429,-13651,-79385,-14156,-7607,-693787,-197558,-28446,18017,-7100,-47133,40397,6374,118991,-187549,-32637,4308,-14082,-74510,-16375,-4842,-545652,-196687,-32182,-14464,-20174,-88335,-24086,-13525,easy
847070,64909,12686,14605,7747,10458,14290,10803,-578423,5434,-4444,-7825,-426,-3942,-13373,-9313,-838330,-49672,-11528,-6541,4235,14482,-2382,-4767,-822196,-57745,916,-3782,4650,8139,-3604,-7205,-638896,-58140,-10132,-11030,-4599,-6764,-11090,-9203,difficult
559925,74972,12195,12331,8662,27934,32777,15916,-266429,53488,-7238,-10739,-3166,-22843,-26928,-11207,-435659,-60349,55610,-1344,9962,9685,-3759,-3319,-505437,-70438,-11567,-9274,-7449,-24602,-32022,-14827,348068,-46862,-9351,-6270,1365,-21333,-27371,-13271,easy
766220,170927,14966,8883,10632,11057,17257,9989,-202194,-38356,11667,11544,8054,15268,9945,-1763,-578726,-80009,-13640,806,-4717,4569,6075,7823,51548,41956,18361,-469,3014,18370,-3750,-4353,-254071,-120084,9137,-2876,2049,6233,-4742,-4430,difficult
206584,71170,10669,10041,7682,8806,5121,2404,-84276,-69724,-7484,-7257,-6846,-3718,-2663,-524,387954,122887,15370,53023,15078,51336,23881,20675,-59631,-36500,-4531,-7852,-4120,-4174,-4138,-1841,-122487,-2658,-9864,-8244,-4,-60,-2238,2543,easy
238703,49220,17559,11680,10370,27091,17802,17737,2628353,681752,6653,5403,35199,18682,27814,-1527,-126456,419,21107,-4542,12844,13797,3707,5607,-104933,-43891,-15685,-8932,-2020,-13048,-12513,-14034,352842,-35470,6429,-8714,-5290,-20548,-15492,-16750,difficult
494574,157805,31834,13078,24352,39505,18146,12323,1883356,27250,78166,89219,-3429,38537,80706,13054,240481,280267,54248,81605,16618,66410,36342,25963,1489231,-8700,-12268,26878,11713,29868,24436,14739,-381186,-139775,-27416,-10977,-11466,-31538,-9190,-8467,easy
53924,53933,8935,5338,8821,9892,8288,11739,226512,-14368,5871,1118,-3734,11711,-704,-3429,24681,-35197,-3353,-2978,-5893,-1041,-3787,-8406,11383,11656,6945,18729,12212,89428,30949,5459,174797,-50266,-3210,6001,-7957,-4348,-1424,-8381,difficult
295468,88404,15173,12287,4432,8845,2815,3225,-212918,-35092,2395,16932,11291,4223,10851,1833,-141322,-82939,-10942,-2660,6617,4281,3404,3191,-168000,21618,-12154,-3877,1439,-5843,583,-1287,1188607,157884,44682,4426,5821,13348,4456,10495,easy
115176,23418,14511,12349,11783,23323,5856,8923,598582,141779,34906,9566,8219,12228,25009,5710,-101788,-521,-11249,-7510,-6573,-16979,-2378,-5760,-42136,26827,-9431,-7242,-9360,-19269,324,-6362,-78033,47800,2632,-6990,-7976,-12446,-2316,-6502,difficult
517305,58785,6352,7018,5727,16027,21379,6599,535654,127430,38006,44621,26957,82958,1578,6670,9626,-9575,14458,19829,39769,25100,45707,16887,-443903,-52332,486,-4616,-3822,-3261,-14559,801,1457864,258582,554,13651,8954,34640,-2654,9226,easy
103279,20429,8843,1747,4585,6415,3476,4510,1262278,185521,16319,11472,9171,3897,3988,-769,109870,-6288,-1959,519,260,-2701,492,-2266,598315,47791,27370,12935,6956,8343,7726,610,1073963,56883,-5918,43557,17714,15616,15823,12566,difficult
527117,50024,19065,14330,15485,16463,17257,9801,447436,-6652,-9686,31753,4779,7367,6536,441,-513063,-4177,-9822,-3682,-10068,13317,-8850,8856,-360620,-36348,-6334,-9845,-12318,-6432,-10226,-8132,-525732,-43337,-10881,-11293,-5823,-13596,-11956,-5539,easy
1070148,33564,10319,11187,8724,10837,12583,7536,-1016335,-7051,-1536,-8794,4072,-4357,985,-2791,-857248,21477,10522,8476,-1358,27400,4039,12708,-842076,-20210,-8872,-5041,-4098,-4501,-8658,-6079,-1010910,-21133,-7482,-10342,-6659,-9458,-11656,-7150,difficult
127255,26586,6452,11041,5987,6153,6346,3684,-109474,-19613,-5003,-3949,-4603,-3677,-3735,-1958,-67923,30319,68648,4560,1672,-191,-2671,44,256427,25710,51336,-1692,34804,7921,6335,-625,897136,347289,98876,14573,11194,16462,6954,10213,easy
506170,69779,8581,5695,9129,28194,10730,15113,-95741,-38968,7062,7179,5823,14497,5124,13142,-395775,-59569,-6158,-4192,-6386,-16886,-4530,-8116,137350,30499,-1249,4608,-2529,-24106,-4963,-10811,-300658,849894,24290,20755,51091,4628,37550,13502,difficult
804731,323913,19742,23656,17181,39809,80577,13308,-118416,-303133,-4051,-9797,-10155,-26364,-62772,-9538,-294331,-206553,2845,2136,-8912,-17358,-68119,4238,-779299,-293244,-6395,-15046,21176,-6217,-48582,8490,-497586,-259598,-8094,-17384,-14766,-19195,-74750,-10739,easy
743238,476218,98343,28192,29583,52606,46539,28597,567518,-378382,-47349,15806,18881,9631,-31163,-8110,-689941,-456201,-94867,-20258,-24986,-46589,-41475,-23970,113215,-455956,-82725,-20162,-22905,-47991,-40392,-26011,-621154,-415330,-86672,-13030,-16482,-29080,-35063,-25108,difficult
316814,172967,55555,21846,19902,16297,18257,13800,-115720,-107214,-39587,-3164,-11960,-868,-9830,-5635,-174740,-152896,-52730,-18127,-12881,7242,-5539,-7684,110131,-20528,-43574,4531,-236,37008,15507,14158,-210875,-145527,-49242,-12873,-13683,-10257,-12549,-2518,easy
1365274,173770,70557,77356,37782,47617,15987,12622,-998202,-154588,-61104,-69520,-29980,-39001,-12516,-10741,-1069096,-161931,-68618,-70634,-34235,-45478,-15382,-12393,-551563,-137838,-66240,-63240,-33118,-42323,-13865,-11238,-884097,-145694,-47800,-66346,-23421,-36116,-12723,-10028,difficult
