delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
1008739,179129,11242,24648,22898,11747,9372,4859,-1003695,-172800,-9782,-21468,-21523,-9451,-8465,-2897,-762915,-168962,-7917,-20949,-19571,-5821,-8207,-2798,-861419,11851,1716,-22747,-16373,246,-2609,-1758,-882329,-63172,-9618,-22412,-17518,-9724,-7030,-2598,difficult
364467,36714,9784,12582,3269,6844,6232,5494,-266212,10930,6373,4749,4248,3980,-845,1699,-259128,-17904,-1375,-7999,-1522,-4194,-3584,-2279,-266229,18569,15502,12222,2186,5646,1130,1321,376039,216154,31634,14458,2903,2018,1639,5584,easy
62294,39626,20494,7485,9200,7458,3816,3039,11159,40806,-15272,-4463,-4311,-4506,-2566,-2344,1091321,54458,-11453,1528,648,-4050,-1387,-1831,-55615,-30757,56962,10328,851,-427,958,3029,138158,7710,-3050,-6135,-3680,-5999,-3251,-2772,difficult
924984,261817,39452,30841,25806,19456,12159,9791,-661918,-260090,-36832,-29549,-24255,-18550,-11625,-9137,-908385,-62587,-9212,-26889,-20416,-17388,-10774,-8811,-699417,-225387,-7096,-23833,-17978,-12881,-6180,-2925,-880289,-231795,-31332,-25975,-24737,-14988,-11099,-7821,easy
575790,257662,17946,19666,11977,13774,9374,6168,383958,-122654,19993,-11521,-3589,8898,4042,1561,640432,-188706,11870,-11268,994,-4409,12883,8648,-575029,-256229,-17241,-19193,-9098,-9481,-3506,-3309,424778,116410,36309,33229,30433,5056,5840,19035,difficult
177356,17733,4205,3435,6191,2123,1026,966,-168280,-2190,9466,7938,-132,2392,2924,2837,601805,8827,22969,6899,2731,14042,1436,3598,-73494,-11003,3017,-878,-4916,-354,-447,-498,-155685,2344,2971,5545,-914,5812,3105,332,easy
297732,113548,21211,10426,3337,5482,6902,3239,-185155,-97489,-13798,-7655,-1719,1099,-5234,-1587,-156823,-47491,-18303,-2349,-676,-3287,-4179,-1874,-246442,-101946,-16410,-9664,-2283,-4580,-6704,-2973,-160356,-102826,-20237,4530,6595,2465,1141,-312,difficult
188218,44855,10673,8027,3379,5735,2295,2401,-125034,-33810,-9016,-4451,-1496,-2198,-1402,-1746,-72478,-18849,21273,-2566,2938,354,2547,720,-160404,-30331,-4660,-6760,-2295,-4077,-1994,-2279,-17883,-14842,875,-5274,2495,-3070,-897,-1865,easy
387369,20649,12536,12616,6095,13674,17353,8996,-383398,-12667,-9872,-10888,-2819,-10381,-14190,-5863,45959,68024,10732,-6362,1732,-4212,-10011,-6307,-15459,-3876,4030,-1223,5683,20913,1247,5821,-281777,4050,-10413,-787,5839,-8594,-14182,-6301,difficult
115372,52227,11074,7170,4935,4789,2855,3008,-89192,-43726,27995,7513,327,5511,5763,4851,21244,-47114,4855,-5276,2430,-2970,655,-1064,-87728,-34191,-6316,3070,-2458,2624,-252,-1311,-84968,-5446,-7961,5170,-661,-2386,1714,541,easy
58387,16178,9438,6691,4773,4508,3697,2211,29750,186564,28842,33419,776,4031,694,2889,-56109,-8529,-6075,-6012,-3598,-1270,-2703,-1463,182927,6701,-7094,-757,-2625,-2963,-2940,-1850,10179,24910,-3548,-5430,-3105,-2949,-2105,-121,difficult
813916,84323,14192,8951,8038,4531,2933,3898,-557142,-67805,-12341,-3866,-5274,-3146,-2062,-3375,-793252,-79818,24040,35984,14994,15714,7913,312,221153,-31630,26905,13680,-4498,6301,5126,5253,-603166,-73499,-8971,-7176,-4908,-2770,-2297,-3555,easy
774035,156214,25478,48161,26869,18301,16389,11064,-759401,-151738,-25012,-46168,-25681,-12148,-13789,-7479,-624965,-101561,-14651,-44372,-22624,-14977,-12633,-9590,-763986,-152860,-7538,-36023,-24796,-8469,-6437,3399,-176085,-137274,-23596,-44424,-16224,-10322,-14544,-9892,difficult
94985,36950,7849,4532,3908,6033,3754,3235,-93405,-25185,-2821,4219,5709,2436,339,10439,-92887,-24037,12367,532,33,10453,4101,7798,-89040,-31090,35175,791,14191,20528,8079,5689,-4397,-15862,-7168,-2323,-2097,-3269,-1995,-2034,easy
236467,62600,12474,37332,8127,8652,5464,6547,-226992,-55723,11851,-30634,-3166,2542,8863,6602,-43050,15822,20116,-18550,20647,6390,10475,5365,-234948,-59926,-6537,-32379,-6742,-5425,-4274,-4367,-169690,119298,15274,-13566,32714,10597,5682,-1438,difficult
373894,37481,13478,4424,6168,3180,1043,769,-364563,-34711,-7286,-1415,-3844,-1847,511,-319,-315184,-24014,9511,30038,35761,18668,7769,3514,1433481,67051,4251,21137,6479,14368,2467,2834,-350123,-35755,-12559,-2087,-5721,-2148,-629,-656,easy
76031,29665,22113,5064,9533,4805,5662,2967,53407,-15074,-5536,2321,-6568,-3481,-2967,-2141,-73037,-17814,-12206,2955,-2230,5383,-2944,-120,21560,-22164,-14603,-3482,-7061,-2815,-4705,-2280,35104,3717,-2538,-2702,-7706,-3479,-5204,-2043,difficult
255434,105148,38780,18821,12353,16650,9329,7385,-143998,-83519,-36735,-16044,-9597,-14301,-7856,-6529,-246988,-85076,-28474,-13826,-3762,1386,-4055,-3633,185608,-89591,-34911,-14881,-10209,-11918,-7308,-6644,-217048,-99181,-36606,-10737,-10336,-13110,-8176,-6456,easy
704464,133683,30275,11777,18015,13226,12348,12200,-689641,-109276,-10747,-4782,-11325,1674,977,657,-394979,-122044,-22403,-3716,-10751,-4272,-8058,-10669,-686883,-128188,-28289,-6055,-14236,-9485,-6953,-9948,-588128,-98838,-23113,-2254,-11562,-8971,-11104,-11184,difficult
155729,64409,18626,14044,6921,10285,3482,4114,-148609,-55420,27893,-1294,-977,-1643,3766,-1554,-114680,-47191,-10508,-12084,-3928,-8938,-1877,-3080,-88785,-9379,-1119,-1561,-3240,-4454,-850,-1155,810918,23804,-2560,-3597,-3096,-7366,-2041,-3400,easy
330835,26528,14279,15310,8240,8087,6959,5318,-256153,5009,-7563,-11409,-6331,-5922,-4432,-3849,-227646,16334,8010,-12312,-5166,-5022,-4420,-4299,-321387,-18803,-12785,-14023,-6196,-7305,-4280,-4512,-223685,11117,-12241,-10120,-6647,-6138,-4521,-3900,difficult
174323,20474,7606,4527,3513,2846,792,784,-83632,-17770,-1324,-4096,-3167,-2369,-506,-450,-127799,-6039,-6341,-3067,-2706,-2287,-621,-641,-163216,119435,156610,23019,6461,9302,2110,3657,-10199,43985,11127,140,873,-807,-24,-394,easy
63136,25432,3464,6332,3694,5263,2663,1979,263204,5256,-1236,-5314,-330,342,2275,457,-55870,-17825,-12,6659,-111,3439,11645,3472,-13563,17058,452,-718,755,-1422,-1389,730,1979412,308294,20983,36402,24595,8747,3542,3603,difficult
329939,59611,22330,9392,10019,7071,7666,7308,-325674,-51876,-10287,-4125,1786,1708,2680,-1843,-13115,-12346,10351,8095,9444,4201,-1960,-115,-314130,-52188,-8173,2060,-2594,2982,-3702,-2700,-300323,-41330,-20013,-7792,-4608,-2418,-6451,-5789,easy
194120,108272,14159,13882,8057,8260,3529,2322,-163188,-77792,7435,-10110,-2882,-3330,67,198,63427,-72915,-11382,-11512,4264,3040,-727,-876,609779,14093,-2000,-2164,-1121,-1819,-1198,-1162,-111398,-103339,-6749,-4433,-2914,-2130,-1815,-471,difficult
99937,34568,11812,18401,5121,5016,2784,1607,997676,24944,9692,-15355,-161,-1847,-1860,1535,-12409,-29612,-3642,-18157,-1945,-2174,-1520,-710,-93902,-28771,34192,-7208,4972,9253,2630,5133,117875,-21198,-10365,-17811,-37,-3547,-1602,-692,easy
251156,58143,15549,18398,29898,11848,9063,4052,-56387,748,-7377,-12037,-27717,-6228,-7040,-2201,1609413,310051,23991,18874,-16883,9950,2859,9106,-241831,-40316,-13909,-14268,-20173,816,-2495,843,-176268,-26599,-14398,-16153,-28267,-11142,-8526,-3900,difficult
467964,61380,32078,18149,8800,4896,3059,1459,-352781,-43617,-27329,-13572,56,-2326,-2105,-820,-240926,-12864,-13390,-6969,18324,14403,4234,6062,373531,4624,-19724,-12985,-1176,-920,-1554,-198,139481,6042,-13351,8836,3145,14679,6195,1263,easy
145850,15788,9131,4135,4312,6963,2226,1562,1614071,307288,26991,137182,10590,23611,9248,37864,40161,131484,32810,3215,4550,4721,4360,3969,390935,35385,13839,9980,2588,-2936,3487,1679,-136372,21017,1176,13461,12748,14247,1487,13290,difficult
99955,24227,13542,7207,4601,5977,3593,2315,-96306,-16178,33847,7598,7752,6600,6791,2030,-95880,-8207,-10874,35278,5883,19350,5629,829,173421,32670,61504,22288,-178,11163,10311,3750,10497,1409,-2087,684,3950,-1776,-2718,-1763,easy
251027,34308,9800,10480,4645,3416,4913,2640,-122445,40554,-8430,-8596,-2748,-1943,-4256,-2069,-247731,-26595,-8627,-3969,-3394,-2563,-4364,-1962,-228601,-18846,-4973,-1635,-2826,-1575,-2402,-2119,-167817,-27066,-7204,-9364,-3195,-3037,-4561,-2335,difficult
1352087,222607,63771,27943,42110,30493,12159,6522,-983967,-140406,-50152,-13698,-33380,-13497,10301,4720,-1077547,-213259,-53927,-2655,-32710,-7396,923,12156,-622139,-125520,-59312,-4709,-15757,-20118,-2913,11383,-1348149,-221486,-59412,-19667,-39889,-27265,-6365,63,easy
130032,34280,11401,7852,8638,4540,2547,1773,3003338,362629,27599,14805,10319,11854,5742,9293,-42703,-13339,-8029,-4967,-5129,-3683,-1253,-635,-124621,-27417,-3167,4038,-4264,-3705,-1663,-1021,37090,19865,848,11879,-3586,3138,11957,1419,difficult
69022,26631,25481,5276,6569,5905,4832,1732,-66762,-10246,8099,6451,-1012,796,5890,391,-1208,-4588,-3677,-2632,-3796,-2118,-3551,-1293,-65069,66135,132228,7097,14109,2818,-209,91,29042,195218,-10959,55,-1252,-3207,-2994,-783,easy
62739,28865,5452,3674,6356,8048,4833,3318,-53485,19119,36395,10863,8335,18463,26242,7066,34357,-14474,-1531,4655,-3853,-1735,-2654,-1034,127259,9389,14729,10114,9830,8145,11971,6271,2008807,573736,181156,53235,36172,11436,27146,6338,difficult
255306,125160,15455,13272,10172,9150,7298,6493,-239458,-120274,-14830,-10996,-4670,-3875,-2564,-2792,63506,55446,69313,-6734,-3592,4525,25027,15102,-169283,-69607,-5882,-1434,-7807,-3726,-4069,-1849,438160,535328,31414,59105,17462,-407,3959,4968,easy
168398,72045,14118,9171,10966,13664,13872,5545,-51614,-22036,-10311,-3556,-8155,-8104,-11432,-3718,-156574,-42722,15918,45024,-7003,-7880,-7756,526,-165742,-46935,47804,-6024,-2782,-7365,-5465,-669,38220,-51607,-6574,6519,-5361,-1919,-6304,4076,difficult
44358,15439,22647,5327,3260,3395,1800,1364,13553,19579,-11470,-3911,1941,-691,-136,-190,-20786,15607,-13570,-1425,2664,-1299,865,-530,112667,31190,8705,31784,10674,11634,6533,925,283982,58085,-10726,-2919,2853,-965,-730,196,easy
632347,45081,20810,11686,11506,5489,2564,3874,-526006,-16354,-8093,-8186,-7792,-3464,-1515,-3290,-533899,34034,-15312,-8370,-6729,-2913,-372,-2940,-619001,-32373,-13301,-5839,-8921,-3060,475,-1823,-151103,-20642,-12230,-1859,-8664,-947,1528,-2856,difficult
727552,46005,16054,20399,38140,15632,6132,3871,-511158,29286,-615,7231,-31839,-11001,-2910,-428,72442,49788,-443,49973,-18820,4992,32002,36134,110462,182609,85970,28536,-13604,4754,24222,15165,153349,387950,26992,3160,-21250,-3267,21325,15739,easy
291090,42711,12682,5667,4407,7265,3119,3426,-286094,-39526,-4486,2997,1956,-5622,-1872,-2778,-280620,-34932,4300,3750,5814,7386,2732,403,-155512,33924,-2638,-340,1764,-4545,-1608,-2791,2582940,226599,51760,44255,13302,6922,4785,289,difficult
323738,46366,8098,4846,7741,4840,3429,1698,-183507,-28271,-1827,-3237,-4980,1005,-1541,341,-236439,-28161,-764,2430,-4095,2363,1299,5780,-119084,-30421,2714,3199,-5696,-1140,670,9539,1180142,93395,5051,44249,27360,26087,22856,8137,easy
1466131,149992,93502,17003,22557,23281,21989,17357,-1392729,-69876,-86483,-5117,-16422,-16083,-17833,-13003,-1073764,133161,-40485,9709,-15492,-17104,-19947,-13106,-1463375,-123287,-32356,3163,-14932,-3827,9255,-4976,-1411237,-139935,-90616,-5187,-20929,-19809,-16783,-15913,difficult
76031,20761,28476,15769,10512,8341,4232,4283,12313,-6462,-24014,-13632,-6087,-3470,-3060,-2674,-74326,-19284,-19614,-3532,-4902,-228,1354,-114,-43119,-10923,-22529,-13255,-3322,-4119,-3287,-2383,108762,200,-18830,-12700,-9234,-6329,-3680,-3678,easy
219207,35778,12828,14597,15690,5736,4213,3637,-217589,-33171,-11853,-12923,-13769,-1787,-1965,-2346,-217126,-23746,23697,-7443,-8904,9312,7756,2888,-147619,-10109,-9424,-2912,-11987,-2841,-2306,-1847,-212778,-30711,93573,13276,-2692,-1575,6363,2008,difficult
363895,75940,9932,6008,5721,3167,4183,1512,164161,-37280,-4440,-3114,-3095,-2062,-3890,-661,-217903,-54367,-6276,-743,-2985,-1609,-3056,-502,-347115,-71389,-7120,-4899,-5055,-2034,-2440,485,-53649,-32413,3300,1695,3905,2922,-2534,234,easy
114066,33597,9890,7926,5763,5671,3048,2288,396436,-13105,-998,-4190,-1960,-3630,-2180,-1784,-22553,-23573,7651,-6544,-3435,-4406,-2269,-1108,-38376,-24949,407,-1628,-3391,-3345,-1989,-994,-80477,12778,133136,9590,4671,11145,2563,570,difficult
270860,64439,74343,19459,12917,7984,5190,1408,-111976,90028,-68846,-13305,-7985,-4100,-3100,91,-245284,-34823,-65947,-11833,-10469,-4700,-4164,-627,-187415,-39723,-63175,-17431,-10101,-5121,-3503,-202,-202479,-56496,-71751,-17827,-12084,-7473,-4683,-1144,easy
1010683,87432,46802,24014,24155,15837,22244,11636,-929928,-78752,-45473,-21727,-23279,-13314,-21596,-9827,-991389,-50368,-37890,-18846,-15720,5875,-5860,-1757,-942362,-57259,-43732,-20266,-20240,-12779,-19777,-6783,-901257,-51267,-44854,-13079,-22939,-12237,-18032,-7700,difficult
148502,23977,4693,5296,4437,8187,3222,940,983412,241904,18358,25072,12799,4652,1125,4143,6123,10025,6897,1445,408,-4895,-2140,18,87280,138594,48217,26959,21478,4407,882,918,-143395,-11834,20936,-1598,8631,6505,-680,3569,easy
279954,72088,6828,11467,4231,5503,1689,2253,-275218,-52307,35314,-8870,-305,368,1928,575,-32497,-48151,1183,-7511,-604,-4025,-1079,-1870,-275189,-64165,14059,48563,2564,8625,6816,2550,257381,-34747,1347,-8267,-2021,-3419,-1224,-1600,difficult
790071,65598,14648,8109,7655,6730,5771,3407,-650094,-41806,3371,-5021,-5990,-3897,-4305,-2062,-777738,-55584,-7925,-1462,-6647,-4295,-2745,-2172,-626100,24847,58114,13783,2946,17515,786,7406,1327555,-18874,62670,37395,20246,7781,13345,4298,easy
37696,15056,4385,2049,2963,2121,1022,714,663,-8498,4140,15718,536,-222,-121,670,301612,66468,8571,-959,5550,3653,443,637,803813,180239,73892,16074,10818,16481,7066,1688,116290,-5659,8672,3067,788,349,1696,1074,difficult
970812,93562,50114,32459,26985,26665,19101,15191,-905951,-78694,-48747,-31511,-23844,-25177,-18794,-15077,-769794,-72786,-40059,-26279,-24426,-24406,-17427,-14826,-964571,-69368,200247,-13854,-18152,-13797,-15042,-12719,-937324,-62530,-34854,-14272,-19392,-24164,-17588,-14672,easy
450682,284087,22654,8671,10700,10248,4307,3203,-273779,-246730,-9457,-5240,-9207,-6540,-3571,-2829,-435409,-256350,-16618,3231,-5395,-2411,-1863,-668,-88259,-244212,-21765,-5089,-6447,-7790,-2574,-2453,-326274,-206984,5005,19083,-4208,-7409,4081,-227,difficult
515329,52046,20585,13250,12743,8551,7282,4575,-511312,-50512,-18337,-9956,-10016,-3734,-4434,-3714,-322388,-7729,-42,-9712,-6606,-5998,-3683,-2162,-510915,-50270,-15793,-9328,-8860,-4423,-3636,-2722,-389326,-47243,-18231,-10575,-9173,-6072,-2569,-2019,easy
419257,59863,16630,9486,6462,3696,1592,1535,-374645,-44624,730,-8008,-2928,-537,-1279,-748,-399121,-24855,7830,82344,5669,5625,297,1648,-207655,-24331,-7268,3339,436,-1162,-619,-522,-413946,-50602,-5558,-3677,-5406,-2169,-44,-1107,difficult
