delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
178043,95504,6758,18414,10658,12049,17089,5600,-52050,-80675,-1194,-12990,-8135,-7327,-14938,-432,189535,86619,42835,4792,7492,17962,-7089,-310,-118128,-75736,8254,-9506,-7863,-5139,-14165,-4791,-174611,-85178,2494,-9138,1477,-1070,-5587,472,-174546,-87745,11108,-11706,-179,1562,-8458,-2329,easy
268899,11091,3542,4311,2161,1714,633,386,1199079,168700,31804,27316,12534,9430,5292,3648,-125891,24658,-1040,-591,-261,6129,1904,1301,-220970,-1505,-748,2048,311,1306,706,2526,-250227,-3391,-1199,-3680,4474,350,2457,1737,-137692,-580,1314,-3138,-576,-641,257,-120,difficult
114985,22692,5296,6886,6733,8826,3048,1566,-68553,-4073,-883,5712,710,46679,16474,5779,-88529,-10056,14363,24192,15279,20836,8982,5640,-46375,-14246,1345,-1015,-3022,2252,337,619,100878,8231,1359,12669,17365,6558,12018,2808,-94444,11066,1284,-4153,734,4404,5709,9142,easy
153443,13260,3993,5925,3597,5036,2434,1851,-125827,-6121,855,-2599,15462,42079,7481,3273,-149117,-575,2779,29,1339,11830,9521,4846,5164,37937,1904,-1009,639,-2020,-210,-666,100372,16940,22057,6438,4904,14540,5330,6284,-43064,-2756,-2719,-3749,-265,-2011,-492,-524,difficult
50548,17289,3043,9496,7251,12491,18702,4568,-19145,17758,18205,6989,15206,20224,10331,14960,286713,-1108,16334,-6541,1913,-1952,-6611,1387,1224928,79217,66471,22945,18966,42443,96350,42041,2077331,238368,511,38332,41745,100362,55348,3915,-10961,64425,30158,26084,2868,20415,-1752,10182,easy
429270,48016,16585,9299,7118,16836,12649,9731,717237,-28634,-7670,-2908,-3838,-4825,-9969,-4041,-314460,-28898,-5279,60099,3129,3808,3220,699,-410252,-40021,-10392,7904,-4229,-13100,-11400,-8594,-369311,-41464,-13049,-2661,-4582,-10300,-10278,-8020,-379476,-38636,-15215,-6427,-5165,-10295,-11923,-8399,difficult
99027,25088,19708,16807,24319,22880,12210,5767,-94870,-3163,763,-527,-12351,-1905,-6100,-2850,-84619,-4565,-18721,-2108,-16576,379,12475,5166,-90120,-21209,-12827,-15795,-20399,-20357,-9726,-4254,-7846,-21039,-17916,-14594,-20808,-18907,-8817,-4545,3166,-2568,-14086,-9342,-20256,-13425,-3258,-223,easy
484944,130304,30280,9258,27478,19984,19246,6974,-291454,-109571,-24592,-5883,-21352,-15211,-16421,-5172,-377202,-102175,11214,5483,-13321,10681,-3553,-2394,-286242,-18645,-7405,12470,-17495,1684,-7192,4004,-259191,-77693,-16700,4483,-24222,-16912,-17798,-6063,-475398,-121631,-22925,-5035,-15367,1644,-9630,-3342,difficult
64257,59022,8042,11031,7991,13810,8317,5483,293577,47947,34722,90312,24282,7241,7403,1444,-33449,-53953,107601,43055,7772,-3111,2584,7922,-43250,-53808,2094,36747,953,-4928,856,1074,-47063,-45623,-3018,46753,9849,1535,-226,5159,34195,444,28627,20865,5319,5308,-374,1883,easy
44491,51157,11274,5580,4398,12857,6505,2360,1444560,-34202,-5970,58147,14121,1612,-210,3692,-40331,-36037,-3019,-1592,5812,3430,-2472,3165,-32825,-43912,-740,8932,6903,5057,-817,5336,33174,-28173,-216,28488,7115,5982,2720,2643,-31041,-45425,-7937,3747,-282,-9420,-2989,-930,difficult
114227,103906,8259,10729,9671,16637,6991,9429,34172,-32722,1929,4699,-5542,-10030,121,-3211,-63848,-57957,11643,-5438,14484,4912,4122,9599,-63848,-57957,11643,-5438,14484,4912,4122,9599,52281,-93099,-3578,-7160,-7366,-9127,-4292,-8116,-6266,-92820,3013,-8000,-4598,-5373,-2530,-8010,easy
444114,49836,16508,14781,11675,21914,11046,6187,-207818,-38349,-6194,-12052,-9572,-18067,-8222,-5033,-329868,9111,10733,12421,2040,12311,-1724,-2476,-434315,-9116,-3498,26219,-2275,-7342,16056,-2246,-443495,-34791,-8196,-11539,-6378,-7868,-3791,121,-428161,-30491,-14282,-11535,-7801,-16982,-8832,-2221,difficult
807233,169249,33225,27029,27984,30248,16499,16224,1040742,-10120,-21952,-10252,-7245,-2886,15311,-2364,-727914,-158411,-18434,-21527,5320,-8607,-4008,5910,-697976,-153902,-26172,11878,-15660,-9126,-5710,-10842,-746485,-144398,-30937,-24341,-25614,-29293,-15183,-15752,-796657,-136964,-30826,-17092,-22625,-25077,-12513,-14249,easy
758544,272866,33718,33448,29924,32183,29377,9357,-44591,-193795,29036,9054,2073,-11832,-6726,21566,-616897,-214226,-20659,-28649,-16693,-11151,-18697,-3319,-674686,-271364,-31380,-31000,-25313,-28183,-25972,-5525,-685020,-257353,-31772,-29546,-25250,-24935,-25165,-7837,-750371,-262817,-30036,-29926,-19577,-21193,-18469,1536,difficult
279278,72636,10885,13154,19585,13789,20297,8137,-264911,-67412,-8994,-1675,-12718,-10386,-17011,-4924,-272924,-59929,-6804,-8674,-14346,30995,-9239,859,357196,-38119,-2624,3028,-12981,5994,-9641,-2920,-270130,-70392,-9796,-12129,-13338,-10622,-18126,-6609,-250487,-70239,-2101,-6408,-6710,3977,-1925,-1588,easy
142684,179292,16725,30291,14026,25373,11022,7876,-109682,-166546,-14765,-27555,-11473,-20151,-4130,-5741,-8056,-150663,2263,-19833,-8489,-15985,-9074,-5918,249805,-89306,-693,-9935,8505,52304,-3083,1478,-125027,-158475,6948,-16483,-316,-681,-1660,-2320,571762,-31985,10690,-18368,47748,-12202,7273,1857,difficult
143526,54696,13692,5699,8764,6507,6226,5627,-105576,-30765,7555,7045,-2405,9462,3012,5949,-142512,-49738,-8092,5466,-2704,6962,547,-375,-119652,-35521,-2562,16087,-2008,6996,5070,-1145,107516,-41934,-3139,4475,-2687,9961,2212,-215,-136886,-48049,-11913,-3223,-8159,-5479,-3656,-2867,easy
260427,41090,17561,15327,6961,10761,11377,5255,-94636,-21604,-14261,-12979,-3426,1460,-4152,1287,-109279,4483,943,-12378,-4161,-4435,-8494,-1946,-191136,-32257,-12471,-13781,-3448,-5030,-7428,-567,520229,-6079,-2507,18065,7127,16103,-297,1032,-242185,-26113,-14790,-5930,-4356,-8260,-9645,-4179,difficult
936837,249007,60391,45562,47259,32112,19152,16320,-176235,1243,-25341,-33301,-20691,14898,-5069,-9504,31476,-139444,-44616,51730,-23839,49480,16082,-5359,-741850,-235636,-43047,-38282,-22933,-21034,-5833,-10989,2545213,207782,41160,21577,-23403,45423,121301,1743,-528806,-171776,-35691,-41980,-20922,-18183,3319,-10451,easy
762992,58739,33102,25329,7406,18498,12242,8828,1146136,95193,34311,19435,61640,28017,15341,5128,-642108,-49370,-32008,-23711,-4489,-13936,-11415,-8349,-609840,-12917,-12531,-18698,-3474,-503,-7443,-5196,-706079,-40643,-32600,-21749,-4904,-16134,-10726,-8392,-671713,-17363,-26328,-7798,-1801,-4126,-4636,-4536,difficult
52325,35911,13560,21277,32640,33598,28512,18268,-49385,-9564,502,7701,-22929,215,-10642,221,-13709,-25146,-10613,-13533,-7824,2913,-7328,-2200,-47673,-28995,-12034,-17232,-21382,12749,-13755,-4982,55991,-17206,11155,12021,-15130,1596,-13041,-7998,815344,-17356,-4785,-17514,-29845,-26867,-24177,-10207,easy
285322,194646,20541,13694,25983,21472,30854,9226,345251,169103,53270,5096,18234,9986,-7558,1263,-154124,-166603,-11736,-12020,-20324,-16063,-24765,-6037,69166,-167315,-15977,-10632,-21687,-17085,-26673,-5986,16992,-184651,-16947,-12567,-22853,-11210,-25968,-5186,135715,-96344,4519,20228,-4568,15317,-13846,10425,difficult
519744,67144,20266,19546,10847,17175,7142,4933,856552,1248611,60444,5147,53150,21106,18865,9373,-486680,-35183,-16960,-18369,-7957,-13823,-2553,-3948,-179564,6639,-3594,14018,11620,-835,4491,914,-422804,-29214,-17565,-16841,-7169,-13175,-5238,-4118,-426853,-54509,-18975,-18355,-8222,-14011,-3390,-1798,easy
632243,45948,26065,20672,12786,22866,25261,5603,-21904,-13416,-3324,105,2412,29501,29865,9050,-574077,-30568,-21674,-19158,-9907,-14120,-20758,-3070,1650824,254,-1320,-15834,314,12660,-15511,15079,-273877,-4976,-24364,-16183,504,-12475,-22269,-3997,-169186,45674,12998,1422,15356,59945,-6925,26680,difficult
47497,63880,12389,20504,19940,36898,18885,11827,-40491,-54371,-9648,-13511,-10809,6323,-5142,-3858,-43198,-61324,-7035,-6952,-12047,-17183,-3505,-1788,-26364,-51322,-8556,-17529,-13378,-31389,-16292,-10138,-38058,-61112,-11731,-20099,-16231,-33191,-15015,-9306,-31221,-57227,-9024,-14368,3796,-1958,-7649,6845,easy
387283,183311,18553,7730,14530,16620,11184,7366,938870,-120737,-2372,3232,32503,51906,37005,9547,787050,-114931,1771,2552,-8246,-5717,6584,1220,1077118,381676,75730,32427,17306,48240,198,4853,111698,-101548,-15585,-2312,-3409,-6054,-4614,-2945,-194996,-98439,-11555,6497,-6455,-6472,-7466,-4811,difficult
593690,211674,35045,11047,16462,32110,16144,10953,393566,-114964,-32216,14351,13005,10877,-1695,4575,-541415,-203133,-24360,-9621,-9069,-22984,-11542,-8369,-540422,-196164,-33119,-9815,-12893,-27913,-14770,-9794,-591047,-202173,-30881,-8956,-9441,-17758,-9599,-7561,-284618,-133573,-26386,280,9733,27369,10570,9089,easy
197930,92412,20606,7772,23267,20093,6487,4232,372620,60577,-10501,16947,-241,-11483,3411,-1662,3113948,24430,172903,55935,104152,58519,68903,8763,803669,185754,43371,55911,119856,59496,24415,7926,266827,65605,42779,93370,62302,36311,5236,2908,-67877,-87244,-18059,-6614,-20197,-17551,-4033,-3026,difficult
569605,176548,36511,47561,30971,37758,21824,20252,-514609,-155407,-33851,-44277,-30023,-34410,-18545,-19324,-70700,-137473,-27591,-41274,-11922,-16679,-11460,-18052,-104677,-67005,-14843,-33067,-8540,-27508,19882,-13848,1178354,304253,5858,-21337,-19425,-22099,6639,-14269,-432265,-157479,-35169,-33113,-20902,-29233,-14384,-16534,easy
64079,24838,13496,11083,16433,17237,7076,7709,-46474,-9550,-4930,-3001,-9801,-6649,5774,-3519,-19490,2971,-11198,-8418,-12636,-7969,-3904,-5123,46098,-6322,-11431,-7269,-14633,-13484,-5288,-6781,-60432,-22504,-13078,-10455,-13739,-15439,-5704,-6601,-22024,-10746,-10967,-3488,-12393,-6238,-3073,-2877,difficult
34873,30137,7635,9836,12704,13121,7942,3989,780598,81472,-4740,18784,-9079,3655,3713,6385,-24749,-13451,-1280,2097,-9628,-65,2780,-1981,22612,-10038,6820,-4652,-1419,-3304,-678,1535,662444,-28,-2863,-7731,-5811,2815,-3915,1112,251315,-15693,-1036,-7203,-3274,-8727,-4558,-3066,easy
32811,27418,15128,4855,9776,27349,7308,15407,-18111,20791,16502,17139,17792,-12038,3173,-3220,-8765,-3143,-5687,2454,5749,-16789,6071,-11511,748821,45772,7873,12233,11503,37219,21999,5463,8833,-19231,-14386,-3910,-8497,-25816,-6488,-14992,362186,13710,-11502,1840,3202,13014,20170,5318,difficult
415227,93471,36361,19580,18704,13738,22796,15132,1051824,452405,3399,157660,51870,57881,11286,15864,-248227,-41076,-17986,-14062,-2263,3471,-10130,-11247,-407344,-85364,-21331,32750,14028,48655,7129,-829,-312844,-23943,-17204,5078,3586,15543,25501,24046,-307814,-18342,-20908,19553,-10535,25421,10752,9444,easy
140529,69514,29569,36141,23815,27601,21918,11272,-42705,-37721,-26080,-17865,-16219,4872,5434,1014,-139484,-66769,-27366,-34951,-19144,-20478,-18005,-6912,-119736,-20261,-21605,-30969,-4763,4139,-10823,6991,18184,-52755,-27254,-28991,-20905,-16942,-18909,-9776,45627,-44882,-27241,-33358,-21007,-19833,-20257,-8261,difficult
778686,105321,31135,15793,19431,40199,35579,18839,619727,51526,-4905,17493,26502,-4651,-7560,-8590,-652271,-87587,-26728,-12947,-16492,-36166,-33789,-17529,-411589,-71885,-21776,-8604,7846,65224,-4646,6922,-741362,-90929,-30081,-7313,-1561,-5997,19405,-5102,-735422,-86826,-23394,5631,-13445,-2916,-2077,13422,easy
14027,24056,6261,14769,17755,30440,16451,11355,66127,-1301,15316,7698,44585,28294,32379,-2012,-5281,-23159,-3724,-10687,-14824,-18584,-12640,-8674,-10830,-19785,5636,-11542,7822,143,-6204,-6534,-7080,-15685,1113,-12308,2800,-10874,-6390,1156,-2916,-22397,-5803,10035,-8972,11266,39,3062,difficult
1385318,100205,36497,17721,12823,19472,16472,8532,-1007323,-74092,-24521,-11064,-3753,-12209,-11074,-6462,-547026,34604,-9380,-5284,2270,-11239,-12993,-5245,-1207402,-84721,-33832,-14926,-4350,-14958,-6135,-6500,-829679,-58539,-23917,4239,12529,4941,-8174,1534,-1275835,-27563,-25116,-10505,-2560,-9045,-12813,1962,easy
186766,16944,11621,13276,31399,42759,14732,12091,-181305,-11377,-5551,-11168,-25361,-29982,-5213,-7162,-179176,-9841,611,-5202,-20502,-26974,-3679,3132,-178864,-13223,-6459,-3366,-10247,22414,-4321,3194,-185107,-12602,-6441,345,-17005,-6086,509,-3383,-51988,11016,-10080,-6361,-27647,-35957,-11515,-10149,difficult
188055,132033,8556,7247,5219,11544,17970,3427,-72403,-125339,-4990,-3135,-3923,-4022,-10633,-254,-87910,-8728,-1888,23236,7944,6971,-14139,1875,-12194,-112816,-4271,-5988,-3618,-9806,-17167,-3021,-183743,-125921,-5317,-5828,-1542,-9101,-17051,-1812,-137773,-101113,5505,29032,13163,-5343,-13504,1934,easy
41055,64816,20378,19452,15241,20587,15283,6196,8419,-26870,-819,-12458,-10352,-14108,-10163,-817,53178,-59187,2558,-6330,15469,-6708,3992,6769,183681,-37341,-4757,4066,-12831,-14191,-9014,2791,218193,-34528,-14899,-10588,-9729,-16702,-10062,-2510,451467,38923,4075,-7862,1549,-3483,-869,3743,difficult
28980,8457,7052,19582,12125,41473,13714,11989,5999,34678,7334,-14829,-10003,-38027,-10766,-9245,13366,18472,548,-19010,-7087,-35920,-9496,-9183,1699366,3544,27920,6148,10671,-14264,3801,2832,-25829,-6491,-5407,-18466,-5556,-37420,-11480,-8831,17031,22953,-5552,-17058,-5556,-33688,-11446,-8840,easy
122527,117603,8733,20272,15746,18621,20864,4603,223341,114035,35654,-12015,3220,-2810,-9212,-1374,719352,119178,-2211,-1924,80466,6802,2669,3269,-115861,-105490,-5956,12219,13230,11360,-9593,6092,-105965,-83744,819,-8975,1348,16744,-9850,896,1517352,-28688,49574,-2975,9162,7727,-7409,15070,difficult
94178,11061,5236,7042,7017,8949,5432,3215,635222,14199,1367,-4672,-4446,-3731,-592,-1029,-88927,19328,29222,1839,3154,11983,1178,6309,-92362,-425,3246,2892,102,9037,5813,6474,-21773,7087,4671,-2166,-3973,-5772,-2902,-575,-46995,-4509,-3105,-5347,-3911,-445,-2715,-281,easy
153412,31458,10201,10948,18955,14678,10568,6954,255817,-16680,997,-7183,-8411,-8725,-8408,-5827,-135739,-12715,-8540,360,11785,8086,20373,-363,-131589,-25248,-8282,-7340,6562,15572,-1175,7680,-75616,-23156,-8833,-10182,-18118,-13936,-10259,-5791,-87105,-20901,-9292,-6208,-14220,-7407,-7567,-4586,difficult
79196,29025,9421,12500,10750,27055,7698,9482,20164,-10753,-6801,-10396,-9120,-26151,-6712,-8757,-42980,-23168,-8351,-10529,-8841,-24816,-7074,-8274,-10011,-10393,11311,6454,17418,-2695,-211,-5898,371146,43348,-191,49203,12091,1658,3679,1339,-67737,-24652,703,2457,398,-7215,556,-2160,easy
530780,46920,18097,7289,19479,42570,22855,7257,-525137,-36966,-5136,1513,-11984,-26309,-12435,-3219,-516543,-38384,-13247,-593,-11650,-18506,-5453,-1824,-523114,-41449,-9338,-1572,957,-1846,3677,108,-523564,-41056,-11270,-2423,-11498,-13070,-8925,37,-525585,-33488,-16243,-3024,3191,-10794,-12033,385,difficult
587350,21963,10754,5383,4271,4324,2448,1070,-381909,933,13250,-2788,1052,-588,-191,4178,995050,300991,41316,29477,19943,26184,22520,21205,-150035,119039,-379,5431,1685,4390,3913,1504,952092,95264,-9094,23886,22643,14548,4763,22470,-281624,566,8346,853,1021,7987,1297,1458,easy
19733,19835,15998,8687,15122,32036,10899,8191,-13868,-9936,-3553,-1904,28336,-11300,2587,2394,37552,18658,15716,-3416,10294,-7201,6283,5963,-10523,15151,-7334,-42,17077,10022,35644,19024,976630,45068,-2136,-3373,-8283,-15421,-128,-1464,128101,-9945,-6134,-3053,-7937,-25482,-6696,-5441,difficult
501693,107359,9252,16677,17041,24930,21114,9544,-443841,-73559,-7282,-1342,-11197,-15443,-15746,-7421,-37932,-35583,448,3289,-14520,-18722,-10035,-6010,-474646,-87655,-6695,1736,-10157,-17185,-15745,-7192,-102036,21236,32600,21306,-3181,21071,-11047,5040,-472403,-81574,5749,-12948,-13320,-20657,-16525,-7174,easy
110308,29084,4013,9551,10422,15753,6817,3015,-10671,-16191,-2344,-6076,-9146,-9200,-2025,114,-64364,12553,1922,-7539,-4082,-8548,5882,553,-64364,12553,1922,-7539,-4082,-8548,5882,553,-97078,-13312,7139,-5319,6182,18514,6138,4014,712975,161896,13244,21132,9427,4176,9071,8394,difficult
320309,28069,10469,9977,13365,27276,11134,3163,-153056,-23117,-8315,-8775,-11965,-25360,-9938,-2752,-252664,-11008,-10248,-7840,-12591,-26466,-10990,-2923,-308127,-22545,-2664,-4040,-8962,-15613,-2626,1350,-309990,-21621,7040,24373,-8168,-19210,-9494,-828,149829,20960,2717,-7047,-683,-15972,-9707,-924,easy
290747,69778,10971,12315,16352,32024,13779,9723,-289795,-66828,-9144,-1324,-11997,-25788,-10232,-7796,-285443,-59478,1110,-9113,5475,-6382,4102,-1317,-288421,-51822,-9331,-2932,-13146,1698,-6307,6758,-34411,-32906,-7328,-9774,-9545,-19519,-9456,-6829,-281637,-66308,15602,12662,-4192,-13670,6041,-1080,difficult
7845,9251,20651,8672,17042,20361,12173,5831,26772,13107,-18686,-5828,7009,-3180,10300,4937,-3671,8235,-14616,2073,-4356,-8815,12176,1757,-4932,6398,-15371,-3190,-3212,8782,16353,2431,5287,-1876,-8859,-2709,-4982,-154,4618,2169,217877,70658,9595,5034,-10695,-881,-6169,-2428,easy
576735,311160,88851,30107,37037,16152,29774,30267,-234833,-221576,-79408,-25255,-30354,-8326,-18894,-17907,-565093,-305483,-88630,-27276,-32060,-11701,-25226,-27238,-508166,-259751,-84469,-24280,-34126,-12085,-27140,-28988,-569532,-304773,-88035,-24140,-34693,-10144,-28208,-29084,-549202,-304458,-87265,-29313,-35153,-13763,-28154,-29072,difficult
235322,56861,43111,16065,21022,27906,9609,11557,442480,-32825,-20759,-1158,6509,10262,3757,8177,-197886,-38614,-33185,-4896,9426,-122,-1982,-1598,-221607,-49652,-31108,-3608,11918,-927,6382,-3316,-18034,-13976,-37903,-12682,-14247,-22218,-3727,-9681,-208482,-47779,-29708,-9345,2264,-129,9624,7225,easy
224668,20835,4296,4685,2454,5996,4502,3446,-151917,-10826,27,-1378,2084,-1300,-2161,-1950,-130516,35240,10167,7271,61863,58469,27319,2916,-214888,-11522,10406,-562,5625,40192,18684,5694,1432320,45554,11325,5733,19380,23132,3319,3552,-203958,-15922,2612,3555,4696,6555,-2518,-58,difficult
37710,28425,15950,10693,8349,12181,8594,5771,3542,-7743,-11866,-3445,-1563,-9456,-4909,-4591,815573,292146,5279,4073,13261,-1658,5276,1516,-22060,-16845,-4225,-6138,-3870,-9100,-6494,-4766,-27043,-9847,-1802,-29,4122,-1398,-3419,-2842,238437,155192,-6561,11926,328,7049,-3873,-3475,easy
621568,40610,8168,9101,20538,24394,15428,9724,-612949,-35207,-7209,1393,-10882,-2108,-5097,5215,-613048,-29925,-1100,-6585,-5619,11585,-747,636,-393179,9857,-2364,-8630,-18086,-17292,-14058,-8466,-463921,-21423,-5699,-1496,-16053,-21067,-13988,-7495,-600875,-18653,-6125,-4254,-16600,-22162,-10979,-7674,difficult
604202,84604,115713,119790,38512,62603,42938,16516,1964154,1637,-96734,-100174,-18579,-36987,-29173,-5241,-581981,-69402,-104979,-116783,-26084,-41781,-26706,5533,-511402,-29200,-108898,-115016,-35142,-55875,-40158,-14069,-594811,-72686,-114543,-119151,-30235,-41853,-30414,-12261,-513497,47088,-108267,-107227,-27057,-53614,-29196,-5630,easy
294686,53506,9922,5563,7439,15649,10239,8049,-289152,-45343,5399,10377,10206,4405,11011,-563,-285967,-46250,-2180,9059,6923,15654,-1646,1292,-225857,32012,13576,18744,21717,8428,5378,3364,1276966,392295,5397,14894,22332,7090,9724,-1248,-275293,-42811,-6523,5988,4091,-1227,-3857,-292,difficult
529291,22208,5630,13178,7580,11267,6224,6693,-519083,-9431,-2643,-10276,-9,2078,16856,2383,-282248,108101,22796,-1478,-4769,-6699,-4891,-5116,-504895,31087,1742,13693,2797,9203,367,738,-524230,-5148,-2208,-705,6332,836,689,12,-359764,-13967,9854,-10666,1222,-3290,10317,-1603,easy
72853,17865,15173,19471,19127,15216,7941,5919,-13006,-3400,-5158,-14867,-16142,-9031,-4259,-3458,-56347,-2175,24367,-1958,-7265,12992,1525,-1771,-60632,-12155,-8813,-12402,-710,3552,1919,1342,105712,5813,-3131,-8824,-13215,-10038,-2587,-2811,1008782,187958,-11218,-12863,-2792,18077,8055,19100,difficult
80665,55048,8376,10534,11922,14430,7637,6259,651599,47770,-4487,-5893,-2673,6103,-1067,-1061,-55621,-47699,-6743,-8358,-10261,-8561,-5736,-3418,-54454,-29115,1033,-6699,-2452,-1467,119,3706,-76121,-44652,1892,-4978,-3680,11757,2566,1640,-60453,-25350,5389,-4912,-6795,-4533,1049,-1565,easy
173001,28216,9821,11942,8682,16241,20961,9819,-133663,-761,-1581,-7551,-1866,-10667,-13920,-5875,-68230,-22210,6244,4508,-242,8867,-3567,6798,-125994,-17001,6117,-9204,16055,20617,-11239,2472,-168633,4238,-104,843,9771,15825,-3663,-3169,-21115,-14787,4475,-2976,-6297,-8321,-15997,-7703,difficult
81727,44051,18010,5996,13017,14860,13331,10079,716821,-27084,-12863,-790,-8439,-5849,-7871,-7721,-28774,-36507,-16015,-2890,17496,19696,-2294,2828,-59545,-15951,-10208,3394,10296,19777,-2651,-5694,309852,84478,17195,8068,-6589,20283,567,490,-48866,-3119,-11597,27848,14721,21198,4492,-2380,easy
104040,11626,4200,5946,3813,3987,1973,2129,-54282,-3321,-316,796,3518,116,146,1692,1966849,133291,4484,18354,33655,65882,24487,13101,-99804,-7377,-2127,-4702,445,1856,2342,1623,-92859,14415,2249,240,11930,14519,10929,1743,-94597,2764,-2582,-2686,13057,7237,7854,3595,difficult
