delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
23320-623326-12535-1953424-830374-199119-696392-236808,8510-306482-47255-71777-318215-41322-47846-158247,10149-12088-24403-32110-34923-10405-4100-16728,18421-11812-4074-16065-57537-5634-11407-13950,40377-23344-12468-2593-54294-14832-11814-4898,23669-24479-9943-7635-69951-9537-6242-6783,12345-19418-9010-4534-50983-4571-8897-7098,13410-21861-6707-4834-80004-5955-4276-4375,easy
623326-12535-1953424-830374-199119-696392-236808-321412,306482-47255-71777-318215-41322-47846-158247-12206,12088-24403-32110-34923-10405-4100-16728-2088,11812-4074-16065-57537-5634-11407-13950-4787,23344-12468-2593-54294-14832-11814-4898-2290,24479-9943-7635-69951-9537-6242-6783-1712,19418-9010-4534-50983-4571-8897-7098-1701,21861-6707-4834-80004-5955-4276-4375-2261,easy
12535-1953424-830374-199119-696392-236808-321412-1253692,47255-71777-318215-41322-47846-158247-12206-172012,24403-32110-34923-10405-4100-16728-2088-40605,4074-16065-57537-5634-11407-13950-4787-10927,12468-2593-54294-14832-11814-4898-2290-19119,9943-7635-69951-9537-6242-6783-1712-61525,9010-4534-50983-4571-8897-7098-1701-46210,6707-4834-80004-5955-4276-4375-2261-7162,easy
1953424-830374-199119-696392-236808-321412-1253692-1846684,71777-318215-41322-47846-158247-12206-172012-250615,32110-34923-10405-4100-16728-2088-40605-66762,16065-57537-5634-11407-13950-4787-10927-41685,2593-54294-14832-11814-4898-2290-19119-32444,7635-69951-9537-6242-6783-1712-61525-123017,4534-50983-4571-8897-7098-1701-46210-100251,4834-80004-5955-4276-4375-2261-7162-17241,easy
830374-199119-696392-236808-321412-1253692-1846684-305452,318215-41322-47846-158247-12206-172012-250615-69734,34923-10405-4100-16728-2088-40605-66762-35402,57537-5634-11407-13950-4787-10927-41685-17537,54294-14832-11814-4898-2290-19119-32444-4224,69951-9537-6242-6783-1712-61525-123017-10110,50983-4571-8897-7098-1701-46210-100251-4522,80004-5955-4276-4375-2261-7162-17241-4511,easy
199119-696392-236808-321412-1253692-1846684-305452-212685,41322-47846-158247-12206-172012-250615-69734-113977,10405-4100-16728-2088-40605-66762-35402-52524,5634-11407-13950-4787-10927-41685-17537-15095,14832-11814-4898-2290-19119-32444-4224-7925,9537-6242-6783-1712-61525-123017-10110-11521,4571-8897-7098-1701-46210-100251-4522-4809,5955-4276-4375-2261-7162-17241-4511-6802,hard
696392-236808-321412-1253692-1846684-305452-212685-529928,47846-158247-12206-172012-250615-69734-113977-44617,4100-16728-2088-40605-66762-35402-52524-7949,11407-13950-4787-10927-41685-17537-15095-23402,11814-4898-2290-19119-32444-4224-7925-24148,6242-6783-1712-61525-123017-10110-11521-21951,8897-7098-1701-46210-100251-4522-4809-15926,4276-4375-2261-7162-17241-4511-6802-6987,hard
236808-321412-1253692-1846684-305452-212685-529928-1186384,158247-12206-172012-250615-69734-113977-44617-429882,16728-2088-40605-66762-35402-52524-7949-27023,13950-4787-10927-41685-17537-15095-23402-16757,4898-2290-19119-32444-4224-7925-24148-6455,6783-1712-61525-123017-10110-11521-21951-12119,7098-1701-46210-100251-4522-4809-15926-9483,4375-2261-7162-17241-4511-6802-6987-5644,hard
321412-1253692-1846684-305452-212685-529928-1186384-881053,12206-172012-250615-69734-113977-44617-429882-137983,2088-40605-66762-35402-52524-7949-27023-17657,4787-10927-41685-17537-15095-23402-16757-29618,2290-19119-32444-4224-7925-24148-6455-7317,1712-61525-123017-10110-11521-21951-12119-8265,1701-46210-100251-4522-4809-15926-9483-5324,2261-7162-17241-4511-6802-6987-5644-7521,hard
1253692-1846684-305452-212685-529928-1186384-881053-403903,172012-250615-69734-113977-44617-429882-137983-56930,40605-66762-35402-52524-7949-27023-17657-3775,10927-41685-17537-15095-23402-16757-29618-9762,19119-32444-4224-7925-24148-6455-7317-11324,61525-123017-10110-11521-21951-12119-8265-8687,46210-100251-4522-4809-15926-9483-5324-8142,7162-17241-4511-6802-6987-5644-7521-11110,hard
1846684-305452-212685-529928-1186384-881053-403903-2061208,250615-69734-113977-44617-429882-137983-56930-144241,66762-35402-52524-7949-27023-17657-3775-16263,41685-17537-15095-23402-16757-29618-9762-10761,32444-4224-7925-24148-6455-7317-11324-3755,123017-10110-11521-21951-12119-8265-8687-14928,100251-4522-4809-15926-9483-5324-8142-6924,17241-4511-6802-6987-5644-7521-11110-7254,hard
305452-212685-529928-1186384-881053-403903-2061208-686620,69734-113977-44617-429882-137983-56930-144241-153458,35402-52524-7949-27023-17657-3775-16263-89781,17537-15095-23402-16757-29618-9762-10761-10563,4224-7925-24148-6455-7317-11324-3755-20037,10110-11521-21951-12119-8265-8687-14928-21826,4522-4809-15926-9483-5324-8142-6924-22495,4511-6802-6987-5644-7521-11110-7254-26141,hard
212685-529928-1186384-881053-403903-2061208-686620-112305,113977-44617-429882-137983-56930-144241-153458-116438,52524-7949-27023-17657-3775-16263-89781-5893,15095-23402-16757-29618-9762-10761-10563-2208,7925-24148-6455-7317-11324-3755-20037-4460,11521-21951-12119-8265-8687-14928-21826-6243,4809-15926-9483-5324-8142-6924-22495-7686,6802-6987-5644-7521-11110-7254-26141-3414,hard
529928-1186384-881053-403903-2061208-686620-112305-442023,44617-429882-137983-56930-144241-153458-116438-86977,7949-27023-17657-3775-16263-89781-5893-22616,23402-16757-29618-9762-10761-10563-2208-33807,24148-6455-7317-11324-3755-20037-4460-21359,21951-12119-8265-8687-14928-21826-6243-45093,15926-9483-5324-8142-6924-22495-7686-33311,6987-5644-7521-11110-7254-26141-3414-31961,easy
1186384-881053-403903-2061208-686620-112305-442023-1151906,429882-137983-56930-144241-153458-116438-86977-767771,27023-17657-3775-16263-89781-5893-22616-27647,16757-29618-9762-10761-10563-2208-33807-118337,6455-7317-11324-3755-20037-4460-21359-102240,12119-8265-8687-14928-21826-6243-45093-74784,9483-5324-8142-6924-22495-7686-33311-98166,5644-7521-11110-7254-26141-3414-31961-73475,easy
881053-403903-2061208-686620-112305-442023-1151906-439703,137983-56930-144241-153458-116438-86977-767771-120200,17657-3775-16263-89781-5893-22616-27647-23517,29618-9762-10761-10563-2208-33807-118337-23615,7317-11324-3755-20037-4460-21359-102240-19890,8265-8687-14928-21826-6243-45093-74784-21460,5324-8142-6924-22495-7686-33311-98166-7339,7521-11110-7254-26141-3414-31961-73475-7797,easy
403903-2061208-686620-112305-442023-1151906-439703-137306,56930-144241-153458-116438-86977-767771-120200-32860,3775-16263-89781-5893-22616-27647-23517-33573,9762-10761-10563-2208-33807-118337-23615-5966,11324-3755-20037-4460-21359-102240-19890-6989,8687-14928-21826-6243-45093-74784-21460-6027,8142-6924-22495-7686-33311-98166-7339-4980,11110-7254-26141-3414-31961-73475-7797-4623,easy
2061208-686620-112305-442023-1151906-439703-137306-1653342,144241-153458-116438-86977-767771-120200-32860-49037,16263-89781-5893-22616-27647-23517-33573-39471,10761-10563-2208-33807-118337-23615-5966-51296,3755-20037-4460-21359-102240-19890-6989-10791,14928-21826-6243-45093-74784-21460-6027-8324,6924-22495-7686-33311-98166-7339-4980-2482,7254-26141-3414-31961-73475-7797-4623-2989,easy
686620-112305-442023-1151906-439703-137306-1653342-1552842,153458-116438-86977-767771-120200-32860-49037-245632,89781-5893-22616-27647-23517-33573-39471-175439,10563-2208-33807-118337-23615-5966-51296-140186,20037-4460-21359-102240-19890-6989-10791-246796,21826-6243-45093-74784-21460-6027-8324-70792,22495-7686-33311-98166-7339-4980-2482-68429,26141-3414-31961-73475-7797-4623-2989-12547,easy
112305-442023-1151906-439703-137306-1653342-1552842-225959,116438-86977-767771-120200-32860-49037-245632-5945,5893-22616-27647-23517-33573-39471-175439-1378,2208-33807-118337-23615-5966-51296-140186-1950,4460-21359-102240-19890-6989-10791-246796-1928,6243-45093-74784-21460-6027-8324-70792-3662,7686-33311-98166-7339-4980-2482-68429-2195,3414-31961-73475-7797-4623-2989-12547-1580,easy
324975-680011-219690-750790-83497-163536-660887-60822,85546-145858-31589-90637-61871-98766-64758-87142,71194-43389-14710-12399-3238-12932-626-82802,12255-36432-10945-26424-7723-6252-15167-18467,49022-13911-3203-9140-9900-27286-1824-44279,15834-37776-4789-10283-7120-27571-6263-7346,9622-17372-3839-4414-4376-10152-3351-13190,13279-12610-3232-3603-4056-3132-3127-7806,easy
680011-219690-750790-83497-163536-660887-60822-94846,145858-31589-90637-61871-98766-64758-87142-46472,43389-14710-12399-3238-12932-626-82802-69431,36432-10945-26424-7723-6252-15167-18467-61789,13911-3203-9140-9900-27286-1824-44279-27143,37776-4789-10283-7120-27571-6263-7346-34995,17372-3839-4414-4376-10152-3351-13190-5100,12610-3232-3603-4056-3132-3127-7806-10234,easy
219690-750790-83497-163536-660887-60822-94846-932832,31589-90637-61871-98766-64758-87142-46472-559256,14710-12399-3238-12932-626-82802-69431-137815,10945-26424-7723-6252-15167-18467-61789-61896,3203-9140-9900-27286-1824-44279-27143-42932,4789-10283-7120-27571-6263-7346-34995-25505,3839-4414-4376-10152-3351-13190-5100-9449,3232-3603-4056-3132-3127-7806-10234-6172,easy
750790-83497-163536-660887-60822-94846-932832-554884,90637-61871-98766-64758-87142-46472-559256-207139,12399-3238-12932-626-82802-69431-137815-18947,26424-7723-6252-15167-18467-61789-61896-43348,9140-9900-27286-1824-44279-27143-42932-20297,10283-7120-27571-6263-7346-34995-25505-52425,4414-4376-10152-3351-13190-5100-9449-21717,3603-4056-3132-3127-7806-10234-6172-10336,easy
83497-163536-660887-60822-94846-932832-554884-1082528,61871-98766-64758-87142-46472-559256-207139-119605,3238-12932-626-82802-69431-137815-18947-169464,7723-6252-15167-18467-61789-61896-43348-59561,9900-27286-1824-44279-27143-42932-20297-42801,7120-27571-6263-7346-34995-25505-52425-44547,4376-10152-3351-13190-5100-9449-21717-20229,4056-3132-3127-7806-10234-6172-10336-27265,easy
163536-660887-60822-94846-932832-554884-1082528-90956,98766-64758-87142-46472-559256-207139-119605-49657,12932-626-82802-69431-137815-18947-169464-6728,6252-15167-18467-61789-61896-43348-59561-4397,27286-1824-44279-27143-42932-20297-42801-2634,27571-6263-7346-34995-25505-52425-44547-2263,10152-3351-13190-5100-9449-21717-20229-1558,3132-3127-7806-10234-6172-10336-27265-2231,easy
660887-60822-94846-932832-554884-1082528-90956-1126068,64758-87142-46472-559256-207139-119605-49657-317279,626-82802-69431-137815-18947-169464-6728-3589,15167-18467-61789-61896-43348-59561-4397-19283,1824-44279-27143-42932-20297-42801-2634-49767,6263-7346-34995-25505-52425-44547-2263-32260,3351-13190-5100-9449-21717-20229-1558-21143,3127-7806-10234-6172-10336-27265-2231-17248,easy
60822-94846-932832-554884-1082528-90956-1126068-1298588,87142-46472-559256-207139-119605-49657-317279-936106,82802-69431-137815-18947-169464-6728-3589-127810,18467-61789-61896-43348-59561-4397-19283-98134,44279-27143-42932-20297-42801-2634-49767-111948,7346-34995-25505-52425-44547-2263-32260-139222,13190-5100-9449-21717-20229-1558-21143-77968,7806-10234-6172-10336-27265-2231-17248-23985,easy
94846-932832-554884-1082528-90956-1126068-1298588-155931,46472-559256-207139-119605-49657-317279-936106-24155,69431-137815-18947-169464-6728-3589-127810-4512,61789-61896-43348-59561-4397-19283-98134-8807,27143-42932-20297-42801-2634-49767-111948-7550,34995-25505-52425-44547-2263-32260-139222-8518,5100-9449-21717-20229-1558-21143-77968-2852,10234-6172-10336-27265-2231-17248-23985-4229,easy
932832-554884-1082528-90956-1126068-1298588-155931-712149,559256-207139-119605-49657-317279-936106-24155-51914,137815-18947-169464-6728-3589-127810-4512-15767,61896-43348-59561-4397-19283-98134-8807-13989,42932-20297-42801-2634-49767-111948-7550-13628,25505-52425-44547-2263-32260-139222-8518-3233,9449-21717-20229-1558-21143-77968-2852-5565,6172-10336-27265-2231-17248-23985-4229-6263,easy
554884-1082528-90956-1126068-1298588-155931-712149-1722009,207139-119605-49657-317279-936106-24155-51914-237382,18947-169464-6728-3589-127810-4512-15767-22909,43348-59561-4397-19283-98134-8807-13989-86298,20297-42801-2634-49767-111948-7550-13628-26759,52425-44547-2263-32260-139222-8518-3233-28702,21717-20229-1558-21143-77968-2852-5565-12630,10336-27265-2231-17248-23985-4229-6263-23107,easy
1082528-90956-1126068-1298588-155931-712149-1722009-604809,119605-49657-317279-936106-24155-51914-237382-15647,169464-6728-3589-127810-4512-15767-22909-5836,59561-4397-19283-98134-8807-13989-86298-9852,42801-2634-49767-111948-7550-13628-26759-4451,44547-2263-32260-139222-8518-3233-28702-2405,20229-1558-21143-77968-2852-5565-12630-1159,27265-2231-17248-23985-4229-6263-23107-1342,easy
90956-1126068-1298588-155931-712149-1722009-604809-628454,49657-317279-936106-24155-51914-237382-15647-23029,6728-3589-127810-4512-15767-22909-5836-15028,4397-19283-98134-8807-13989-86298-9852-4083,2634-49767-111948-7550-13628-26759-4451-2237,2263-32260-139222-8518-3233-28702-2405-2611,1558-21143-77968-2852-5565-12630-1159-4396,2231-17248-23985-4229-6263-23107-1342-2029,easy
1126068-1298588-155931-712149-1722009-604809-628454-2450615,317279-936106-24155-51914-237382-15647-23029-492370,3589-127810-4512-15767-22909-5836-15028-213825,19283-98134-8807-13989-86298-9852-4083-28354,49767-111948-7550-13628-26759-4451-2237-61133,32260-139222-8518-3233-28702-2405-2611-47897,21143-77968-2852-5565-12630-1159-4396-47279,17248-23985-4229-6263-23107-1342-2029-35364,easy
1298588-155931-712149-1722009-604809-628454-2450615-1306053,936106-24155-51914-237382-15647-23029-492370-229176,127810-4512-15767-22909-5836-15028-213825-143382,98134-8807-13989-86298-9852-4083-28354-50493,111948-7550-13628-26759-4451-2237-61133-50358,139222-8518-3233-28702-2405-2611-47897-42537,77968-2852-5565-12630-1159-4396-47279-52764,23985-4229-6263-23107-1342-2029-35364-27765,easy
155931-712149-1722009-604809-628454-2450615-1306053-743167,24155-51914-237382-15647-23029-492370-229176-24562,4512-15767-22909-5836-15028-213825-143382-3847,8807-13989-86298-9852-4083-28354-50493-10014,7550-13628-26759-4451-2237-61133-50358-8932,8518-3233-28702-2405-2611-47897-42537-13776,2852-5565-12630-1159-4396-47279-52764-9819,4229-6263-23107-1342-2029-35364-27765-3544,easy
712149-1722009-604809-628454-2450615-1306053-743167-2729960,51914-237382-15647-23029-492370-229176-24562-875501,15767-22909-5836-15028-213825-143382-3847-73176,13989-86298-9852-4083-28354-50493-10014-80678,13628-26759-4451-2237-61133-50358-8932-24537,3233-28702-2405-2611-47897-42537-13776-61499,5565-12630-1159-4396-47279-52764-9819-28078,6263-23107-1342-2029-35364-27765-3544-17395,easy
1722009-604809-628454-2450615-1306053-743167-2729960-316406,237382-15647-23029-492370-229176-24562-875501-7620,22909-5836-15028-213825-143382-3847-73176-1344,86298-9852-4083-28354-50493-10014-80678-660,26759-4451-2237-61133-50358-8932-24537-2284,28702-2405-2611-47897-42537-13776-61499-786,12630-1159-4396-47279-52764-9819-28078-548,23107-1342-2029-35364-27765-3544-17395-301,easy
604809-628454-2450615-1306053-743167-2729960-316406-1059054,15647-23029-492370-229176-24562-875501-7620-199617,5836-15028-213825-143382-3847-73176-1344-3244,9852-4083-28354-50493-10014-80678-660-68742,4451-2237-61133-50358-8932-24537-2284-53747,2405-2611-47897-42537-13776-61499-786-20020,1159-4396-47279-52764-9819-28078-548-15590,1342-2029-35364-27765-3544-17395-301-9734,easy
628454-2450615-1306053-743167-2729960-316406-1059054-596707,23029-492370-229176-24562-875501-7620-199617-18148,15028-213825-143382-3847-73176-1344-3244-7459,4083-28354-50493-10014-80678-660-68742-11586,2237-61133-50358-8932-24537-2284-53747-11463,2611-47897-42537-13776-61499-786-20020-2904,4396-47279-52764-9819-28078-548-15590-997,2029-35364-27765-3544-17395-301-9734-3850,easy
2450615-1306053-743167-2729960-316406-1059054-596707-123804,492370-229176-24562-875501-7620-199617-18148-142137,213825-143382-3847-73176-1344-3244-7459-17447,28354-50493-10014-80678-660-68742-11586-22914,61133-50358-8932-24537-2284-53747-11463-47060,47897-42537-13776-61499-786-20020-2904-36488,47279-52764-9819-28078-548-15590-997-7532,35364-27765-3544-17395-301-9734-3850-12837,easy
1306053-743167-2729960-316406-1059054-596707-123804-514892,229176-24562-875501-7620-199617-18148-142137-132536,143382-3847-73176-1344-3244-7459-17447-11192,50493-10014-80678-660-68742-11586-22914-46194,50358-8932-24537-2284-53747-11463-47060-29230,42537-13776-61499-786-20020-2904-36488-17010,52764-9819-28078-548-15590-997-7532-8949,27765-3544-17395-301-9734-3850-12837-12121,easy
743167-2729960-316406-1059054-596707-123804-514892-986168,24562-875501-7620-199617-18148-142137-132536-123360,3847-73176-1344-3244-7459-17447-11192-34007,10014-80678-660-68742-11586-22914-46194-50049,8932-24537-2284-53747-11463-47060-29230-19559,13776-61499-786-20020-2904-36488-17010-28233,9819-28078-548-15590-997-7532-8949-10821,3544-17395-301-9734-3850-12837-12121-10374,easy
2729960-316406-1059054-596707-123804-514892-986168-134109,875501-7620-199617-18148-142137-132536-123360-9668,73176-1344-3244-7459-17447-11192-34007-4392,80678-660-68742-11586-22914-46194-50049-10144,24537-2284-53747-11463-47060-29230-19559-2658,61499-786-20020-2904-36488-17010-28233-6847,28078-548-15590-997-7532-8949-10821-6760,17395-301-9734-3850-12837-12121-10374-4405,easy
316406-1059054-596707-123804-514892-986168-134109-442571,7620-199617-18148-142137-132536-123360-9668-68861,1344-3244-7459-17447-11192-34007-4392-35933,660-68742-11586-22914-46194-50049-10144-7552,2284-53747-11463-47060-29230-19559-2658-18593,786-20020-2904-36488-17010-28233-6847-23632,548-15590-997-7532-8949-10821-6760-72175,301-9734-3850-12837-12121-10374-4405-11200,easy
1059054-596707-123804-514892-986168-134109-442571-640983,199617-18148-142137-132536-123360-9668-68861-33242,3244-7459-17447-11192-34007-4392-35933-8549,68742-11586-22914-46194-50049-10144-7552-7280,53747-11463-47060-29230-19559-2658-18593-3143,20020-2904-36488-17010-28233-6847-23632-7219,15590-997-7532-8949-10821-6760-72175-2250,9734-3850-12837-12121-10374-4405-11200-4889,easy
596707-123804-514892-986168-134109-442571-640983-2195988,18148-142137-132536-123360-9668-68861-33242-260208,7459-17447-11192-34007-4392-35933-8549-1509,11586-22914-46194-50049-10144-7552-7280-14948,11463-47060-29230-19559-2658-18593-3143-56566,2904-36488-17010-28233-6847-23632-7219-21107,997-7532-8949-10821-6760-72175-2250-32539,3850-12837-12121-10374-4405-11200-4889-13166,easy
123804-514892-986168-134109-442571-640983-2195988-167926,142137-132536-123360-9668-68861-33242-260208-47489,17447-11192-34007-4392-35933-8549-1509-6195,22914-46194-50049-10144-7552-7280-14948-8412,47060-29230-19559-2658-18593-3143-56566-10950,36488-17010-28233-6847-23632-7219-21107-9100,7532-8949-10821-6760-72175-2250-32539-6317,12837-12121-10374-4405-11200-4889-13166-8511,easy
514892-986168-134109-442571-640983-2195988-167926-591334,132536-123360-9668-68861-33242-260208-47489-74100,11192-34007-4392-35933-8549-1509-6195-18058,46194-50049-10144-7552-7280-14948-8412-5777,29230-19559-2658-18593-3143-56566-10950-4705,17010-28233-6847-23632-7219-21107-9100-7532,8949-10821-6760-72175-2250-32539-6317-3822,12121-10374-4405-11200-4889-13166-8511-7452,easy
986168-134109-442571-640983-2195988-167926-591334-123078,123360-9668-68861-33242-260208-47489-74100-31487,34007-4392-35933-8549-1509-6195-18058-10903,50049-10144-7552-7280-14948-8412-5777-10298,19559-2658-18593-3143-56566-10950-4705-3644,28233-6847-23632-7219-21107-9100-7532-6484,10821-6760-72175-2250-32539-6317-3822-10524,10374-4405-11200-4889-13166-8511-7452-3870,easy
134109-442571-640983-2195988-167926-591334-123078-2007569,9668-68861-33242-260208-47489-74100-31487-342138,4392-35933-8549-1509-6195-18058-10903-99069,10144-7552-7280-14948-8412-5777-10298-18244,2658-18593-3143-56566-10950-4705-3644-44445,6847-23632-7219-21107-9100-7532-6484-33901,6760-72175-2250-32539-6317-3822-10524-29330,4405-11200-4889-13166-8511-7452-3870-26388,easy
442571-640983-2195988-167926-591334-123078-2007569-775506,68861-33242-260208-47489-74100-31487-342138-78558,35933-8549-1509-6195-18058-10903-99069-14933,7552-7280-14948-8412-5777-10298-18244-21632,18593-3143-56566-10950-4705-3644-44445-10498,23632-7219-21107-9100-7532-6484-33901-4748,72175-2250-32539-6317-3822-10524-29330-13050,11200-4889-13166-8511-7452-3870-26388-9578,easy
640983-2195988-167926-591334-123078-2007569-775506-568350,33242-260208-47489-74100-31487-342138-78558-35621,8549-1509-6195-18058-10903-99069-14933-10089,7280-14948-8412-5777-10298-18244-21632-28655,3143-56566-10950-4705-3644-44445-10498-9584,7219-21107-9100-7532-6484-33901-4748-10534,2250-32539-6317-3822-10524-29330-13050-4790,4889-13166-8511-7452-3870-26388-9578-1808,easy
2195988-167926-591334-123078-2007569-775506-568350-749590,260208-47489-74100-31487-342138-78558-35621-11840,1509-6195-18058-10903-99069-14933-10089-2502,14948-8412-5777-10298-18244-21632-28655-4997,56566-10950-4705-3644-44445-10498-9584-1358,21107-9100-7532-6484-33901-4748-10534-1969,32539-6317-3822-10524-29330-13050-4790-1058,13166-8511-7452-3870-26388-9578-1808-1345,easy
167926-591334-123078-2007569-775506-568350-749590-821988,47489-74100-31487-342138-78558-35621-11840-84175,6195-18058-10903-99069-14933-10089-2502-1966,8412-5777-10298-18244-21632-28655-4997-10978,10950-4705-3644-44445-10498-9584-1358-10238,9100-7532-6484-33901-4748-10534-1969-5008,6317-3822-10524-29330-13050-4790-1058-3432,8511-7452-3870-26388-9578-1808-1345-6265,easy
591334-123078-2007569-775506-568350-749590-821988-1178238,74100-31487-342138-78558-35621-11840-84175-547625,18058-10903-99069-14933-10089-2502-1966-69515,5777-10298-18244-21632-28655-4997-10978-24754,4705-3644-44445-10498-9584-1358-10238-18828,7532-6484-33901-4748-10534-1969-5008-33174,3822-10524-29330-13050-4790-1058-3432-21583,7452-3870-26388-9578-1808-1345-6265-15087,easy
123078-2007569-775506-568350-749590-821988-1178238-671444,31487-342138-78558-35621-11840-84175-547625-128359,10903-99069-14933-10089-2502-1966-69515-19416,10298-18244-21632-28655-4997-10978-24754-9909,3644-44445-10498-9584-1358-10238-18828-5945,6484-33901-4748-10534-1969-5008-33174-11540,10524-29330-13050-4790-1058-3432-21583-15007,3870-26388-9578-1808-1345-6265-15087-6722,easy
2007569-775506-568350-749590-821988-1178238-671444-167036,342138-78558-35621-11840-84175-547625-128359-20373,99069-14933-10089-2502-1966-69515-19416-1543,18244-21632-28655-4997-10978-24754-9909-4221,44445-10498-9584-1358-10238-18828-5945-1432,33901-4748-10534-1969-5008-33174-11540-1552,29330-13050-4790-1058-3432-21583-15007-754,26388-9578-1808-1345-6265-15087-6722-495,easy
181719-1621346-583959-130872-601674-133222-1011488-159339,11495-262136-125331-12987-129750-27565-352704-25968,21321-8353-45128-32177-18693-7321-77697-1948,17103-11837-59021-6455-9412-2222-101283-3357,15002-16244-25707-10329-17678-5230-27966-683,11053-32070-49084-8129-3710-9879-27187-3092,13538-23106-10845-5050-8191-4877-19256-4741,18439-18073-24196-4537-4861-4659-37750-4751,easy
1621346-583959-130872-601674-133222-1011488-159339-23837,262136-125331-12987-129750-27565-352704-25968-9244,8353-45128-32177-18693-7321-77697-1948-1278,11837-59021-6455-9412-2222-101283-3357-24353,16244-25707-10329-17678-5230-27966-683-16845,32070-49084-8129-3710-9879-27187-3092-5741,23106-10845-5050-8191-4877-19256-4741-4982,18073-24196-4537-4861-4659-37750-4751-4475,easy
583959-130872-601674-133222-1011488-159339-23837-50526,125331-12987-129750-27565-352704-25968-9244-51793,45128-32177-18693-7321-77697-1948-1278-9853,59021-6455-9412-2222-101283-3357-24353-6237,25707-10329-17678-5230-27966-683-16845-5354,49084-8129-3710-9879-27187-3092-5741-9900,10845-5050-8191-4877-19256-4741-4982-4984,24196-4537-4861-4659-37750-4751-4475-2897,easy
130872-601674-133222-1011488-159339-23837-50526-3649,12987-129750-27565-352704-25968-9244-51793-47317,32177-18693-7321-77697-1948-1278-9853-6153,6455-9412-2222-101283-3357-24353-6237-10541,10329-17678-5230-27966-683-16845-5354-6443,8129-3710-9879-27187-3092-5741-9900-3065,5050-8191-4877-19256-4741-4982-4984-3738,4537-4861-4659-37750-4751-4475-2897-1635,easy
601674-133222-1011488-159339-23837-50526-3649-19969,129750-27565-352704-25968-9244-51793-47317-18314,18693-7321-77697-1948-1278-9853-6153-12498,9412-2222-101283-3357-24353-6237-10541-5963,17678-5230-27966-683-16845-5354-6443-8274,3710-9879-27187-3092-5741-9900-3065-13225,8191-4877-19256-4741-4982-4984-3738-7231,4861-4659-37750-4751-4475-2897-1635-4856,easy
133222-1011488-159339-23837-50526-3649-19969-53911,27565-352704-25968-9244-51793-47317-18314-9506,7321-77697-1948-1278-9853-6153-12498-11523,2222-101283-3357-24353-6237-10541-5963-5321,5230-27966-683-16845-5354-6443-8274-5638,9879-27187-3092-5741-9900-3065-13225-6956,4877-19256-4741-4982-4984-3738-7231-2729,4659-37750-4751-4475-2897-1635-4856-2289,easy
1011488-159339-23837-50526-3649-19969-53911-22403,352704-25968-9244-51793-47317-18314-9506-37925,77697-1948-1278-9853-6153-12498-11523-6329,101283-3357-24353-6237-10541-5963-5321-3671,27966-683-16845-5354-6443-8274-5638-22080,27187-3092-5741-9900-3065-13225-6956-7362,19256-4741-4982-4984-3738-7231-2729-8345,37750-4751-4475-2897-1635-4856-2289-3929,easy
159339-23837-50526-3649-19969-53911-22403-9262,25968-9244-51793-47317-18314-9506-37925-29895,1948-1278-9853-6153-12498-11523-6329-5221,3357-24353-6237-10541-5963-5321-3671-6634,683-16845-5354-6443-8274-5638-22080-5812,3092-5741-9900-3065-13225-6956-7362-9634,4741-4982-4984-3738-7231-2729-8345-16694,4751-4475-2897-1635-4856-2289-3929-12815,easy
23837-50526-3649-19969-53911-22403-9262-2009234,9244-51793-47317-18314-9506-37925-29895-85933,1278-9853-6153-12498-11523-6329-5221-84381,24353-6237-10541-5963-5321-3671-6634-65647,16845-5354-6443-8274-5638-22080-5812-42070,5741-9900-3065-13225-6956-7362-9634-39337,4982-4984-3738-7231-2729-8345-16694-42867,4475-2897-1635-4856-2289-3929-12815-11029,easy
50526-3649-19969-53911-22403-9262-2009234-943528,51793-47317-18314-9506-37925-29895-85933-118983,9853-6153-12498-11523-6329-5221-84381-50397,6237-10541-5963-5321-3671-6634-65647-15728,5354-6443-8274-5638-22080-5812-42070-6717,9900-3065-13225-6956-7362-9634-39337-15817,4984-3738-7231-2729-8345-16694-42867-11330,2897-1635-4856-2289-3929-12815-11029-9196,easy
3649-19969-53911-22403-9262-2009234-943528-178808,47317-18314-9506-37925-29895-85933-118983-16258,6153-12498-11523-6329-5221-84381-50397-30482,10541-5963-5321-3671-6634-65647-15728-12808,6443-8274-5638-22080-5812-42070-6717-9284,3065-13225-6956-7362-9634-39337-15817-7884,3738-7231-2729-8345-16694-42867-11330-8284,1635-4856-2289-3929-12815-11029-9196-14151,easy
19969-53911-22403-9262-2009234-943528-178808-80048,18314-9506-37925-29895-85933-118983-16258-11924,12498-11523-6329-5221-84381-50397-30482-1278,5963-5321-3671-6634-65647-15728-12808-2495,8274-5638-22080-5812-42070-6717-9284-3114,13225-6956-7362-9634-39337-15817-7884-2146,7231-2729-8345-16694-42867-11330-8284-2233,4856-2289-3929-12815-11029-9196-14151-2265,easy
53911-22403-9262-2009234-943528-178808-80048-1737639,9506-37925-29895-85933-118983-16258-11924-629063,11523-6329-5221-84381-50397-30482-1278-100092,5321-3671-6634-65647-15728-12808-2495-131104,5638-22080-5812-42070-6717-9284-3114-26932,6956-7362-9634-39337-15817-7884-2146-47770,2729-8345-16694-42867-11330-8284-2233-64649,2289-3929-12815-11029-9196-14151-2265-66096,easy
