delta_c1,theta_c1,lowalpha_c1,highalpha_c1,lowbeta_c1,highbeta_c1,lowgamma_c1,midgamma_c1,delta_c2,theta_c2,lowalpha_c2,highalpha_c2,lowbeta_c2,highbeta_c2,lowgamma_c2,midgamma_c2,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,state
-96765,-13563,-6616,8358,-8019,-12620,4154,-355,247447,-1003,-9489,-11917,-11658,-17217,-14740,-17767,629720,-41087,25982,-11003,11235,-16922,-8841,-17687,0
283168,-209942,-14403,501,-657,-4303,5071,-1796,-566948,-217518,-29013,-3412,1885,-8120,-8779,-1224,-516960,-229604,-26671,-4980,3941,-7187,-7276,-962,0
-40368,-2378,-14583,-4707,-5137,-1675,-1103,-2355,276950,3730,-14221,2549,20231,49368,29179,11333,-273039,9638,-17420,-628,7771,23885,6017,37815,1
-65119,-49419,-1867,-9614,-3949,-1454,-4135,-592,84757,-32999,2901,-9330,76,1440,-7027,2411,32200,11955,14496,-5931,5276,508,-7546,-1304,0
-31664,-9599,-9217,3112,-13308,-5906,-6243,-4503,-35912,49266,-3552,4914,9063,10321,28182,4537,143960,15194,-8010,4436,-6581,-1148,-8731,-4472,1
-951225,-64204,-20296,-12320,-7818,-459,-3718,-5450,-1602143,-44874,11081,-11706,41103,71308,18193,18847,-207462,-21267,-21380,-6201,22977,25846,41201,26679,1
-229708,-22018,-12486,-8945,1561,-2359,2425,1057,466051,-31175,-13130,-19127,-6227,5738,-8622,837,-379168,-33467,-21912,-20002,991,-11644,-12176,-1923,1
-943229,-54742,-60870,-12888,-226,-11273,-17958,-21584,-987253,-62999,-57130,-9470,4770,-5332,-13430,-17116,-1002769,-48504,-61188,-9745,6064,-7895,-16452,-18328,0
336009,-198643,-5199,-24991,-27126,-5239,-4203,7122,-484736,-270714,-7196,-9999,-9251,-9089,-21974,-14398,259487,-236961,-6099,-27045,-29502,-33098,-30365,-24529,1
-45308,-24207,-3633,-10897,-7322,-17324,-7954,-19477,-18302,130190,138600,-5832,31552,-10085,89569,9794,-583779,-2428,3299,-1152,-6501,-28191,-14596,-20356,1
-102920,20896,-663,3613,4160,20768,18553,12689,-1044513,-26330,-7338,-4305,2184,-11086,-14219,-6856,-1080998,-22309,-9913,-6333,-4726,-22287,-20684,-13615,0
-10701,85321,-3713,8811,20048,41107,10812,5642,1438983,16742,4378,1182,-8171,25168,37638,36283,64029,-171317,-15182,1638,-15655,-42494,-11535,-8033,1
405450,137881,1955,11060,12094,27626,7879,9850,1860670,-1239,42486,20026,69164,24990,54938,8283,4282,-91758,42034,-834,4319,-3276,29533,1476,0
-447563,121883,65395,15797,11483,2786,93830,9728,-835302,-224016,-79169,-30403,-24715,-13661,-85470,-13326,1146080,447217,93623,-822,21486,33251,-76620,-1208,1
-341358,-18014,-6934,401,-7023,17207,12673,11092,-596590,-78946,-16208,-24790,-1538,-16525,-13854,-11182,396967,35504,-9817,32588,1155,23858,12817,-1564,1
-4798,60433,-3646,489,12040,-30222,-15470,-24121,-629436,-83762,-27820,-20562,-29785,-36707,-26150,-25666,-701970,-91833,-34962,-15990,-22352,-11928,-4166,-18037,1
536871,16977,17367,34224,12003,19597,33346,4235,-920366,-25602,7226,-18826,7592,28013,-4364,5459,-945795,-17883,-16149,-22776,-6446,-16388,-34005,-5214,0
158023,180848,11691,-12186,4507,14103,32893,2777,1088348,-54078,-6201,-13265,-18063,-8805,-12152,273,-157872,-183281,25828,-15621,-21874,-19403,-32586,1935,0
34451,10031,896,-610,615,2447,3762,-984,914123,628905,50986,29753,27333,34827,51350,8476,45691,94681,15810,2324,7108,806,-2830,803,1
43183,-14075,2972,687,-100,1875,4133,6455,557156,5966,-316,29938,15541,17704,18632,10042,-125273,-3832,4277,22978,4252,29035,16730,8901,0
-116216,-53499,-10721,2895,2331,352,-2221,1458,-77966,-79835,-31971,-6153,-1613,-15819,-17891,-6320,-141867,-99083,-32480,-7209,-2363,-19819,-17608,-5678,0
101523,4775,-9561,2375,10200,5927,-3437,-1462,561617,439795,50248,55463,42962,59384,19417,27376,948976,286000,8897,29931,9645,1154,10580,2835,1
122225,210479,25675,3322,49185,11251,9333,12944,-26476,-60813,-38570,8101,-52854,7046,365,-5950,279765,370507,-10049,-9146,-32123,169,-7149,-9671,1
-29124,8717,7051,4235,14529,14121,11219,5756,1353063,120438,9766,28259,36551,19958,514,6523,567005,121365,133761,32037,25381,71065,51568,3937,1
640747,123819,10619,2180,2072,14551,-5427,-1569,603512,280265,-16162,27124,-16698,-22802,-2377,12117,-721674,-156302,-27589,-12717,-17343,-59877,-16187,-9841,1
-443231,11156,6644,13705,9317,29597,21087,11480,-496527,-84649,-14485,-19306,-14731,-36208,-33076,-15349,548304,-17649,21066,-13507,-2472,-13823,-16430,23352,1
106171,25411,7240,11549,11211,12189,12634,9665,254997,5666,1725,-11337,-9643,-11791,-11638,-9094,-107790,-10667,-7072,-7208,-5459,-12982,-14514,-8156,0
-572034,-109848,-8332,-22546,-2856,-8777,-7963,-5173,-967204,-152002,-9120,-21999,-5680,-18570,-7659,-5967,902878,771754,2093,-6251,14531,31278,1823,19542,0
-46371,-138070,-7394,-5851,-5216,-4305,-17660,-2266,-556079,309772,127875,5585,13641,116724,44747,14563,1212811,-66212,18143,8313,20156,17421,-13571,4118,0
536906,-99656,-9764,5294,-2813,3721,4168,-826,-1261177,-182058,-38191,-6794,-13295,-35579,-15427,-3087,-743605,-133015,-33826,-16384,-9047,-43609,-19814,-6363,1
-143640,13775,1489,842,305,-229,-311,31,783299,44013,13421,15682,5969,2863,1249,165,952098,65421,4312,13826,33005,17762,6171,2831,0
-419141,80666,24394,-17632,29282,13913,20216,20475,-1012790,-236425,-37975,-50063,-41397,-50895,-42894,-24959,658632,46302,-18851,-19321,-25679,-23557,-7482,31432,1
285324,18693,8528,16302,11180,9032,10332,6472,-567013,6416,20626,5746,9564,29724,131,-2655,-621744,-35784,-15124,-3436,9167,19569,10771,-1365,0
304619,-258028,-57086,-16482,-518,-23341,-31116,-13966,-461536,-197521,-11745,-358,-8713,-12187,-29253,-11490,325749,532754,64177,7262,98663,23909,11605,2219,0
