delta_c0,theta_c0,lowalpha_c0,highalpha_c0,lowbeta_c0,highbeta_c0,lowgamma_c0,midgamma_c0,delta_c1,theta_c1,lowalpha_c1,highalpha_c1,lowbeta_c1,highbeta_c1,lowgamma_c1,midgamma_c1,delta_c2,theta_c2,lowalpha_c2,highalpha_c2,lowbeta_c2,highbeta_c2,lowgamma_c2,midgamma_c2,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
293845,200609,8755,4973,2320,5407,1293,1550,-293844,-200608,-8755,-4973,-2320,-5407,-1292,-1549,-255767,-172394,-1431,-3978,669,2239,143,-313,-247732,-203723,-6136,-661,-1010,-6637,-2081,-1730,-213455,-173071,-1859,-149,10084,-2934,481,-1188,-294051,-189288,21072,64097,-1673,-3691,2845,-933,-299202,-206070,-7771,-3291,-3217,-7147,-2067,-2680,1
203181,20716,487,1029,1287,717,239,5,-203181,-20715,-487,-1028,-1286,-717,-238,-5,-150431,-11508,994,-1286,-73,-537,1543,2288,511544,49492,3547,61,7349,12486,4141,4407,-207437,-8159,2131,1722,1108,3218,6178,4154,-169408,-18169,1595,-1018,1093,-1457,-713,415,-140752,-1322,1545,-2211,-1048,-843,-990,639,1
-6042,-12247,1198,-1027,139,-189,-701,-63,6042,12247,-1197,1027,-138,190,701,64,602901,67190,-393,14079,4839,3724,14917,4590,-90173,-8296,5774,2734,6882,9807,4172,2169,413600,2227,29427,22292,3932,8686,5973,7128,19186,20140,-975,-3183,8612,4687,1134,2301,-16887,-10332,-2625,2619,2602,-1058,-308,2448,0
-946258,-122814,-86633,-75535,-71552,-26850,-29272,-11937,946258,122814,86633,75535,71553,26850,29272,11938,-595996,-56755,-79266,-67425,-69243,-23542,-27389,-5299,-545697,230787,121386,53323,-38836,39460,12016,9721,775424,-79241,35064,-56784,-50818,6443,-10021,951,1192876,186256,-61952,-62437,-31203,4724,11923,3557,-842567,-121481,-69106,-73103,-69747,-23219,-26979,-10199,1
59556,-194515,-77556,-77711,-8663,-10171,-8401,-5746,-59555,194516,77556,77712,8663,10171,8401,5746,-183537,-170984,-48005,-62630,-3250,2134,-3047,-1132,-158927,-150216,-70530,-76404,-7704,-579,-1163,-1840,55141,-95653,-64251,-52582,-6043,5080,12966,-1871,-60031,-106932,-54678,-63099,7940,2899,2545,6441,42844,-141572,-78705,-79262,-2186,-7440,-9595,-2679,0
327569,148714,7398,6291,1837,27696,15478,5904,-327569,-148714,-7398,-6291,-1836,-27695,-15478,-5904,745331,-570192,-53693,-10447,-31465,-52852,-42772,-28265,-1046027,-571059,-65072,-38171,-35916,-74071,-45000,-33274,-970364,-551600,-37448,-27481,-48006,-81375,-46694,-39476,805595,-379050,50525,-11053,-4978,-56268,-41904,-34447,-1073161,-576185,-63530,-38195,-48424,-82239,-55344,-40709,0
-1437,-12662,-1069,-3704,-6149,-5998,-3428,-1349,1437,12663,1069,3705,6150,5998,3429,1350,339174,124891,12922,6555,12829,29248,15414,19336,260791,332552,46802,46793,56988,11858,21871,13563,259354,22472,35149,46909,19427,4147,3609,7007,495625,74687,1399,-6236,212,-5779,554,786,-48888,-3493,1712,-5874,-6356,-3858,-760,1315,0
-6220,-9662,6169,-3865,-2311,-445,-341,47,6220,9663,-6169,3865,2312,445,341,-47,-83594,-23720,-3796,-3706,-2489,-1787,-85,-1255,-94309,44523,22698,55300,3551,3412,4870,336,-94701,-20285,-4196,-3510,-2409,-1219,-100,-1262,380183,18578,-2157,489,4517,5570,2475,3195,1971287,307190,13853,6297,18594,21862,24972,11551,0
476870,66475,6401,5117,-497,1247,5480,1887,-476869,-66474,-6401,-5117,498,-1247,-5479,-1887,-285511,-67227,-14965,-18251,-4180,-4470,-6639,-2286,-475485,-92248,-4725,-17881,-3749,-3029,-5635,-1854,-438656,-102724,-12836,-18398,-5193,-3420,-6227,-2396,-392750,-86452,-16377,-19403,-4570,-5281,-6312,-2262,-419122,-78908,-15458,-20102,-5673,-5661,-6355,-2331,1
-36102,-21312,-5487,-15030,-1012,-1855,-965,-759,36103,21313,5487,15031,1013,1856,965,760,-75782,1773,-1058,20970,3336,3594,1686,2063,-81916,-17624,7305,-11580,981,-1544,-634,-738,10989,18652,68563,-4591,33542,6506,2328,782,-12690,-17039,-475,-13892,-11,-1155,-673,-838,-3115,-14378,218,-14195,109,-1078,-577,-488,0
-4026,1906,-2815,1301,1121,243,371,-11,4027,-1906,2815,-1300,-1120,-242,-370,11,-38681,-36435,3588,3397,3584,3245,4917,2170,37134,15205,-1959,-924,-890,1556,121,169,-29415,-30700,-4783,-1321,-1393,188,-489,-45,-23793,-37258,-3577,-894,-846,1011,62,685,-18400,-31979,-1592,4928,297,2452,-48,799,1
10248,13706,7832,8896,2967,986,51,743,-10247,-13706,-7831,-8896,-2966,-985,-51,-743,-13260,4450,-1856,-754,-2697,-5086,-2508,-703,37438,16097,-1118,-5839,-5033,-6500,-782,-1586,4760,-8904,9344,11051,353,-6455,-3273,-1036,-935,-6921,-8160,10753,-3920,-6128,-1527,-1400,62713,42988,3782,15417,552,-182,27,-1337,0
346759,20627,23230,21765,19343,14494,5356,3816,-346758,-20626,-23230,-21764,-19343,-14494,-5356,-3816,-497281,-42266,-20797,-19570,-18403,-15413,-3734,-4730,1831803,356624,205164,210446,61460,64801,12595,49601,-257081,116321,2984,74526,4821,8902,9732,4974,-405471,-40139,-11320,-20825,-19654,-14842,-7448,-6347,-483323,-49825,-22770,-20181,-16918,-16790,-8121,-6814,0
-35805,-31120,4442,-3451,-1894,2623,-3326,-2626,35805,31120,-4442,3451,1895,-2623,3326,2626,1189,-38420,3674,-7998,-6034,-4470,-5568,-2738,39748,3296,-7651,-3529,-4450,-3548,-6443,-1750,37729,19421,3004,7404,3361,6553,-7030,-2828,-97707,-12031,-1944,21506,-6212,2025,-6996,-4108,-66173,-24557,-3198,-9442,-5299,-3535,-8413,-4658,0
8549,13442,-1544,-4646,-2385,-4489,-328,-160,-8549,-13442,1545,4647,2385,4489,328,160,-23874,17274,-5424,-2700,-3667,1318,1953,746,-155634,-16294,8873,-2596,-2604,-1302,320,1010,-174327,189693,4201,10583,25300,4492,4802,1709,-148230,223637,58444,71381,-1431,448,4635,2124,-180632,214,-8329,12297,-2164,-2292,-36,517,1
487351,143572,16328,17183,10799,6735,12932,8065,-487351,-143571,-16327,-17182,-10799,-6735,-12931,-8065,551186,55747,-4735,28506,5679,23033,2813,19,-421100,-139218,-11776,-15143,-2400,-6656,-11635,-4987,-564795,-153000,-2078,-10170,5975,53460,50313,49688,-551497,-129993,-6659,74611,-5344,-3056,-5293,482,-92440,-108152,44236,-11870,2174,-1708,11111,19974,1
-362347,-10742,481,-5800,-11783,-3050,-3779,-3069,362348,10742,-481,5801,11783,3050,3780,3070,-422796,-9280,8187,5474,-5593,-2638,-755,-1973,-428095,-19434,-1369,-4295,-9086,-266,-388,-2587,-416107,36452,-810,-1978,-1635,1885,-3176,-2064,-162931,35436,7639,-8763,-10397,-2399,-1817,-2643,-395728,-10648,3938,14934,13095,-1105,-3050,4745,0
98997,-8851,-8361,-3132,-2529,-594,-992,-1825,-98997,8852,8362,3132,2530,594,992,1825,-226542,-5452,-5640,13015,1788,31002,10173,8370,-179212,14153,-5845,3797,-3055,-159,-1238,318,-55233,-1072,-7287,-1070,-6240,-2876,-2024,-382,-105133,21460,243,2446,2758,7463,9570,2808,-174295,5700,-5816,6013,-5300,-1850,-909,-403,0
-37106,-35995,-5577,-7884,-3855,-3989,-2085,-2193,37106,35996,5577,7885,3856,3990,2086,2194,447109,279275,84810,9907,1867,18694,18555,17523,262974,59274,-321,20931,16218,6684,15526,13585,18025,-26715,-10647,-3219,-3780,16,-316,-460,-50513,-45681,-12348,-5662,-3212,-3795,-804,-1931,-18193,-38910,-7440,-7359,3027,3871,5720,44,0
26974,2568,-8226,-5678,-8394,-6171,-2004,-4919,-26974,-2567,8227,5679,8394,6172,2005,4920,525526,-9387,-10190,8773,-7805,-10747,-833,-5220,137593,-8207,-8961,-2469,-18253,-15376,-3463,-6064,1355239,162762,147032,51140,-7629,16716,67908,5236,21410,-9324,-6913,-6209,-18377,-17072,-3494,-5879,35276,50375,-7826,-6497,-17978,-15613,-3449,-6081,0
677233,-15763,-16459,-25674,-32956,-20361,-11448,-31100,-677232,15763,16460,25675,32957,20362,11449,31100,-718469,-123383,-23174,-30597,-44821,-36448,-23425,-35440,-758651,-58985,7655,-17600,-40642,-30933,-18606,-34284,113901,166200,83784,3451,23061,15028,4018,2210,-620290,-110715,-10985,-5056,-35900,-33748,-20607,-33619,-696528,-88704,-19724,-15136,-23426,-26060,-18306,-32656,0
-80268,-10741,-914,-11390,-3429,-6780,-2418,-4633,80268,10742,915,11391,3430,6781,2418,4634,1003385,59493,11635,-128,10960,1844,17346,-826,98223,59483,32599,-2958,2988,14447,13653,1529,454711,123455,-103,-5679,3421,384,2225,-3064,1593348,183073,3851,21983,9134,8842,12649,1332,63035,-3644,-1851,-13053,-1403,-3244,-479,-4855,0
239358,-4854,14999,5984,-335,16435,8686,4111,-239358,4855,-14999,-5984,335,-16435,-8686,-4110,488580,11216,-16351,-6193,-3944,-19213,-10513,-6210,-5304,7183,-13983,-1175,4663,-8494,-1928,-2835,207714,74054,-13632,5252,-723,-15012,-6829,-4192,517084,-4605,-15607,-7909,-6204,-17934,-6775,-8059,1089423,289528,5163,70824,14011,-6148,21320,4552,1
26284,69469,-31,526,4448,2882,1175,814,-26284,-69469,31,-526,-4448,-2882,-1174,-814,431467,175109,24117,32922,38115,23277,16367,22973,-113434,-30324,15871,7975,-2168,-3527,-839,-1412,-143853,-71180,-3161,-249,-4089,-3618,-1370,-1691,-133754,-38010,2871,2578,-1913,2060,3573,2921,-9446,-42511,7256,3270,-3119,-3837,-1050,-1786,1
109945,-113,-3324,-2936,-932,-10403,-3856,-1430,-109945,113,3325,2937,933,10403,3856,1431,-77929,9836,-67,-8802,1899,-6549,-3684,-661,-73990,22305,6064,-3345,-1045,-10058,-5689,-1555,100916,121298,-5133,6406,545,8500,-1216,3022,-73240,3422,-4374,-6995,-224,-10908,-5583,-1285,-64321,8395,16225,-5555,-1704,-7750,-6080,-1979,0
-257136,10917,-4247,-4792,-419,-2835,-558,-302,257137,-10916,4247,4793,419,2835,558,302,-86730,17011,-6571,562,2372,-2209,86,14,-239915,66645,9376,9285,15957,9670,12390,10843,-120204,88358,13889,5033,814,397,2007,1432,603822,25809,1583,1103,-1094,-628,-389,1408,-235363,30381,-12112,-1268,-1830,-2928,1568,229,1
-432638,-686,-6120,-1267,3017,3228,1693,-1628,432639,687,6120,1267,-3017,-3227,-1693,1629,-446091,118653,-289,-5537,-2329,-8995,-4935,-1438,-17033,-41175,-12016,-6131,-3646,-5969,-4207,6929,-716993,-22390,-24696,-5281,-6826,-11001,-5559,-3564,-508673,923,14752,1476,6932,-3860,3422,-1696,-659230,-50025,-29064,-8679,-7876,-14750,-8593,-4577,1
394032,-27090,-557,-8294,-8067,-4072,-3292,-1632,-394031,27091,558,8294,8068,4073,3292,1632,14418,-6948,3914,-1897,-6445,-717,1635,1840,327341,133290,-1499,2807,1304,2174,-249,-643,-421167,-44225,-3645,3230,-3825,-2981,-1543,-422,-410003,-37482,5410,-3922,-3618,-5075,-2843,-1186,-353895,-31510,-8561,-9839,-7661,-4534,-3433,-1493,1
-1823,6233,871,-40,250,315,147,85,1824,-6233,-871,41,-249,-315,-146,-84,429642,96698,37107,11430,7270,5919,1611,1958,291508,81744,79447,39935,27120,25043,25267,5922,-26531,28184,-965,14037,1032,5570,2244,1792,179616,23031,3294,11515,8737,13617,4565,4295,-34389,7660,4199,7079,1606,3487,4276,1178,0
10342,1034,441,-622,991,-225,-40,-18,-10342,-1033,-440,623,-990,226,40,19,55711,4436,-623,3515,-1,1254,672,1598,74265,29355,2499,5452,5431,8715,9913,4257,1655487,1248862,57497,90519,113613,173791,103877,46238,930119,767951,108048,34906,34233,38815,7345,27814,67000,48807,-3323,-1260,-1513,909,-132,358,1
-105023,-36646,2817,-1537,-12227,-2061,-2518,-5066,105024,36647,-2816,1537,12228,2062,2519,5067,-69509,-1190,-684,15789,12408,20793,30887,9623,1976879,371176,25954,10922,6950,5448,9317,-775,63504,-64286,-2197,5445,-9279,-2404,-1680,-5215,377833,-50147,10599,1872,-2940,1658,2043,-2356,381648,-48516,13598,-3039,-11147,-153,-1985,-3857,0
10775,22962,4043,2545,12070,5915,617,2006,-10775,-22962,-4042,-2545,-12069,-5914,-616,-2006,460590,-63808,-4420,3197,-9798,1581,2170,634,1075098,8875,1598,9531,-451,-2392,3869,3882,1640794,367143,136947,113713,70658,30187,48808,20848,71643,-7499,111043,17327,13575,25813,7513,5967,-153992,-58438,-4645,1719,-10985,-4175,-882,-2188,0
237331,-55345,-6622,-6774,-9490,-5582,-2287,-2785,-237331,55345,6622,6775,9491,5582,2288,2786,-360620,30158,-9814,-30375,1753,-1225,4120,-1383,1661660,101355,52092,-46188,-28392,-6617,-5723,-711,1690194,186572,17559,-5080,2328,-10357,-1465,-3289,274630,48238,43317,22937,7694,690,-2085,2430,-1021690,-59873,14637,-63461,-26155,-21321,-5044,-6106,0
