delta_c0,theta_c0,lowalpha_c0,highalpha_c0,lowbeta_c0,highbeta_c0,lowgamma_c0,midgamma_c0,delta_c1,theta_c1,lowalpha_c1,highalpha_c1,lowbeta_c1,highbeta_c1,lowgamma_c1,midgamma_c1,delta_c2,theta_c2,lowalpha_c2,highalpha_c2,lowbeta_c2,highbeta_c2,lowgamma_c2,midgamma_c2,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,state
44527,1030,-2620,-3474,6134,-3825,-1960,-6252,-44527,-1030,2620,3474,-6134,3825,1960,6253,2369,13361,307,-3118,-8505,-8194,-1257,-6688,75564,9359,-2419,-6655,-9321,-9682,-3176,-6817,0
-9436,8400,3039,4369,43,55,-502,-119,9437,-8400,-3039,-4368,-43,-55,502,120,500818,28548,1874,16962,11257,10113,4754,5168,500818,28548,1874,16962,11257,10113,4754,5168,1
23415,-4642,-4211,-2664,-1033,-1552,-253,-64,-23414,4643,4212,2664,1033,1553,254,64,-71934,-16185,-2796,-2627,-2237,-1974,-367,-42,-37254,3026,11448,-678,-436,-1153,-273,-444,0
192382,27014,11683,-3503,7951,5464,2730,1521,-192382,-27014,-11682,3504,-7950,-5463,-2729,-1521,-108302,-25771,-12614,-10895,-10059,-4373,-2426,-321,-191215,-12465,-11208,-8846,-9517,-3810,1016,-772,0
-25733,31934,1686,1473,6308,7938,8203,2825,25734,-31934,-1686,-1473,-6308,-7938,-8203,-2825,-183476,12936,13545,-1442,-10186,-8477,-7438,-3514,-230293,-21730,1635,4889,-5603,1681,1904,3126,1
61943,-2177,8686,2679,9806,2705,3917,3285,-61943,2178,-8686,-2678,-9806,-2705,-3917,-3284,-139350,10572,-3329,171,-7455,630,-809,-2093,-103284,18323,-143,7161,22612,15608,7108,-442,0
6514,3239,338,-4355,-20,-4642,-2736,-2975,-6514,-3238,-337,4356,21,4643,2737,2976,10881,3821,618,-3581,10741,2543,2985,2609,33950,9074,-1784,-5289,1727,-4376,-2562,-1090,1
-47768,4662,1229,8947,5021,3358,3288,3390,47769,-4662,-1228,-8947,-5021,-3357,-3288,-3390,-41163,27128,5708,-7964,5929,4769,2621,2410,73603,18153,415,-6673,-2836,-1788,-1940,-2744,1
36952,28661,1135,4288,4203,-133,1863,1955,-36951,-28660,-1134,-4287,-4203,133,-1862,-1954,191203,-13495,-4273,-9300,-4458,-5759,-10748,-4305,-17726,-31446,-4608,-10037,-6099,-8525,-11589,-4896,1
49761,10110,566,306,3728,12447,-56,4507,-49761,-10110,-566,-305,-3728,-12446,56,-4507,-34071,13202,71,4122,-7013,-11944,-2694,2471,13403,28925,4,-6292,-7534,-19369,-7971,-4412,1
197146,14815,1730,-9992,2840,-6395,-640,1548,-197145,-14814,-1730,9993,-2839,6395,640,-1547,-199261,604,6193,-11467,-4785,-6042,-4715,-2428,-181669,23945,6708,-12533,-6863,-7617,-5068,-3625,1
-480,-1227,-1212,-4104,2183,-130,-1634,-1019,480,1228,1212,4105,-2182,130,1635,1020,78531,-2424,762,-13265,-5877,-10183,-5829,-10216,72433,75526,23309,21697,8874,2073,-3401,-5955,0
-218364,-61496,-5227,-7897,-9724,-5261,-1402,-3224,218365,61497,5228,7898,9724,5262,1403,3225,-118143,-12412,-4699,-9335,14829,12515,2281,2693,-37796,-63877,-11347,-14883,-11257,-8374,-1023,-3821,1
77607,-7264,381,-7030,-4092,-4601,-1562,-6891,-77607,7265,-381,7031,4093,4601,1563,6892,149255,40328,6348,-7534,-3193,-4978,-4051,-7543,193061,17340,2928,21512,14318,8205,14515,6237,1
43170,-1023,1589,4892,120,1599,-405,148,-43169,1024,-1588,-4891,-120,-1598,406,-147,419,33780,890,-3434,2116,-623,-137,-1548,32429,-11156,-1524,-4962,2777,-1909,602,-1362,1
30101,17427,10927,12,693,1305,956,653,-30101,-17426,-10927,-12,-693,-1305,-956,-653,-53386,21269,9407,12435,25909,13174,17069,8200,183266,21878,-10914,996,3644,2494,1402,716,0
181183,67167,18146,14248,3437,1620,6272,1159,-181183,-67167,-18146,-14248,-3436,-1620,-6272,-1159,453273,-52607,-14610,-13568,-5336,-3791,-7913,-3073,232175,-67577,-8376,-1390,906,-507,-5686,-2094,1
-28525,-3542,-510,237,-3673,-1228,-579,-505,28526,3542,510,-236,3673,1228,579,505,-11284,75504,54554,7949,1183,15082,13180,9209,762226,135839,15146,14912,1406,3849,2241,2592,0
-6937,5165,2431,2443,-114,6,-341,241,6938,-5164,-2430,-2443,115,-6,342,-241,127827,99305,14689,9632,7703,8679,3749,3732,7313,-906,-2538,-1790,165,3247,23,-954,0
-44012,11317,5883,-563,-264,-429,67,294,44012,-11316,-5883,563,264,429,-66,-294,-15145,66336,19113,-1359,8301,2965,1308,264,-74097,-46729,-3716,-565,1900,-23,1050,1331,0
-34786,92364,5088,25337,4467,11387,7760,-44,34787,-92364,-5088,-25337,-4467,-11387,-7759,45,12484,-76118,-12584,-21063,-9995,-11890,-6585,13711,-253296,-32046,-20636,-19805,15066,-14493,15046,6447,1
-13087,18042,1598,1596,1026,2219,2402,2227,13087,-18042,-1598,-1595,-1025,-2218,-2402,-2227,611192,148914,52988,45582,57781,17601,15011,15277,2772958,377681,113634,14408,5809,17707,7414,5072,0
16087,622,522,-339,209,119,54,-76,-16087,-621,-522,340,-208,-118,-53,77,132851,7982,-87,22032,28080,7905,12269,22855,2054,-6279,4644,-918,-297,-290,-116,400,0
-41040,-8360,867,-2028,105,-1002,-92,-682,41040,8360,-866,2028,-104,1002,92,682,479663,561937,89210,64810,109465,56761,11948,19005,611372,102193,19372,25812,39735,27202,27014,16026,0
-592321,-29880,2508,-4690,-24889,-66055,-95072,-22662,592321,29881,-2508,4690,24889,66056,95073,22662,24807,156300,-34454,103030,19951,-5435,-96281,-20593,-1450852,11991,-30687,50047,84369,-60100,-107701,-31478,1
-38430,361,2555,663,909,-4849,-3179,-1222,38430,-361,-2555,-662,-909,4849,3180,1223,-48398,-13473,-5296,18233,-1382,2745,-8863,-363,211224,-11678,-9664,-11576,-3830,-8698,-13168,-1963,1
-11808,-15664,-6578,-467,-178,-1124,-461,282,11808,15665,6578,467,179,1124,462,-281,-73580,-34732,-8101,975,412,-13,-630,203,-314215,-17782,-4364,-2087,-1542,-518,8668,13,0
181200,122318,2993,14207,10779,13260,14782,6193,-181199,-122317,-2992,-14206,-10778,-13260,-14781,-6192,-298629,-160712,484,-11401,-10769,-9454,-13037,-4738,-318442,-160389,1605,-8196,-7190,-8539,-11114,-1097,1
207272,79816,37083,10573,18982,3748,5335,13343,-207271,-79816,-37083,-10573,-18981,-3747,-5334,-13343,-957035,-118664,-46378,-9833,-26939,-6815,-5967,-12251,-763679,-128250,-46264,-7212,-27355,-10277,-4427,-14104,0
11025,22225,-2280,11633,-3580,1521,1579,-1121,-11024,-22224,2280,-11632,3580,-1520,-1579,1122,-111659,2040,4197,-7138,780,-4003,-2565,-113,14942,-19968,-1888,-15376,-3760,-3019,-3242,2615,0
50394,17227,-398,-301,-83,-184,-68,243,-50394,-17227,398,301,84,184,69,-242,-79692,-21752,4964,10058,4007,-1347,-654,131,-22753,4053,5088,123,468,357,-1278,-770,1
17864,453,6934,-1367,45,254,186,-468,-17864,-452,-6933,1368,-44,-254,-186,469,10694,-19417,-4310,-5644,-670,-2579,-763,-918,162537,30193,6094,-1166,-601,-2247,-2020,-850,0
19222,-8613,-1616,2235,997,6795,2220,1396,-19222,8614,1617,-2234,-996,-6795,-2220,-1395,-58066,20893,-1616,1392,-2977,-6757,-1542,-437,-22684,-9814,-4589,-1970,-2476,-7786,-1242,-1553,1
-33336,27205,6956,5297,-820,199,-101,-831,33337,-27205,-6955,-5297,821,-199,102,832,-7963,-19646,-7838,-7847,-814,-1647,1205,-822,-81032,-3441,-2906,-2987,5938,8799,6434,6228,0
556337,30331,21680,36020,16226,12241,3014,2611,-556336,-30331,-21680,-36019,-16226,-12241,-3013,-2611,-394953,-29130,-22718,-33233,-16732,-11548,-2160,-2852,-597625,-51396,-19875,-31933,-17008,-11632,-1916,-2807,0
6874,37340,5076,-9847,13329,1814,-240,83,-6873,-37339,-5076,9847,-13328,-1813,240,-82,-249878,-79437,-22561,-27459,-24411,-13739,-5490,-6549,-267637,-85283,-21903,-28119,-24300,-13481,-5559,-6981,1
-41115,-33119,5083,1656,-5749,-1224,-5310,-3521,41115,33119,-5083,-1655,5749,1224,5311,3522,1060407,32442,51779,-4835,402,14057,12336,2245,172972,91091,-4484,6451,14350,20352,4791,6557,0
-76914,-14117,-959,953,35,44,-133,450,76914,14118,960,-953,-34,-44,133,-450,-73695,-19309,-203,-410,-1447,-2291,-1502,-1237,136530,84240,3617,4700,1453,698,943,165,0
-973778,-210651,-39129,-14063,-3970,-13684,-10246,-7818,973778,210652,39130,14064,3971,13685,10247,7819,-1185008,-130137,-31682,4604,10626,-6387,-3410,-2064,-1153763,-204868,-40019,-8218,-2942,-11544,-10510,-6739,1
956361,134939,10881,16562,3303,-4168,65,-726,-956360,-134938,-10881,-16561,-3303,4168,-64,727,-975879,-143863,-21421,-16676,-8084,-21496,-10697,-14526,-632262,-141891,-24388,-15274,-6192,-18733,-8133,-12331,0
647175,-16980,-3540,-1100,-12296,-27774,4974,-9623,-647174,16980,3541,1101,12296,27775,-4973,9624,-1028880,-96780,-16401,-18962,-13340,-30763,-24308,-14735,-101234,19349,-24384,-11677,21184,-26676,-18594,-13970,0
49020,3201,727,-9096,787,-4704,-1973,-1824,-49019,-3200,-726,9096,-786,4704,1974,1825,223546,179776,54813,67708,15079,11698,19939,23559,291905,151566,13813,5429,20888,-1653,-1380,1166,0
-105814,-145753,-67585,-11744,-28664,-31403,-33251,-2097,105815,145754,67586,11745,28664,31404,33251,2097,269505,-15981,-54990,-2326,-16592,6996,-3310,-8664,-248890,-155366,-61321,31903,-46142,-24054,-17141,-7641,1
527853,143824,12201,9797,4553,8154,5488,2857,-527853,-143823,-12201,-9797,-4553,-8153,-5487,-2856,-512008,-128278,-11169,-4336,-2482,-2804,-2310,-2111,-20142,375558,273075,337399,168867,97641,86876,21642,1
-34541,-15223,-7094,-6527,-6552,-3297,-1234,-3517,34542,15223,7095,6527,6552,3297,1235,3517,-14215,3767,-7596,-4075,-2374,-2950,801,-3211,25373,48377,-8113,-6192,-1660,-1919,1135,-1127,1
112931,11595,-1984,4077,-3467,-1278,-2723,-1465,-112930,-11594,1985,-4076,3468,1278,2724,1466,-6300,-16241,-12209,-8621,-3932,-4272,-3491,-2859,322869,-27343,-6064,17217,-717,-921,2823,-1080,1
-137567,-15940,-6443,-13750,-13224,-2458,-1380,-5161,137568,15940,6443,13750,13224,2459,1381,5161,-78366,-31151,-7678,-19709,-13274,-2682,-5485,-5050,696434,-12636,80062,20686,13339,2858,1419,2298,0
-778651,-182410,-20135,-27992,-30367,-11401,-5759,-8063,778652,182410,20135,27992,30368,11401,5759,8064,152463,-12244,-21282,-12931,-8638,4382,-5313,-6575,660513,-49644,-13021,-40341,-14828,12831,-8843,-1445,0
-180576,-29956,-10753,5131,-4690,-4972,2069,-6942,180576,29957,10754,-5130,4691,4972,-2068,6942,561066,-39488,20183,4045,5,1505,-7885,-7652,113029,-37570,-14658,-13770,-12329,-17491,-14018,-9795,0
-484010,1180,-4635,-6573,5145,-1152,-5894,-2575,484010,-1179,4635,6574,-5144,1152,5895,2575,-574631,-12930,-9535,-11065,-12395,-3980,-9295,-2988,-573433,-9089,-7850,-12139,-12238,-5410,-11566,-1087,1
-25431,9319,4092,413,876,2695,2957,1204,25432,-9318,-4092,-413,-875,-2694,-2956,-1204,-60303,-10989,-4925,4339,-2154,-3479,-3880,-670,1662977,390160,15642,-289,16722,2047,-3143,4683,0
293845,200609,8755,4973,2320,5407,1293,1550,-293844,-200608,-8755,-4973,-2320,-5407,-1292,-1549,-255767,-172394,-1431,-3978,669,2239,143,-313,-247732,-203723,-6136,-661,-1010,-6637,-2081,-1730,1
203181,20716,487,1029,1287,717,239,5,-203181,-20715,-487,-1028,-1286,-717,-238,-5,-150431,-11508,994,-1286,-73,-537,1543,2288,511544,49492,3547,61,7349,12486,4141,4407,1
-6042,-12247,1198,-1027,139,-189,-701,-63,6042,12247,-1197,1027,-138,190,701,64,602901,67190,-393,14079,4839,3724,14917,4590,-90173,-8296,5774,2734,6882,9807,4172,2169,0
-946258,-122814,-86633,-75535,-71552,-26850,-29272,-11937,946258,122814,86633,75535,71553,26850,29272,11938,-595996,-56755,-79266,-67425,-69243,-23542,-27389,-5299,-545697,230787,121386,53323,-38836,39460,12016,9721,1
59556,-194515,-77556,-77711,-8663,-10171,-8401,-5746,-59555,194516,77556,77712,8663,10171,8401,5746,-183537,-170984,-48005,-62630,-3250,2134,-3047,-1132,-158927,-150216,-70530,-76404,-7704,-579,-1163,-1840,0
327569,148714,7398,6291,1837,27696,15478,5904,-327569,-148714,-7398,-6291,-1836,-27695,-15478,-5904,745331,-570192,-53693,-10447,-31465,-52852,-42772,-28265,-1046027,-571059,-65072,-38171,-35916,-74071,-45000,-33274,0
-1437,-12662,-1069,-3704,-6149,-5998,-3428,-1349,1437,12663,1069,3705,6150,5998,3429,1350,339174,124891,12922,6555,12829,29248,15414,19336,260791,332552,46802,46793,56988,11858,21871,13563,0
-6220,-9662,6169,-3865,-2311,-445,-341,47,6220,9663,-6169,3865,2312,445,341,-47,-83594,-23720,-3796,-3706,-2489,-1787,-85,-1255,-94309,44523,22698,55300,3551,3412,4870,336,0
476870,66475,6401,5117,-497,1247,5480,1887,-476869,-66474,-6401,-5117,498,-1247,-5479,-1887,-285511,-67227,-14965,-18251,-4180,-4470,-6639,-2286,-475485,-92248,-4725,-17881,-3749,-3029,-5635,-1854,1
-36102,-21312,-5487,-15030,-1012,-1855,-965,-759,36103,21313,5487,15031,1013,1856,965,760,-75782,1773,-1058,20970,3336,3594,1686,2063,-81916,-17624,7305,-11580,981,-1544,-634,-738,0
-4026,1906,-2815,1301,1121,243,371,-11,4027,-1906,2815,-1300,-1120,-242,-370,11,-38681,-36435,3588,3397,3584,3245,4917,2170,37134,15205,-1959,-924,-890,1556,121,169,1
10248,13706,7832,8896,2967,986,51,743,-10247,-13706,-7831,-8896,-2966,-985,-51,-743,-13260,4450,-1856,-754,-2697,-5086,-2508,-703,37438,16097,-1118,-5839,-5033,-6500,-782,-1586,0
346759,20627,23230,21765,19343,14494,5356,3816,-346758,-20626,-23230,-21764,-19343,-14494,-5356,-3816,-497281,-42266,-20797,-19570,-18403,-15413,-3734,-4730,1831803,356624,205164,210446,61460,64801,12595,49601,0
-35805,-31120,4442,-3451,-1894,2623,-3326,-2626,35805,31120,-4442,3451,1895,-2623,3326,2626,1189,-38420,3674,-7998,-6034,-4470,-5568,-2738,39748,3296,-7651,-3529,-4450,-3548,-6443,-1750,0
8549,13442,-1544,-4646,-2385,-4489,-328,-160,-8549,-13442,1545,4647,2385,4489,328,160,-23874,17274,-5424,-2700,-3667,1318,1953,746,-155634,-16294,8873,-2596,-2604,-1302,320,1010,1
487351,143572,16328,17183,10799,6735,12932,8065,-487351,-143571,-16327,-17182,-10799,-6735,-12931,-8065,551186,55747,-4735,28506,5679,23033,2813,19,-421100,-139218,-11776,-15143,-2400,-6656,-11635,-4987,1
-362347,-10742,481,-5800,-11783,-3050,-3779,-3069,362348,10742,-481,5801,11783,3050,3780,3070,-422796,-9280,8187,5474,-5593,-2638,-755,-1973,-428095,-19434,-1369,-4295,-9086,-266,-388,-2587,0
98997,-8851,-8361,-3132,-2529,-594,-992,-1825,-98997,8852,8362,3132,2530,594,992,1825,-226542,-5452,-5640,13015,1788,31002,10173,8370,-179212,14153,-5845,3797,-3055,-159,-1238,318,0
-37106,-35995,-5577,-7884,-3855,-3989,-2085,-2193,37106,35996,5577,7885,3856,3990,2086,2194,447109,279275,84810,9907,1867,18694,18555,17523,262974,59274,-321,20931,16218,6684,15526,13585,0
26974,2568,-8226,-5678,-8394,-6171,-2004,-4919,-26974,-2567,8227,5679,8394,6172,2005,4920,525526,-9387,-10190,8773,-7805,-10747,-833,-5220,137593,-8207,-8961,-2469,-18253,-15376,-3463,-6064,0
677233,-15763,-16459,-25674,-32956,-20361,-11448,-31100,-677232,15763,16460,25675,32957,20362,11449,31100,-718469,-123383,-23174,-30597,-44821,-36448,-23425,-35440,-758651,-58985,7655,-17600,-40642,-30933,-18606,-34284,0
-80268,-10741,-914,-11390,-3429,-6780,-2418,-4633,80268,10742,915,11391,3430,6781,2418,4634,1003385,59493,11635,-128,10960,1844,17346,-826,98223,59483,32599,-2958,2988,14447,13653,1529,0
239358,-4854,14999,5984,-335,16435,8686,4111,-239358,4855,-14999,-5984,335,-16435,-8686,-4110,488580,11216,-16351,-6193,-3944,-19213,-10513,-6210,-5304,7183,-13983,-1175,4663,-8494,-1928,-2835,1
26284,69469,-31,526,4448,2882,1175,814,-26284,-69469,31,-526,-4448,-2882,-1174,-814,431467,175109,24117,32922,38115,23277,16367,22973,-113434,-30324,15871,7975,-2168,-3527,-839,-1412,1
109945,-113,-3324,-2936,-932,-10403,-3856,-1430,-109945,113,3325,2937,933,10403,3856,1431,-77929,9836,-67,-8802,1899,-6549,-3684,-661,-73990,22305,6064,-3345,-1045,-10058,-5689,-1555,0
-257136,10917,-4247,-4792,-419,-2835,-558,-302,257137,-10916,4247,4793,419,2835,558,302,-86730,17011,-6571,562,2372,-2209,86,14,-239915,66645,9376,9285,15957,9670,12390,10843,1
-432638,-686,-6120,-1267,3017,3228,1693,-1628,432639,687,6120,1267,-3017,-3227,-1693,1629,-446091,118653,-289,-5537,-2329,-8995,-4935,-1438,-17033,-41175,-12016,-6131,-3646,-5969,-4207,6929,1
394032,-27090,-557,-8294,-8067,-4072,-3292,-1632,-394031,27091,558,8294,8068,4073,3292,1632,14418,-6948,3914,-1897,-6445,-717,1635,1840,327341,133290,-1499,2807,1304,2174,-249,-643,1
-1823,6233,871,-40,250,315,147,85,1824,-6233,-871,41,-249,-315,-146,-84,429642,96698,37107,11430,7270,5919,1611,1958,291508,81744,79447,39935,27120,25043,25267,5922,0
10342,1034,441,-622,991,-225,-40,-18,-10342,-1033,-440,623,-990,226,40,19,55711,4436,-623,3515,-1,1254,672,1598,74265,29355,2499,5452,5431,8715,9913,4257,1
-105023,-36646,2817,-1537,-12227,-2061,-2518,-5066,105024,36647,-2816,1537,12228,2062,2519,5067,-69509,-1190,-684,15789,12408,20793,30887,9623,1976879,371176,25954,10922,6950,5448,9317,-775,0
10775,22962,4043,2545,12070,5915,617,2006,-10775,-22962,-4042,-2545,-12069,-5914,-616,-2006,460590,-63808,-4420,3197,-9798,1581,2170,634,1075098,8875,1598,9531,-451,-2392,3869,3882,0
237331,-55345,-6622,-6774,-9490,-5582,-2287,-2785,-237331,55345,6622,6775,9491,5582,2288,2786,-360620,30158,-9814,-30375,1753,-1225,4120,-1383,1661660,101355,52092,-46188,-28392,-6617,-5723,-711,0
