delta_c1,theta_c1,lowalpha_c1,highalpha_c1,lowbeta_c1,highbeta_c1,lowgamma_c1,midgamma_c1,delta_c2,theta_c2,lowalpha_c2,highalpha_c2,lowbeta_c2,highbeta_c2,lowgamma_c2,midgamma_c2,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
-105762,-96814,-26941,-11290,-11708,-17732,-16652,-7675,-255641,-109900,-31263,-9513,-11285,-17934,-16308,-9447,355297,86823,-10185,-6756,-6802,1191,-10271,-4305,256311,37143,-11655,440,23191,-17664,-16080,-4099,0
-378417,-53110,-45804,-32471,-4958,-22062,-11537,-9377,433188,429151,-8495,64976,32134,14904,1599,3462,409998,28725,-7996,11884,8276,-8329,-6472,-6512,-334448,-22260,-24154,-21332,-7569,-19738,-9392,-6525,1
51180,36402,-21108,-4661,3075,2490,11456,1217,30571,-56814,36187,-5095,773,-3671,-4760,-3652,1181865,295553,50687,48057,16412,24311,19160,5576,-441508,-71190,-9909,31674,8297,1272,-6196,-1196,0
-261480,-162766,-18856,-107,-6082,-16747,-18202,-7233,99269,-166337,68501,25719,8949,-6320,-13718,-6332,-191371,-191366,20660,-1394,4539,-12270,-17617,-7298,441392,35050,2108,42140,56180,3411,1893,12338,0
-137298,-52352,-413,-11540,-1810,-21120,-6695,-1731,524913,94389,124247,72123,51441,54170,75839,53119,-121985,-10725,-9277,6781,-4518,-15069,-4272,-430,-35992,66233,1317,16704,273,14665,16979,8099,1
429226,278992,8603,40374,9966,48554,18674,14130,-38079,-116556,31798,-723,3851,-11462,9572,12054,404280,-184647,8876,-16961,-6887,-32904,-21096,-11691,-569698,-313055,-9276,-35632,-2515,-45576,-22828,-14979,0
-730878,-355151,1585,-55130,-10365,-48203,-8652,-6003,-1893381,-343479,-36925,-72809,-11567,-51999,-3132,-14321,-1569693,-114223,-24378,-78627,6606,-39055,-7608,-8605,-1695589,-181958,118398,-42055,14725,-7668,5159,34341,1
-368998,7195,30436,27375,11710,20322,9163,5201,-329622,183217,63253,85814,46217,-6849,65767,24962,-434348,434886,43340,-1723,27829,-1368,17559,8619,1526443,574975,53586,31645,35371,33253,29194,32605,0
-292033,-100893,-20627,-31383,-14068,-18226,-10351,-6291,-268020,-74446,-7138,-2974,-13430,-12502,-7950,-3572,-108557,-62397,-3124,-30868,-11802,-15720,-7753,-5808,-276944,-93748,-349,4119,-7655,28081,-1413,574,1
-199446,-58887,-2908,-10107,-10195,-4160,-661,-4677,492207,-84620,4531,-6307,-11407,-21188,-9574,-5505,2147433,131788,98225,12463,46023,13585,58,3846,-11169,-72237,21912,-13756,-2562,-16232,-8409,-5626,1
-910648,-3957,-10281,13709,-4077,-1310,5828,1281,-1080372,-15112,-27365,-27356,-30753,-38075,-24280,-8347,-249055,-3507,-35588,-24424,-30945,-37173,-25331,-9665,-1049114,297957,26432,8119,-9683,-16516,38547,13019,0
-22765,11220,4885,7548,18282,6971,1849,2478,356023,189785,84142,28744,34497,55708,17825,875,342615,100342,11466,11024,-11561,-7400,-9975,-6182,541498,115861,1785,5394,-8997,34651,2421,3798,1
-408244,-224845,-25572,-15261,-10422,-1066,-22287,-3315,54518,-75869,-49508,20592,29638,1919,-4831,6241,-565352,-275256,-47888,-31074,-12397,-13844,-35653,-3704,172989,-201014,-38964,-4653,4784,24396,-24956,13310,1
254206,-463925,-58360,-14196,-13072,-25217,-6902,-18258,65567,-470714,-119357,-49527,-17700,-7393,2246,-17572,-251173,-425045,-120966,-31420,-23661,-7524,-20029,-23731,-177363,-456594,-104667,-41753,1534,-30913,10305,-18960,1
-528562,-52487,-118949,-46161,-42328,-12483,-29710,-2410,1679994,132809,-63092,12678,-31480,9646,-11363,12661,-761034,-89826,-129471,-58768,-49782,-14850,-38566,-4607,-897816,-126670,-129666,-51335,-36395,-3449,-22604,-796,0
-96765,-13563,-6616,8358,-8019,-12620,4154,-355,247447,-1003,-9489,-11917,-11658,-17217,-14740,-17767,629720,-41087,25982,-11003,11235,-16922,-8841,-17687,-42520,-47623,-18231,-7698,-5531,-5344,-11153,-14056,0
283168,-209942,-14403,501,-657,-4303,5071,-1796,-566948,-217518,-29013,-3412,1885,-8120,-8779,-1224,-516960,-229604,-26671,-4980,3941,-7187,-7276,-962,-312205,-224147,-17068,-5519,12039,9999,6083,5344,0
-40368,-2378,-14583,-4707,-5137,-1675,-1103,-2355,276950,3730,-14221,2549,20231,49368,29179,11333,-273039,9638,-17420,-628,7771,23885,6017,37815,-188347,19957,2978,16145,938,96322,13513,9800,1
-65119,-49419,-1867,-9614,-3949,-1454,-4135,-592,84757,-32999,2901,-9330,76,1440,-7027,2411,32200,11955,14496,-5931,5276,508,-7546,-1304,-70092,-29499,4367,13248,15910,26619,12414,9083,0
-31664,-9599,-9217,3112,-13308,-5906,-6243,-4503,-35912,49266,-3552,4914,9063,10321,28182,4537,143960,15194,-8010,4436,-6581,-1148,-8731,-4472,1417697,65679,25682,7453,-7987,13902,-2087,-113,1
-951225,-64204,-20296,-12320,-7818,-459,-3718,-5450,-1602143,-44874,11081,-11706,41103,71308,18193,18847,-207462,-21267,-21380,-6201,22977,25846,41201,26679,-1180506,1579,1196,-614,18539,31852,14161,12462,1
-229708,-22018,-12486,-8945,1561,-2359,2425,1057,466051,-31175,-13130,-19127,-6227,5738,-8622,837,-379168,-33467,-21912,-20002,991,-11644,-12176,-1923,-54927,14648,-8802,-11609,4692,19494,12092,25837,1
-943229,-54742,-60870,-12888,-226,-11273,-17958,-21584,-987253,-62999,-57130,-9470,4770,-5332,-13430,-17116,-1002769,-48504,-61188,-9745,6064,-7895,-16452,-18328,-701725,-22718,-42546,-3477,26844,5305,-786,-9296,0
336009,-198643,-5199,-24991,-27126,-5239,-4203,7122,-484736,-270714,-7196,-9999,-9251,-9089,-21974,-14398,259487,-236961,-6099,-27045,-29502,-33098,-30365,-24529,-476861,-267598,11328,-24684,-423,1055,-10363,3481,1
-45308,-24207,-3633,-10897,-7322,-17324,-7954,-19477,-18302,130190,138600,-5832,31552,-10085,89569,9794,-583779,-2428,3299,-1152,-6501,-28191,-14596,-20356,-642570,-126584,7889,-16208,-5822,-29036,-16961,-22276,1
-102920,20896,-663,3613,4160,20768,18553,12689,-1044513,-26330,-7338,-4305,2184,-11086,-14219,-6856,-1080998,-22309,-9913,-6333,-4726,-22287,-20684,-13615,-1164520,96556,26972,26762,21857,17963,-5412,-5939,0
-10701,85321,-3713,8811,20048,41107,10812,5642,1438983,16742,4378,1182,-8171,25168,37638,36283,64029,-171317,-15182,1638,-15655,-42494,-11535,-8033,-139902,-143973,-23273,-12054,-20984,-28659,-11251,-7792,1
405450,137881,1955,11060,12094,27626,7879,9850,1860670,-1239,42486,20026,69164,24990,54938,8283,4282,-91758,42034,-834,4319,-3276,29533,1476,-299416,14138,45904,6448,-1257,-9042,-7785,99,0
-447563,121883,65395,15797,11483,2786,93830,9728,-835302,-224016,-79169,-30403,-24715,-13661,-85470,-13326,1146080,447217,93623,-822,21486,33251,-76620,-1208,-985829,-255013,-85172,-27351,-11392,-30928,-108455,-12771,1
-341358,-18014,-6934,401,-7023,17207,12673,11092,-596590,-78946,-16208,-24790,-1538,-16525,-13854,-11182,396967,35504,-9817,32588,1155,23858,12817,-1564,-672575,-86433,-14550,-29537,-12806,-12514,-22448,-18255,1
-4798,60433,-3646,489,12040,-30222,-15470,-24121,-629436,-83762,-27820,-20562,-29785,-36707,-26150,-25666,-701970,-91833,-34962,-15990,-22352,-11928,-4166,-18037,-644823,-82803,-30749,-12528,-22266,-39476,-22752,-27882,1
536871,16977,17367,34224,12003,19597,33346,4235,-920366,-25602,7226,-18826,7592,28013,-4364,5459,-945795,-17883,-16149,-22776,-6446,-16388,-34005,-5214,-1284941,1460,9432,-23827,-13280,-19073,-27864,-2018,0
158023,180848,11691,-12186,4507,14103,32893,2777,1088348,-54078,-6201,-13265,-18063,-8805,-12152,273,-157872,-183281,25828,-15621,-21874,-19403,-32586,1935,-122434,-130508,20695,-18295,-11998,-24107,-37743,16514,0
34451,10031,896,-610,615,2447,3762,-984,914123,628905,50986,29753,27333,34827,51350,8476,45691,94681,15810,2324,7108,806,-2830,803,2151484,84469,17287,11361,23104,65663,35692,11614,1
43183,-14075,2972,687,-100,1875,4133,6455,557156,5966,-316,29938,15541,17704,18632,10042,-125273,-3832,4277,22978,4252,29035,16730,8901,268193,18284,20519,17394,6692,23220,12862,10234,0
-116216,-53499,-10721,2895,2331,352,-2221,1458,-77966,-79835,-31971,-6153,-1613,-15819,-17891,-6320,-141867,-99083,-32480,-7209,-2363,-19819,-17608,-5678,-174144,-70831,-30455,2996,-5570,-14806,-6991,-3033,0
101523,4775,-9561,2375,10200,5927,-3437,-1462,561617,439795,50248,55463,42962,59384,19417,27376,948976,286000,8897,29931,9645,1154,10580,2835,-619767,-36759,-5741,-9902,10537,331,-4482,-667,1
122225,210479,25675,3322,49185,11251,9333,12944,-26476,-60813,-38570,8101,-52854,7046,365,-5950,279765,370507,-10049,-9146,-32123,169,-7149,-9671,-191679,-239833,-34174,-8664,-52940,-9776,1495,-12079,1
-29124,8717,7051,4235,14529,14121,11219,5756,1353063,120438,9766,28259,36551,19958,514,6523,567005,121365,133761,32037,25381,71065,51568,3937,634406,67177,-933,37514,4027,12467,2830,7481,1
640747,123819,10619,2180,2072,14551,-5427,-1569,603512,280265,-16162,27124,-16698,-22802,-2377,12117,-721674,-156302,-27589,-12717,-17343,-59877,-16187,-9841,-822033,-191090,-4910,-4603,-19539,-63813,-11449,-8777,1
-443231,11156,6644,13705,9317,29597,21087,11480,-496527,-84649,-14485,-19306,-14731,-36208,-33076,-15349,548304,-17649,21066,-13507,-2472,-13823,-16430,23352,96323,8234,21709,-4908,-6349,-20684,-7322,-6222,1
106171,25411,7240,11549,11211,12189,12634,9665,254997,5666,1725,-11337,-9643,-11791,-11638,-9094,-107790,-10667,-7072,-7208,-5459,-12982,-14514,-8156,1692554,139782,4659,-3578,7067,967,-5842,-2430,0
-572034,-109848,-8332,-22546,-2856,-8777,-7963,-5173,-967204,-152002,-9120,-21999,-5680,-18570,-7659,-5967,902878,771754,2093,-6251,14531,31278,1823,19542,-644264,-138312,-6241,-2018,34524,-16884,-5464,29396,0
-46371,-138070,-7394,-5851,-5216,-4305,-17660,-2266,-556079,309772,127875,5585,13641,116724,44747,14563,1212811,-66212,18143,8313,20156,17421,-13571,4118,-795445,-147667,-7305,-4970,-5422,-16302,-20001,-3549,0
536906,-99656,-9764,5294,-2813,3721,4168,-826,-1261177,-182058,-38191,-6794,-13295,-35579,-15427,-3087,-743605,-133015,-33826,-16384,-9047,-43609,-19814,-6363,-1208486,-175803,-38512,-15734,-19414,-42568,-18769,-7526,1
-143640,13775,1489,842,305,-229,-311,31,783299,44013,13421,15682,5969,2863,1249,165,952098,65421,4312,13826,33005,17762,6171,2831,-132139,-12183,-2157,-649,-1896,-66,602,-159,0
-419141,80666,24394,-17632,29282,13913,20216,20475,-1012790,-236425,-37975,-50063,-41397,-50895,-42894,-24959,658632,46302,-18851,-19321,-25679,-23557,-7482,31432,-664244,-186917,9938,-48228,9243,23075,-11627,-1828,1
285324,18693,8528,16302,11180,9032,10332,6472,-567013,6416,20626,5746,9564,29724,131,-2655,-621744,-35784,-15124,-3436,9167,19569,10771,-1365,-539996,-2893,-10560,-16055,-12997,19951,-18288,-8508,0
304619,-258028,-57086,-16482,-518,-23341,-31116,-13966,-461536,-197521,-11745,-358,-8713,-12187,-29253,-11490,325749,532754,64177,7262,98663,23909,11605,2219,-444844,-238745,-27234,4825,547,-11961,-12818,-1990,0
